criterion_id,a_correctness,a_scaffolding,b,n_persons,a_se_approx
tb_0095_c06,0.528796,0.0,2.10011,81,0.222734
tb_0095_c08,0.44858,0.0,2.855798,81,0.284578
tb_0095_c09,1.380362,0.0,4.100715,82,0.602838
tb_0096_c04,0.63826,0.0,2.343476,82,0.259152
tb_0096_c05,0.255708,0.0,4.252689,82,0.494604
tb_0097_c01,0.953755,0.0,-0.507829,81,0.194587
tb_0097_c02,0.695539,0.554794,2.971337,82,0.327679
tb_0097_c03,2.013937,0.117552,5.264483,82,0.879948
tb_0098_c02,2.829875,2.691073,0.122731,82,0.827827
tb_0098_c04,1.287478,0.0,5.667559,82,0.933058
tb_0098_c05,2.361232,2.635502,-0.000504,81,0.621444
tb_0098_c06,1.117849,0.0,2.111869,81,0.341235
tb_0098_c08,1.51802,0.0,2.101161,82,0.448469
tb_0098_c09,1.279878,0.0,0.542052,82,0.291449
tb_0098_c10,0.635997,0.477892,4.418698,82,0.606976
tb_0099_c02,0.870279,0.0,3.628703,82,0.457029
tb_0099_c05,0.937562,0.0,1.705826,82,0.270721
tb_0099_c07,0.558597,0.0,1.182613,82,0.171582
tb_0099_c11,0.594819,0.0,4.452066,82,0.610049
tb_0099_c12,6.37243,2.448209,18.030225,82,4.681678
tb_0100_c01,1.436347,0.0,5.149909,82,0.780021
tb_0100_c02,0.909806,0.0,4.153836,82,0.559248
tb_0100_c04,1.287478,0.0,5.667559,82,0.933058
tb_0100_c06,1.880015,0.0,3.275722,82,0.631608
tb_0101_c01,1.538299,0.0,3.029829,81,0.523171
tb_0101_c02,5.838616,0.0,18.772997,82,4.489745
tb_0101_c03,1.038609,0.0,1.401649,82,0.275395
tb_0101_c04,0.296469,0.296982,4.224057,82,0.508657
tb_0101_c05,0.459189,0.0,2.411913,82,0.237487
tb_0101_c06,0.635997,0.477892,4.418698,82,0.606976
tb_0102_c02,-0.028136,0.0,2.989111,81,0.248372
tb_0102_c03,0.611185,0.0,0.151905,79,0.150889
tb_0102_c04,0.682349,0.0,0.61087,80,0.171988
tb_0102_c06,0.508885,0.0,0.450352,79,0.144405
tb_0102_c07,0.424055,0.0,1.232066,80,0.157973
tb_0102_c08,0.930834,0.0,2.45297,81,0.326828
tb_0102_c10,1.287335,0.0,5.66721,81,0.933383
tb_0102_c11,5.403583,0.0,12.128574,81,3.687546
tb_0102_c12,0.315503,0.0,1.593799,78,0.165077
tb_0102_c14,0.257138,0.70631,1.930627,81,0.182326
tb_0102_c15,5.838616,0.0,18.772997,81,4.489745
tb_0103_c02,0.741641,0.0,2.058657,80,0.256316
tb_0103_c06,1.156082,0.0,-1.262126,82,0.231268
tb_0103_c08,1.464495,0.0,5.106077,81,0.776137
tb_0103_c09,0.594819,0.0,4.452066,82,0.610049
tb_0104_c02,1.003862,0.0,1.737147,78,0.297429
tb_0104_c03,0.951082,0.0,-0.245186,81,0.197362
tb_0104_c04,1.058895,0.0,-0.341624,82,0.216835
tb_0104_c05,0.82142,0.0,0.040279,82,0.178749
tb_0104_c07,0.755591,0.0,0.845402,82,0.190056
tb_0104_c09,0.8355,0.0,3.578664,82,0.444201
tb_0104_c13,0.622026,0.0,3.754941,82,0.447961
tb_0104_c14,1.172632,0.0,4.121016,82,0.574915
tb_0104_c15,0.922942,0.0,1.213746,82,0.239309
tb_0105_c01,0.828857,0.0,3.230857,82,0.391408
tb_0105_c02,2.749793,0.0,-4.420337,82,0.709473
tb_0105_c04,0.594819,0.0,4.452066,82,0.610049
tb_0105_c05,0.927785,0.0,2.847384,82,0.363483
tb_0105_c06,5.838389,0.0,18.772235,81,4.490433
tb_0105_c08,1.203352,0.0,3.035119,78,0.456559
tb_0105_c09,1.287478,0.0,5.667559,82,0.933058
tb_0105_c11,0.259693,0.0,3.543264,82,0.353094
tb_0105_c12,0.909806,0.0,4.153836,82,0.559248
tb_0105_c15,0.66083,0.0,1.670214,80,0.217984
tb_0105_c16,0.259693,0.0,3.543264,82,0.353094
tb_0105_c18,0.255708,0.0,4.252689,82,0.494604
tb_0105_c19,5.838616,0.0,18.772997,82,4.489745
tb_0106_c02,1.118168,0.0,4.026092,82,0.552988
tb_0106_c03,0.59005,0.0,4.434762,81,0.606074
tb_0106_c04,0.606825,0.0,1.734778,82,0.208128
tb_0106_c06,0.594819,0.0,4.452066,82,0.610049
tb_0107_c02,5.838616,0.0,18.772997,82,4.489745
tb_0107_c03,0.820213,2.871923,6.118288,82,0.567109
tb_0107_c05,1.287478,0.0,5.667559,82,0.933058
tb_0107_c06,1.26278,0.0,1.407962,77,0.343461
tb_0108_c06,1.406275,0.0,1.260474,82,0.36052
tb_0109_c01,0.366286,0.0,3.135621,82,0.30689
tb_0109_c02,0.777706,0.0,0.853688,79,0.196095
tb_0109_c03,1.153198,0.0,-1.365797,82,0.231011
tb_0109_c04,1.287478,0.0,5.667559,82,0.933058
tb_0109_c05,1.287478,0.0,5.667559,82,0.933058
tb_0109_c09,0.96712,0.0,2.89796,82,0.376823
tb_0109_c13,1.140376,0.0,-1.769446,82,0.231698
tb_0110_c02,0.83011,0.0,3.566942,81,0.444596
tb_0110_c04,0.702409,0.0,1.890291,81,0.235282
tb_0110_c05,0.271221,0.0,4.211044,80,0.496589
tb_0110_c10,0.824173,0.0,3.562734,82,0.440069
tb_0110_c13,0.708298,0.0,1.43576,82,0.208361
tb_0111_c01,0.993908,0.0,1.02494,82,0.245478
tb_0111_c02,0.0,-3.606878,7.192594,82,4.434978
tb_0111_c03,1.150401,0.0,0.745413,82,0.268576
tb_0111_c04,0.655627,0.0,1.107502,82,0.183445
tb_0111_c07,1.241597,0.0,3.550052,82,0.506428
tb_0112_c01,1.118168,0.0,4.026092,82,0.552988
tb_0113_c02,2.000529,0.0,2.062542,82,0.596568
tb_0114_c01,0.831197,0.0,-0.220173,82,0.176196
tb_0114_c02,0.430297,0.0,2.851909,82,0.279663
tb_0114_c03,0.87974,0.0,0.387754,82,0.197624
tb_0114_c06,1.068715,0.0,1.060739,82,0.264169
tb_0114_c07,1.179456,0.0,0.875503,82,0.281444
tb_0115_c01,0.803197,0.0,3.197551,82,0.382675
tb_0115_c07,1.738014,0.0,3.791151,81,0.633253
tb_0116_c01,1.76282,0.0,0.036013,82,0.407062
tb_0116_c04,0.0,-0.149946,1.674504,82,0.360848
tb_0116_c06,1.96653,0.0,4.457369,82,0.741853
tb_0116_c07,0.03364,0.0,1.218169,81,0.128345
tb_0117_c01,1.208486,0.0,0.645186,82,0.278179
tb_0117_c02,1.519357,0.0,1.464333,80,0.407483
tb_0117_c03,2.312044,0.0,3.64088,81,0.844978
tb_0117_c04,1.246017,0.0,1.5556,82,0.336059
tb_0117_c05,1.490435,0.0,2.715165,80,0.487264
tb_0117_c06,1.436347,0.0,5.149909,82,0.780021
tb_0117_c08,5.360857,-1.23402,18.314471,82,4.771666
tb_0117_c09,0.835833,0.0,-0.490918,81,0.175218
tb_0117_c10,0.594819,0.0,4.452066,82,0.610049
tb_0118_c02,4.214992,0.0,11.589638,81,3.941022
tb_0118_c03,3.288975,0.244259,6.383002,78,1.193249
tb_0118_c04,1.034233,0.0,1.398677,82,0.274204
tb_0118_c05,1.529787,0.0,2.113112,82,0.452784
tb_0118_c07,5.838616,0.0,18.772997,82,4.489745
tb_0118_c08,5.838616,0.0,18.772997,82,4.489745
tb_0119_c03,0.406848,0.0,0.711492,82,0.136212
tb_0119_c04,0.477645,0.0,1.203868,80,0.162608
tb_0119_c05,0.864626,0.0,0.518086,81,0.199916
tb_0119_c07,0.597776,0.0,2.230072,80,0.247389
tb_0120_c03,1.118168,0.0,4.026092,82,0.552988
tb_0120_c04,0.594819,0.0,4.452066,82,0.610049
tb_0120_c05,4.237188,0.0,11.643466,82,3.935864
tb_0120_c06,0.960824,0.0,3.131201,82,0.401985
tb_0120_c07,0.803197,0.0,3.197551,82,0.382675
tb_0120_c08,0.594819,0.0,4.452066,82,0.610049
tb_0120_c09,0.985586,0.0,2.092029,80,0.308584
tb_0120_c11,0.768884,0.0,0.918088,77,0.19856
tb_0120_c13,1.811611,0.0,2.422608,79,0.571409
tb_0121_c01,1.102398,0.0,-0.133804,79,0.232551
tb_0121_c02,0.92129,0.0,1.444385,82,0.251358
tb_0121_c03,0.606052,0.0,0.830879,82,0.165042
tb_0121_c04,0.305986,0.0,2.185677,79,0.204884
tb_0121_c05,5.838616,0.0,18.772997,82,4.489745
tb_0121_c06,1.172632,0.0,4.121016,82,0.574915
tb_0122_c03,1.431443,0.0,3.567809,81,0.551619
tb_0122_c07,1.356638,0.0,4.641904,81,0.890636
tb_0122_c09,0.909806,0.0,4.153836,82,0.559248
tb_0122_c10,1.287478,0.0,5.667559,82,0.933058
tb_0123_c01,1.822533,0.0,-0.484932,82,0.413836
tb_0123_c02,0.6718,0.0,2.987174,81,0.338987
tb_0124_c01,1.073367,0.0,-0.452283,82,0.218269
tb_0124_c02,1.547266,0.0,5.384677,82,0.830397
tb_0124_c06,0.490101,0.0,3.199602,82,0.334191
tb_0124_c07,0.909806,0.0,4.153836,82,0.559248
tb_0124_c08,0.385172,0.0,2.20965,82,0.210179
tb_0124_c09,1.287478,0.0,5.667559,82,0.933058
tb_0124_c11,0.255708,0.0,4.252689,82,0.494604
tb_0125_c02,1.718461,0.0,3.761425,82,0.623663
tb_0125_c03,0.613233,0.0,1.006501,82,0.172549
tb_0125_c04,1.783266,0.0,0.873784,82,0.443456
tb_0125_c05,0.64881,0.0,3.019128,82,0.333862
tb_0125_c06,0.40558,-3.297722,7.11733,82,0.667053
tb_0125_c08,0.8355,0.0,3.578664,82,0.444201
tb_0126_c02,5.838616,0.0,18.772997,82,4.489745
tb_0126_c03,0.532561,0.0,2.915445,82,0.302466
tb_0126_c06,0.366296,0.0,3.135624,82,0.306892
tb_0126_c07,4.237188,0.0,11.643466,82,3.935864
tb_0126_c08,1.287478,0.0,5.667559,82,0.933058
tb_0126_c09,0.851159,0.0,2.022972,80,0.276734
tb_0127_c02,0.82102,0.0,2.948554,82,0.3544
tb_0127_c03,1.172632,0.0,4.121016,82,0.574915
tb_0127_c04,0.979506,0.0,3.146416,81,0.409993
tb_0127_c06,0.68756,0.0,1.433838,78,0.207136
tb_0127_c07,0.839641,0.0,0.669595,82,0.199082
tb_0127_c09,0.415113,0.0,3.583035,82,0.384231
tb_0127_c10,-0.164208,0.0,3.923697,82,0.367092
tb_0127_c11,0.429963,0.0,2.221916,82,0.216926
tb_0127_c12,0.391132,0.0,2.362849,81,0.224432
tb_0127_c13,0.630306,0.0,0.153989,76,0.159574
tb_0127_c14,0.565325,0.0,2.687768,82,0.281089
tb_0127_c15,0.365304,0.0,1.912839,82,0.18592
tb_0127_c16,0.683387,0.0,0.032174,80,0.158859
tb_0127_c18,0.275769,0.0,2.37622,82,0.211618
tb_0127_c19,0.037625,0.0,2.695642,82,0.220056
tb_0127_c21,0.569921,0.0,2.691356,82,0.282204
tb_0128_c02,0.704366,0.0,1.922868,81,0.239357
tb_0128_c06,1.287478,0.0,5.667559,82,0.933058
tb_0129_c03,0.909806,0.0,4.153836,82,0.559248
tb_0129_c06,1.297279,0.0,5.608283,81,0.911612
tb_0129_c07,1.50379,0.0,2.785728,82,0.492118
tb_0129_c08,0.986279,0.0,1.248864,82,0.255003
tb_0129_c09,1.421462,0.0,4.969352,78,0.765659
tb_0129_c11,0.646756,0.0,3.73057,81,0.452931
tb_0129_c15,4.237188,0.0,11.643466,82,3.935864
tb_0130_c01,1.287478,0.0,5.667559,82,0.933058
tb_0130_c03,1.254126,0.0,-0.11556,80,0.267169
tb_0130_c04,1.543813,0.0,3.038976,82,0.521705
tb_0130_c08,0.259693,0.0,3.543264,82,0.353094
tb_0130_c09,5.734242,0.0,18.361979,81,4.518872
tb_0131_c01,1.015067,0.0,-0.120759,82,0.211731
tb_0131_c02,1.002201,0.0,-0.313058,82,0.205914
tb_0131_c03,1.267658,0.0,-0.075028,82,0.268702
tb_0131_c04,1.235932,0.0,0.776417,82,0.290642
tb_0131_c08,1.073033,0.0,-0.657766,82,0.216054
tb_0131_c10,1.633065,0.0,4.991562,82,0.775262
tb_0132_c03,5.838616,0.0,18.772997,82,4.489745
tb_0132_c06,1.087604,0.0,0.825815,81,0.259467
tb_0132_c10,1.436942,0.0,-2.285542,80,0.305007
tb_0133_c01,5.838616,0.0,18.772997,82,4.489745
tb_0133_c02,1.287478,0.0,5.667559,82,0.933058
tb_0133_c04,0.951536,0.0,3.118416,82,0.398705
tb_0133_c08,5.838616,0.0,18.772997,82,4.489745
tb_0134_c01,1.740259,0.0,2.403627,77,0.563746
tb_0134_c03,1.287478,0.0,5.667559,82,0.933058
tb_0134_c04,1.412154,0.0,1.693516,82,0.389953
tb_0134_c05,0.469907,0.0,0.546773,82,0.138969
tb_0134_c06,0.892443,0.0,2.610914,79,0.347091
tb_0135_c03,0.146174,0.0,1.940973,80,0.170308
tb_0135_c06,0.594819,0.0,4.452066,82,0.610049
tb_0135_c08,0.0,-0.974743,3.252937,82,0.7269
tb_0136_c01,0.594819,0.0,4.452066,82,0.610049
tb_0136_c08,0.0,-0.001405,3.688879,82,0.84154
tb_0137_c01,1.345959,0.0,-0.982964,82,0.274562
tb_0137_c03,0.909806,0.0,4.153836,82,0.559248
tb_0137_c05,1.436347,0.0,5.149909,82,0.780021
tb_0138_c01,1.047534,0.0,0.496334,82,0.235356
tb_0138_c02,1.118168,0.0,4.026092,82,0.552988
tb_0138_c03,1.29625,0.0,2.712694,82,0.433054
tb_0138_c04,4.520029,0.0,11.412636,82,3.920146
tb_0138_c06,2.387073,0.0,5.584975,82,0.956468
tb_0139_c01,1.443203,0.0,1.57294,82,0.390573
tb_0139_c03,1.101768,0.0,1.258271,81,0.283138
tb_0139_c04,0.255708,0.0,4.252689,82,0.494604
tb_0139_c06,0.667471,0.0,3.363794,82,0.385857
tb_0139_c07,1.478423,0.0,-0.668722,82,0.311229
tb_0139_c08,2.106224,-0.566253,5.60345,82,0.945167
tb_0140_c01,1.594839,0.0,0.364644,81,0.371687
tb_0140_c02,2.089265,0.0,1.961972,82,0.614212
tb_0140_c04,1.287478,0.0,5.667559,82,0.933058
tb_0140_c05,1.287478,0.0,5.667559,82,0.933058
tb_0140_c06,1.777902,-0.061129,1.225025,82,0.463918
tb_0140_c07,1.413033,0.706786,4.049889,82,0.60297
tb_0141_c03,0.909806,0.0,4.153836,82,0.559248
tb_0142_c02,4.237188,0.0,11.643466,82,3.935864
tb_0142_c03,1.403409,0.0,1.686001,82,0.38701
tb_0142_c04,1.259651,0.0,2.861727,82,0.437408
tb_0142_c05,1.287478,0.0,5.667559,82,0.933058
tb_0142_c07,1.743071,0.0,5.212185,82,0.828675
tb_0143_c02,0.909806,0.0,4.153836,82,0.559248
tb_0143_c04,0.75536,0.211483,-0.086948,79,0.18149
tb_0143_c06,0.794774,0.0,3.186822,82,0.379843
tb_0144_c01,0.958769,0.0,0.795161,82,0.227719
tb_0144_c03,4.237188,0.0,11.643466,82,3.935864
tb_0144_c04,2.856489,0.0,6.050009,82,1.035824
tb_0144_c10,1.387383,0.0,1.307131,81,0.359532
tb_0145_c01,0.554058,0.0,0.503811,80,0.150457
tb_0145_c02,0.932082,0.0,2.819597,80,0.362521
tb_0145_c04,1.717208,-0.141178,3.712346,79,0.63085
tb_0145_c07,1.270088,0.0,2.162925,81,0.384174
tb_0145_c08,0.642903,0.0,1.440646,79,0.199564
tb_0145_c09,0.749081,0.0,1.745742,79,0.236109
tb_0145_c10,0.608204,0.0,3.738628,81,0.445318
tb_0146_c02,0.768633,0.0,0.79635,80,0.192728
tb_0146_c06,0.349043,-0.634281,3.738701,79,0.42157
tb_0147_c04,1.287478,0.0,5.667559,82,0.933058
tb_0147_c08,0.620771,0.0,2.010664,82,0.2292
tb_0147_c09,0.594819,0.0,4.452066,82,0.610049
tb_0147_c13,0.0,-0.878643,1.647677,81,0.390893
tb_0148_c02,1.287478,0.0,5.667559,82,0.933058
tb_0148_c05,0.719909,0.0,1.227172,82,0.199918
tb_0148_c06,0.501809,0.0,1.366502,82,0.171925
tb_0149_c02,1.0748,0.0,-0.645577,81,0.218638
tb_0149_c05,0.64881,0.0,3.019128,82,0.333862
tb_0149_c08,0.825507,0.072962,3.19415,81,0.389665
tb_0149_c10,0.670226,0.0,2.78073,82,0.308545
tb_0149_c11,1.003633,0.0,-0.508775,82,0.203768
tb_0150_c01,4.237188,0.0,11.643466,82,3.935864
tb_0150_c02,0.837299,0.0,1.757827,82,0.252557
tb_0150_c03,0.674402,0.0,1.208623,81,0.192422
tb_0150_c04,5.838616,0.0,18.772997,82,4.489745
tb_0150_c05,0.563464,0.0,0.50667,81,0.150446
tb_0150_c06,1.743071,0.0,5.212185,82,0.828675
tb_0150_c07,0.823946,0.0,2.72159,82,0.329817
tb_0150_c08,1.266309,0.0,-1.33367,77,0.263128
tb_0151_c01,0.331908,0.0,1.564001,82,0.161556
tb_0151_c02,0.906736,0.0,-1.317857,82,0.186588
tb_0151_c03,1.12824,0.0,-0.483489,82,0.229369
tb_0151_c04,0.386525,0.0,2.005131,75,0.204813
tb_0151_c05,0.0,5.061594,8.702681,75,3.839954
tb_0152_c02,1.398792,0.0,1.255506,82,0.358201
tb_0152_c03,1.590213,0.23475,0.690071,82,0.378305
tb_0152_c04,1.355115,0.0,0.825149,82,0.323149
tb_0152_c05,0.843736,0.0,1.174587,82,0.220946
tb_0152_c06,1.498205,0.0,0.462812,82,0.34507
tb_0152_c07,1.27048,0.0,2.635536,81,0.420297
tb_0153_c02,1.633065,0.0,4.991562,82,0.775262
tb_0153_c04,4.520029,0.0,11.412636,82,3.920146
tb_0153_c06,1.287478,0.0,5.667559,82,0.933058
tb_0153_c08,0.535916,0.0,2.892235,81,0.300305
tb_0153_c09,0.381269,0.0,3.096126,80,0.309883
tb_0153_c10,0.522729,0.0,1.822138,82,0.200584
tb_0153_c13,0.407665,0.0,2.058939,82,0.201317
tb_0153_c15,0.047112,0.0,2.907881,81,0.246863
tb_0153_c17,0.134611,0.0,2.818696,80,0.249697
tb_0153_c19,0.299355,0.0,3.464384,79,0.360665
tb_0153_c22,1.118168,0.0,4.026092,82,0.552988
tb_0153_c23,0.085088,0.0,2.654568,82,0.219604
tb_0153_c26,1.436347,0.0,5.149909,82,0.780021
tb_0154_c01,1.041059,0.0,0.602836,82,0.237837
tb_0154_c02,1.936931,0.0,1.478623,82,0.525673
tb_0154_c03,0.235266,0.0,2.062329,82,0.18292
tb_0154_c04,2.06726,0.0,1.390521,82,0.556094
tb_0154_c06,0.656831,-0.148886,1.566569,82,0.211683
tb_0154_c07,0.0,-0.597634,3.38407,82,0.757683
tb_0155_c01,1.349095,0.0,0.822549,82,0.321462
tb_0155_c02,0.797774,0.0,-0.096071,81,0.173849
tb_0155_c03,1.401784,0.0,0.98194,82,0.343414
tb_0155_c08,0.867072,0.0,2.438366,81,0.337882
tb_0155_c09,2.331411,0.0,3.395925,81,0.827779
tb_0156_c03,0.595198,0.0,4.428815,81,0.603528
tb_0156_c05,1.597822,0.0,3.333939,82,0.558783
tb_0157_c01,1.270459,0.0,2.678623,80,0.427289
tb_0157_c02,0.670789,0.0,1.976462,79,0.236326
tb_0157_c03,0.86372,-0.06446,3.639369,81,0.461285
tb_0157_c05,1.17232,0.0,3.90057,71,0.564885
tb_0157_c06,0.594819,0.0,4.452066,82,0.610049
tb_0157_c09,0.600392,0.0,3.423552,76,0.4844
tb_0158_c01,4.237188,0.0,11.643466,82,3.935864
tb_0158_c04,5.838616,0.0,18.772997,82,4.489745
tb_0159_c03,4.258097,-3.553196,14.295536,81,4.06277
tb_0159_c04,1.42687,0.0,2.190374,80,0.445385
tb_0159_c05,1.256629,0.0,3.573906,82,0.512226
tb_0159_c08,1.287478,0.0,5.667559,82,0.933058
tb_0160_c01,1.247863,0.0,-0.430293,82,0.256937
tb_0160_c04,0.85503,0.0,2.204598,82,0.288655
tb_0160_c06,1.802854,0.0,2.756729,81,0.588628
tb_0160_c07,0.0,-4.138311,7.048473,82,4.182614
tb_0160_c08,1.093298,0.0,2.462022,81,0.364929
tb_0161_c01,1.287478,0.0,5.667559,82,0.933058
tb_0161_c02,5.838616,0.0,18.772997,82,4.489745
tb_0161_c03,1.53222,0.0,2.975737,81,0.514252
tb_0162_c02,1.160677,0.0,3.165092,82,0.445811
tb_0162_c03,1.107599,0.0,3.982106,81,0.546055
tb_0162_c04,0.825339,0.0,-0.366655,81,0.175113
tb_0162_c05,0.819217,0.0,2.885184,80,0.346761
tb_0162_c06,4.258097,-3.553196,14.295537,82,4.062769
tb_0162_c07,0.727991,-0.610386,2.487113,82,0.294227
tb_0163_c02,0.890078,0.0,0.107888,82,0.192375
tb_0163_c03,1.074734,0.0,1.632061,81,0.298221
tb_0163_c04,0.84307,0.0,-0.312245,82,0.177053
tb_0164_c01,0.484432,0.0,2.632807,82,0.262917
tb_0164_c02,1.115385,0.0,2.864628,81,0.407963
tb_0164_c03,0.692499,0.0,2.803209,82,0.314882
tb_0164_c04,0.622026,0.0,3.754941,82,0.447961
tb_0164_c09,4.520029,0.0,11.412636,82,3.920146
tb_0164_c10,4.520029,0.0,11.412636,82,3.920146
tb_0165_c01,1.29243,0.0,-1.541762,82,0.261623
tb_0165_c02,0.133121,0.0,1.856684,82,0.16163
tb_0165_c03,1.436347,0.0,5.149909,82,0.780021
tb_0165_c07,0.982241,0.0,-0.206243,82,0.203698
tb_0165_c08,1.287478,0.0,5.667559,82,0.933058
tb_0165_c09,0.661394,0.0,3.302709,81,0.381323
tb_0165_c11,-0.138342,-4.293671,7.204661,82,0.520883
tb_0166_c02,1.743071,0.0,5.212185,82,0.828675
tb_0166_c03,0.191381,0.0,2.832064,82,0.247557
tb_0166_c04,0.739139,0.0,1.033758,79,0.199902
tb_0166_c06,2.492165,0.0,4.029085,81,0.88084
tb_0166_c08,0.944088,0.0,0.790951,82,0.224466
tb_0166_c12,0.570156,0.0,0.816039,81,0.159719
tb_0167_c01,5.838616,0.0,18.772997,82,4.489745
tb_0167_c02,0.956183,0.573134,4.12425,82,0.575814
tb_0168_c02,0.642179,0.0,1.851237,81,0.221939
tb_0168_c03,0.594819,0.0,4.452066,82,0.610049
tb_0168_c04,5.838616,0.0,18.772997,82,4.489745
tb_0168_c05,4.237188,0.0,11.643466,82,3.935864
tb_0168_c06,5.838615,0.0,18.772996,80,4.489748
tb_0168_c07,5.360625,-1.233788,18.313448,79,4.772204
tb_0168_c09,5.838389,0.0,18.772235,81,4.490433
tb_0169_c13,1.163145,0.0,-0.080166,81,0.245321
tb_0170_c01,1.931238,0.0,2.174639,82,0.584294
tb_0170_c02,5.838616,0.0,18.772997,82,4.489745
tb_0170_c04,0.82102,0.0,2.948554,82,0.3544
tb_0170_c06,1.284822,0.0,0.543294,82,0.29273
tb_0171_c03,1.094122,0.0,0.628414,81,0.254637
tb_0171_c05,5.838616,0.0,18.772997,82,4.489745
tb_0171_c06,4.237188,0.0,11.643466,82,3.935864
tb_0172_c02,0.949129,0.0,0.487003,79,0.217818
tb_0172_c03,1.254956,0.0,1.221813,81,0.319469
tb_0172_c04,1.107683,0.0,1.172557,81,0.279774
tb_0172_c06,0.594819,0.0,4.452066,82,0.610049
tb_0172_c07,0.594819,0.0,4.452066,82,0.610049
tb_0172_c08,1.273451,0.0,5.61907,81,0.927583
tb_0173_c01,1.241597,0.0,3.550052,82,0.506428
tb_0173_c03,0.439421,0.0,2.85639,82,0.281495
tb_0173_c04,0.963855,0.0,0.588929,80,0.225675
tb_0174_c01,1.067789,0.0,1.679938,82,0.29919
tb_0174_c03,1.58664,0.0,-1.03401,81,0.340527
tb_0174_c04,1.190787,0.0,-0.857061,82,0.239396
tb_0174_c05,0.977825,0.0,-0.885681,81,0.197882
tb_0174_c06,0.946202,0.0,-0.025777,80,0.201876
tb_0174_c07,0.790698,0.0,1.366735,82,0.220167
tb_0174_c08,0.683524,0.0,1.743363,81,0.222186
tb_0175_c01,0.742482,0.0,-1.758163,74,0.186016
tb_0175_c02,0.696615,0.0,0.996279,81,0.185711
tb_0175_c03,1.287478,0.0,5.667559,82,0.933058
tb_0175_c05,1.277554,0.0,-1.630233,79,0.261183
tb_0176_c01,1.150179,0.0,1.89165,82,0.333499
tb_0176_c02,4.934442,0.0,11.704129,82,3.812194
tb_0176_c04,1.824479,0.0,2.726606,81,0.586406
tb_0176_c07,0.594819,0.0,4.452066,82,0.610049
tb_0176_c08,1.380362,0.0,4.100715,82,0.602838
tb_0177_c01,1.556054,0.0,-0.743254,78,0.340809
tb_0177_c02,4.237188,0.0,11.643466,82,3.935864
tb_0177_c04,0.48201,0.0,1.685484,82,0.186288
tb_0177_c05,0.554931,0.0,1.593178,82,0.191477
tb_0177_c11,1.462313,0.0,3.62378,82,0.558551
tb_0177_c14,4.30676,0.0,11.316545,77,3.963725
tb_0177_c15,5.838616,0.0,18.772997,82,4.489745
tb_0177_c16,4.214992,0.0,11.589638,81,3.941022
tb_0177_c17,0.501826,0.0,2.817709,81,0.313347
tb_0178_c03,0.255708,0.0,4.252689,82,0.494604
tb_0178_c04,0.393983,0.0,-2.420788,82,0.185557
tb_0178_c05,0.149605,-0.243113,1.971661,80,0.190937
tb_0179_c01,0.366296,0.0,3.135624,82,0.306892
tb_0179_c02,0.560295,0.0,1.789126,81,0.208022
tb_0179_c03,0.515008,0.0,1.695533,82,0.191535
tb_0179_c04,1.857213,0.0,3.245517,82,0.622998
tb_0179_c06,0.594819,0.0,4.452066,82,0.610049
tb_0179_c08,1.116752,0.0,3.102154,82,0.429769
tb_0179_c09,0.936362,0.0,0.670932,81,0.219409
tb_0179_c11,0.674956,0.0,3.046392,82,0.341618
tb_0179_c14,1.003839,0.0,-0.017449,82,0.211589
tb_0180_c02,1.104242,0.0,1.943798,81,0.325885
tb_0180_c03,1.069529,0.0,2.803539,81,0.391531
tb_0180_c04,0.575829,0.0,1.595511,81,0.196177
tb_0180_c05,0.964022,0.0,0.9032,82,0.233418
tb_0180_c06,0.610503,0.0,3.742388,82,0.443908
tb_0180_c07,0.344554,-0.611,3.797369,82,0.421464
tb_0181_c01,2.313287,0.0,2.947012,81,0.805608
tb_0181_c02,1.483894,0.0,2.397927,82,0.45903
tb_0181_c08,2.426636,0.0,2.877531,82,0.833264
tb_0181_c09,2.093758,0.0,4.07049,82,0.729603
tb_0182_c01,0.326107,0.0,2.375672,82,0.217151
tb_0182_c04,5.838389,0.0,18.772235,81,4.490433
tb_0182_c05,0.594819,0.0,4.452066,82,0.610049
tb_0182_c07,0.517225,0.0,2.44297,82,0.248828
tb_0182_c08,1.090744,0.0,2.290251,82,0.348308
tb_0183_c02,0.50393,0.0,1.947748,82,0.206329
tb_0183_c03,0.614331,0.0,1.705355,81,0.207918
tb_0183_c06,0.577593,0.0,-0.11526,81,0.142947
tb_0183_c07,4.23456,-0.012263,11.637625,82,3.944971
tb_0183_c08,0.794774,0.0,3.186822,82,0.379843
tb_0184_c01,1.066706,0.0,2.432129,82,0.354294
tb_0184_c02,4.237188,0.0,11.643466,82,3.935864
tb_0184_c03,0.259693,0.0,3.543264,82,0.353094
tb_0184_c04,1.547266,0.0,5.384677,82,0.830397
tb_0184_c05,1.417032,0.0,5.089266,80,0.776218
tb_0184_c06,0.0,-0.942297,3.967487,82,1.00657
tb_0184_c07,0.951712,0.0,2.288524,81,0.317787
tb_0185_c01,2.455011,0.0,1.222193,82,0.656496
tb_0185_c03,0.701818,0.0,1.10754,81,0.1921
tb_0185_c04,0.4426,0.0,2.0012,80,0.205899
tb_0186_c03,0.983113,0.0,0.734048,80,0.233451
tb_0186_c05,5.838616,0.0,18.772997,82,4.489745
tb_0186_c06,0.909806,0.0,4.153836,82,0.559248
tb_0186_c10,0.829571,0.0,3.08888,78,0.3809
