criterion_id,content,diagnosis,scaffolding,diagnosis_class
tb_0268_c04,1,1,0,specific
tb_0269_c01,0,1,0,specific
tb_0270_c01,1,1,0,specific
tb_0271_c02,1,1,0,specific
tb_0271_c03,1,1,0,specific
tb_0273_c02,1,1,0,specific
tb_0273_c03,1,1,0,specific
tb_0274_c01,0,1,0,ack_affect
tb_0274_c02,1,1,0,specific
tb_0275_c02,1,1,0,specific
tb_0275_c03,1,1,0,specific
tb_0275_c04,1,1,0,specific
tb_0275_c05,1,1,0,specific
tb_0275_c06,1,1,0,specific
tb_0275_c07,1,1,0,specific
tb_0275_c08,0,1,0,specific
tb_0276_c01,1,1,0,specific
tb_0276_c06,1,1,0,specific
tb_0277_c01,0,1,0,specific
tb_0277_c04,0,1,0,specific
tb_0278_c02,1,1,0,specific
tb_0278_c05,1,1,0,specific
tb_0278_c06,1,1,0,ack_affect
tb_0278_c07,1,1,0,specific
tb_0278_c08,1,1,0,specific
tb_0278_c10,1,1,0,specific
tb_0278_c13,1,1,0,specific
tb_0279_c02,1,1,0,specific
tb_0279_c05,1,1,0,specific
tb_0279_c06,1,1,0,specific
tb_0279_c08,1,1,0,unclassified
tb_0280_c03,1,1,0,specific
tb_0280_c05,1,1,0,specific
tb_0281_c02,1,1,0,specific
tb_0281_c03,0,1,0,ack_affect
tb_0281_c04,1,1,0,specific
tb_0281_c06,1,1,0,specific
tb_0281_c08,1,1,0,specific
tb_0282_c02,1,1,1,specific
tb_0282_c03,1,1,0,specific
tb_0282_c08,1,1,1,unclassified
tb_0283_c02,1,1,0,specific
tb_0283_c05,1,1,0,specific
tb_0284_c01,1,1,0,specific
tb_0284_c02,1,1,0,specific
tb_0284_c04,0,1,1,specific
tb_0284_c06,1,1,1,specific
tb_0285_c01,1,1,0,specific
tb_0285_c03,1,1,0,specific
tb_0285_c04,1,1,0,specific
tb_0285_c05,1,1,0,specific
tb_0285_c07,1,1,0,specific
tb_0285_c08,1,1,1,specific
tb_0285_c09,0,1,0,ack_affect
tb_0286_c03,1,1,0,specific
tb_0287_c02,0,1,0,ack_affect
tb_0287_c03,1,1,0,specific
tb_0287_c04,1,1,0,specific
tb_0287_c06,1,1,0,specific
tb_0287_c07,1,1,1,unclassified
tb_0288_c04,1,1,0,specific
tb_0289_c01,1,1,0,specific
tb_0289_c08,1,1,1,specific
tb_0289_c11,1,1,0,unclassified
tb_0290_c06,1,1,0,specific
tb_0291_c01,1,1,0,specific
tb_0291_c02,1,1,0,specific
tb_0291_c06,1,1,0,specific
tb_0291_c07,1,1,0,specific
tb_0291_c08,0,1,0,specific
tb_0292_c02,0,1,0,specific
tb_0292_c05,1,1,0,specific
tb_0293_c01,0,1,0,ack_affect
tb_0294_c01,1,1,1,specific
tb_0294_c02,0,1,0,specific
tb_0294_c04,0,1,0,specific
tb_0294_c06,1,1,0,specific
tb_0294_c07,1,1,0,specific
tb_0295_c02,0,1,0,specific
tb_0295_c04,1,1,0,specific
tb_0295_c05,0,1,0,specific
tb_0295_c06,0,1,0,specific
tb_0295_c07,1,1,0,specific
tb_0296_c07,0,1,0,specific
tb_0297_c02,1,1,0,specific
tb_0297_c03,1,1,0,specific
tb_0297_c06,1,1,0,specific
tb_0298_c01,1,1,0,specific
tb_0298_c02,1,1,0,specific
tb_0298_c03,1,1,0,specific
tb_0298_c09,0,1,0,specific
tb_0298_c11,0,1,0,specific
tb_0298_c12,0,1,0,specific
tb_0299_c01,0,1,0,specific
tb_0299_c04,1,1,0,specific
tb_0299_c05,1,1,0,specific
tb_0299_c06,1,1,0,specific
tb_0299_c09,1,1,0,specific
tb_0300_c01,1,1,0,specific
tb_0300_c03,1,1,0,unclassified
tb_0300_c04,1,1,0,specific
tb_0301_c01,1,1,0,specific
tb_0301_c11,1,1,0,specific
tb_0302_c01,0,1,0,specific
tb_0302_c05,1,1,0,specific
tb_0302_c06,1,1,0,specific
tb_0302_c07,1,1,0,specific
tb_0302_c08,1,1,0,specific
tb_0303_c01,1,1,0,specific
tb_0303_c07,1,1,0,specific
tb_0304_c06,1,1,0,unclassified
tb_0305_c02,1,1,0,specific
tb_0305_c04,1,1,0,specific
tb_0306_c02,1,1,0,specific
tb_0306_c04,1,1,0,specific
tb_0306_c05,1,1,0,specific
tb_0307_c01,0,1,0,specific
tb_0307_c03,0,1,0,specific
tb_0307_c04,0,1,0,specific
tb_0307_c05,1,1,0,specific
tb_0307_c06,1,1,0,specific
tb_0307_c07,1,1,0,specific
tb_0307_c08,1,1,0,specific
tb_0307_c09,1,1,0,specific
tb_0307_c11,1,1,0,specific
tb_0308_c01,1,1,0,specific
tb_0309_c04,0,1,0,specific
tb_0310_c01,1,1,0,specific
tb_0310_c06,1,1,1,specific
tb_0311_c02,1,1,0,specific
tb_0312_c02,1,1,0,specific
tb_0312_c03,1,1,0,specific
tb_0312_c04,1,1,0,specific
tb_0312_c05,1,1,0,specific
tb_0312_c06,1,1,0,specific
tb_0312_c07,1,1,0,specific
tb_0313_c01,1,1,0,specific
tb_0313_c06,0,1,0,specific
tb_0314_c03,1,1,1,specific
tb_0314_c10,0,1,0,specific
tb_0315_c06,1,1,0,unclassified
tb_0316_c01,0,1,0,specific
tb_0316_c02,1,1,0,ack_affect
tb_0316_c03,1,1,0,specific
tb_0316_c07,1,1,0,specific
tb_0316_c10,1,1,0,specific
tb_0317_c03,1,1,0,specific
tb_0317_c05,1,1,0,specific
tb_0318_c02,1,1,0,specific
tb_0318_c06,1,1,0,specific
tb_0319_c02,1,1,0,specific
tb_0319_c05,1,1,0,specific
tb_0319_c06,1,1,0,specific
tb_0320_c01,0,1,0,specific
tb_0320_c02,1,1,0,specific
tb_0320_c03,1,1,0,specific
tb_0320_c04,1,1,0,specific
tb_0320_c06,1,1,0,specific
tb_0320_c07,0,1,0,specific
tb_0321_c02,0,1,0,specific
tb_0321_c03,0,1,0,specific
tb_0322_c05,0,1,0,specific
tb_0322_c06,1,1,0,specific
tb_0325_c01,1,1,1,specific
tb_0325_c03,0,1,0,specific
tb_0325_c05,1,1,0,specific
tb_0325_c07,0,1,1,unclassified
tb_0326_c02,1,1,0,specific
tb_0326_c05,1,1,0,specific
tb_0327_c08,0,1,0,specific
tb_0328_c02,1,1,0,specific
tb_0329_c01,1,1,0,specific
tb_0329_c05,1,1,0,specific
tb_0330_c01,0,1,0,specific
tb_0330_c02,1,1,0,specific
tb_0330_c04,1,1,0,specific
tb_0330_c06,1,1,0,specific
tb_0330_c09,1,1,0,specific
tb_0330_c11,1,1,0,specific
tb_0330_c13,1,1,0,specific
tb_0330_c15,1,1,0,specific
tb_0330_c17,1,1,0,specific
tb_0330_c18,1,1,0,specific
tb_0330_c19,1,1,0,specific
tb_0330_c21,1,1,0,specific
tb_0331_c03,1,1,0,specific
tb_0331_c04,1,1,0,specific
tb_0331_c07,1,1,0,specific
tb_0331_c08,1,1,0,specific
tb_0331_c09,1,1,0,specific
tb_0332_c02,1,1,0,specific
tb_0333_c04,1,1,0,specific
tb_0333_c05,1,1,0,specific
tb_0333_c06,1,1,0,specific
tb_0334_c02,1,1,0,specific
tb_0334_c03,1,1,0,unclassified
tb_0334_c04,1,1,0,specific
tb_0334_c05,1,1,0,specific
tb_0334_c06,1,1,0,specific
tb_0334_c08,1,1,0,unclassified
tb_0335_c01,1,1,0,specific
tb_0335_c04,1,1,0,specific
tb_0336_c01,1,1,0,specific
tb_0336_c02,1,1,0,specific
tb_0336_c03,1,1,0,specific
tb_0336_c04,1,1,0,specific
tb_0336_c06,1,1,0,specific
tb_0336_c07,1,1,0,specific
tb_0336_c08,0,1,0,ack_affect
tb_0337_c02,1,1,0,specific
tb_0337_c03,1,1,0,specific
tb_0337_c04,1,1,0,specific
tb_0337_c05,1,1,0,specific
tb_0337_c07,1,1,0,specific
tb_0338_c01,1,1,0,specific
tb_0338_c02,1,1,0,specific
tb_0338_c04,1,1,0,specific
tb_0338_c05,1,1,0,specific
tb_0338_c06,1,1,0,specific
tb_0338_c08,1,1,0,unclassified
tb_0339_c01,1,1,0,specific
tb_0339_c07,1,1,0,specific
tb_0340_c01,1,1,0,specific
tb_0340_c02,1,1,0,specific
tb_0340_c03,1,1,0,specific
tb_0340_c04,1,1,0,unclassified
tb_0340_c07,0,1,0,specific
tb_0340_c08,0,1,1,specific
tb_0341_c01,1,1,0,specific
tb_0341_c02,1,1,0,specific
tb_0341_c03,1,1,0,specific
tb_0341_c05,1,1,0,specific
tb_0342_c01,1,1,0,specific
tb_0342_c02,1,1,0,specific
tb_0343_c01,1,1,0,specific
tb_0343_c02,1,1,0,specific
tb_0343_c03,1,1,0,specific
tb_0343_c05,0,1,1,specific
tb_0343_c08,1,1,0,specific
tb_0344_c05,1,1,0,specific
tb_0344_c06,1,1,0,specific
tb_0345_c01,0,1,0,specific
tb_0345_c02,1,1,0,specific
tb_0345_c06,1,1,0,specific
tb_0345_c07,1,1,0,specific
tb_0345_c08,1,1,0,specific
tb_0345_c10,1,1,0,specific
tb_0345_c11,1,1,0,specific
tb_0346_c01,1,1,0,specific
tb_0346_c04,1,1,0,specific
tb_0346_c06,1,1,0,specific
tb_0346_c08,1,1,0,specific
tb_0347_c01,1,1,0,specific
tb_0347_c02,1,1,0,specific
tb_0347_c03,1,1,0,specific
tb_0347_c04,1,1,1,specific
tb_0347_c05,1,1,0,specific
tb_0347_c08,1,1,1,specific
tb_0347_c09,1,1,0,specific
tb_0348_c01,1,1,0,specific
tb_0348_c04,0,1,0,specific
tb_0348_c07,1,1,0,specific
tb_0349_c01,1,1,0,specific
tb_0349_c02,1,1,0,specific
tb_0349_c03,0,1,0,specific
tb_0349_c05,1,1,0,specific
tb_0349_c08,1,1,0,specific
tb_0350_c01,1,1,0,specific
tb_0350_c02,1,1,0,specific
tb_0350_c07,1,1,0,specific
tb_0351_c01,0,1,0,specific
tb_0351_c02,1,1,0,unclassified
tb_0352_c01,1,1,0,specific
tb_0352_c03,1,1,0,specific
tb_0352_c05,1,1,0,specific
tb_0353_c02,1,1,0,specific
tb_0353_c03,1,1,0,specific
tb_0353_c05,1,1,1,specific
tb_0354_c01,1,1,0,specific
tb_0354_c02,1,1,0,specific
tb_0354_c12,1,1,0,specific
tb_0354_c13,1,1,0,specific
tb_0355_c02,1,1,0,ack_affect
tb_0355_c03,1,1,0,specific
tb_0356_c01,1,1,0,specific
tb_0356_c02,1,1,0,specific
tb_0356_c03,1,1,0,specific
tb_0356_c04,1,1,0,specific
tb_0356_c06,1,1,0,specific
tb_0356_c07,1,1,0,specific
tb_0357_c01,1,1,0,specific
tb_0357_c02,1,1,0,specific
tb_0357_c03,1,1,0,specific
tb_0357_c04,1,1,0,specific
tb_0357_c05,1,1,0,specific
tb_0357_c06,1,1,0,specific
tb_0357_c16,1,1,0,specific
tb_0357_c17,1,1,0,specific
tb_0358_c01,1,1,0,specific
tb_0358_c02,1,1,0,specific
tb_0358_c04,1,1,0,specific
tb_0358_c06,1,1,0,specific
tb_0358_c09,1,1,0,specific
tb_0359_c01,1,1,0,specific
tb_0359_c02,1,1,0,specific
tb_0359_c03,1,1,0,specific
tb_0359_c04,1,1,0,specific
tb_0359_c10,1,1,0,specific
tb_0359_c11,1,1,0,specific
tb_0359_c18,1,1,0,specific
tb_0360_c01,1,1,0,specific
tb_0360_c02,1,1,0,specific
tb_0360_c04,1,1,0,specific
tb_0360_c05,1,1,0,specific
tb_0360_c08,1,1,0,specific
tb_0360_c09,1,1,0,specific
tb_0360_c10,1,1,0,specific
tb_0360_c11,1,1,0,specific
tb_0361_c02,1,1,0,specific
tb_0361_c07,0,1,0,specific
tb_0361_c09,1,1,0,specific
tb_0362_c04,1,1,0,specific
tb_0362_c05,1,1,0,specific
tb_0362_c06,1,1,0,specific
tb_0363_c01,1,1,0,specific
tb_0363_c02,1,1,0,specific
tb_0363_c03,1,1,0,specific
tb_0363_c04,1,1,0,specific
tb_0363_c05,1,1,0,specific
tb_0363_c06,1,1,0,specific
tb_0363_c07,1,1,0,specific
tb_0363_c11,1,1,0,specific
tb_0363_c15,1,1,0,specific
tb_0364_c01,0,1,0,specific
tb_0364_c02,1,1,0,specific
tb_0364_c03,1,1,0,specific
tb_0364_c04,1,1,0,specific
tb_0364_c05,1,1,0,specific
tb_0364_c06,1,1,0,specific
tb_0364_c07,1,1,0,specific
tb_0364_c08,1,1,0,specific
tb_0364_c09,1,1,0,specific
tb_0364_c10,1,1,0,specific
tb_0364_c12,1,1,0,specific
tb_0364_c14,1,1,0,specific
tb_0365_c02,1,1,0,specific
tb_0365_c03,1,1,0,specific
tb_0365_c04,1,1,0,specific
tb_0365_c05,1,1,0,specific
tb_0365_c07,1,1,0,specific
tb_0365_c08,1,1,0,specific
tb_0366_c01,1,1,0,specific
tb_0366_c02,1,1,0,specific
tb_0366_c04,0,1,0,specific
tb_0366_c08,1,1,0,specific
tb_0367_c01,1,1,0,specific
tb_0367_c02,1,1,0,specific
tb_0367_c03,1,1,0,specific
tb_0367_c04,1,1,0,specific
tb_0367_c05,1,1,0,specific
tb_0367_c06,1,1,0,specific
tb_0367_c08,1,1,0,specific
tb_0367_c10,1,1,0,specific
tb_0368_c01,1,1,0,specific
tb_0368_c02,1,1,0,specific
tb_0368_c03,1,1,0,specific
tb_0368_c05,1,1,0,specific
tb_0369_c01,1,1,0,specific
tb_0369_c04,1,1,0,specific
tb_0369_c07,1,1,0,specific
tb_0369_c10,1,1,0,specific
tb_0369_c12,1,1,0,specific
tb_0369_c15,1,1,0,specific
tb_0370_c01,1,1,0,specific
tb_0370_c02,1,1,0,specific
tb_0371_c01,1,1,0,ack_affect
tb_0371_c02,0,1,0,specific
tb_0371_c03,0,1,0,specific
tb_0371_c04,1,1,1,specific
tb_0371_c07,1,1,1,specific
tb_0372_c01,1,1,0,specific
tb_0372_c02,1,1,0,specific
tb_0372_c08,1,1,0,specific
tb_0372_c09,1,1,0,specific
tb_0373_c01,0,1,0,specific
tb_0373_c02,1,1,0,specific
tb_0373_c03,1,1,0,specific
tb_0373_c10,1,1,0,specific
tb_0373_c12,0,1,0,specific
tb_0374_c03,0,1,0,ack_affect
tb_0374_c04,1,1,0,specific
tb_0374_c07,1,1,0,unclassified
tb_0374_c09,1,1,0,specific
tb_0375_c01,0,1,0,specific
tb_0375_c06,1,1,0,specific
tb_0375_c07,1,1,0,specific
tb_0375_c08,1,1,0,specific
tb_0375_c09,1,1,0,specific
tb_0375_c13,1,1,0,specific
tb_0375_c14,1,1,0,specific
tb_0376_c01,0,1,0,ack_affect
tb_0376_c02,1,1,0,specific
tb_0376_c03,1,1,0,specific
tb_0376_c04,1,1,0,specific
tb_0376_c06,1,1,0,specific
tb_0376_c07,1,1,0,specific
tb_0376_c08,1,1,0,specific
tb_0376_c09,1,1,0,specific
tb_0376_c10,1,1,0,specific
tb_0376_c11,1,1,0,specific
tb_0376_c12,1,1,0,specific
tb_0376_c18,1,1,0,specific
tb_0377_c01,1,1,0,specific
tb_0377_c02,1,1,0,specific
tb_0377_c03,1,1,0,specific
tb_0377_c04,1,1,0,specific
tb_0377_c05,1,1,0,specific
tb_0377_c06,1,1,0,specific
tb_0378_c02,0,1,0,specific
tb_0378_c03,1,1,0,specific
tb_0378_c04,0,1,0,specific
tb_0378_c06,1,1,0,specific
tb_0378_c07,1,1,0,unclassified
tb_0378_c08,1,1,0,specific
tb_0378_c09,1,1,0,specific
tb_0378_c10,1,1,0,specific
tb_0378_c11,1,1,0,specific
tb_0378_c12,1,1,0,specific
tb_0379_c02,1,1,0,specific
tb_0379_c03,1,1,0,specific
tb_0379_c04,1,1,0,specific
tb_0379_c05,1,1,0,specific
tb_0379_c06,1,1,0,specific
tb_0379_c08,1,1,0,specific
tb_0380_c02,0,1,0,specific
tb_0380_c08,1,1,0,ack_affect
tb_0381_c01,0,1,0,specific
tb_0381_c02,1,1,0,specific
tb_0381_c03,1,1,0,unclassified
tb_0381_c04,1,1,0,specific
tb_0381_c05,1,1,0,specific
tb_0381_c06,0,1,0,specific
tb_0381_c07,1,1,0,specific
tb_0381_c08,1,1,0,specific
tb_0381_c09,0,1,0,specific
tb_0381_c11,0,1,0,specific
tb_0381_c13,0,1,0,specific
tb_0382_c01,1,1,0,specific
tb_0382_c02,1,1,0,specific
tb_0382_c04,1,1,0,specific
tb_0382_c05,0,1,0,specific
tb_0382_c07,1,1,0,specific
tb_0383_c01,0,1,0,specific
tb_0383_c02,1,1,1,specific
tb_0383_c07,0,1,0,specific
tb_0384_c01,1,1,0,specific
tb_0384_c02,1,1,0,specific
tb_0384_c03,1,1,0,specific
tb_0384_c06,1,1,0,specific
tb_0385_c01,1,1,0,specific
tb_0385_c02,1,1,0,specific
tb_0385_c04,1,1,0,specific
tb_0385_c06,1,1,0,specific
tb_0385_c07,1,1,0,specific
tb_0385_c08,1,1,0,specific
tb_0386_c01,1,1,0,specific
tb_0386_c02,1,1,0,specific
tb_0386_c04,1,1,0,specific
tb_0386_c07,1,1,0,specific
tb_0387_c01,1,1,0,specific
tb_0387_c02,1,1,0,specific
tb_0387_c03,1,1,0,specific
tb_0387_c04,1,1,0,specific
tb_0387_c05,1,1,0,specific
tb_0387_c07,1,1,0,specific
tb_0388_c01,1,1,0,specific
tb_0388_c02,1,1,0,specific
tb_0388_c04,1,1,1,specific
tb_0389_c01,1,1,0,specific
tb_0389_c03,1,1,0,specific
tb_0389_c06,1,1,0,specific
tb_0390_c01,1,1,0,specific
tb_0390_c02,1,1,0,specific
tb_0390_c08,1,1,0,specific
tb_0391_c01,1,1,0,specific
tb_0391_c02,1,1,0,specific
tb_0391_c03,1,1,0,specific
tb_0392_c01,0,1,0,specific
tb_0392_c02,1,1,0,specific
tb_0392_c03,1,1,0,specific
tb_0392_c04,1,1,0,specific
tb_0393_c02,1,1,0,specific
tb_0393_c03,1,1,0,specific
tb_0393_c10,1,1,0,specific
tb_0393_c11,1,1,0,specific
tb_0394_c02,1,1,0,unclassified
tb_0394_c03,1,1,0,specific
tb_0394_c04,1,1,0,specific
tb_0394_c06,1,1,0,specific
tb_0394_c07,1,1,0,specific
tb_0394_c08,1,1,0,specific
tb_0395_c02,1,1,0,specific
tb_0395_c07,1,1,0,specific
tb_0395_c10,1,1,0,specific
tb_0395_c12,1,1,0,specific
tb_0395_c14,1,1,0,specific
tb_0395_c15,1,1,0,specific
tb_0396_c01,1,1,0,specific
tb_0396_c03,1,1,0,specific
tb_0396_c04,1,1,0,specific
tb_0396_c05,1,1,0,specific
tb_0396_c07,1,1,0,specific
tb_0397_c02,1,1,0,specific
tb_0397_c03,0,1,0,specific
tb_0398_c01,1,1,0,specific
tb_0398_c02,1,1,0,specific
tb_0398_c03,1,1,0,specific
tb_0399_c02,1,1,0,specific
tb_0399_c03,1,1,0,specific
tb_0399_c04,1,1,0,specific
tb_0399_c05,1,1,0,specific
tb_0399_c06,1,1,0,specific
tb_0399_c07,1,1,0,specific
tb_0399_c09,1,1,0,specific
tb_0400_c01,1,1,0,specific
tb_0400_c03,0,1,0,ack_affect
tb_0400_c04,1,1,0,specific
tb_0400_c05,0,1,1,specific
tb_0400_c07,1,1,0,specific
tb_0401_c01,0,1,0,specific
tb_0401_c02,1,1,0,specific
tb_0401_c06,1,1,0,specific
tb_0402_c01,1,1,0,specific
tb_0402_c02,1,1,0,specific
tb_0402_c03,1,1,0,specific
tb_0402_c04,1,1,0,specific
tb_0402_c07,1,1,0,specific
tb_0402_c08,1,1,0,specific
tb_0402_c09,1,1,0,unclassified
tb_0403_c01,1,1,0,specific
tb_0403_c02,1,1,0,specific
tb_0403_c05,1,1,0,specific
tb_0403_c10,1,1,0,specific
tb_0404_c01,0,1,0,specific
tb_0404_c02,1,1,0,specific
tb_0404_c03,1,1,0,unclassified
tb_0404_c06,1,1,0,specific
tb_0404_c07,1,1,0,specific
tb_0405_c01,1,1,0,specific
tb_0405_c02,1,1,0,specific
tb_0405_c03,1,1,0,specific
tb_0405_c04,1,1,0,specific
tb_0405_c05,1,1,0,specific
tb_0405_c06,1,1,0,specific
tb_0406_c01,1,1,0,specific
tb_0406_c02,0,1,0,specific
tb_0406_c03,1,1,0,specific
tb_0406_c04,1,1,0,specific
tb_0406_c05,1,1,0,specific
tb_0406_c12,1,1,0,specific
tb_0407_c01,1,1,0,specific
tb_0407_c03,0,1,0,specific
tb_0407_c04,1,1,0,specific
tb_0407_c05,1,1,0,specific
tb_0407_c06,1,1,0,specific
tb_0407_c07,1,1,0,specific
tb_0407_c08,1,1,0,specific
tb_0407_c09,1,1,0,specific
tb_0407_c10,1,1,0,specific
tb_0407_c11,1,1,0,specific
tb_0407_c12,1,1,0,specific
tb_0407_c20,0,1,0,specific
tb_0407_c21,1,1,0,specific
tb_0407_c22,1,1,0,specific
tb_0407_c23,1,1,0,specific
tb_0407_c24,1,1,0,specific
tb_0408_c01,1,1,0,specific
tb_0408_c02,1,1,0,specific
tb_0408_c03,1,1,0,specific
tb_0408_c12,1,1,0,unclassified
tb_0409_c01,1,1,0,specific
tb_0409_c02,1,1,0,unclassified
tb_0409_c05,1,1,0,ack_affect
tb_0410_c01,1,1,0,specific
tb_0410_c02,1,1,0,specific
tb_0410_c03,1,1,0,specific
tb_0410_c04,1,1,0,specific
tb_0410_c05,1,1,0,specific
tb_0410_c06,1,1,0,specific
tb_0410_c11,1,1,0,unclassified
tb_0410_c12,1,1,0,specific
tb_0410_c15,1,1,0,specific
tb_0411_c01,1,1,0,specific
tb_0411_c02,1,1,0,specific
tb_0411_c03,1,1,0,specific
tb_0412_c01,1,1,0,specific
tb_0412_c02,1,1,0,unclassified
tb_0412_c03,1,1,0,specific
tb_0412_c05,1,1,0,ack_affect
tb_0413_c01,1,1,0,specific
tb_0413_c02,1,1,0,specific
tb_0413_c03,1,1,1,specific
tb_0413_c04,1,1,0,specific
tb_0414_c01,1,1,0,specific
tb_0414_c02,1,1,0,specific
tb_0414_c03,1,1,0,specific
tb_0414_c04,1,1,0,specific
tb_0414_c06,1,1,0,specific
tb_0414_c12,1,1,0,specific
tb_0414_c13,1,1,0,specific
tb_0415_c02,1,1,0,specific
tb_0415_c03,1,1,0,specific
tb_0415_c04,1,1,0,specific
tb_0415_c05,1,1,0,specific
tb_0415_c06,1,1,0,unclassified
tb_0416_c01,1,1,0,specific
tb_0416_c02,1,1,0,specific
tb_0417_c01,1,1,0,specific
tb_0417_c03,1,1,0,specific
tb_0417_c05,1,1,0,specific
tb_0417_c06,1,1,0,specific
tb_0417_c08,1,1,0,specific
tb_0418_c01,1,1,0,specific
tb_0418_c02,1,1,0,specific
tb_0418_c03,1,1,0,specific
tb_0418_c04,1,1,0,specific
tb_0418_c05,1,1,0,specific
tb_0418_c09,1,1,0,specific
tb_0419_c01,1,1,0,specific
tb_0419_c03,1,1,0,specific
tb_0419_c04,1,1,0,specific
tb_0419_c05,1,1,0,specific
tb_0419_c06,1,1,0,specific
tb_0419_c07,1,1,0,specific
tb_0420_c01,1,1,0,specific
tb_0420_c02,1,1,0,specific
tb_0420_c03,1,1,0,specific
tb_0420_c04,1,1,0,specific
tb_0420_c05,1,1,1,unclassified
tb_0420_c06,0,1,0,specific
tb_0420_c10,1,1,0,unclassified
tb_0421_c01,1,1,0,specific
tb_0421_c03,1,1,0,specific
tb_0422_c01,1,1,0,specific
tb_0422_c02,1,1,0,specific
tb_0422_c05,1,1,0,specific
tb_0422_c06,1,1,0,specific
tb_0422_c09,1,1,0,specific
tb_0422_c11,1,1,0,specific
tb_0422_c13,1,1,0,specific
tb_0422_c14,1,1,0,specific
tb_0423_c03,1,1,0,specific
tb_0423_c05,1,1,0,specific
tb_0423_c07,1,1,0,specific
tb_0424_c01,1,1,0,specific
tb_0425_c01,1,1,0,specific
tb_0425_c02,1,1,0,specific
tb_0425_c04,0,1,0,specific
tb_0426_c02,1,1,0,specific
tb_0426_c05,1,1,0,specific
tb_0426_c06,1,1,0,unclassified
tb_0426_c08,1,1,0,specific
tb_0427_c01,1,1,0,specific
tb_0427_c02,1,1,0,specific
tb_0427_c03,1,1,0,specific
tb_0427_c05,1,1,0,specific
tb_0427_c06,1,1,0,specific
tb_0427_c07,1,1,0,specific
tb_0428_c01,1,1,0,specific
tb_0428_c06,1,1,0,unclassified
tb_0428_c10,1,1,0,specific
tb_0428_c11,1,1,0,specific
tb_0429_c01,1,1,0,specific
tb_0429_c02,1,1,0,specific
tb_0429_c07,1,1,0,specific
tb_0430_c01,1,1,0,specific
tb_0430_c05,1,1,0,specific
tb_0430_c06,1,1,0,specific
tb_0431_c01,1,1,0,specific
tb_0431_c02,1,1,0,specific
tb_0431_c03,1,1,0,specific
tb_0431_c04,1,1,0,specific
tb_0431_c05,1,1,0,specific
tb_0432_c01,0,1,0,specific
tb_0432_c02,1,1,0,specific
tb_0432_c03,1,1,0,specific
tb_0432_c04,1,1,0,specific
tb_0433_c01,1,1,0,specific
tb_0433_c02,1,1,0,specific
tb_0433_c07,1,1,0,specific
tb_0433_c08,1,1,0,specific
tb_0433_c09,1,1,0,specific
tb_0434_c01,1,1,0,specific
tb_0434_c03,1,1,0,specific
tb_0434_c06,1,1,0,specific
tb_0435_c01,0,1,0,ack_affect
tb_0435_c02,1,1,0,specific
tb_0435_c03,1,1,0,specific
tb_0435_c04,1,1,0,specific
tb_0435_c08,1,1,0,specific
tb_0435_c11,1,1,0,specific
tb_0436_c01,1,1,0,specific
tb_0436_c02,1,1,0,specific
tb_0436_c03,1,1,0,specific
tb_0436_c04,1,1,0,specific
tb_0436_c05,1,1,0,specific
tb_0437_c01,1,1,0,specific
tb_0437_c02,1,1,0,specific
tb_0437_c03,1,1,0,specific
tb_0437_c08,1,1,0,unclassified
tb_0438_c02,1,1,0,specific
tb_0438_c03,1,1,0,specific
tb_0438_c04,1,1,0,specific
tb_0438_c05,1,1,0,specific
tb_0438_c06,1,1,0,specific
tb_0438_c07,1,1,0,specific
tb_0438_c13,1,1,0,specific
tb_0439_c07,1,1,0,specific
tb_0440_c04,1,1,0,specific
tb_0440_c08,0,1,0,ack_affect
tb_0441_c01,1,1,0,specific
tb_0441_c02,1,1,0,specific
tb_0441_c03,0,1,0,specific
tb_0441_c05,1,1,1,specific
tb_0441_c06,1,1,0,specific
tb_0441_c07,1,1,0,specific
tb_0441_c08,1,1,0,broad_rule
tb_0441_c09,1,1,0,unclassified
tb_0441_c10,1,1,0,specific
tb_0442_c01,1,1,0,specific
tb_0442_c02,1,1,0,specific
tb_0442_c04,1,1,0,specific
tb_0442_c05,1,1,0,specific
tb_0442_c06,1,1,0,specific
tb_0443_c02,1,1,0,specific
tb_0443_c03,1,1,0,specific
tb_0443_c06,1,1,0,specific
tb_0443_c07,1,1,0,specific
tb_0443_c08,1,1,0,specific
tb_0444_c01,1,1,0,unclassified
tb_0445_c02,1,1,0,specific
tb_0445_c03,1,1,0,specific
tb_0445_c04,1,1,0,specific
tb_0445_c10,1,1,0,specific
tb_0446_c04,1,1,0,specific
tb_0447_c02,1,1,0,specific
tb_0447_c05,1,1,0,specific
tb_0447_c07,1,1,0,specific
tb_0448_c01,1,1,0,specific
tb_0448_c02,1,1,0,specific
tb_0448_c03,1,1,0,specific
tb_0448_c06,1,1,0,specific
tb_0448_c08,1,1,0,specific
tb_0449_c03,1,1,0,specific
tb_0449_c05,1,1,0,specific
tb_0449_c14,1,1,0,specific
tb_0449_c18,1,1,0,specific
tb_0450_c02,1,1,0,specific
tb_0450_c03,1,1,0,specific
tb_0450_c05,1,1,0,specific
tb_0451_c01,1,1,0,unclassified
tb_0451_c05,1,1,0,specific
tb_0452_c01,1,1,0,specific
tb_0452_c02,1,1,0,specific
tb_0452_c03,1,1,0,unclassified
tb_0453_c01,1,1,0,specific
tb_0453_c02,1,1,0,specific
tb_0453_c03,1,1,0,specific
tb_0453_c04,1,1,0,specific
