criterion_id,scenario_id,subject,primary_skill,criticality,non_atomic,irrelevant_misscoped,rigid_verbatim,identify_correct,reference_leak,absolute_failure,numeric_no_tolerance,prescribed_wording,reasons,char_len,criterion
tb_0072_c05,tb_0072,,content,critical,0,0,0,0,0,0,0,0,,71,The response must point out that no CO2 is produced during glycolysis.
tb_0072_c06,tb_0072,,content,critical,0,0,0,0,0,0,0,0,,101,The response must mention that one CO2 molecule is produced during pyruvate conversion to acetyl-CoA.
tb_0072_c07,tb_0072,,content,not_critical,0,0,0,0,0,0,0,0,,91,The response should mention that pyruvate conversion to acetyl-CoA happen in mitochondria.
tb_0072_c08,tb_0072,,content,not_critical,0,0,0,0,0,0,0,0,,65,The response should mention that glycolysis happens in cytoplasm.
tb_0072_c09,tb_0072,,scaffolding,critical,1,0,0,0,0,0,0,0,conjoined_actions|enumerated_substeps|two_action_verbs_and,242,"The response must provide the explanation in logical order: first, address the knowledge gap and explain that glucose consists of 6 carbon molecules (C₆H₁₂O₆), then explain glycolysis,  pyruvate conversion to acetyl-CoA, and the Krebs Cycle."
tb_0072_c10,tb_0072,,scaffolding,critical,0,0,0,0,0,0,0,0,,195,"The response must focus only on CO2 release from glucose, without mentioning ATP production, oxygen, electron transport chain, NADH/FADH₂, to avoid further complicating and confusing the student."
tb_0073_c01,tb_0073,,diagnosis,critical,0,0,0,0,0,0,0,0,,228,The response must identify that the main missing background is understanding what makes power series special - that they behave like infinite polynomials within their radius of convergence and can be differentiated term by term.
tb_0073_c02,tb_0073,,content,critical,0,0,0,0,0,0,0,0,,193,"The response must provide an explanation that differentiating a power series term-by-term is mathematically equivalent to differentiating the whole series, not just a shortcut or approximation."
tb_0073_c03,tb_0073,,content,critical,0,0,0,0,0,0,0,0,,116,"The response must provide the geometric series as an example, showing both forms: 1/(1-x)=1+x+x²+x³+... for |x| < 1."
tb_0073_c04,tb_0073,,scaffolding,critical,0,0,0,0,0,0,0,0,,115,The response must provide a simple polynomial example (such as P(x)=3+2x+5x²) showing term-by-term differentiation.
tb_0073_c05,tb_0073,,,critical,0,0,0,0,0,0,0,0,,228,"The response must acknowledge the student's confusion by using phrases that show understanding of their confusion, such as ""I understand your confusion,"" ""this can be confusing,"" or ""I never understood this is a common feeling."""
tb_0073_c06,tb_0073,,content,not_critical,0,0,0,0,0,0,0,0,,128,The response should explain that uniform convergence is what allows the interchange of differentiation and summation operations.
tb_0073_c07,tb_0073,,,not_critical,0,0,0,0,0,0,0,0,,123,"The response should mention that this understanding will help with power series in general, not just this specific problem."
tb_0074_c01,tb_0074,,,critical,0,0,0,0,0,0,0,0,,63,The response must acknowledge the student feeling overwhelmed.
tb_0074_c02,tb_0074,,diagnosis,critical,0,0,0,0,0,0,0,0,,126,The response must identify the student is correct in that adding more ions to a solution can increase the rate of dissolution.
tb_0074_c03,tb_0074,,diagnosis,critical,0,0,0,0,0,0,0,0,,113,The response must identify the student's misconception between the rate of dissolving and equilibrium solubility.
tb_0074_c04,tb_0074,,content,critical,0,0,0,0,0,0,0,0,,152,"The response must explain that solubility is the maximum amount of a substance that can dissolve in a solvent at equilibrium, not how fast it dissolves."
tb_0074_c05,tb_0074,,content,not_critical,0,0,0,0,0,0,0,0,,106,The response must mention the solubility equilibrium of barium sulfate is BaSO₄(s) ⇌ Ba²⁺(aq) + SO₄²⁻(aq).
tb_0074_c06,tb_0074,,content,critical,0,0,0,0,0,0,0,0,,80,The response must list the Ksp expression of barium sulfate as [Ba²⁺] × [SO₄²⁻].
tb_0074_c07,tb_0074,,content,critical,0,0,0,0,0,0,0,0,,128,The response must show that solubility varies by using equations related to the common ion effect on solubility (ex: s = Ksp/y).
tb_0074_c08,tb_0074,,content,not_critical,1,0,1,0,0,0,0,0,two_action_verbs_and|demands_specific_wording,121,The response must identify and explicitly state Le Chatelier’s Principle can be used to explain the shift in equilibrium.
tb_0074_c09,tb_0074,,content,not_critical,0,0,0,0,0,0,0,0,,59,The response must mention or explain the common ion effect.
tb_0074_c10,tb_0074,,,not_critical,0,0,0,0,0,0,0,0,,74,"The response should began with something encouraging like, ""Nice attempt."""
tb_0075_c01,tb_0075,,,critical,0,0,0,0,0,0,0,0,,159,"The response must explicitly acknowledge the student's stated confusion (I'm confused) before proceeding with the explanation. (e.g., Don't Worry or It's Fine)"
tb_0075_c02,tb_0075,,content,critical,0,0,0,0,0,0,0,0,,158,The response must validate the student's premise by confirming that mechanical energy is conserved precisely because the work done by static friction is zero.
tb_0075_c03,tb_0075,,content,critical,0,0,0,0,0,0,0,0,,257,"The response must explain the logical bridge between the two methods by clarifying that energy conservation is used to find a time-independent variable (like distance), which is a necessary intermediate step before using a time-dependent kinematic equation."
tb_0075_c04,tb_0075,,content,critical,0,0,0,0,0,0,0,0,,168,"The response must use a kinematic equation that avoids recalculating acceleration (e.g., \(d = \frac{1}{2}(v_{\text{initial}} + v_{\text{final}})t\)) to solve for time."
tb_0075_c05,tb_0075,,content,critical,0,0,0,0,0,0,0,0,,196,"The response must provide a conceptual explanation for why the work done by static friction is zero (e.g., by stating the point of contact has zero instantaneous velocity relative to the surface)."
tb_0075_c06,tb_0075,,content,critical,0,0,0,0,0,0,0,0,,116,The response must numerically verify \(t_{\text{up}} \approx 3.06122  \text{s}\) using the energy-kinematics method.
tb_0075_c07,tb_0075,,,not_critical,0,0,0,0,0,0,0,0,,128,"The response should consistently use second-person pronouns (""you""/""your"") to maintain a conversational teacher-student dynamic."
tb_0075_c08,tb_0075,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,269,"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0076_c01,tb_0076,,diagnosis,critical,0,0,0,0,0,0,0,0,,108,The response must acknowledge the student's specific proposed shortcut of multiplying 4 edges * 2 moves = 8.
tb_0076_c02,tb_0076,,diagnosis,critical,0,0,1,0,0,0,0,0,demands_specific_wording,153,The response must explicitly state that the student's reasoning (4 * 2) is not the correct methodology and clarify that the result of 8 is a coincidence.
tb_0076_c03,tb_0076,,content,critical,0,0,0,0,0,0,0,0,,253,"The response must clearly explain that the shortcut is flawed because the difficulty of traversing a new edge is not constant with a conceptually sound explanation and not introduce significant factual errors or confusing logic (e.g.,like '1+2+2+2=7')."
tb_0076_c04,tb_0076,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,188,The response must explain that the purpose of the 'state equations' method is to correctly solve the problem by tracking the ant's current position and the set of previously visited edges.
tb_0076_c05,tb_0076,,,not_critical,0,0,0,0,0,0,0,0,,204,"The response should use a positive and encouraging tone by first validating the student's question or observation (e.g., ""That's a sharp observation,"" or ""Great question"") before providing the correction."
tb_0077_c01,tb_0077,,,critical,0,0,0,0,0,0,0,0,,105,The response must acknowledge the student's confusion or frustration and provide an encouraging statement
tb_0077_c02,tb_0077,,content,critical,1,0,1,0,0,0,0,0,two_action_verbs_and|demands_specific_wording,161,"The response must provide a step-by-step explanation of ""AAAB"" and reference both the character and its index and each step, and state the final result as ""AABA"""
tb_0077_c03,tb_0077,,content,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,104,"The response must explain why both positions are skipped after a swap, and must use a real world example"
tb_0077_c04,tb_0077,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,139,"The response must address what happens with multiple consecutive 'A's using an example other than ""AAAB"" and state the final result for it."
tb_0077_c05,tb_0077,,content,critical,1,0,0,0,0,0,0,0,two_action_verbs_and,143,"The response must mention at least two edge cases or common mistakes, and for each, provide an example and explain why the rule applies or not"
tb_0077_c06,tb_0077,,scaffolding,not_critical,0,0,0,0,0,0,0,0,,99,"The response should include a table or visual showing the string and action at each step for ""AAAB"""
tb_0077_c07,tb_0077,,scaffolding,not_critical,0,0,0,0,0,0,0,0,,62,The response should encourage the student to try more examples
tb_0077_c08,tb_0077,,content,not_critical,0,0,0,0,0,0,0,0,,112,"The response should mention how this logic is useful in other programming contexts (ex puzzles,games,algorithms)"
tb_0078_c01,tb_0078,,,critical,0,0,0,0,0,0,0,0,,187,The response must acknowledge the student's question as great and indicative of deep thinking about the numbers and that spotting the discrepancy shows strong engagement with the material
tb_0078_c02,tb_0078,,diagnosis,critical,0,0,0,0,0,0,0,0,,151,The response must identify the discrepancy as being between the 766 false positives from subtraction and the expected 291 from the false positive rate.
tb_0078_c03,tb_0078,,diagnosis,critical,0,0,0,0,0,0,0,0,,145,The response must confirm that the student's calculation of expected true positives as 294 from 300 diseased people at 98% sensitivity is correct
tb_0078_c04,tb_0078,,diagnosis,critical,0,0,0,0,0,0,0,0,,246,"The response must explain that subtracting 294 from 1,060 to get 766 feels logical like simple arithmetic but is a mix-up because it assumes the 294 true positives are fixed and exact without considering the overall probability of a positive test"
tb_0078_c05,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,119,The response must clarify that the expected false positives of 291 is a theoretical number based on the entire sample.
tb_0078_c06,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,123,"The response must clarify that the observed 1,060 positives is higher than the expected 585 (from 294 true plus 291 false)."
tb_0078_c07,tb_0078,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,320,The response must state that the discrepancy between the 766 false positives from subtraction and the expected 291 from the false positive rate does not necessarily mean the specificity is wrong or that more people have the disease than stated but could reflect real-world variation like random chance in false positives
tb_0078_c08,tb_0078,,content,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,212,"The response must emphasize that  probabilities (instead of sample subtraction) must be used to estimate the portion of the 1,060 positives that are likely false, given the test's accuracy and sample disease rate"
tb_0078_c09,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,179,The response must introduce Bayes' theorem as flipping the question from the chance of testing positive given disease status to the chance of disease status given a positive test.
tb_0078_c10,tb_0078,,content,critical,0,1,0,0,0,0,0,0,restatement_of_formula_or_answer,251,The response must provide the formula for the probability of no disease given a positive test as $$ P(\text{no disease} \mid \text{positive test}) = \frac{P(\text{positive} \mid \text{no disease}) \times P(\text{no disease})}{P(\text{positive})} $$.
tb_0078_c11,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,208,"The response must substitute the values into the numerator as $$ P(\text{positive} \mid \text{no disease}) = 0.03 $$ and $$ P(\text{no disease}) = 0.97 $$, calculating it as $$ 0.03 \times 0.97 = 0.0291 $$."
tb_0078_c12,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,145,The response must calculate the denominator $$ P(\text{positive}) $$ as $$ (0.98 \times 0.03) + (0.03 \times 0.97) = 0.0294 + 0.0291 = 0.0585 $$.
tb_0078_c13,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,106,"The response must apply the conditional probability by multiplying $$ 1,060 \times 0.4974 \approx 527 $$,"
tb_0078_c14,tb_0078,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,199,"The response must state that the conditional probability ($$ 1,060 \times 0.4974 \approx 527 $$) is the expected number of false positives among people who tested positive but do not have the disease"
tb_0078_c15,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,254,"The response must explain that this calculating conditional probability does not require changing the specificity or prevalence, as it conditions the estimate on the positive result and accounts for the low disease rate making false positives more likely"
tb_0078_c16,tb_0078,,content,critical,0,0,0,0,0,0,0,0,,119,"The response must conclude that the expected number of false positives is about 527 among the 1,060 who tested positive"
tb_0078_c17,tb_0078,,diagnosis,critical,0,0,0,0,0,0,0,0,,214,The response must acknowledge the student's explicit expression of confusion about the discrepancy. the discrepancy between the 766 false positives from subtraction and the expected 291 from the false positive rate
tb_0078_c18,tb_0078,,,not_critical,0,0,0,0,0,0,0,0,,65,The response should be written in a positive and encouraging tone
tb_0079_c01,tb_0079,,diagnosis,critical,0,0,1,0,0,0,0,0,long_ie_anchor,183,"The response must identify the main missing background knowledge of using chain rule to differentiate the equation, i.e. if y=f(x), $ \frac{d(g(y))}{dx} = g'(y) \cdot \frac{dy}{dx} $."
tb_0079_c02,tb_0079,,diagnosis,critical,1,0,0,1,0,0,0,0,multi_requirement_verb|identify_and_correct_bundled,134,"The response must identify the first error: the circle equation is wrong; with a y-axis point (0, b) it should be x^2 + y^2 - 2by = 0."
tb_0079_c03,tb_0079,,diagnosis,critical,0,0,0,0,0,0,0,0,,155,"The response must identify the second error: the student differentiated without applying the chain rule, giving the incorrect 2x + 2y - b\frac{dy}{dx} = 0."
tb_0079_c04,tb_0079,,diagnosis,critical,1,0,1,0,0,0,0,0,two_action_verbs_and|long_ie_anchor,285,"The response must provide the explanation in a logical order, i.e. correct all the errors (circle equation: $x^2 + y^2 + by = 0$, differentiation: $2x + 2y - b \frac{dy}{dx} = 0$, final answer: $2xy + y^2 - (x^2 + y^2) \frac{dy}{dx} = 0$) and provide the correct step-by-step solution."
tb_0079_c05,tb_0079,,diagnosis,critical,0,0,0,0,0,0,0,0,,107,"The response must identify the student's error, i.e. the circle equation $x^2 + y^2 + by = 0$ is incorrect."
tb_0079_c06,tb_0079,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb,104,"The response must correct the student's error, i.e. the circle equation should be $x^2 + y^2 - 2by = 0$."
tb_0079_c07,tb_0079,,diagnosis,critical,0,0,1,0,0,0,0,0,long_ie_anchor,137,"The response must identify the student's error, i.e. the differentiation of circle equation $2x + 2y - b \frac{dy}{dx} = 0$ is incorrect."
tb_0079_c08,tb_0079,,diagnosis,critical,1,0,1,0,0,0,0,0,multi_requirement_verb|long_ie_anchor,182,"The response must correct the student's error, i.e. the differentiation of circle equation [$x^2 + y^2 + by = 0$] should be $2x + 2y \cdot \frac{dy}{dx} + b \cdot \frac{dy}{dx} = 0$."
tb_0079_c09,tb_0079,,diagnosis,critical,0,0,1,0,0,0,0,0,long_ie_anchor,136,"The response must identify the student's error, i.e. the differential equation $2xy + y^2 - (x^2 + y^2) \frac{dy}{dx} = 0$ is incorrect."
tb_0079_c10,tb_0079,,content,critical,1,0,1,0,0,0,0,0,multi_requirement_verb|long_ie_anchor,149,"The response must correct the student's error, i.e. the differential equation should be $2xy + (y^2 - x^2) \frac{dy}{dx} = 0$ (correct final answer)."
tb_0079_c11,tb_0079,,diagnosis,critical,0,0,0,0,0,0,0,0,,84,"The response must identify the student's confusion, i.e. acknowledge ""I'm confused""."
tb_0079_c12,tb_0079,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,269,"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0080_c01,tb_0080,,,not_critical,0,0,0,0,0,0,0,0,,89,"The response should be in an encouraging, teacher-like tone (supportive, not over-gushy)."
tb_0080_c02,tb_0080,,content,critical,0,0,0,0,0,0,0,0,,185,"The response must address the simplicity difference between using public fields and getters/setters. (public fields are easier, less code while getters/setters require a bit more code)."
tb_0080_c03,tb_0080,,content,critical,0,0,0,0,0,0,0,0,,133,The response must mention that setters can be used to ensure the data entering fields is proper and meets the expect format or value.
tb_0080_c04,tb_0080,,content,critical,0,0,0,0,0,0,0,0,,136,"The response must mention that getters/setters can help future-proof your code. (eg, because its one central point that can be changed)."
tb_0080_c05,tb_0080,,content,critical,0,0,0,0,0,0,0,0,,100,The response must mention controlled visibility/modification as a benefit of using getters/setters.
tb_0080_c06,tb_0080,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,73,The response must state multiple (5+) benefits to using getters/setters.
tb_0080_c07,tb_0080,,content,critical,0,0,0,0,0,0,0,0,,161,The response must mention how many Java frameworks use getter/setter naming convention to link your objects to UI elements or configuration files automatically.
tb_0080_c08,tb_0080,,,not_critical,0,0,0,0,0,0,0,0,,64,The response should use a list to contain the various benefits.
tb_0080_c09,tb_0080,,scaffolding,critical,0,0,0,0,0,0,0,0,,173,"The response must use examples to illustrate the various benefits wherever possible (eg, the benefit regarding UI frameworks cannot be illustrated better using an example)."
tb_0080_c10,tb_0080,,content,critical,1,0,1,0,0,0,0,0,multi_requirement_verb|demands_specific_wording,96,The response must state when public fields can be used and when getters/setters should be used.
tb_0080_c11,tb_0080,,content,not_critical,0,0,0,0,0,0,0,0,,199,"The response should mention the benefits of getters/setters in relation to side effects (eg, communicating with external resources or performing operations beyond just calculating/returning a value)."
tb_0080_c12,tb_0080,,content,critical,0,0,0,0,0,0,0,0,,112,The response must mention the benefit of 'hiding' the internal workings of our classes by using getters/setters.
tb_0081_c01,tb_0081,,diagnosis,critical,0,0,0,0,0,0,0,0,,80,The response must acknowledge the student's confusion about the `shuffle` logic.
tb_0081_c02,tb_0081,,diagnosis,critical,0,0,0,0,0,0,0,0,,187,The response must identify the main missing background knowledge: the student made an assumption that the prompt implies an alternation of elements according to which half they were from.
tb_0081_c03,tb_0081,,content,critical,0,0,0,0,0,0,0,0,,167,"The response must explain that in the odd-length case, the original correction kept the final element of the original array in the same position in the `result` array."
tb_0081_c04,tb_0081,,content,critical,0,0,0,0,0,0,0,0,,166,"The response must explain that in the odd-length case, the last two elements from the second half appear back-to-back in the last two positions of the `result` array."
tb_0081_c05,tb_0081,,diagnosis,critical,1,0,0,0,0,0,0,0,multi_requirement_verb|conjoined_actions,147,The response must clarify that the prompt never states that an element from one half always needs to be followed by an element from the other half.
tb_0081_c06,tb_0081,,content,not_critical,0,0,0,0,0,0,0,0,,191,The response must explain that (with mathematical division) there are `floor(n/2)` elements in the first half and `ceil(n/2)` elements in the second half according to the prompt instructions.
tb_0081_c07,tb_0081,,content,critical,0,0,0,0,0,0,0,0,,155,"The response must explain that the prompt implies the first element of the `result` array coming from the first half, establishing the alternating pattern."
tb_0081_c08,tb_0081,,content,critical,0,0,0,0,0,0,0,0,,237,"The response must explain that the behavior at the end of the array fundamentally results from choosing the smaller half to start the alternation, so by the time the end of the array is reached, there are no more elements from that half."
tb_0081_c09,tb_0081,,content,critical,0,0,0,0,0,0,0,0,,231,The response must textually explain at least one correct way to change the logic so that it does always alternate between halves of the array (such as reinterpreting the prompt to start with an element from the longer second half).
tb_0081_c10,tb_0081,,content,critical,0,0,0,0,0,0,0,0,,125,The response must provide at least one code example of a `shuffle` method that always alternates between halves of the array.
tb_0081_c11,tb_0081,,content,critical,0,0,0,0,0,0,0,0,,174,"The response must explain that it is possible to achieve a true alternation between halves of the array, as long as the longer half is always picked to start the alternation."
tb_0081_c12,tb_0081,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,227,"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0082_c01,tb_0082,,content,not_critical,0,0,0,0,0,0,0,0,,261,"The response must explain the difference between the binominal distribution and the hypergeometric distribution in terms of sampling method, such as sampling with replacement for the binominal distribution and no replacement for the hypergeometric distribution."
tb_0082_c02,tb_0082,,content,not_critical,0,0,0,0,0,0,0,0,,251,"The response must explain the difference between the binominal distribution and the hypergeometric distribution in terms of probability, such as constant for the binominal distribution and slightly changing at each draw for hypergeometric distribution"
tb_0082_c03,tb_0082,,content,not_critical,0,0,0,0,0,0,0,0,,273,"The response must explain the difference between the binominal distribution and the hypergeometric distribution in terms of independence, such as independent for the binominal distribution and dependent for hypergeometric distribution since population changes at each draw."
tb_0082_c04,tb_0082,,content,critical,0,0,0,0,0,0,0,0,,240,"The response must explain the difference between the binominal distribution and the hypergeometric distribution in terms of sample size, such as infinite cases for the binominal distribution and finite cases for hypergeometric distribution."
tb_0082_c05,tb_0082,,content,not_critical,0,0,1,0,0,0,0,0,demands_specific_wording|long_ie_anchor,259,"The model must correctly state that in this problem, once a person is selected, they are not returned to the population, i.e., sampling is without replacement, which is why replacement matters as the probability changes at each draw if no replacement is made."
tb_0082_c06,tb_0082,,content,not_critical,0,0,0,0,0,0,0,0,,190,The model should mention that a hypergeometric distribution can be approximated as a binominal distribution when the sample size is less than 10% of the total since its impact is negligible.
tb_0082_c07,tb_0082,,,critical,0,0,0,0,0,0,0,0,,88,The response should respond to the student’s confusion with a positive encouraging tone.
tb_0082_c08,tb_0082,,content,not_critical,1,0,1,0,0,0,0,0,multi_requirement_verb|demands_specific_wording|very_long_criterion,337,"The response must state that at times, the hypergeometric distribution and binomial distribution can be used simultaneously, however, it must mention that the accuracy of results for hypergeometric distributions is exact, while the results for the binomial distribution are at times, good approximations for samples without replacements."
tb_0082_c09,tb_0082,,scaffolding,not_critical,0,0,1,0,0,0,0,0,very_long_criterion,323,"The response should provide an analogy for the difference between the hypergeometric distribution and the binomial distribution, such as drawing balls in a jar without putting the balls back in for the hypergeometric distribution, and drawing balls in a jar and assuming that the number of balls in the jar has not changed."
tb_0082_c10,tb_0082,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,250,"The response must state that hypergeometric distributions are used when we want the variance adjusted for the population, while we use the binomial distribution when we want the variance to be overestimated for small sizes depending on the use cases."
tb_0082_c11,tb_0082,,,not_critical,0,0,0,0,0,0,0,0,,132,"The response should use a second-person point of view, such as ""you"" to refer to the student, and ""I"" to refer to a teacher persona."
tb_0082_c12,tb_0082,,content,critical,0,0,1,0,0,0,0,0,very_long_criterion,367,"The response must mention the visual differences between the hypergeometric distribution and the binomial distribution, such as stating that the hypergeometric distribution can be skewed depending on the number of success, number of samples, and total population size, however, the binomial distribution is drafted as more symmetric as the number of samples increase."
tb_0083_c01,tb_0083,,content,not_critical,0,0,1,0,0,0,0,0,demands_specific_wording,61,The response must state that the particle is at rest at t=0.
tb_0083_c02,tb_0083,,content,critical,0,0,1,0,0,0,0,0,long_ie_anchor,212,"The response must explain the difference between speed and acceleration by giving the definitions separately, i.e. Speed is the magnitude of velocity (s(t)), and acceleration is the rate of change of speed(s'(t))"
tb_0083_c03,tb_0083,,scaffolding,critical,0,0,0,0,0,0,0,0,,79,The response must hint towards using the equation s''(t)=0 to get the point t.
tb_0083_c04,tb_0083,,content,critical,0,0,0,0,0,0,0,0,,204,"The response must explain why 0 is not the largest rate of increase of speed by examining s''(t)>0 at t=0, which shows that t=0 is not the point of the largest rate, therefore 0 is not the correct answer"
tb_0083_c05,tb_0083,,content,not_critical,0,0,0,0,0,0,0,0,,77,The response can compare t=1 and t=2/3 to see the difference in acceleration.
tb_0083_c06,tb_0083,,content,critical,0,0,1,0,0,0,0,0,long_ie_anchor,168,"The response must provides the correct answer to the question, i.e. the correct answer is there is no point where the particle's speed is increasing at its fastest rate"
tb_0083_c07,tb_0083,,diagnosis,critical,0,0,0,0,0,0,0,0,,62,The response must identify the student's answer 0 is incorrect
tb_0083_c08,tb_0083,,diagnosis,critical,0,0,1,0,0,0,0,0,long_ie_anchor,132,"The response must correct the student's error, i.e. s'(0)=2>0, s''(0)>0 if t>0, therefore, t=0 is not the point of the largest rate"
tb_0084_c01,tb_0084,,,critical,0,0,0,0,0,0,0,0,,52,The response must acknowledge the students confusion
tb_0084_c02,tb_0084,,diagnosis,critical,0,0,0,0,0,0,0,0,,153,The response must mention that the student is correct in saying that an acid-base reaction typically involves neutralization and produces salt and water.
tb_0084_c03,tb_0084,,content,critical,0,0,0,0,0,0,0,0,,116,"The response must give the reaction between an acid (HA) and a base (BOH), as acid + base -> salt (BA) + water (H2O)"
tb_0084_c04,tb_0084,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,125,The response must state that sodium bicarbonate is a salt of a weak acid (carbonic acid) and strong base (sodium hydroxide).
tb_0084_c05,tb_0084,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,114,"The response must state that sodium bicarbonate can dissociate into bicarbonate, which is a form of a weaker base."
tb_0084_c06,tb_0084,,content,critical,0,0,0,0,0,0,0,0,,103,"The response must show an equation for an acid reacting with a bicarbonate, as H+ + HCO3- -> CO2 + H2O."
tb_0084_c07,tb_0084,,content,critical,0,0,0,0,0,0,0,0,,211,"The response must explain the mechanism of acid-bicarbonate reaction, as acid donating a proton to bicarbonate, formation of carbonic acid temporarily, and its breakdown into water and CO2 due to being unstable."
tb_0084_c08,tb_0084,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,107,The response must state that this reaction is an acid-carbonate (or bicarbonate) and gas-evolving reaction.
tb_0084_c09,tb_0084,,scaffolding,not_critical,0,0,0,0,0,0,0,0,,131,"The response should give an example to explain the reaction, such as mixing baking soda with vinegar produces fizzing which is CO2."
tb_0084_c10,tb_0084,,,not_critical,0,0,0,0,0,0,0,0,,56,The response should use a positive and encouraging tone.
tb_0084_c11,tb_0084,,,not_critical,0,1,0,0,0,0,0,0,surface_format_or_persona_only,227,"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)"
tb_0085_c01,tb_0085,,,critical,0,0,0,0,0,0,0,0,,50,The model must acknowledge the students confusion.
tb_0085_c02,tb_0085,,diagnosis,critical,0,0,0,0,0,0,0,0,,126,The model must identify the missing knowledge as a lack of understanding of how oxidation numbers are determined for elements.
tb_0085_c03,tb_0085,,content,critical,0,0,1,0,0,0,0,0,demands_specific_wording,120,The model must explain that carbon can have an oxidation state range of -4 to +4 depending on what atoms it's bonded to.
tb_0085_c04,tb_0085,,content,critical,0,0,0,0,0,0,0,0,,128,The model must explain that an oxidation number is typically determined by the difference in electronegativity of two elements.
tb_0085_c05,tb_0085,,content,critical,0,0,0,0,0,0,0,0,,143,"The model must explain that the oxidation number cannot be found by only looking at the element on its own, but rather the compound as a whole."
tb_0085_c06,tb_0085,,content,not_critical,0,0,0,0,0,0,0,0,,117,The model should provide different examples of elements that have changing oxidation states like nitrogen and sulfur.
tb_0085_c07,tb_0085,,,not_critical,0,0,0,0,0,0,0,0,,61,The model should provide the response in an encouraging tone.
tb_0085_c08,tb_0085,,diagnosis,critical,0,0,0,0,0,0,0,0,,123,The model must indicate that the student made an error when they stated that hydrogen always has an oxidation number of +1.
tb_0085_c09,tb_0085,,content,critical,0,0,0,0,0,0,0,0,,181,"The model must correct the student by stating that hydrogen can have differing oxidation number when it's bonded to metals like NaH and CaH2, where it has an oxidation number of -1."
tb_0086_c01,tb_0086,,content,critical,0,0,1,0,0,0,0,0,very_long_criterion,361,"The response must explain that the student's proposed formula, \(\sqrt{\frac{\sum (x - \bar{x})^2}{n - 1}}\), is used for a sample of collected data, whereas the problem requires the formula for a theoretical probability distribution (the geometric distribution) because it is based on a known probability (\(p = 0.08\)) rather than a list of observed outcomes."
tb_0086_c02,tb_0086,,content,critical,0,0,0,0,0,0,0,0,,264,"The response must directly answer why the sample formula is impractical for this problem by explaining that the 'x' values would represent every possible number of geodes (1, 2, 3, and so on towards infinity) and 'n' (the sample size) would therefore be infinite."
tb_0086_c03,tb_0086,,scaffolding,critical,0,0,0,0,0,0,0,0,,253,"The response must provide a clear, concrete example of when to use the sample standard deviation formula, such as by referencing a hypothetical list of collected data points (e.g., ""If Sarah had already played and her results were 5, 12, 8... geodes"")."
tb_0086_c04,tb_0086,,,critical,0,0,0,0,0,0,0,0,,251,"The response must acknowledge the student's confusion in an encouraging or validating tone by stating that their formula is correct for other situations or by using phrases like ""That's a great question"" or ""You're right to think about that formula."""
tb_0086_c05,tb_0086,,content,not_critical,0,0,0,0,0,0,0,0,,216,"The response should explain that a more complex calculation for a theoretical distribution would involve weighting each squared deviation, \((x - \bar{x})^2\), by the probability of that specific 'x' value occurring."
tb_0086_c06,tb_0086,,content,critical,0,0,0,0,0,0,0,0,,265,"The response must summarize the core difference by stating that the theoretical formula is predictive (used to forecast outcomes based on a probability model), while the sample formula is descriptive (used to analyze a set of data that has already been collected)."
