group,run,estimator,skill,metric,estimate,ci_lower,ci_upper,n_models,bootstrap_B,bootstrap_seed
final_cat_vs_random,selected_configuration,mwle,__macro__,slope,1.048745419198919,0.9693798834443811,1.1297450235303308,52,2000,1
final_cat_vs_random,selected_configuration,mwle,__macro__,mae,0.4213952483934754,0.33471630009544545,0.5144716495807123,52,2000,1
final_cat_vs_random,selected_configuration,__run__,__all__,mean_scenarios_administered,5.288461538461538,4.980769230769231,5.596153846153846,52,2000,1
final_cat_vs_random,selected_configuration,__run__,__all__,mean_criteria_administered,19.26923076923077,18.25,20.326923076923077,52,2000,1
final_cat_vs_random,selected_configuration,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,1
final_cat_vs_random,random_baseline,online,instruction_following,r,0.9629237919823855,0.9443899632583824,0.9771511442343083,52,2000,1
final_cat_vs_random,random_baseline,online,instruction_following,slope,0.872063878211195,0.8048358679734923,0.9399305820707281,52,2000,1
final_cat_vs_random,random_baseline,online,instruction_following,mae,0.43337251677874106,0.34544221191889374,0.5226526008585185,52,2000,1
final_cat_vs_random,random_baseline,online,__macro__,r,0.9629237919823855,0.9443899632583824,0.9771511442343083,52,2000,1
final_cat_vs_random,random_baseline,online,__macro__,slope,0.872063878211195,0.8048358679734923,0.9399305820707281,52,2000,1
final_cat_vs_random,random_baseline,online,__macro__,mae,0.43337251677874106,0.34544221191889374,0.5226526008585185,52,2000,1
final_cat_vs_random,random_baseline,eap,instruction_following,r,0.9692597421925112,0.9444437333294035,0.9880829875118984,52,2000,1
final_cat_vs_random,random_baseline,eap,instruction_following,slope,0.9382441942034856,0.873782252380431,0.9933884429941902,52,2000,1
final_cat_vs_random,random_baseline,eap,instruction_following,mae,0.20642034863952352,0.09708075700801712,0.3305068997149758,52,2000,1
final_cat_vs_random,random_baseline,eap,__macro__,r,0.9692597421925112,0.9444437333294035,0.9880829875118984,52,2000,1
final_cat_vs_random,random_baseline,eap,__macro__,slope,0.9382441942034856,0.873782252380431,0.9933884429941902,52,2000,1
final_cat_vs_random,random_baseline,eap,__macro__,mae,0.20642034863952352,0.09708075700801712,0.3305068997149758,52,2000,1
final_cat_vs_random,random_baseline,mwle,instruction_following,r,0.9274345581234742,0.8918968825570942,0.9622664740463223,52,2000,1
final_cat_vs_random,random_baseline,mwle,instruction_following,slope,1.0620432113942326,0.9317525913544682,1.2107599425748559,52,2000,1
final_cat_vs_random,random_baseline,mwle,instruction_following,mae,0.5743157606472891,0.42821602918277935,0.7600789283924675,52,2000,1
final_cat_vs_random,random_baseline,mwle,__macro__,r,0.9274345581234742,0.8918968825570942,0.9622664740463223,52,2000,1
final_cat_vs_random,random_baseline,mwle,__macro__,slope,1.0620432113942326,0.9317525913544682,1.2107599425748559,52,2000,1
final_cat_vs_random,random_baseline,mwle,__macro__,mae,0.5743157606472891,0.42821602918277935,0.7600789283924675,52,2000,1
final_cat_vs_random,random_baseline,__run__,__all__,mean_scenarios_administered,23.692307692307693,20.865384615384617,26.674038461538455,52,2000,1
final_cat_vs_random,random_baseline,__run__,__all__,mean_criteria_administered,98.42307692307692,87.45961538461539,110.50240384615384,52,2000,1
final_cat_vs_random,random_baseline,__run__,__all__,precision_reached_rate,1.0,1.0,1.0,52,2000,1
