atlas_idx,question_id
1076,prealgebra_hard|76
1077,prealgebra_hard|77
1078,prealgebra_hard|78
1079,prealgebra_hard|79
1080,prealgebra_hard|8
1081,prealgebra_hard|80
1082,prealgebra_hard|82
1083,prealgebra_hard|83
1084,prealgebra_hard|84
1085,prealgebra_hard|85
1086,prealgebra_hard|86
1087,prealgebra_hard|87
1088,prealgebra_hard|88
1089,prealgebra_hard|89
1090,prealgebra_hard|9
1091,prealgebra_hard|90
1092,prealgebra_hard|91
1093,prealgebra_hard|92
1094,prealgebra_hard|93
1095,prealgebra_hard|94
1096,prealgebra_hard|95
1097,prealgebra_hard|96
1098,prealgebra_hard|97
1099,prealgebra_hard|98
1100,prealgebra_hard|99
1101,precalculus_hard|0
1102,precalculus_hard|1
1103,precalculus_hard|10
1104,precalculus_hard|100
1105,precalculus_hard|104
1106,precalculus_hard|105
1107,precalculus_hard|106
1108,precalculus_hard|107
1109,precalculus_hard|108
1110,precalculus_hard|11
1111,precalculus_hard|110
1112,precalculus_hard|111
1113,precalculus_hard|112
1114,precalculus_hard|114
1115,precalculus_hard|115
1116,precalculus_hard|116
1117,precalculus_hard|117
1118,precalculus_hard|118
1119,precalculus_hard|119
1120,precalculus_hard|121
1121,precalculus_hard|122
1122,precalculus_hard|123
1123,precalculus_hard|125
1124,precalculus_hard|126
1125,precalculus_hard|127
1126,precalculus_hard|129
1127,precalculus_hard|13
1128,precalculus_hard|130
1129,precalculus_hard|131
1130,precalculus_hard|132
1131,precalculus_hard|133
1132,precalculus_hard|14
1133,precalculus_hard|15
1134,precalculus_hard|17
1135,precalculus_hard|18
1136,precalculus_hard|2
1137,precalculus_hard|20
1138,precalculus_hard|21
1139,precalculus_hard|23
1140,precalculus_hard|24
1141,precalculus_hard|25
1142,precalculus_hard|28
1143,precalculus_hard|29
1144,precalculus_hard|3
1145,precalculus_hard|31
1146,precalculus_hard|32
1147,precalculus_hard|35
1148,precalculus_hard|37
1149,precalculus_hard|38
1150,precalculus_hard|39
1151,precalculus_hard|4
1152,precalculus_hard|40
1153,precalculus_hard|41
1154,precalculus_hard|43
1155,precalculus_hard|44
1156,precalculus_hard|45
1157,precalculus_hard|48
1158,precalculus_hard|49
1159,precalculus_hard|5
1160,precalculus_hard|50
1161,precalculus_hard|51
1162,precalculus_hard|52
1163,precalculus_hard|53
1164,precalculus_hard|54
1165,precalculus_hard|55
1166,precalculus_hard|56
1167,precalculus_hard|57
1168,precalculus_hard|58
1169,precalculus_hard|59
1170,precalculus_hard|60
1171,precalculus_hard|61
1172,precalculus_hard|62
1173,precalculus_hard|63
1174,precalculus_hard|65
1175,precalculus_hard|66
1176,precalculus_hard|67
1177,precalculus_hard|68
1178,precalculus_hard|69
1179,precalculus_hard|7
1180,precalculus_hard|70
1181,precalculus_hard|71
1182,precalculus_hard|72
1183,precalculus_hard|73
1184,precalculus_hard|74
1185,precalculus_hard|75
1186,precalculus_hard|76
1187,precalculus_hard|77
1188,precalculus_hard|78
1189,precalculus_hard|79
1190,precalculus_hard|8
1191,precalculus_hard|80
1192,precalculus_hard|81
1193,precalculus_hard|83
1194,precalculus_hard|84
1195,precalculus_hard|85
1196,precalculus_hard|86
1197,precalculus_hard|87
1198,precalculus_hard|88
1199,precalculus_hard|89
1200,precalculus_hard|9
1201,precalculus_hard|91
1202,precalculus_hard|93
1203,precalculus_hard|95
1204,precalculus_hard|96
1205,precalculus_hard|98
1206,precalculus_hard|99
