model,full_correctness,baseline_correctness,batch_correctness,trial1_correctness,trial2_correctness,trial3_correctness,trial4_correctness,trial5_correctness,trial6_correctness,trial7_correctness,trial8_correctness,trial9_correctness,trial10_correctness,sd_correctness,range_correctness,full_scaffolding,baseline_scaffolding,batch_scaffolding,trial1_scaffolding,trial2_scaffolding,trial3_scaffolding,trial4_scaffolding,trial5_scaffolding,trial6_scaffolding,trial7_scaffolding,trial8_scaffolding,trial9_scaffolding,trial10_scaffolding,sd_scaffolding,range_scaffolding
deepseek-ai/deepseek-math-7b-base,-4.104413416521562,-2.129020426941361,-2.3885598336203335,-2.3356324679393357,-2.3730467022346704,-2.3433193018879765,-2.3231067678805983,-2.420935161307482,-2.385874516450078,-2.50372333374823,-2.370339164091696,-2.375724940237606,-2.4712589861179004,0.05567450678336114,0.18061656586763153,0.41155395703652636,0.6602072201735535,0.6289499549675264,0.6564935508356909,0.6444000220318763,0.6314016442772762,0.6372075120921263,0.642181026633971,0.6382272315347971,0.6375310940780645,0.6288650430225342,0.6342277420105923,0.6271707479042772,0.008119816378771278,0.02932280293141376
facebook/opt-1.3b,-2.088168739376944,-2.5199406429792988,-2.950021084031429,-2.8638046026255517,-3.3694473682345163,-2.772071549970596,-2.736655873844575,-2.8798670441790706,-2.779896350456566,-3.0179724378675576,-2.9183964168920675,-2.957481347198768,-2.3027862554001755,0.2525198043854349,1.0666611128343408,0.9192011112474441,0.9732154879755606,0.9738435197438874,0.9761273505826275,1.0167000410310814,1.0222481285192913,0.9970610219609921,0.9804700524005574,0.9874680466656781,1.010594928090669,0.9765006872103298,0.9412544346824143,1.0107757802853936,0.023387289259608143,0.08099369383687693
facebook/opt-2.7b,-2.0663983767179976,-2.062193210782177,-2.190002576479783,-2.337217249855664,-2.14940962398905,-2.3911911515440933,-2.210907962743742,-2.1836178875836176,-2.222327073793459,-2.2256224537317078,-2.190336455542953,-2.222359351215648,-2.200334314915517,0.0699766825935654,0.24178152755504323,0.9743732728301964,1.0244829294078288,1.0643634086293339,1.0864907155688563,1.0865300058548375,1.0782898287716358,1.0743439390404677,1.0848798458345215,1.0552241549875754,1.0729967237450828,1.0713470884367795,1.1158704728780535,1.1025851518884313,0.01611361106446834,0.06064631789047814
facebook/opt-6.7b,-2.27724359662828,-1.8091188705625938,-1.9055766887342092,-1.8747187738021067,-1.940018531174696,-1.947635685293672,-1.82908809469574,-2.0819531040721584,-1.9257281216550397,-1.968050000866956,-1.988804293112035,-2.3329929590157192,-1.902559787875369,0.13440928946926814,0.5039048643199793,0.7417137038742139,0.7717162608890492,0.7891774363074121,0.8510016443772781,0.7721706928389053,0.8237363548017457,0.7886665724298527,0.7954727701742185,0.7883054760019722,0.7891286967150828,0.8042187701866294,0.8095847583943125,0.7849040999173111,0.021622498845642924,0.07883095153837283
google/gemma-2-2b,-0.9739037334522445,-0.8500453035212675,-1.014044908998362,-0.9679126277856221,-0.8883952698552917,-0.9556335931818895,-0.9519580707977537,-0.902993771993195,-0.9279613366493628,-0.9355689892656791,-0.8612877489846825,-0.7853261484834837,-0.9216523972435667,0.051711769261048326,0.18258647930213845,-0.0994949626952106,-0.11284249174676084,-0.1649971137168701,-0.143032959308284,-0.06875907451497543,-0.1453475920954333,-0.15917656037829925,-0.12885700571753372,-0.15758254395568752,-0.13442848505089544,-0.1255154310961568,0.0370941465829805,-0.14179701061258465,0.05666601208449071,0.19627070696127974
h2oai/h2o-danube2-1.8b-base,-1.3312447767931777,-0.3656473771436028,-0.48356224717171026,-0.4010860575391286,-0.44731704035949804,-0.38180138931427077,-0.37543440615809903,-0.41975095255802547,-0.49001833377955306,-0.5468007291861475,-0.4142421804191253,-0.4190010595502142,-0.38702322260774197,0.05096237579218048,0.1713663230280485,-0.506283156630029,-0.3016424787829858,-0.3704431460935597,-0.27050921595749094,-0.33478209348733207,-0.31256538039443643,-0.3455458588953342,-0.34034309598444046,-0.37030249045744484,-0.39396817015222935,-0.3459068336839787,-0.34402172684152293,-0.36195450166401594,0.03156580298816316,0.1234589541947384
h2oai/h2o-danube3-4b-base,0.10995023907779171,0.04241988143119716,-0.0398900637077529,0.007539405695034397,0.029296003506703753,0.07944785048035542,0.06377786915407342,-0.018660586367386264,0.05853418091247068,0.03528967915138187,0.057624837196925655,-0.057108697772404696,0.05781054766836565,0.040505754328454976,0.13655654825276012,-0.8599664023248601,-0.5139642835960463,-0.5762254993659026,-0.46717456114062994,-0.5833101345067623,-0.6062977562053897,-0.4945472173733773,-0.5699594989829776,-0.5389783205949407,-0.7255204263628418,-0.5214478893789803,-0.4947224917729272,-0.3242601493670496,0.09866643257135047,0.40126027699579214
ibm-granite/granite-3.0-2b-base,0.75929129055353,0.5358162743339362,0.5819715156307878,0.6617227047995338,0.4738645518151793,0.4631285905546064,0.42910981080556826,0.5105369169666614,0.6283051611487853,-0.10472111573503788,0.35826398767666945,0.5674925162014484,0.5735501683076594,0.2064672323470289,0.7664438205345716,0.12637511083815287,0.91100762700382,0.7355219232774642,0.8906085865277449,0.9356614096072291,0.8709237148283957,0.7471416067277472,0.9685133504438086,-0.39301396096356445,1.1430630628956968,0.8203788609346027,0.947572247308437,-2.897938079481514,1.1716214693898241,4.041001142377211
ibm-granite/granite-3.1-2b-base,0.7379311532202442,0.5899492593348732,0.6482667417471027,0.8079855663095799,0.6535566385347207,0.7152560872779474,0.581314445612431,0.5513658432308454,0.8038349120999807,0.7212794906943247,0.5817548681030862,0.5392518987692766,0.5986677599936496,0.0957527213979572,0.26873366754030326,-0.12714032934157082,0.855175674115197,0.6248478772820085,0.5466240751925067,0.8925195646077607,0.6940533223474442,1.3955495291223852,0.6973708516820275,0.5144477890894543,-0.8362998314427843,0.8543349012674891,0.6882134910325735,0.7429312090392448,0.5384436938853974,2.2318493605651692
ibm-granite/granite-3.1-2b-instruct,1.300722421024947,1.18580334616005,1.167912836072779,2.1214960401735046,2.1730733204141974,1.1966118767742466,1.1321823692370232,1.1851509567962764,1.2200346896062573,1.2197989728312566,1.0852282723838387,0.22098076983716758,1.2367659968316498,0.5207720155338871,1.95209255057703,-0.03363451002259309,-0.5506275604695825,-0.827824511542442,-0.7615986584780919,-1.037728231392633,-0.8281251068719,-6.8597125125631315,-0.7173327663431873,-0.8308961323513027,-1.0527561355478658,-0.774472715980529,-1.147432377725042,-0.7665275158761607,1.7994678373579513,6.1423797462199445
lmsys/vicuna-7b-v1.5,-0.043540611757682035,0.18521602701044437,0.033388789903748245,0.1460221700013004,0.11932659533774516,0.12567506885963886,0.09056775573058229,0.10576360937782034,0.11774275951017665,0.0862483877462285,0.17842019788485874,0.14672346889271937,0.13301919605594203,0.026409199329049508,0.09217181013863024,0.22392171635411962,0.009011994668497253,-0.06510068762689265,-0.21390266469696126,-0.050407084635237985,-0.0781764859663835,0.0612269389675244,0.00814265158552057,-0.08398283903180888,-0.00043756004030708756,-0.05251413275322131,0.03097778954732866,-0.036208318635221864,0.07284068029728324,0.2751296036644857
meta-llama/Llama-3.2-1B,-2.7565002384170305,-1.354160433171362,-2.1822262073774064,-2.2319527077158337,-1.4798173161447088,-1.9195663884037204,-1.9712117566553236,-2.0188488479874427,-1.8263732988505643,-2.5029090311942546,-1.8673564176427218,-1.7625603349131573,-2.0088541161667957,0.2592883748719516,1.0230917150495458,0.010191479558521377,-0.15083448309394007,-0.271409321851052,-0.24609050064065244,-0.22611524462075994,-0.24520218700990934,-0.25301318369030035,-0.2397032266363821,-0.1747379633320399,-0.18971349012855634,-0.2739702502681019,-0.2043086191315918,-0.24769124894638128,0.029516329847620388,0.09923228693606201
meta-llama/Llama-3.2-1B-Instruct,-0.37665587240002835,-0.3792367958740145,-0.8095182029860716,-0.3379665695588632,-0.46157332710446913,-0.6187957091543166,-0.6573936458778876,-0.6532897886539935,-0.5911979970453163,-0.6495442427632591,-0.4569920359158369,-0.4852350208505889,-0.6773884397051559,0.10935848673184478,0.33942187014629277,-1.3610213492848766,-0.9064935161117754,-1.0227076205194128,-0.9423248547668668,-1.124677167377574,-1.157461059113153,-1.078950600844038,-1.1123256437376285,-1.1920904296673396,-1.0911724835014114,-1.083415167411858,-0.9981509964154919,-1.1105143107518969,0.06891900152821971,0.2497655749004728
meta-llama/Llama-3.2-3B,-0.359906173113346,0.3410728019801618,0.2062184253865996,0.27942267730104436,0.14890164108307202,0.26475513721874144,0.3772477738670619,0.351134403847036,0.31810662853539656,0.3366689977156997,0.2192383503290097,0.2608245885380469,0.2097568931832557,0.06743797050211578,0.22834613278398985,-0.22805773560056147,-0.2808369277570139,-0.3105947048408066,-0.20942850527059195,-0.2684687802989105,-0.2493840818838055,-0.19972912682982255,-0.28100143816125456,-0.27162410285124494,-0.2870767224157215,-0.20224819805244895,-0.2880312900235761,-0.3277278739320359,0.04045805548907203,0.12799874710221334
meta-llama/Llama-3.2-3B-Instruct,1.1070038727566942,1.588867645034731,1.272173443197885,-0.5461509197771286,3.004490359104564,3.079000133487809,7.985617075341323,-1.7307590583813344,3.0321847619042708,-0.08727935510421658,-1.504463603666534,-4.513838224891361,-1.6388992592912182,3.3924105000586526,12.499455300232684,1.4880365224915193,1.054961974754212,1.1308026364557653,3.6952157072622605,2.94958600352367,7.6016797147903885,0.35953792694304587,2.608162223702917,7.728756971848003,2.4138638487231288,5.948180345974578,1.041721519176181,3.9810831602789962,2.4092641891302886,7.369219044904957
microsoft/Phi-3-mini-4k-instruct,0.36738108546072323,0.004016499246533224,-0.13648528644381258,-0.04716784615842825,-0.2319775022982838,0.10606936393663852,-0.09561506159364908,-0.0023488545078415024,0.15555000301592825,-0.09880132034492561,-0.025387528999731634,-0.03700431016071648,-0.006729083645730424,0.10218670203307906,0.38752750531421204,0.4087465682490276,0.02294343125444062,-0.015351531823299229,0.05344942775800274,-0.2371799901532712,0.0785929931634119,-0.047945262120239356,-0.006787368470638929,0.22258142243697693,0.1549634769891577,0.009957674221228965,-0.022305790715235044,-0.03059216414082372,0.11818138827295882,0.45976141259024816
microsoft/Phi-3.5-mini-instruct,1.3617154054982132,0.730970340160128,0.684301829276007,0.601920460097457,0.45750255949428426,0.5464946817405121,0.688763581757201,1.0116342299353889,0.8479703025736349,0.7515255898610078,0.683859882139908,0.7917690789994898,0.8410473239402512,0.15408019741724982,0.5541316704411046,-0.9786460599275804,-0.1817198395392453,-0.2729287558807985,-0.05202355220454802,0.18298504052436348,-0.1261402498592419,-0.21768772130674283,-0.19542720479987924,-0.2332015157749998,-0.18474140584950094,-0.175670349600067,-0.2599472482649328,-0.2251216455089126,0.12417571755534428,0.4429322887892963
microsoft/phi-1_5,-2.2448546713880484,-1.382465060011737,-2.266852698115827,-2.3842260450323574,-2.3520508305758496,-2.2219775633758028,-2.372252361743418,-2.901700809290629,-2.06432632931235,-1.7918295753895879,-2.1476186894999456,-1.7710354593075432,-2.3515408968637685,0.31007573986516673,1.1306653499830859,-0.05881179246892518,-0.2889709011234164,-0.5057055618182387,-0.46939360506311933,-0.4586371670674154,-0.513877338114093,-0.5088400910408197,-0.4668629109228877,-0.45108463197056925,-0.33973369436421524,-0.4446808995445682,-0.4795306352710287,-0.45650756096622874,0.0453710580018408,0.17414364374987773
microsoft/phi-2,0.1054900546367625,0.007993237663789725,-0.0648264661269897,0.027027950348574012,0.015504834443848679,-0.01743177690698041,0.009230021054188062,-0.05473528796028186,0.015905095464585406,0.016633206415186758,0.008436982877200877,0.011857270698786337,0.07719807038114844,0.03139280662888933,0.1319333583414303,0.31163653476330017,-0.35111431136535143,-0.3909984447609005,-0.3689398315669096,-0.3619158212693766,-0.3487503319201374,-0.36874732924023107,-0.2859165977726742,-0.3549848752336999,-0.38636307922086655,-0.3579835741781357,-0.36129322897476135,-0.39713855491489813,0.028060362421487847,0.11122195714222394
mistralai/Mistral-7B-Instruct-v0.3,1.0569341835662922,1.1017331546993485,1.0853284107995889,1.3708906350958032,0.6290973640726613,1.060661528391619,1.2231629005880205,0.5696857166779331,1.1430697116435702,0.5621533134301127,1.543047681250028,0.995553335315855,2.17503351820121,0.47325411751411206,1.6128802047710973,0.5969914448529954,0.15256097739750538,0.12797384911048595,-0.05351187978547815,0.7112840931598228,0.42393872493325435,0.05153524181406152,0.33292613722947234,0.8076306611282102,0.9303382944758121,0.3432755184285658,0.1316815454157693,0.5714372969201016,0.3122208070957414,0.9838501742612902
mistralai/Mistral-7B-v0.1,0.5101124775790596,0.3584199977243034,0.25822014906716007,0.3210018343823699,0.3627978574508158,0.44733186177384554,0.46839676780083916,0.35533034565396643,0.32403504016309626,0.2546660274105659,0.3448412424847,0.344780975199225,0.36081253029666777,0.058096796176526036,0.2137307403902733,0.06451082098325597,-0.06931655414768262,-0.16111868459044124,-0.14272591935077347,-0.14745133098965313,-0.22313891675223133,-0.12300960652219114,-0.10962903471252552,-0.11975135230324538,-0.17324269079092947,-0.2094813392711537,-0.13043271541577914,-0.11141567922309907,0.03823926805616102,0.1135098820397058
mistralai/Mistral-7B-v0.3,0.7743918697111916,1.170394815619263,1.2103142613462656,0.7327660024505195,1.3208752690366492,1.7412714596971683,1.2487022183367864,1.2440192431391266,1.0999586451798664,0.8877088638734287,2.0882066093342972,0.8750036416422775,2.203868939421517,0.48290548308977677,1.4711029369709974,0.2565615778392633,-0.15245224181915623,-0.1649386433677824,-1.4948139505060398,-0.4329317793805295,-0.2668183862603375,-0.14918626889784997,-0.2489331835711875,-0.278227751722689,-0.6257290700528907,-1.1489204059867641,0.11873874790457362,-0.6103855085601173,0.45976731694657025,1.6135526984106134
nvidia/Nemotron-Mini-4B-Instruct,-0.05829217021247036,0.14344833529138656,-0.10923126233791565,0.11610957132366347,-0.16310801953347773,-0.016168718382745292,0.06379490545116873,0.06558599691214698,0.013002841619003808,0.03338053055557316,0.08573111288309411,0.07860605422179995,0.12612129040505177,0.07949318787892787,0.28922930993852947,-0.343532369405559,-0.27742882685343895,-0.5915863345010579,-0.3795364615196005,-0.4326909602875734,-0.4304207922873935,-0.42874171571638886,-0.49065137823968186,-0.4781597120639222,-0.5596625492524091,-0.495634846389659,-0.4810642736656916,-0.39381199400913236,0.051264717394065365,0.18012608773280858
openai-community/gpt2,-5.262275567447201,-2.57410831654494,-3.001450071722507,-2.988990340454519,-3.052232943445992,-3.0147173721590685,-3.252453183504277,-2.8900806913671024,-2.845829236013991,-3.2535603574370398,-2.9543030296403994,-2.546959568336655,-3.1911418848636615,0.2026825186348015,0.7066007891003849,1.1956651351953058,1.1836536479479025,1.2418330479712811,1.2364084965262299,1.2118879047543103,1.2236863959271687,1.2465580903158966,1.2549564499031458,1.273760173628592,1.2610409242903347,1.247110020262428,1.3375622870700001,1.2750925767830628,0.03300668037197423,0.12567438231568984
openai-community/gpt2-large,-3.6564220325166277,-2.5721054342276104,-3.0432222385316794,-2.690003820304795,-2.954013558166325,-2.85673057842761,-2.643310334886169,-2.970785348976614,-2.9909299032480856,-3.0747514051544416,-2.7268522433934947,-3.4512833260757487,-2.805735833132304,0.22330945386270817,0.8079729911895797,1.0463558066827552,1.0865280123425005,1.1077007669443597,1.1408224315808766,1.1144056882666145,1.136769961355447,1.1407614578149325,1.1332146471729772,1.114209391348485,1.111181691564258,1.162338744287036,1.117426586531909,1.1331044244370982,0.015321501106246705,0.05115705272277804
openai-community/gpt2-medium,-5.761155250215983,-2.5563397014886937,-2.9871955382352176,-3.4188705324095396,-2.7881823995508936,-2.8236080574068265,-2.8364057659824518,-2.92907355933762,-2.995922241184755,-2.8278829518442476,-2.810809419656836,-2.844960743761071,-2.7284794712185096,0.1863488096899433,0.69039106119103,1.0617098042001265,1.0954438486451912,1.1275317513690752,1.130320456846923,1.1625378663893713,1.1605084375191348,1.1051961780292487,1.1349830633805826,1.133956208157021,1.1168451208375392,1.1624926182239195,1.1210245185947512,1.147886282947844,0.019237396216733284,0.057341688360122545
openai-community/gpt2-xl,-3.435172664086877,-2.3081397673891884,-2.5467232172347676,-2.6985389530696255,-2.74756927298127,-2.5587094117287292,-2.5477030529158937,-2.478852109324944,-2.5875493164281727,-2.8662692160958603,-2.633769252683252,-2.52833239244918,-2.558543531522223,0.1119892877272966,0.38741710677091623,1.0949933192370702,1.0973780927172663,1.1395883331555203,1.048282487376063,1.158732822650159,1.1675375429851353,1.1874203298169412,1.166211278029203,1.157384782436159,1.1731362030111612,1.1457550725082266,1.1510688192814575,1.1554394159713333,0.03608310293440348,0.13913784244087823
openbmb/MiniCPM-2B-sft-bf16,-2.366851335413005,-1.364866844851349,-1.4362617831523443,-1.5010724746018538,-1.4536093171644426,-1.4682297268635638,-1.4676789747739105,-1.4319049524720877,-1.5248678535902112,-1.4531793085206557,-1.4431652423937045,-1.504746097993224,-1.4687089508476676,0.02808367798358935,0.09296290111812344,0.30820309997850376,0.46122004354001384,0.44850843186750305,0.485628745438773,0.5690620287226036,0.4523998882298426,0.4997195226936795,0.469175634237345,0.48283231830950873,0.46811460718734654,0.4311003142080414,0.45095002510131904,0.45243706410961015,0.03636861313652205,0.13796171451456218
stabilityai/stablelm-2-1_6b,-2.102628741470733,-2.223514432547771,-2.671028654515243,-2.660374676781391,-2.2770911746306695,-2.5312100376789513,-2.6565692561108447,-3.0574071639570697,-2.9557393128311307,-2.676667113682011,-2.5798202160462633,-2.638146278263214,-2.6497615636805016,0.20376843825524643,0.7803159893264002,0.0872097299861857,0.34395695766680784,0.2557352187210812,0.27538615573489894,0.3279068421767534,0.254432453912088,0.255426399123563,0.26048604353058047,0.2604409630946242,0.2593434002390852,0.2574612509237994,0.2774790062003661,0.27636257511404005,0.020937551259730933,0.0734743882646654
stabilityai/stablelm-2-zephyr-1_6b,-1.1992948746912024,-0.7783399055490232,-1.1131658141741583,-1.0967415011409705,-1.0256533464513202,-1.072672997520715,-1.1191363163425123,-1.105899952638627,-1.0452896548840291,-0.9686792185149231,-0.9970837449628925,-1.0226152998854317,-1.0442165485540809,0.046275889680087126,0.1504570978275892,-1.0967711682191776,-0.7734363684530365,-1.1556428435340709,-0.9820555052808447,-0.8707535305965601,-1.061632210430466,-0.905153687682013,-1.1159726082105335,-0.9585867019647419,-0.9642410433396235,-0.8958061623309121,-0.8968448049394543,-1.0963756256769,0.08406572298562814,0.24521907761397332
stabilityai/stablelm-3b-4e1t,-2.0668519363643734,-1.6013609519473178,-1.9697339778328373,-1.9853683763387455,-1.7052075489842988,-1.6934310775227672,-1.7066712631914935,-1.9910520172634523,-2.2250255730436272,-1.6574056726046482,-2.144923547589222,-2.0312999951338306,-1.98108106975234,0.19503554802446782,0.567619900438979,-0.24961261562560982,0.05568962651839964,-0.03669131058322272,-0.02516043874662914,0.010579972494532075,0.042560453570473514,-0.01944211563434265,-0.045385981330789,-0.008726256294455823,0.009773251542527547,0.0021590506654924576,-0.02617963811864032,-0.034889241549196946,0.024851963117722413,0.08794643490126251
stabilityai/stablelm-zephyr-3b,-0.7890236160904832,-0.6380442785532349,-1.0069486072528573,-0.8894854980338072,-0.9184544398903924,-0.9259477047682758,-0.9405278235548665,-0.7487275268196498,-0.8860009691465803,-0.9029732781000338,-0.964293649272096,-0.9436553411916698,-0.9488537998241279,0.05814313562616422,0.21556612245244622,-1.3111366860017788,-0.6913068248724438,-0.8362974606804199,-0.8511280537216745,-0.9065708696777263,-0.838935198767458,-0.8304180041697659,-0.6887194899368163,-0.9052383419517711,-0.8356079712714422,-0.8380786613519917,-0.8486856104473689,-0.8710288410815265,0.05729811441282176,0.21785137974090996
tiiuae/Falcon3-1B-Base,0.17691076810508366,0.3675273134680428,0.30868833711116,0.3996100414139447,0.4244478431827338,0.46561299267470085,0.36721935702614883,0.5482891816650328,0.2834581226477674,0.382317439296828,0.3520175062961398,0.3801842371852493,0.3701033025673115,0.06736404236508833,0.26483105901726545,-1.0068444307971058,-1.048979547869383,-1.0548497259664846,-1.4004292017723226,-1.1642722884551775,-1.0744261402844546,-1.2303357912943627,-1.1138981501874021,-1.4838231299768578,-1.1309702542969078,-1.139972765439356,-1.1462651996625246,-1.1308367302829572,0.1273273943504674,0.40939698969240323
tiiuae/Falcon3-3B-Base,1.5379429440430379,1.191003886390528,1.1549987676500355,1.1808469101546362,1.2694519102153268,1.1772662466243569,1.2312098210141718,1.2387213918895141,1.2157773789926374,0.9302461476510442,1.0569538724512701,1.107409304394564,1.1967886604430558,0.0972696207406396,0.3392057625642826,-1.0115551668955842,-1.1655604783703872,-1.1411174451395703,-1.2308641925985782,-1.2740402816087428,-1.2490199236135369,-2.4563190393856993,-1.249750208220815,-1.1722804219914993,-0.33780802699293605,-1.1907241256054477,-1.1941960175012751,-1.2241224840924574,0.47968287209777094,2.118511012392763
tiiuae/Falcon3-7B-Base,2.2385683741798137,1.4707744559444904,1.9166431296312132,7.9339581025141275,2.442927004277524,2.449007154850114,6.639171449350801,1.8355906732927882,2.134878308097358,8.01301822502949,2.6934697928611255,1.4951820493778742,1.5769448440336882,2.5419520535221687,6.517836175651617,-0.18818897553329234,0.6191523385729951,0.2525067167029416,3.6550429916218503,-0.01432734581975842,0.09923674448865458,-0.8747847639902312,2.53114448453373,-2.574148148861201,3.7345735862262064,5.449735519579399,-0.8059909317124414,0.46596002740005504,2.4097796976107646,8.0238836684406
togethercomputer/RedPajama-INCITE-7B-Base,-3.75766662988793,-1.9346102689315074,-2.5831462963181866,-2.5736008943296427,-2.4997037090300305,-2.5243070743354394,-1.8683493163581217,-3.1345576431261337,-2.3529622504472316,-2.5335721350734466,-2.3422242337346657,-2.293496154857088,-2.5547687443435683,0.29841915649575057,1.266208326768012,0.16946546286152656,0.3423616108904173,0.2761912617038393,0.2854537238695321,0.3102225121998071,0.2680998120820715,0.2930997241199362,0.27994900700229247,0.2966942449103982,0.2807448628985738,0.35226185235156227,0.33025728181487857,0.2808302166313727,0.024757278807821675,0.08416204026949076
togethercomputer/RedPajama-INCITE-Base-3B-v1,-3.664395817231317,-2.239911680593686,-2.471957237748011,-2.5255830342722723,-2.6286118487876786,-2.9170907745988246,-2.7561628673574528,-2.545447172954136,-2.6005548752327763,-2.7716124998520346,-2.72220080610611,-2.568960755764312,-2.797793461566064,0.1221381180030516,0.39150774032655233,0.7741109908708412,0.9175676365989864,0.9369157346783081,0.9392795319307768,0.9542010040651,0.973331933635179,0.9381482455617464,0.9435161123444273,0.9185888240851494,0.9440374956539177,0.9525593648822476,0.9518218260346093,0.9032052692898429,0.018493654421368896,0.0701266643453361
