model,n_admin,theta_correctness,se_posterior_correctness,se_param_correctness,se_total_correctness,bar_inflation_correctness,theta_scaffolding,se_posterior_scaffolding,se_param_scaffolding,se_total_scaffolding,bar_inflation_scaffolding,theta_presentation,se_posterior_presentation,se_param_presentation,se_total_presentation,bar_inflation_presentation
BSC-LT/salamandra-2b-instruct,308,-2.050254432811722,0.3549177481094857,0.3457905636971586,0.495517630226319,1.396147791610187,0.1652353569658538,0.3261958477256358,0.24093092945924022,0.4055261321339718,1.243198326899185,-1.6061922577491143,0.3536902986328399,0.07192932564207327,0.36093026367196046,1.020469786892957
BSC-LT/salamandra-7b,296,-0.6062210508311013,0.19791204313020913,0.1817663391589118,0.26871579571585724,1.3577536337142724,0.2648643907547492,0.3338408968624016,0.16345607758644665,0.37170907134187503,1.1134318019013754,-1.3294328205933734,0.32621109611159926,0.06521818940021668,0.33266663712337247,1.0197894586932283
BSC-LT/salamandra-7b-instruct,291,-0.43720092541292044,0.27710910713096043,0.22592498403978606,0.3575353907913113,1.2902332748751624,-0.4366107438090859,0.3290583243264276,0.2409054469965009,0.4078171345114135,1.2393460501149842,-1.225483456054051,0.32216429063459107,0.05308978549106153,0.3265093497644075,1.01348709107784
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,205,2.3999249963610065,0.006708946111830169,0.08437380916630291,0.08464011833145758,12.61600807647092,-0.5879328988060861,0.25568080588067565,0.20884558509171317,0.33013505252864583,1.2911999842597393,0.23056523177352486,0.3306886233501024,0.0807235249062854,0.3403986678682535,1.0293631042392135
OpenBMB/MiniCPM4-0.5B,303,-0.5923429973814016,0.19212879569633085,0.2005903264225095,0.27775880398290054,1.4456906523367388,-1.0105840592202577,0.29827124212050393,0.20865310927715858,0.364008040964941,1.2203926814301422,-1.1387297330027006,0.3180521381479191,0.06271123935071549,0.32417566552930177,1.0192532187239525
Qwen/Qwen1.5-1.8B,289,-3.3729955762309802,0.5388777781507749,0.5208308813391824,0.7494358323040508,1.3907343421653637,-0.15556529880525838,0.33980109049379387,0.25174738455838097,0.4228965910630598,1.2445415947562524,-2.371943909350914,0.4172075142052475,0.06635086524977113,0.42245064472517385,1.012567200593005
Qwen/Qwen1.5-1.8B-Chat,291,-1.5777108000592996,0.3434488781866488,0.3060719766926716,0.460040418707125,1.33947276560069,-0.688775643286661,0.31668774318226817,0.22116908872366417,0.38627308020199164,1.219728544971423,-1.4131852058092698,0.3478872804214874,0.05678184456476797,0.35249076264667717,1.0132326833554028
ai-forever/mGPT,304,-3.4438233601071584,0.5163664403681102,0.6154641763090961,0.8033868638820698,1.5558463933274729,2.309653443947128,0.29790407824016973,0.22218238109684477,0.3716340273736902,1.2474956018362378,-3.255512863392061,0.5139923197693279,0.054255116024126165,0.5168478716185706,1.0055556313575351
allenai/OLMo-1B-hf,321,-3.512029142068154,0.501015634326531,0.4627835214484919,0.6820449058265027,1.3613245956751683,2.2164873290029368,0.31541009821889415,0.21450687851803873,0.38144033739237004,1.2093472578916957,-2.450803184361615,0.41406136362790347,0.07751422550836184,0.4212543982032236,1.017371904763817
allenai/OLMo-2-0425-1B-DPO,287,0.20093586349475873,0.28426140992466004,0.17422332311654715,0.33340413238310107,1.1728786277091419,-0.9125280983909202,0.3168045609135555,0.17885076563702101,0.3638031420762874,1.1483519714085053,-0.5351313924155922,0.2987781841666982,0.05169791610830911,0.30321787194011374,1.0148594777285964
allenai/OLMo-2-0425-1B-Instruct,257,0.10040375099299101,0.23851210939977843,0.19546453170057224,0.30837381452265994,1.292906323702768,-0.903293157098002,0.31790241058894203,0.20309437068718922,0.3772390038994983,1.18665034090377,-1.0326359832456746,0.35318963372445306,0.07615258716246101,0.36130614982580844,1.0229806181335652
arcee-ai/raspberry-3B,224,1.071435263348485,0.246258461881102,0.1056451288284947,0.26796291402586925,1.088136878542052,0.02099226629911105,0.3196021151220361,0.18018884944618116,0.3668971701379254,1.14798104511239,-0.16049880684204598,0.31210406321543205,0.07027313482532092,0.3199175827518083,1.025034981781006
google/gemma-2b,302,-1.3215621988170703,0.26656703070893406,0.19444032398042094,0.32994699794147064,1.23776371392958,0.04897686485845021,0.303523297390674,0.2340735150114026,0.38329727691271287,1.2628265448083853,-1.8704092977193085,0.37001335277576153,0.055799951661549656,0.3741971617179791,1.011307183675485
h2oai/h2o-danube-1.8b-chat,299,-1.493302142046485,0.32197849929191424,0.22093392674590445,0.3904893775682482,1.2127809106104945,-0.9161671079303042,0.3277667295266908,0.14170151143161197,0.3570859102885833,1.0894513631820735,-1.362549063407042,0.34260785857262804,0.052187468270621526,0.3465597734882383,1.0115348052203903
h2oai/h2o-danube2-1.8b-chat,297,-1.3235118318512367,0.27252997526312117,0.21541196103248628,0.34738293045683577,1.2746595310165272,-0.16798274877880995,0.3258168697567075,0.20858435027242103,0.38686439975348896,1.1873676155638184,-1.2417807011777862,0.3219370700776083,0.054156204193176,0.32646036749162655,1.014050253401784
ibm-granite/granite-7b-instruct,302,-0.5755690050351201,0.1712311114408616,0.18967717176447516,0.2555338001397134,1.4923327775511612,0.5549822203966503,0.270398464847432,0.14811759408461345,0.3083085329167233,1.1402007518448058,-1.3066994220253803,0.33079460652807713,0.06268591499074169,0.3366817423714744,1.017796952329988
ibm/PowerLM-3b,273,0.5950852238635667,0.08635756258866797,0.1526533537828174,0.17538721457790965,2.0309421586306367,-0.31936319542860164,0.3274973003949367,0.19442260307563486,0.3808603817052612,1.1629420494336067,-0.02354076190296392,0.27388091976581475,0.06514262594135727,0.28152143777393623,1.0278972263371051
nvidia/AceInstruct-1.5B,165,1.4256319351679614,0.29074657910683704,0.1861942273235849,0.34525622883730145,1.1874816546351674,-0.5347407721294785,0.45763054591660746,0.19254818126867043,0.49648818582701937,1.0849105031496145,0.08149197642321389,0.3290752894918799,0.07459822625863477,0.33742471977479516,1.0253724012392649
openbmb/MiniCPM-1B-sft-bf16,309,-3.093041807513105,0.4767257572036036,0.4777846324866115,0.6749411845647854,1.4157850176249789,1.6878693401811355,0.37507546050550145,0.22993679478565276,0.43994605427224076,1.172953446965875,-2.924939296427755,0.458484081522687,0.07265729113477414,0.4642054878658214,1.0124789639896175
openlm-research/open_llama_3b,318,-1.8549294546178303,0.2844811353982321,0.21999203929796926,0.3596192622092795,1.264123407360087,1.3717689231429686,0.3413670082509028,0.16453499485938655,0.37895012713489135,1.1100959318727284,-2.3312868155659245,0.4046473923360374,0.0769889740287945,0.4119063173178598,1.0179388898070403
pankajmathur/orca_mini_3b,305,-1.5793148767808558,0.32116387517282013,0.2717801771492876,0.4207263949496406,1.3100053507675646,-0.030110564729664474,0.3355223180021412,0.25473728125087647,0.4212675021131088,1.255557319171896,-2.1381563367796654,0.3937974261470153,0.061052581487317965,0.3985019831146134,1.0119466422460612
pankajmathur/orca_mini_v9_5_3B-Instruct,272,0.5822769443133841,0.10952756299438358,0.15731721207803698,0.19168983351105173,1.7501515442362332,0.2552301531437519,0.3166264842857598,0.1792230830867999,0.36383134013207064,1.1490868837229289,-0.28986092420907755,0.32189381876484474,0.07361891525103816,0.33020505029716646,1.025819792266323
stabilityai/stablelm-2-1_6b-chat,280,-0.9846704260910787,0.31535724100089607,0.2117535780701536,0.3798549292522211,1.204522617101225,-0.9076279921381171,0.3178658558217146,0.20147758627561593,0.3763401653673433,1.1839590773109834,-1.2899889241596296,0.34797800624107794,0.05916684615009097,0.35297224892456375,1.0143521791432584
tiiuae/Falcon3-1B-Instruct,276,0.5834856426420525,0.11214924391805227,0.12668782101310522,0.16919591278881227,1.5086674406155083,-1.2054719981839463,0.22165354635724366,0.1848027885859977,0.2885868418377798,1.3019725900196442,-0.2974218501785167,0.32161748081669606,0.07182912227415057,0.3295409333808969,1.0246362621337637
tiiuae/Falcon3-3B-Instruct,215,2.3995191119529613,0.016982822971425702,0.11269952804576734,0.11397192591957672,6.711011833035013,-0.8348945279734796,0.33491725593542293,0.19026879563683807,0.38519057999437945,1.1501066999923406,0.2335878933357735,0.32361540612109563,0.07863709470215069,0.3330326166340418,1.0291000067821936
utter-project/EuroLLM-1.7B,320,-2.4337997955681065,0.3681053365997931,0.3756706866915435,0.525956275437933,1.428820022812537,1.6539340748459483,0.3082921175910039,0.18777272333613104,0.3609745495153538,1.1708847840029473,-1.8013141420084424,0.35405720055474277,0.07736827849744685,0.3624118538104401,1.0235969025417564
utter-project/EuroLLM-1.7B-Instruct,305,-2.159755758495397,0.36832799593236865,0.3392707873345411,0.5007695874612937,1.359575142241546,0.5212210921033008,0.3283449672410421,0.2354484319827536,0.40403759928459426,1.2305277668166152,-1.6827998660551378,0.3497751261972692,0.060746052548009515,0.35501087561718603,1.01496890152493
