model,pirt,actual,items,fold,n_bank
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,0.13662107233097237,0.0855106888361045,45,2,421
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,0.38733662866312585,0.3586698337292161,8,2,421
ontocord/wide_3b_sft_stage1.1-ss1-with_r1_generics_intr_math_stories.no_issue,0.14132138656731152,0.21140142517814728,31,2,421
JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,0.13662107233097237,0.0997624703087886,45,2,421
ContactDoctor/Bio-Medical-Llama-3-8B,0.49797920056046796,0.332541567695962,8,2,421
JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,0.13662107233097237,0.09501187648456057,45,2,421
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.29671401093662114,0.29453681710213775,8,2,421
Danielbrdz/Barcenas-R1-Qwen-1.5b,0.14950214217078728,0.21377672209026127,50,2,421
DeepMount00/Qwen2-1.5B-Ita_v3,0.411166259818971,0.3657957244655582,8,2,421
bfuzzy1/acheron,0.313358318621981,0.21377672209026127,8,2,421
Nexesenex/Llama_3.2_1b_Sydonia_0.1,0.28496408576169574,0.22802850356294538,8,2,421
pankajmathur/orca_mini_v9_5_1B-Instruct,0.34411898820623044,0.20665083135391923,8,2,421
godlikehhd/alpaca_data_ifd_max_2600_3B,0.6048322235056989,0.3752969121140142,8,2,421
FlofloB/10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.3022653936817864,0.16864608076009502,8,2,421
google/flan-t5-base,0.43632956614714,0.32304038004750596,8,2,421
tinycompany/ShawtyIsBad-nomic1.5,0.4664734665244645,0.30403800475059384,8,2,421
Triangle104/Porpoise-R1-Llama3.2-3b,0.29671401093662114,0.32779097387173395,8,2,421
Novaciano/ASTAROTH-3.2-1B,0.2921453358414458,0.2327790973871734,8,2,421
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,0.1464892666723152,0.1496437054631829,29,2,421
lesubra/ECE-PRYMMAL-3B-SLERP_2-V1,0.5346486923144761,0.49406175771971494,8,2,421
google/recurrentgemma-2b-it,0.43632956614714,0.2755344418052256,8,2,421
ibm-granite/granite-3.0-1b-a400m-base,0.3022653936817864,0.2042755344418052,8,2,421
Arthur-LAGACHERIE/Precis-1B-Instruct,0.29180447574042934,0.2042755344418052,8,2,421
EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,0.411166259818971,0.3847980997624703,8,2,421
DavieLion/Llama-3.2-1B-SPIN-iter1,0.4113099661744253,0.3254156769596199,8,2,421
ValiantLabs/Llama3.2-3B-ShiningValiant2,0.4626314354221101,0.44655581947743467,8,2,421
Sakalti/light-3b-beta,0.4664734665244645,0.30641330166270786,8,2,421
prithivMLmods/QwQ-LCoT-3B-Instruct,0.5551512198486274,0.3586698337292161,8,2,421
cognitivecomputations/dolphin-2.9.4-gemma2-2b,0.4601430877539305,0.43942992874109266,8,2,421
Sharathhebbar24/SSH_355M,0.2560101189724148,0.31116389548693585,9,2,421
AicoresSecurity/Cybernet-Sec-3B-R1-V1,0.29671401093662114,0.3491686460807601,8,2,421
tinycompany/BiBo-v0.3,0.4664734665244645,0.37292161520190026,8,2,421
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,0.43632956614714,0.342042755344418,8,2,421
ontocord/RedPajama-3B-v1-AutoRedteam-Harmless-only,0.33992344825685616,0.29453681710213775,8,2,421
tiiuae/Falcon3-1B-Base,0.4440083458590288,0.32304038004750596,8,2,421
DeepMount00/Qwen2-1.5B-Ita_v2,0.411166259818971,0.36342042755344417,8,2,421
OpenLLM-France/Lucie-7B-Instruct-human-data,0.29671401093662114,0.2826603325415677,8,2,421
ehristoforu/SoRu-0009,0.21133145494760444,0.17339667458432304,22,2,421
netcat420/MFANN3bv1.4,0.654541753176744,0.4014251781472684,8,2,421
JayHyeon/Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,0.13662107233097237,0.0831353919239905,45,2,421
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties,0.5346486923144761,0.501187648456057,8,2,421
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,0.4288956474746866,0.38717339667458434,8,2,421
01-ai/Yi-1.5-6B-Chat,0.4601430877539305,0.41330166270783847,8,2,421
Novaciano/Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP,0.2921453358414458,0.2755344418052256,8,2,421
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,0.3285946564606461,0.171021377672209,8,2,421
h2oai/h2o-danube3-4b-base,0.4440083458590288,0.27315914489311166,8,2,421
netcat420/MFANN3bv1.1,0.3952083016280117,0.20665083135391923,8,2,421
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V5,0.6183947551145396,0.43705463182897863,8,2,421
Dans-DiscountModels/mistral-7b-test-merged,0.29671401093662114,0.3159144893111639,8,2,421
Corianas/Quokka_2.7b,0.3022653936817864,0.28741092636579574,8,2,421
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,0.29671401093662114,0.2684085510688836,8,2,421
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,0.38733662866312585,0.2209026128266033,8,2,421
bunnycore/Smol-Llama-3.2-3B,0.4088884233354058,0.33966745843230406,8,2,421
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,0.6183947551145396,0.42042755344418054,8,2,421
JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,0.15975767699158006,0.1399548532731377,45,3,443
JayHyeon/Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,0.1152815189392119,0.09706546275395034,63,3,443
Spestly/Atlas-Pro-1.5B-Preview,0.11499218639847142,0.16252821670428894,57,3,443
tinycompany/SigmaBoi-nomic-moe,0.6579415232476988,0.36794582392776526,8,3,443
godlikehhd/qwen_2.5-1.5b-cherry_new,0.5423462264602661,0.309255079006772,8,3,443
sumink/bbhqwen,0.34231284396770606,0.39954853273137697,8,3,443
T145/qwen-2.5-3B-merge-test,0.4113877236105398,0.3115124153498871,8,3,443
ell44ot/gemma-2b-def,0.500336852409544,0.24379232505643342,8,3,443
hatemmahmoud/qwen2.5-1.5b-sft-raft-grpo-hra-doc,0.2847083064427119,0.31376975169300225,8,3,443
Danielbrdz/Barcenas-3b-GRPO,0.504715204763976,0.39503386004514673,8,3,443
ibm-granite/granite-3.0-2b-instruct,0.2805347272732808,0.26410835214446954,8,3,443
FINGU-AI/Phi-4-RRStock,0.4270253209284468,0.435665914221219,8,3,443
SultanR/SmolTulu-1.7b-Reinforced,0.4477225859382194,0.24604966139954854,8,3,443
Sakalti/SJT-3.7B,0.42519185726103365,0.32505643340857787,8,3,443
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_3e-7-3ep_0alp_5lam,0.1154098570144917,0.0835214446952596,58,3,443
minghaowu/Qwen1.5-1.8B-OpenHermes-2.5,0.24629078363386953,0.24830699774266365,8,3,443
Ahdoot/StructuredThinker-v0.3-MoreStructure,0.5708648889554555,0.3476297968397291,8,3,443
godlikehhd/ifd_2500_qwen,0.5423462264602661,0.32505643340857787,8,3,443
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.3904552565007695,0.4966139954853273,8,3,443
Youlln/ECE-Qwen0.5B-FT-V2,0.24629078363386953,0.2234762979683973,8,3,443
Davidsv/SUONG-1,0.46923500112162897,0.31376975169300225,8,3,443
HuggingFaceTB/SmolLM-1.7B-Instruct,0.24220695129721342,0.19187358916478556,8,3,443
duyhv1411/Llama-3.2-3B-en-vi,0.4270253209284468,0.19187358916478556,8,3,443
JayHyeon/Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,0.11612616548099845,0.13769751693002258,64,3,443
hotmailuser/QwenModelStock-1.8B,0.6262254760128839,0.5146726862302483,8,3,443
Daemontatox/mini-Cogito-R1,0.3175210211673268,0.22121896162528218,9,3,443
ibm-granite/granite-3.0-3b-a800m-instruct,0.4086590257258436,0.24379232505643342,8,3,443
JayHyeon/Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,0.1152815189392119,0.09255079006772009,63,3,443
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-3ep_0alp_0lam,0.1154098570144917,0.08126410835214447,58,3,443
gabrielmbmb/SmolLM-1.7B-Instruct-IFEval,0.3255548374753229,0.16252821670428894,8,3,443
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-2ep_1alp_0lam,0.1154098570144917,0.08577878103837472,58,3,443
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,0.24629078363386953,0.24604966139954854,8,3,443
jaspionjader/test-10,0.5856648422661623,0.4672686230248307,8,3,443
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,0.4336222235743542,0.35891647855530473,8,3,443
JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,0.1154098570144917,0.08803611738148984,58,3,443
tiiuae/Falcon3-3B-Instruct,0.40423262943487287,0.35214446952595935,8,3,443
nvidia/Minitron-4B-Base,0.3846050202844247,0.42437923250564336,8,3,443
bunnycore/Llama-3.2-3B-Long-Think,0.29881853174418027,0.29345372460496616,8,3,443
Nexesenex/Llama_3.2_1b_Synopsys_0.1,0.24629078363386953,0.22121896162528218,8,3,443
jebish7/qwen2.5-0.5B-IHA-Hin,0.4744161949514553,0.29345372460496616,8,3,443
jeffmeloy/Qwen2.5-7B-minperplexity-2,0.5708648889554555,0.5011286681715575,8,3,443
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,0.24629078363386953,0.26636568848758463,8,3,443
bunnycore/SmolLM2-1.7-Persona,0.4201554081483236,0.23024830699774265,8,3,443
huu-ontocord/wide_3b_orpo_stage1.1-ss1-orpo3,0.4113877236105398,0.33860045146726864,8,3,443
pints-ai/1.5-Pints-16K-v0.1,0.34552926967025305,0.24379232505643342,8,3,443
JayHyeon/Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,0.11373612469478145,0.11286681715575621,55,3,443
sumink/bbhqwen5,0.3175210211673268,0.27313769751693,9,3,443
bunnycore/DeepQwen-3B-LCoT-SCE,0.24220695129721342,0.16252821670428894,8,3,443
jaspionjader/test-11,0.5856648422661623,0.4717832957110609,8,3,443
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,0.3527243660599859,0.21896162528216703,8,3,443
vonjack/Phi-3.5-mini-instruct-hermes-fc-json,0.44791379733825376,0.3656884875846501,8,3,443
Shreyash2010/Uma-4x4B-Instruct-v0.1,0.5390020654853025,0.45146726862302483,8,3,443
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,0.2932199586111042,0.34988713318284426,8,3,443
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,0.4196408406672797,0.291196388261851,8,3,443
JayHyeon/Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,0.1152815189392119,0.09706546275395034,63,3,443
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-7-3ep_0alp_0lam,0.1154098570144917,0.08126410835214447,58,3,443
ymcki/gemma-2-2b-jpn-it-abliterated-24,0.2634458046365778,0.3792325056433409,8,3,443
FlofloB/100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.3241227019049723,0.17607223476297967,8,3,443
netcat420/MFANN-phigments-slerp-V3.2,0.6350038259573758,0.38826185101580135,8,3,443
zelk12/Test01012025155054t0.5_gemma-2,0.44460017639239136,0.3160270880361174,8,3,443
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,0.24629078363386953,0.23476297968397292,8,3,443
noname0202/llama-math-1b-r8-512tokens-test,0.24629078363386953,0.23927765237020315,8,3,443
viettelsecurity-ai/security-llama3.2-3b,0.4113877236105398,0.3002257336343115,8,3,443
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-3ep_1alp_0lam,0.1154098570144917,0.08577878103837472,58,3,443
bunnycore/Llama-3.2-3B-RP-DeepThink,0.4113877236105398,0.3182844243792325,8,3,443
win10/Llama-3.2-3B-Instruct-24-9-29,0.29881853174418027,0.3611738148984199,8,3,443
BramVanroy/fietje-2,0.3527243660599859,0.3160270880361174,8,3,443
AGI-0/Art-v0-3B,0.3208667402761309,0.2595936794582393,8,3,443
jpacifico/Chocolatine-3B-Instruct-DPO-v1.2,0.44414163231367554,0.4198645598194131,8,3,443
nvidia/Llama-3.1-Minitron-4B-Depth-Base,0.7201280881168902,0.43115124153498874,8,3,443
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.24629078363386953,0.28216704288939054,8,3,443
EpistemeAI/ReasoningCore-3B-T1-V1,0.4086590257258436,0.3905191873589165,8,3,443
hon9kon9ize/CantoneseLLMChat-v0.5,0.5106842454977989,0.45372460496614,8,3,443
netcat420/MFANN3bv0.24,0.49830940979776056,0.309255079006772,8,3,443
DeepMount00/Qwen2-1.5B-Ita_v5,0.4446742210631881,0.30248306997742663,8,3,443
pankajmathur/orca_mini_v9_7_3B-Instruct,0.27006183107162934,0.27313769751693,8,3,443
noname0202/gemma-2-2b-it-ties,0.4125169693523309,0.4018058690744921,8,3,443
ehristoforu/fd-lora-merged-16x32,0.24629078363386953,0.2505643340857788,8,3,443
JayHyeon/Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,0.1152815189392119,0.09706546275395034,63,3,443
iFaz/llama32_3B_en_emo_v3,0.44460017639239136,0.3476297968397291,8,3,443
Sakalti/SJTPass-5,0.3391012189106454,0.255079006772009,8,3,443
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-1ep_0alp_0lam,0.11373612469478145,0.09480812641083522,55,3,443
djuna-test-lab/TEST-L3.2-ReWish-3B,0.45569632589467546,0.38826185101580135,8,3,443
weathermanj/Menda-3b-750,0.4113877236105398,0.32505643340857787,8,3,443
JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,0.19275165547571732,0.14672686230248308,17,3,443
hotmailuser/FalconSlerp-3B,0.38709494905668,0.2979683972911964,8,3,443
tinycompany/ShawtyIsBad-bgem3,0.5390020654853025,0.3115124153498871,8,3,443
Novaciano/Cultist-3.2-1B,0.24629078363386953,0.17832957110609482,8,3,443
pankajmathur/orca_mini_v9_6_1B-Instruct,0.2934144523968329,0.2866817155756208,8,3,443
ehristoforu/ruphi-4b,0.4477225859382194,0.24830699774266365,8,3,443
uukuguy/speechless-coder-ds-6.7b,0.4201554081483236,0.2799097065462754,8,3,443
lesubra/ECE-PRYMMAL-3B-SLERP-V2,0.5708648889554555,0.5056433408577878,8,3,443
rasyosef/phi-2-instruct-apo,0.4201554081483236,0.2618510158013544,8,3,443
Alepach/notHumpback-M0,0.4113877236105398,0.2234762979683973,8,3,443
prithivMLmods/SmolLM2-CoT-360M,0.3640027308835614,0.24830699774266365,8,3,443
bunnycore/QwQen-3B-LCoT-R1,0.25467111997725034,0.2618510158013544,9,3,443
JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,0.1154098570144917,0.09029345372460497,58,3,443
meditsolutions/Llama-3.2-SUN-2.4B-v1.0.0,0.24629078363386953,0.23024830699774265,8,3,443
sumink/bbhqwen4,0.3175210211673268,0.30699774266365687,9,3,443
AI-MO/NuminaMath-7B-TIR,0.44791379733825376,0.35891647855530473,8,3,443
AuraIndustries/Aura-4B,0.3633120085231311,0.29345372460496616,8,3,443
MaziyarPanahi/calme-3.2-instruct-3b,0.3858660771505378,0.309255079006772,8,3,443
JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,0.25467111997725034,0.1399548532731377,9,3,443
instruction-pretrain/InstructLM-500M,0.38363099543631185,0.3002257336343115,8,3,443
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.4086590257258436,0.21896162528216703,8,3,443
OpenBuddy/openbuddy-llama3.2-3b-v23.2-131k,0.25788499268646703,0.1986455981941309,8,3,443
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-3ep_0alp_0lam,0.11373612469478145,0.11512415349887133,55,3,443
bamec66557/mergekit-model_stock-zdaysvi,0.4196408406672797,0.4040632054176072,8,3,443
JayHyeon/Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,0.1154098570144917,0.0835214446952596,58,3,443
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct-V2,0.4461616513746688,0.30699774266365687,8,3,443
MrRobotoAI/MrRoboto-ProLongBASE-pt8-unaligned-8b,0.4936455512705541,0.4677804295942721,8,4,419
lmsys/vicuna-7b-v1.3,0.3212646795609968,0.29594272076372313,8,4,419
Ba2han/Llama-Phi-3_DoRA,0.44550509936202776,0.4081145584725537,8,4,419
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,0.3362519256186853,0.24821002386634844,8,4,419
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-2ep_1alp_0lam,0.1359421568483916,0.1431980906921241,52,4,419
matouLeLoup/ECE-PRYMMAL-0.5B-FT-MUSR-ENSEMBLE-V2Mathis,0.32068398243544033,0.33890214797136037,8,4,419
pszemraj/Mistral-v0.3-6B,0.33345363335368344,0.3794749403341289,8,4,419
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,0.3852679641093265,0.22911694510739858,8,4,419
jaspionjader/test-12,0.5801919306517607,0.47494033412887826,8,4,419
ruizhe1217/sft-s1-qwen-0.5b,0.32419106755780924,0.1766109785202864,8,4,419
mrdayl/OpenCognito-r2,0.535722007175326,0.3412887828162291,8,4,419
sumink/Qwensci,0.3530245306959611,0.32935560859188545,8,4,419
EleutherAI/pythia-1b,0.32419106755780924,0.21479713603818615,8,4,419
LenguajeNaturalAI/leniachat-gemma-2b-v0,0.43827134595772976,0.2649164677804296,8,4,419
jebish7/Nemotron-4-Mini-Hindi-4B-Instruct,0.7124427081468562,0.48448687350835323,8,4,419
brgx53/3Bgeneralv2-ECE-PRYMMAL-Martial,0.5801919306517607,0.47255369928400953,8,4,419
Columbia-NLP/LION-Gemma-2b-sft-v1.0,0.37985962401637846,0.3556085918854415,8,4,419
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,0.2666611690031952,0.2529832935560859,8,4,419
ontocord/wide_3b-merge_test,0.15644030977599346,0.29832935560859186,19,4,419
EpistemeAI2/Athene-codegemma-2-7b-it-alpaca-v1.2,0.535722007175326,0.4677804295942721,8,4,419
kavonalds/BunderMaxx-1010,0.3108692176852556,0.2386634844868735,8,4,419
matouLeLoup/ECE-PRYMMAL-0.5B-FT-V4-MUSR-ENSEMBLE-Mathis,0.32068398243544033,0.33890214797136037,8,4,419
tinycompany/SigmaBoi-ib,0.6116358734699548,0.3818615751789976,8,4,419
thomas-yanxin/XinYuan-Qwen2-1_5B,0.3328937398328575,0.2243436754176611,8,4,419
princeton-nlp/Sheared-LLaMA-2.7B,0.3209222706016785,0.27684964200477324,8,4,419
hotmailuser/Deepseek-qwen-modelstock-2B,0.1346995883197077,0.20763723150357996,46,4,419
JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,0.15636330249897182,0.16706443914081145,21,4,419
ngxson/MiniThinky-v2-1B-Llama-3.2,0.2612643321575387,0.25059665871121717,8,4,419
JayHyeon/Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,0.12587496122732286,0.10501193317422435,54,4,419
google/gemma-2-2b-it,0.3891234623896492,0.39618138424821003,8,4,419
brgx53/LaConfiance-PRYMMAL-ECE-TW3,0.4130730353895452,0.3460620525059666,8,4,419
tensoropera/Fox-1-1.6B,0.21811281260234297,0.2720763723150358,11,4,419
HarbingerX/Zeitgeist-3b-V1,0.3817829160671536,0.36992840095465396,8,4,419
bunnycore/Llama-3.2-3B-Della,0.44550509936202776,0.3627684964200477,8,4,419
bfuzzy1/acheron-c,0.15364874420922336,0.1766109785202864,20,4,419
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6-3ep_0alp_0lam,0.12587496122732286,0.0954653937947494,54,4,419
Sakalti/Saba2-3B,0.2786080151978996,0.360381861575179,8,4,419
ontocord/merged_0.5_expert_0.5,0.3817829160671536,0.27923627684964203,8,4,419
godlikehhd/alpaca_data_sampled_ifd_new_5200,0.535704335287279,0.36754176610978523,8,4,419
tinycompany/SigmaBoi-bgem3,0.6116358734699548,0.39856801909307876,8,4,419
JayHyeon/Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,0.15636330249897182,0.1026252983293556,21,4,419
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_3ep_0alp_0lam,0.12572186409855365,0.09307875894988067,50,4,419
mkurman/llama-3.2-MEDIT-3B-o1,0.40392359184711657,0.3723150357995227,8,4,419
tinycompany/Tamed-Shawty,0.35989484980551917,0.32935560859188545,8,4,419
prithivMLmods/Qwen2.5-1.5B-DeepSeek-R1-Instruct,0.44550509936202776,0.3412887828162291,8,4,419
vonjack/SmolLM2-360M-Merged,0.12106220523568614,0.20763723150357996,40,4,419
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,0.15636330249897182,0.10023866348448687,21,4,419
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,0.12587496122732286,0.1026252983293556,54,4,419
JayHyeon/Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,0.12572186409855365,0.09069212410501193,50,4,419
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,0.5379944558087875,0.4343675417661098,8,4,419
wannaphong/KhanomTanLLM-Instruct,0.32068398243544033,0.3031026252983294,8,4,419
BEE-spoke-data/smol_llama-220M-openhermes,0.30531031093975175,0.3198090692124105,8,4,419
oopere/pruned40-llama-3.2-1B,0.3441415437041033,0.3627684964200477,8,4,419
Sakalti/Saka-1.5B,0.4588782077828219,0.33890214797136037,8,4,419
Ayush-Singh/Llama1B-sft-2,0.42797290948148015,0.3221957040572792,8,4,419
lt-asset/nova-1.3b,0.20021532518745103,0.25059665871121717,12,4,419
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-3ep_1alp_0lam,0.12572186409855365,0.09307875894988067,50,4,419
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.53270570001677,0.4916467780429594,8,4,419
nvidia/AceMath-1.5B-Instruct,0.28816994229449494,0.29594272076372313,8,4,419
netcat420/MFANN3bv0.23,0.494846046205256,0.324582338902148,8,4,419
jaredjoss/pythia-410m-roberta-lr_8e7-kl_01-steps_12000-rlhf-model,0.4130730353895452,0.2744630071599045,8,4,419
CoolSpring/Qwen2-0.5B-Abyme,0.16508389939672077,0.1909307875894988,24,4,419
Qwen/Qwen2.5-0.5B,0.30531031093975175,0.21479713603818615,8,4,419
assskelad/smollm2-360M-sft_SmallThoughts,0.2565003224794843,0.17422434367541767,8,4,419
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.535722007175326,0.39618138424821003,8,4,419
Youlln/ECE-PRYMMAL-0.5B-FT-V3-MUSR,0.32068398243544033,0.31742243436754175,8,4,419
Alepach/notHumpback-M1-v2,0.4063554282798954,0.2386634844868735,8,4,419
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,0.2823806516108784,0.31742243436754175,8,4,419
akhadangi/Llama3.2.1B.0.01-Last,0.15618777661387298,0.20763723150357996,25,4,419
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,0.2213873952703447,0.2243436754176611,9,4,419
sabersaleh/Llama2-7B-KTO,0.3441415437041033,0.3031026252983294,8,4,419
bunnycore/Qwen2.5-1.5B-Model-Stock,0.2213873952703447,0.30071599045346065,9,4,419
Youlln/ECE-PRYMMAL0.5-FT,0.30531031093975175,0.27684964200477324,8,4,419
godlikehhd/alpaca_data_full_2,0.535704335287279,0.441527446300716,8,4,419
theprint/phi-3-mini-4k-python,0.5154300442858305,0.3556085918854415,8,4,419
sarvamai/OpenHathi-7B-Hi-v0.1-Base,0.32027509194635045,0.2458233890214797,8,4,419
JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_3vpo_const,0.15636330249897182,0.0954653937947494,21,4,419
ontocord/wide_3b_sft_stage1.2-ss1-expert_software,0.3108692176852556,0.24343675417661098,8,4,419
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_2ep_0alp_0lam,0.12572186409855365,0.0883054892601432,50,4,419
pankajmathur/orca_mini_v9_6_3B-Instruct,0.44406489490271633,0.41766109785202865,8,4,419
tiiuae/Falcon3-1B-Instruct,0.5154300442858305,0.38424821002386633,8,4,419
ontocord/wide_3b_sft_stage1.2-ss1-expert_formatted_text,0.2213873952703447,0.2052505966587112,9,4,419
DreadPoor/Again-8B-Model_Stock,0.5257975805030268,0.4343675417661098,8,4,419
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,0.16289401698993117,0.13842482100238662,27,4,419
sumink/bbhqwen6,0.3108692176852556,0.23627684964200477,8,4,419
Pinkstack/PARM-V1.5-base-QwQ-Qwen-2.5-o1-3B,0.535722007175326,0.3747016706443914,8,4,419
OEvortex/HelpingAI-3B-reloaded,0.4031266085736356,0.3627684964200477,8,4,419
Pinkstack/Superthoughts-lite-v1,0.4547386531170605,0.29594272076372313,8,4,419
sumink/Qwenmplus,0.3530245306959611,0.3221957040572792,8,4,419
mergekit-community/diabolic6045_ELN-AOC-CAIN,0.1558282843362535,0.24821002386634844,22,4,419
Lawnakk/BBALAW1.2,0.47392134535028996,0.3460620525059666,8,4,419
HelpingAI/Priya-3B,0.4031266085736356,0.36754176610978523,8,4,419
BEE-spoke-data/tFINE-900m-e16-d32-flan,0.16560117842844674,0.2577565632458234,16,4,419
iFaz/llama32_3B_en_emo_300_stp,0.4047565771834755,0.4009546539379475,8,4,419
ehristoforu/fd-lora-merged-64x128,0.2783024607202601,0.24105011933174225,8,4,419
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,0.5503321164324945,0.4892601431980907,8,4,419
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,0.15430468614784465,0.2171837708830549,17,4,419
EpistemeAI/ReasoningCore-3B-RE1-V2A,0.44406489490271633,0.3556085918854415,8,4,419
bamec66557/VICIOUS_MESH-12B-UNION,0.4041945297783964,0.4152744630071599,8,4,419
unsloth/Llama-3.2-1B-Instruct-no-system-message,0.2213873952703447,0.29594272076372313,9,4,419
yasserrmd/Text2SQL-1.5B,0.515351421559313,0.32935560859188545,8,4,419
dwikitheduck/gemma-2-2b-id-instruct,0.3530245306959611,0.4033412887828162,8,4,419
bunnycore/Llama-3.2-3B-RRStock,0.3817829160671536,0.33890214797136037,8,4,419
MaziyarPanahi/calme-3.2-baguette-3b,0.3546370945271819,0.28878281622911695,8,4,419
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_1vpo_const,0.15636330249897182,0.11217183770883055,21,4,419
BrainWave-ML/llama3.2-3B-maths-orpo,0.12190563944365901,0.21241050119331742,39,4,419
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,0.3669282970381539,0.34844868735083534,8,4,419
Sakalti/Saba-Passthrough-2,0.4063554282798954,0.39618138424821003,8,4,419
ibm-granite/granite-3.2-2b-instruct,0.4041945297783964,0.31742243436754175,8,4,419
Goekdeniz-Guelmez/josie-3b-v6.0,0.47392134535028996,0.3341288782816229,8,4,419
