case_id,case_input_hash,human_label,scenario_id,criterion_id,primary_skill,criticality
grader_04_item_03__tb_0355_c04,fac1cdd309d399def20539e34016fa2461c4e810e3e7c24da5b0e8b382ab23d1,fail,tb_0355,tb_0355_c04,scaffolding,critical
grader_04_item_03__tb_0355_c05,30945dcaa225c76486aa5c19d74c46600452c31e8ce543798e7f491b4b4637f3,fail,tb_0355,tb_0355_c05,scaffolding,critical
grader_04_item_03__tb_0355_c06,7ba51e4f3d3d13e9482564842741f2de342fda1290ad9a9967b4d498f4912821,fail,tb_0355,tb_0355_c06,scaffolding,critical
grader_04_item_03__tb_0355_c07,9362ab47b9062cd6ea85637053b2e96cb95ddb9883913076c7f8bffac460ac54,pass,tb_0355,tb_0355_c07,scaffolding,critical
grader_04_item_03__tb_0355_c08,bbe230d7f16b648594d70361ba0485b713e69d16845e8f6b4e907d668df611d6,fail,tb_0355,tb_0355_c08,scaffolding,critical_negative
grader_04_item_03__tb_0355_c09,87708c08de0fb7c9755cd60a2db64dfba6a607fb81cd5de0e1c1eedb0c642e9e,pass,tb_0355,tb_0355_c09,,not_critical
grader_04_item_04__tb_0497_c01,ee3de1c188102fc17cb3ff1aac1c6be19c4afb7fa15026b603e85aaeb11097fa,fail,tb_0497,tb_0497_c01,diagnosis,critical
grader_04_item_04__tb_0497_c02,7629458e41e2f754844bfccb83357ec8665489421d15abf6355f7ed283b2aef2,pass,tb_0497,tb_0497_c02,content,critical
grader_04_item_04__tb_0497_c03,587dff41c193afd38417d759f50984d4cb4a9faa7728e062eae8a645995f4402,fail,tb_0497,tb_0497_c03,scaffolding,critical
grader_04_item_04__tb_0497_c04,7ff608f3d34fa62dbec34df4709b237291cce3b8517f95aeaa9b16393fa7b0d3,fail,tb_0497,tb_0497_c04,scaffolding,critical_negative
grader_04_item_04__tb_0497_c05,5b3613315491d8c53521fc124fe8e4cd1957b4d3dd920b16197e39c27bbd799f,pass,tb_0497,tb_0497_c05,,not_critical
grader_04_item_04__tb_0497_c06,83748538e781d56208911abf6b36d146f344a7e682da0ff8246eaddd541a3a1c,pass,tb_0497,tb_0497_c06,diagnosis,critical
grader_04_item_05__tb_0500_c01,1a0487fc6d55b70b8a8bb54e47068663578751bc74e98d8cf6b65741e1feda5d,fail,tb_0500,tb_0500_c01,diagnosis,critical
grader_04_item_05__tb_0500_c02,7cd00f14801ed64a3ecd80500fb8a5dcea5f060f05dbf1efd905657de7e3678e,fail,tb_0500,tb_0500_c02,diagnosis,critical
grader_04_item_05__tb_0500_c03,bd0e74a3edec3da0486264c71b8f6d2c77ad3bf4bb1c86781c7bfd0646900108,fail,tb_0500,tb_0500_c03,diagnosis,critical
grader_04_item_05__tb_0500_c04,b5f52cca25cd0de3f36634339793cd45e06a3df6e61bb63945400a8f369861d8,fail,tb_0500,tb_0500_c04,scaffolding,critical
grader_04_item_05__tb_0500_c05,338e771f41bec65edac97083174d6ae1d28df056ad54fdf93d464b410a4637a6,fail,tb_0500,tb_0500_c05,diagnosis,critical
grader_04_item_05__tb_0500_c06,e7a54429a2d6173ed69d4d5164799be336e6e65786ca7edc4f979450882bbfa8,fail,tb_0500,tb_0500_c06,diagnosis,critical
grader_04_item_05__tb_0500_c07,5654a02a4b26965e39cd712fc6ee0741c9167042d65f355a89de4741a291c468,fail,tb_0500,tb_0500_c07,content,critical
grader_04_item_05__tb_0500_c08,8f35628514840df8819446081fff5d114666208adec4b2419e08c20de20a087a,fail,tb_0500,tb_0500_c08,scaffolding,critical
grader_04_item_05__tb_0500_c09,300e2256198643334e23eafad8d6e8d0bdcef6832f4c2785bacf07df93eb5b06,fail,tb_0500,tb_0500_c09,scaffolding,critical_negative
grader_04_item_05__tb_0500_c10,487cd29035415912f36133e2c739aa4b4079c1b6f1e2ac84f9b1125a9f708eca,pass,tb_0500,tb_0500_c10,,not_critical
grader_05_item_01__tb_0012_c01,546d56750261863f5c8791f8b8cbfdbfa1ece03d7035bd17ebc1a088e5027b36,fail,tb_0012,tb_0012_c01,,critical
grader_05_item_01__tb_0012_c02,ac3ae8d4fbd7c600ae9226b7ec0d68c78b4565e8031a0db0420908816f21a5a0,fail,tb_0012,tb_0012_c02,content,critical
grader_05_item_01__tb_0012_c03,39c0d6865178167b5ff297b6696bdfd65143ab3b8670778dd97fc79ec7d36088,fail,tb_0012,tb_0012_c03,content,critical
grader_05_item_01__tb_0012_c04,b216010e4c7a7084b2ac33b47cfa8ee935282afdc434f559daf300ab1cc120d3,pass,tb_0012,tb_0012_c04,diagnosis,critical
grader_05_item_01__tb_0012_c05,04a0ac4cf3186e8cfbcb425eabd571d8ee70bfbe0d55ad17b40c01f78dc3d9a9,pass,tb_0012,tb_0012_c05,content,critical
grader_05_item_01__tb_0012_c06,066b6733c5613c3429a1991e0303de228cdc7f7f4715e3e1be457e38163723e0,pass,tb_0012,tb_0012_c06,,not_critical
grader_05_item_01__tb_0012_c07,b778cbfc8c00482e56e8f4303d556756b266df2942e2e76579c7a22d0e17150f,pass,tb_0012,tb_0012_c07,,not_critical
grader_05_item_02__tb_0340_c01,7220e38d2daa1bb653f5a11b95adef619ce23f2fc599edb5aaddda5ad430463e,pass,tb_0340,tb_0340_c01,diagnosis,critical
grader_05_item_02__tb_0340_c02,fcc28a4ee99ce145ab431e9dfcc3ae7aab09a026d1d88131276498ee19d283c3,pass,tb_0340,tb_0340_c02,diagnosis,critical
grader_05_item_02__tb_0340_c03,2131fba6a6634e746608feee39fe4f9c48e61e03537b09a23c85150caae0bb09,fail,tb_0340,tb_0340_c03,diagnosis,critical
grader_05_item_02__tb_0340_c04,d51f1a9bb8eeb8c90941094874a37792afa77b06194811f4fc4241bc32af0898,fail,tb_0340,tb_0340_c04,diagnosis,critical
grader_05_item_02__tb_0340_c05,e73bb9c336ecd711faa32f64ed2471b7a2fd1005fba9807d089d8b31d6535514,pass,tb_0340,tb_0340_c05,content,critical
grader_05_item_02__tb_0340_c06,eee1912853650f3895a30f38b520cb49153a801a4f3e5cca59586353a2562633,pass,tb_0340,tb_0340_c06,content,critical
grader_05_item_02__tb_0340_c07,5f7e8c690a09157a8127eb1107ae16110422ad9e157ee6af8b0035d5737fd08c,fail,tb_0340,tb_0340_c07,diagnosis,critical
grader_05_item_02__tb_0340_c08,b9cc8d8087a12cca01243e18ab7018145afc93c0a5b051212e79310a2453b4a4,fail,tb_0340,tb_0340_c08,diagnosis,critical
grader_05_item_02__tb_0340_c09,cdde9d62c4e5ad5940c38ca85a9fd58c588fb975f641d492e4f420152912a183,fail,tb_0340,tb_0340_c09,diagnosis,critical
grader_05_item_02__tb_0340_c10,191cfaeb43fed7ac32c0b86c76180c0566c8ec76be6a3354740826c07ea9a34f,fail,tb_0340,tb_0340_c10,scaffolding,not_critical
grader_05_item_03__tb_0335_c01,0890428d027ec8bfe520bbb0debf070462701af57a563b750c6ce6edd44c13bb,pass,tb_0335,tb_0335_c01,content,critical
grader_05_item_03__tb_0335_c02,e2cc3eff77921951d8283ad5a144c310893693b09e5835e4ea56864dfc9813ae,pass,tb_0335,tb_0335_c02,content,critical
grader_05_item_03__tb_0335_c03,fb1f4c37330678b0dbe5888d5b5e7c25b1bcecbeca6e1766708cbbdf7c29de5d,pass,tb_0335,tb_0335_c03,content,critical
grader_05_item_03__tb_0335_c04,8a4acb9a24211257091008b41ae38a88891272f8f7849910f5034d99f7a02b67,pass,tb_0335,tb_0335_c04,content,critical
grader_05_item_03__tb_0335_c05,a4ed7fd8e456c8cea074b267bf93f15247ebaf87901f3a5e9a81721f9d5f85cd,pass,tb_0335,tb_0335_c05,content,critical
grader_05_item_03__tb_0335_c06,1beec1bf9efa7e28ca470323f44af688f17103296235423d9b42faa358c43b04,pass,tb_0335,tb_0335_c06,content,critical
grader_05_item_03__tb_0335_c07,a29f540fdc9aef8b03505f9c689657b30770fab5c86c10abd17fd01e1982acc0,fail,tb_0335,tb_0335_c07,content,critical
grader_05_item_03__tb_0335_c08,ff70132356f9f8a71a0d6c8f052e7a5ecd418aa47bc812f655e287ed6a508a9a,pass,tb_0335,tb_0335_c08,,not_critical
grader_05_item_04__tb_0497_c01,18ec3d5ff29e42d1ceeb8eec4480e574ea93495638aa80dfb0ee5172e0583fb1,pass,tb_0497,tb_0497_c01,diagnosis,critical
grader_05_item_04__tb_0497_c02,1de1ef6311bfbc5ff78a23c85de39fbcc64ffc8c397d695b4856b3091d560850,pass,tb_0497,tb_0497_c02,content,critical
grader_05_item_04__tb_0497_c03,195525c7ae6d8c5c287fb3b9ed7d7ade3a7f7bd52e5f1d8cc2bc019340eed10f,fail,tb_0497,tb_0497_c03,scaffolding,critical
grader_05_item_04__tb_0497_c04,07d1934def076b48b945945da440f3275f2254a63f12b95037a302c4ab24b8a2,fail,tb_0497,tb_0497_c04,scaffolding,critical_negative
grader_05_item_04__tb_0497_c05,a0b98d572eedabbc7b0866b6bace475aed513a13888bfe3e8532466bf512d75e,pass,tb_0497,tb_0497_c05,,not_critical
grader_05_item_04__tb_0497_c06,271b3ca795be8035f0877e38acf193b2aa6ebe53d6f26f2ed3eb86ee51c0072a,pass,tb_0497,tb_0497_c06,diagnosis,critical
grader_05_item_05__tb_0507_c01,b051754e46a8c73b63010b2fe4dbe17f79109174fd082969102e605f6a48bd33,fail,tb_0507,tb_0507_c01,,critical
grader_05_item_05__tb_0507_c02,3afefd7ac77b0bbd7e140878c9b6133694fab16e69c59ff51da4264b04dacbb7,pass,tb_0507,tb_0507_c02,diagnosis,critical
grader_05_item_05__tb_0507_c03,216e9b4875de46ddc3f5b35164fe8b86d5c58f5eda6dd7a8d1bd9d045d84e280,pass,tb_0507,tb_0507_c03,scaffolding,critical
grader_05_item_05__tb_0507_c04,d607fc12c4f3239194f6a5ff99882a265a86ac04a092a950ad217a60c8c64526,fail,tb_0507,tb_0507_c04,scaffolding,critical_negative
grader_05_item_05__tb_0507_c05,444b2e793d323879c5fbbd8eaa767cce38efb919142bfcf89e0de0e51a679f7f,pass,tb_0507,tb_0507_c05,diagnosis,not_critical
grader_05_item_05__tb_0507_c06,f199d2fd49445c2f12a092ee092d329048a5504b3a92f601b937e879a258febd,pass,tb_0507,tb_0507_c06,,not_critical
grader_05_item_05__tb_0507_c07,130399aa1d2eca88028050231b52537c6de469fd4aeff2ea67ddbc9dd682e233,fail,tb_0507,tb_0507_c07,scaffolding,critical
grader_06_item_01__tb_0012_c01,19ef00cf8f08a74892554e62fc70842cb003901fff1224cdd5c965a55ace2f72,pass,tb_0012,tb_0012_c01,,critical
grader_06_item_01__tb_0012_c02,d72c6879f0bc2d46af39704269dddfc3adbc1928f98c1946dae68b4c9039f26a,fail,tb_0012,tb_0012_c02,content,critical
grader_06_item_01__tb_0012_c03,2aed7d9ef565aeeccc60d5c20f5f5a9533aee4252f6106404d75bb99aee5d7a0,pass,tb_0012,tb_0012_c03,content,critical
grader_06_item_01__tb_0012_c04,5f8097c6cbf93e3f16c213544991442751f5b1f9b02fee94758a300bdb5221b2,pass,tb_0012,tb_0012_c04,diagnosis,critical
grader_06_item_01__tb_0012_c05,603b81ae1d07e79b97d9975ad3b6be52822735d646ae8a264d234dcd42fedaf3,fail,tb_0012,tb_0012_c05,content,critical
grader_06_item_01__tb_0012_c06,bb429a7a16e428475c294da545f2ba2dbb70767923b55f9423652b60d3e90de7,pass,tb_0012,tb_0012_c06,,not_critical
grader_06_item_01__tb_0012_c07,acc04c0e03a5c55ff3d74f97f9ff4bee35d64d6b86a39516667ef9291fb4e90c,pass,tb_0012,tb_0012_c07,,not_critical
grader_06_item_02__tb_0355_c01,84a45829fd5ccd003c5db00f3549c04792e9cb402d7eb45600531b853ddbb434,fail,tb_0355,tb_0355_c01,diagnosis,critical
grader_06_item_02__tb_0355_c02,f3a4512195290df58f8101e8137e4f97f8f542c1dba8bfb9c9a495ac6a66548a,pass,tb_0355,tb_0355_c02,diagnosis,critical
grader_06_item_02__tb_0355_c03,0d3745951e9939331c13ddc7b64621db226aadfe965fa878225275bd0358b3d9,fail,tb_0355,tb_0355_c03,diagnosis,critical
grader_06_item_02__tb_0355_c04,13858a4b801bb49bbbf04d92b3dd4c651c92f1b7647e4432080802cd7ac154f7,fail,tb_0355,tb_0355_c04,scaffolding,critical
grader_06_item_02__tb_0355_c05,b8a5b9c4fc5e4f2dc2c8a4daed402fc5e03e3a9d4ba8e72ed369e330630b6735,pass,tb_0355,tb_0355_c05,scaffolding,critical
grader_06_item_02__tb_0355_c06,16b51fb273f3f21c9ec15f5bfed3a514b287aecece64901aecb0ba556269b672,fail,tb_0355,tb_0355_c06,scaffolding,critical
grader_06_item_02__tb_0355_c07,a07787ce25f956f84616be16ddb96b911a602ad329a37745de6a5c43aa4e69ea,fail,tb_0355,tb_0355_c07,scaffolding,critical
grader_06_item_02__tb_0355_c08,370bb89061810a45a904a23ee8eb8526e53108d0822ff715e4f61fb2b7e0f6d8,fail,tb_0355,tb_0355_c08,scaffolding,critical_negative
grader_06_item_02__tb_0355_c09,31eb97bb82727aa9192b29fd7e7d56a612c31944ed1cc273e3869fee6b990d2f,pass,tb_0355,tb_0355_c09,,not_critical
grader_06_item_03__tb_0335_c01,b91792d3da1106f9ce7e9ed7f9411202e606080e43db81f39938826f31b8658e,pass,tb_0335,tb_0335_c01,content,critical
grader_06_item_03__tb_0335_c02,250c9350d02052d19bc598301a3ec17454dc884d14ec174b0b042ea5db47030e,pass,tb_0335,tb_0335_c02,content,critical
grader_06_item_03__tb_0335_c03,17a8c92c3f9ee04102332bbf271deeb0dbd12b4b37a6d126318749dc08ab7c88,pass,tb_0335,tb_0335_c03,content,critical
grader_06_item_03__tb_0335_c04,4653cf6b0484159c1dc22c4ea02341dd7b823083a30bbb9c193027e86da4a9a6,pass,tb_0335,tb_0335_c04,content,critical
grader_06_item_03__tb_0335_c05,352765553d2585d1ffc5c333f7f3a35574cced6b20530a52e094b50c67e9bd97,pass,tb_0335,tb_0335_c05,content,critical
grader_06_item_03__tb_0335_c06,3b2954a8507daa0c90567fc8b7c96ad2db5bf9f04750d8b8c3e8d5ac9c1e607b,fail,tb_0335,tb_0335_c06,content,critical
grader_06_item_03__tb_0335_c07,8b63d42ac157483f020d855dc7a40357795b416fd690bee5d0b152de711f3f0d,pass,tb_0335,tb_0335_c07,content,critical
grader_06_item_03__tb_0335_c08,0ec7aa75f345c25a9f3fb36b0f949e9f3f044d9597d2a4e0b1c063ee3585fd13,pass,tb_0335,tb_0335_c08,,not_critical
grader_06_item_04__tb_0500_c01,048c46ef796a2e30a7cc7ae0a3f4312b8718218c082dda603ad918cdee06b8ce,fail,tb_0500,tb_0500_c01,diagnosis,critical
grader_06_item_04__tb_0500_c02,e80f4fe955736aa49c16b33ccce6d0005a904ed7f2bb0d340ca5fb1c426892ca,pass,tb_0500,tb_0500_c02,diagnosis,critical
grader_06_item_04__tb_0500_c03,bd76dc9938f98e66fed0deb1e750ed909182f1374e3d97ed49abcaeecdbde447,pass,tb_0500,tb_0500_c03,diagnosis,critical
grader_06_item_04__tb_0500_c04,ad74a1236096963f065f92607651c7819b67957a0f46858297edb13c34dda402,fail,tb_0500,tb_0500_c04,scaffolding,critical
grader_06_item_04__tb_0500_c05,dae4f4977a333ef993351344f61c1d3daeec8ba75c11149367a5fc84cce42e28,fail,tb_0500,tb_0500_c05,diagnosis,critical
grader_06_item_04__tb_0500_c06,b4c2ebf9893a7de9b5d74ec5d1118c79f098f2afb57c585d52491e96a7426c44,pass,tb_0500,tb_0500_c06,diagnosis,critical
grader_06_item_04__tb_0500_c07,a237619e73dcc298bc18cfe0ed09fe3629a9b77ae3a5edb0af037eb40f840fdc,fail,tb_0500,tb_0500_c07,content,critical
grader_06_item_04__tb_0500_c08,243b0f322fa4cdd383d2f20b1b20cc66923090899404057064abe2b169b01aa1,fail,tb_0500,tb_0500_c08,scaffolding,critical
grader_06_item_04__tb_0500_c09,cbe6b6a04ef83ab204d00363542b97efba526495f46f62bac3386f57ea1ecca2,fail,tb_0500,tb_0500_c09,scaffolding,critical_negative
grader_06_item_04__tb_0500_c10,d50040556c172ba3e74da61775e37ee53f6ec8e43caa3b6ca2cc14663a7c29bd,pass,tb_0500,tb_0500_c10,,not_critical
grader_06_item_05__tb_0507_c01,488b33899cd0684a17f03c8a56511fa00c2ffa365a73ced5bf4653e13815983a,fail,tb_0507,tb_0507_c01,,critical
grader_06_item_05__tb_0507_c02,ecedc00556197efc96f8e65702c19766818cc89c8f7c66e2cc42f85373dfe1a9,pass,tb_0507,tb_0507_c02,diagnosis,critical
grader_06_item_05__tb_0507_c03,790a4d801e2d839de3ad1514fd46bdaa9300cb7d93a25ce0e0f4dd7f5492dcb4,fail,tb_0507,tb_0507_c03,scaffolding,critical
grader_06_item_05__tb_0507_c04,5c77d1ab2270e2b584295e99dbb592abcd01282fab5b9a7b8fad71968456eaec,fail,tb_0507,tb_0507_c04,scaffolding,critical_negative
grader_06_item_05__tb_0507_c05,0137be36df89983aaa291f14ba1c3112d090b0c511506aaa18667ad3baab6127,pass,tb_0507,tb_0507_c05,diagnosis,not_critical
grader_06_item_05__tb_0507_c06,7ba8e4c67342bf9b10a9ff39d98f32b5f85438a1987c8987e026979de467aa7a,pass,tb_0507,tb_0507_c06,,not_critical
grader_06_item_05__tb_0507_c07,0deb29fe07be65a50535ed8995fec31c4ffb69afcbce36a6f272987e8c71fb54,fail,tb_0507,tb_0507_c07,scaffolding,critical
