model,pirt,actual,items,fold,n_bank
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam,0.03471826623356296,0.03434343434343434,400,2,495
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,0.03268524013742228,0.03232323232323232,400,2,495
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,0.3473703825451736,0.3151515151515151,8,2,495
ontocord/wide_3b_sft_stage1.1-ss1-with_r1_generics_intr_math_stories.no_issue,0.08393637646153919,0.17777777777777778,23,2,495
JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,0.05690748578579873,0.044444444444444446,126,2,495
ContactDoctor/Bio-Medical-Llama-3-8B,0.24315817829207112,0.27474747474747474,8,2,495
JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,0.0387633989871493,0.03838383838383838,400,2,495
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.3473703825451736,0.22828282828282828,8,2,495
Danielbrdz/Barcenas-R1-Qwen-1.5b,0.09460799839949356,0.16767676767676767,13,2,495
DeepMount00/Qwen2-1.5B-Ita_v3,0.2764346823603705,0.30303030303030304,8,2,495
bfuzzy1/acheron,0.14013026135146653,0.17777777777777778,8,2,495
Nexesenex/Llama_3.2_1b_Sydonia_0.1,0.18154115958989378,0.17373737373737375,8,2,495
pankajmathur/orca_mini_v9_5_1B-Instruct,0.17519143660420375,0.15353535353535352,8,2,495
godlikehhd/alpaca_data_ifd_max_2600_3B,0.3396329325927549,0.31717171717171716,8,2,495
FlofloB/10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.13544437561475686,0.12727272727272726,8,2,495
google/flan-t5-base,0.5616260903693214,0.29292929292929293,8,2,495
tinycompany/ShawtyIsBad-nomic1.5,0.2942351297496876,0.24242424242424243,8,2,495
Triangle104/Porpoise-R1-Llama3.2-3b,0.2801213776243026,0.2808080808080808,8,2,495
Novaciano/ASTAROTH-3.2-1B,0.2751142180398414,0.1717171717171717,8,2,495
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,0.11537133484454942,0.09898989898989899,8,2,495
lesubra/ECE-PRYMMAL-3B-SLERP_2-V1,0.3620681723382722,0.4101010101010101,8,2,495
google/recurrentgemma-2b-it,0.2678896521426482,0.2222222222222222,8,2,495
ibm-granite/granite-3.0-1b-a400m-base,0.12459318606816805,0.1595959595959596,8,2,495
Arthur-LAGACHERIE/Precis-1B-Instruct,0.20254461605766663,0.16161616161616163,8,2,495
EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,0.2607684130796761,0.3191919191919192,8,2,495
DavieLion/Llama-3.2-1B-SPIN-iter1,0.3620681723382722,0.3090909090909091,8,2,495
ValiantLabs/Llama3.2-3B-ShiningValiant2,0.3620681723382722,0.3696969696969697,8,2,495
Sakalti/light-3b-beta,0.2662922392128598,0.26262626262626265,8,2,495
prithivMLmods/QwQ-LCoT-3B-Instruct,0.2942351297496876,0.31717171717171716,8,2,495
cognitivecomputations/dolphin-2.9.4-gemma2-2b,0.26404332352734106,0.3939393939393939,8,2,495
Sharathhebbar24/SSH_355M,0.20254461605766663,0.27474747474747474,8,2,495
AicoresSecurity/Cybernet-Sec-3B-R1-V1,0.24433038736298077,0.2808080808080808,8,2,495
tinycompany/BiBo-v0.3,0.2764346823603705,0.31717171717171716,8,2,495
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,0.3186767396753205,0.30505050505050507,8,2,495
ontocord/RedPajama-3B-v1-AutoRedteam-Harmless-only,0.26404332352734106,0.24646464646464647,8,2,495
tiiuae/Falcon3-1B-Base,0.13544437561475686,0.27474747474747474,8,2,495
DeepMount00/Qwen2-1.5B-Ita_v2,0.2764346823603705,0.30303030303030304,8,2,495
OpenLLM-France/Lucie-7B-Instruct-human-data,0.21946003046893398,0.2383838383838384,8,2,495
ehristoforu/SoRu-0009,0.06942924644830493,0.12727272727272726,35,2,495
netcat420/MFANN3bv1.4,0.3173988521104756,0.3151515151515151,8,2,495
JayHyeon/Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,0.030661304702025306,0.030303030303030304,400,2,495
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties,0.3620681723382722,0.4202020202020202,8,2,495
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,0.3173988521104756,0.32323232323232326,8,2,495
01-ai/Yi-1.5-6B-Chat,0.24433038736298077,0.3595959595959596,8,2,495
Novaciano/Fusetrix-Dolphin-3.2-1B-GRPO_Creative_RP,0.3473703825451736,0.21616161616161617,8,2,495
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,0.15471330444884243,0.1191919191919192,8,2,495
h2oai/h2o-danube3-4b-base,0.23185236549982532,0.2,8,2,495
netcat420/MFANN3bv1.1,0.2909346892029891,0.16161616161616163,8,2,495
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V5,0.3926820553442862,0.3595959595959596,8,2,495
Dans-DiscountModels/mistral-7b-test-merged,0.21946003046893398,0.26666666666666666,8,2,495
Corianas/Quokka_2.7b,0.15592251620380213,0.24444444444444444,8,2,495
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,0.2751142180398414,0.20202020202020202,8,2,495
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,0.19590536928493257,0.1717171717171717,8,2,495
bunnycore/Smol-Llama-3.2-3B,0.3173988521104756,0.28888888888888886,8,2,495
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,0.3926820553442862,0.3393939393939394,8,2,495
JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,0.08821386467801731,0.08739837398373984,18,3,492
JayHyeon/Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,0.05559042155385946,0.044715447154471545,94,3,492
Spestly/Atlas-Pro-1.5B-Preview,0.08553840533117653,0.12601626016260162,21,3,492
tinycompany/SigmaBoi-nomic-moe,0.2020444150992545,0.32113821138211385,8,3,492
godlikehhd/qwen_2.5-1.5b-cherry_new,0.40220325694707226,0.2459349593495935,8,3,492
sumink/bbhqwen,0.1837416255724047,0.35365853658536583,8,3,492
T145/qwen-2.5-3B-merge-test,0.25322631865138356,0.266260162601626,8,3,492
ell44ot/gemma-2b-def,0.16937768777361706,0.21951219512195122,8,3,492
hatemmahmoud/qwen2.5-1.5b-sft-raft-grpo-hra-doc,0.1941749450453585,0.266260162601626,8,3,492
Danielbrdz/Barcenas-3b-GRPO,0.31638873311880983,0.32723577235772355,8,3,492
ibm-granite/granite-3.0-2b-instruct,0.21847301147144801,0.21138211382113822,8,3,492
FINGU-AI/Phi-4-RRStock,0.31785936512438023,0.39227642276422764,8,3,492
SultanR/SmolTulu-1.7b-Reinforced,0.29429011001705013,0.18699186991869918,8,3,492
Sakalti/SJT-3.7B,0.3404799633772819,0.2845528455284553,8,3,492
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_3e-7-3ep_0alp_5lam,0.03253493146456225,0.032520325203252036,400,3,492
minghaowu/Qwen1.5-1.8B-OpenHermes-2.5,0.25730882188807663,0.1951219512195122,8,3,492
Ahdoot/StructuredThinker-v0.3-MoreStructure,0.23026206600558963,0.2865853658536585,8,3,492
godlikehhd/ifd_2500_qwen,0.467337675489929,0.2601626016260163,8,3,492
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.24810799817077095,0.4349593495934959,8,3,492
Youlln/ECE-Qwen0.5B-FT-V2,0.16404610868980157,0.16666666666666666,8,3,492
Davidsv/SUONG-1,0.12283317731192737,0.3048780487804878,9,3,492
HuggingFaceTB/SmolLM-1.7B-Instruct,0.1260718707719368,0.1443089430894309,8,3,492
duyhv1411/Llama-3.2-3B-en-vi,0.13779571261182044,0.1483739837398374,8,3,492
JayHyeon/Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,0.07201276627897847,0.08130081300813008,38,3,492
hotmailuser/QwenModelStock-1.8B,0.47226959179538586,0.4491869918699187,8,3,492
Daemontatox/mini-Cogito-R1,0.12094170449446713,0.17886178861788618,8,3,492
ibm-granite/granite-3.0-3b-a800m-instruct,0.24291244910052587,0.18902439024390244,8,3,492
JayHyeon/Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,0.04190202390281475,0.04065040650406504,400,3,492
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-3ep_0alp_0lam,0.030502327044678285,0.03048780487804878,400,3,492
gabrielmbmb/SmolLM-1.7B-Instruct-IFEval,0.1388844002629406,0.12195121951219512,8,3,492
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-2ep_1alp_0lam,0.034567660601721,0.034552845528455285,400,3,492
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,0.21847301147144801,0.19308943089430894,8,3,492
jaspionjader/test-10,0.37824441105445483,0.40447154471544716,8,3,492
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,0.29736549281588,0.30284552845528456,8,3,492
JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,0.03660113755636652,0.036585365853658534,400,3,492
tiiuae/Falcon3-3B-Instruct,0.3582135116446305,0.30284552845528456,8,3,492
nvidia/Minitron-4B-Base,0.4508053081736745,0.35365853658536583,8,3,492
bunnycore/Llama-3.2-3B-Long-Think,0.20489274293719192,0.23170731707317074,8,3,492
Nexesenex/Llama_3.2_1b_Synopsys_0.1,0.1964118822860127,0.18495934959349594,8,3,492
jebish7/qwen2.5-0.5B-IHA-Hin,0.27507297527709895,0.24796747967479674,8,3,492
jeffmeloy/Qwen2.5-7B-minperplexity-2,0.3404799633772819,0.43089430894308944,8,3,492
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,0.20881357412026288,0.21747967479674796,8,3,492
bunnycore/SmolLM2-1.7-Persona,0.2743060586280491,0.18089430894308944,8,3,492
huu-ontocord/wide_3b_orpo_stage1.1-ss1-orpo3,0.25322631865138356,0.2886178861788618,8,3,492
pints-ai/1.5-Pints-16K-v0.1,0.25730882188807663,0.20528455284552846,8,3,492
JayHyeon/Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,0.07090701613376996,0.05894308943089431,39,3,492
sumink/bbhqwen5,0.1275921042875211,0.2621951219512195,8,3,492
bunnycore/DeepQwen-3B-LCoT-SCE,0.11956920528361276,0.13008130081300814,8,3,492
jaspionjader/test-11,0.37824441105445483,0.4105691056910569,8,3,492
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,0.1838744726104639,0.16463414634146342,8,3,492
vonjack/Phi-3.5-mini-instruct-hermes-fc-json,0.3404799633772819,0.34959349593495936,8,3,492
Shreyash2010/Uma-4x4B-Instruct-v0.1,0.34245918064782827,0.3882113821138211,8,3,492
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,0.20489274293719192,0.3394308943089431,8,3,492
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,0.2640010810418196,0.23983739837398374,8,3,492
JayHyeon/Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,0.06700181545059782,0.044715447154471545,46,3,492
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-7-3ep_0alp_0lam,0.030502157614836895,0.03048780487804878,400,3,492
ymcki/gemma-2-2b-jpn-it-abliterated-24,0.19791955437570127,0.3231707317073171,8,3,492
FlofloB/100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,0.1364172199864577,0.12601626016260162,8,3,492
netcat420/MFANN-phigments-slerp-V3.2,0.3182119473413102,0.3170731707317073,8,3,492
zelk12/Test01012025155054t0.5_gemma-2,0.4508053081736745,0.3048780487804878,8,3,492
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,0.1964118822860127,0.1910569105691057,8,3,492
noname0202/llama-math-1b-r8-512tokens-test,0.2732345104118387,0.1910569105691057,8,3,492
viettelsecurity-ai/security-llama3.2-3b,0.2743060586280491,0.24796747967479674,8,3,492
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-3ep_1alp_0lam,0.03456760158690846,0.034552845528455285,400,3,492
bunnycore/Llama-3.2-3B-RP-DeepThink,0.2743060586280491,0.258130081300813,8,3,492
win10/Llama-3.2-3B-Instruct-24-9-29,0.2368402970338977,0.30691056910569103,8,3,492
BramVanroy/fietje-2,0.19332462577147402,0.26422764227642276,8,3,492
AGI-0/Art-v0-3B,0.15594080898777837,0.21341463414634146,8,3,492
jpacifico/Chocolatine-3B-Instruct-DPO-v1.2,0.29800457938482827,0.35772357723577236,8,3,492
nvidia/Llama-3.1-Minitron-4B-Depth-Base,0.4508053081736745,0.39227642276422764,8,3,492
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.25850917648362415,0.22967479674796748,8,3,492
EpistemeAI/ReasoningCore-3B-T1-V1,0.2598987076513084,0.3313008130081301,8,3,492
hon9kon9ize/CantoneseLLMChat-v0.5,0.29736549281588,0.40447154471544716,8,3,492
netcat420/MFANN3bv0.24,0.2879998580026079,0.25609756097560976,8,3,492
DeepMount00/Qwen2-1.5B-Ita_v5,0.27485954524367945,0.241869918699187,8,3,492
pankajmathur/orca_mini_v9_7_3B-Instruct,0.3404799633772819,0.22560975609756098,8,3,492
noname0202/gemma-2-2b-it-ties,0.25288428705739374,0.34552845528455284,8,3,492
ehristoforu/fd-lora-merged-16x32,0.2368402970338977,0.2032520325203252,8,3,492
JayHyeon/Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,0.055921249803877984,0.044715447154471545,124,3,492
iFaz/llama32_3B_en_emo_v3,0.29429011001705013,0.2926829268292683,8,3,492
Sakalti/SJTPass-5,0.16404610868980157,0.1991869918699187,8,3,492
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-1ep_0alp_0lam,0.05193028639333794,0.042682926829268296,161,3,492
djuna-test-lab/TEST-L3.2-ReWish-3B,0.29736549281588,0.3394308943089431,8,3,492
weathermanj/Menda-3b-750,0.2875541104587542,0.2784552845528455,8,3,492
JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,0.1657701362142913,0.09349593495934959,8,3,492
hotmailuser/FalconSlerp-3B,0.20231583549399643,0.24390243902439024,8,3,492
tinycompany/ShawtyIsBad-bgem3,0.43139556528021555,0.258130081300813,8,3,492
Novaciano/Cultist-3.2-1B,0.2732345104118387,0.13211382113821138,8,3,492
pankajmathur/orca_mini_v9_6_1B-Instruct,0.3404799633772819,0.23780487804878048,8,3,492
ehristoforu/ruphi-4b,0.3404799633772819,0.24796747967479674,8,3,492
uukuguy/speechless-coder-ds-6.7b,0.25322631865138356,0.22764227642276422,8,3,492
lesubra/ECE-PRYMMAL-3B-SLERP-V2,0.37824441105445483,0.4349593495934959,8,3,492
rasyosef/phi-2-instruct-apo,0.2875541104587542,0.2032520325203252,8,3,492
Alepach/notHumpback-M0,0.25322631865138356,0.1910569105691057,8,3,492
prithivMLmods/SmolLM2-CoT-360M,0.22869646245439718,0.20121951219512196,8,3,492
bunnycore/QwQen-3B-LCoT-R1,0.12994274528701316,0.22154471544715448,8,3,492
JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,0.038633293221472575,0.03861788617886179,400,3,492
meditsolutions/Llama-3.2-SUN-2.4B-v1.0.0,0.26220560514332614,0.17886178861788618,8,3,492
sumink/bbhqwen4,0.1275921042875211,0.2764227642276423,8,3,492
AI-MO/NuminaMath-7B-TIR,0.34245918064782827,0.3089430894308943,8,3,492
AuraIndustries/Aura-4B,0.19791955437570127,0.23780487804878048,8,3,492
MaziyarPanahi/calme-3.2-instruct-3b,0.2287376303832321,0.258130081300813,8,3,492
JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,0.11680341681684657,0.08739837398373984,8,3,492
instruction-pretrain/InstructLM-500M,0.23026206600558963,0.2764227642276423,8,3,492
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.24291244910052587,0.18902439024390244,8,3,492
OpenBuddy/openbuddy-llama3.2-3b-v23.2-131k,0.1364172199864577,0.16056910569105692,8,3,492
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-3ep_0alp_0lam,0.07151626894319557,0.06097560975609756,45,3,492
bamec66557/mergekit-model_stock-zdaysvi,0.2598987076513084,0.3394308943089431,8,3,492
JayHyeon/Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,0.03253490185819828,0.032520325203252036,400,3,492
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct-V2,0.29429011001705013,0.24390243902439024,8,3,492
MrRobotoAI/MrRoboto-ProLongBASE-pt8-unaligned-8b,0.4164663985324032,0.4077079107505071,8,4,493
lmsys/vicuna-7b-v1.3,0.21700467220272185,0.2332657200811359,8,4,493
Ba2han/Llama-Phi-3_DoRA,0.2900448593378408,0.3306288032454361,8,4,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,0.18120735776610825,0.19675456389452334,8,4,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-2ep_1alp_0lam,0.08294516690813648,0.08519269776876268,24,4,493
matouLeLoup/ECE-PRYMMAL-0.5B-FT-MUSR-ENSEMBLE-V2Mathis,0.15341850725454706,0.281947261663286,8,4,493
pszemraj/Mistral-v0.3-6B,0.2024642427809577,0.3144016227180527,8,4,493
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,0.3195328974756955,0.18661257606490872,8,4,493
jaspionjader/test-12,0.36790233693593966,0.4077079107505071,8,4,493
ruizhe1217/sft-s1-qwen-0.5b,0.15503662937871138,0.11764705882352941,8,4,493
mrdayl/OpenCognito-r2,0.32355318227080454,0.2839756592292089,8,4,493
sumink/Qwensci,0.2024642427809577,0.2920892494929006,8,4,493
EleutherAI/pythia-1b,0.16226938805610053,0.16835699797160245,8,4,493
LenguajeNaturalAI/leniachat-gemma-2b-v0,0.15842953370697063,0.19675456389452334,8,4,493
jebish7/Nemotron-4-Mini-Hindi-4B-Instruct,0.4488871168915709,0.4482758620689655,8,4,493
brgx53/3Bgeneralv2-ECE-PRYMMAL-Martial,0.27904529573689846,0.4056795131845842,8,4,493
Columbia-NLP/LION-Gemma-2b-sft-v1.0,0.23025578179157413,0.29006085192697767,8,4,493
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,0.16530958544553706,0.2028397565922921,8,4,493
ontocord/wide_3b-merge_test,0.23679101655247364,0.2616632860040568,8,4,493
EpistemeAI2/Athene-codegemma-2-7b-it-alpaca-v1.2,0.44447144081277923,0.3894523326572008,8,4,493
kavonalds/BunderMaxx-1010,0.11807313782598168,0.17038539553752535,8,4,493
matouLeLoup/ECE-PRYMMAL-0.5B-FT-V4-MUSR-ENSEMBLE-Mathis,0.15341850725454706,0.281947261663286,8,4,493
tinycompany/SigmaBoi-ib,0.42615189466059944,0.3265720081135903,8,4,493
thomas-yanxin/XinYuan-Qwen2-1_5B,0.18879768690543525,0.17038539553752535,8,4,493
princeton-nlp/Sheared-LLaMA-2.7B,0.1389748170039085,0.23732251521298176,8,4,493
hotmailuser/Deepseek-qwen-modelstock-2B,0.09447256594214505,0.1663286004056795,13,4,493
JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,0.11488005132091211,0.10344827586206896,8,4,493
ngxson/MiniThinky-v2-1B-Llama-3.2,0.23679101655247364,0.21095334685598377,8,4,493
JayHyeon/Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,0.04787757947543693,0.0486815415821501,256,4,493
google/gemma-2-2b-it,0.23410122527546082,0.3448275862068966,8,4,493
brgx53/LaConfiance-PRYMMAL-ECE-TW3,0.36790233693593966,0.3265720081135903,8,4,493
tensoropera/Fox-1-1.6B,0.152925129653478,0.21703853955375255,8,4,493
HarbingerX/Zeitgeist-3b-V1,0.2658271560771566,0.30628803245436104,8,4,493
bunnycore/Llama-3.2-3B-Della,0.2900448593378408,0.2961460446247465,8,4,493
bfuzzy1/acheron-c,0.16232834899635326,0.12170385395537525,8,4,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6-3ep_0alp_0lam,0.04039305087215944,0.04056795131845842,400,4,493
Sakalti/Saba2-3B,0.25352777765815365,0.359026369168357,8,4,493
ontocord/merged_0.5_expert_0.5,0.24847487516826045,0.22718052738336714,8,4,493
godlikehhd/alpaca_data_sampled_ifd_new_5200,0.48016482763199325,0.28600405679513186,8,4,493
tinycompany/SigmaBoi-bgem3,0.42615189466059944,0.33874239350912777,8,4,493
JayHyeon/Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,0.05783178876963115,0.04665314401622718,90,4,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_3ep_0alp_0lam,0.038363579017031926,0.038539553752535496,400,4,493
mkurman/llama-3.2-MEDIT-3B-o1,0.2787302896716875,0.31237322515212984,8,4,493
tinycompany/Tamed-Shawty,0.20018214792873934,0.2799188640973631,8,4,493
prithivMLmods/Qwen2.5-1.5B-DeepSeek-R1-Instruct,0.48016482763199325,0.3286004056795132,8,4,493
vonjack/SmolLM2-360M-Merged,0.13115986642421062,0.15415821501014199,9,4,493
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,0.05470757960746423,0.04462474645030426,106,4,493
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,0.04648008062008532,0.04665314401622718,400,4,493
JayHyeon/Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,0.03632271533163139,0.036511156186612576,400,4,493
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,0.3956947743104305,0.3671399594320487,8,4,493
wannaphong/KhanomTanLLM-Instruct,0.13369709581525413,0.24746450304259635,8,4,493
BEE-spoke-data/smol_llama-220M-openhermes,0.17611894929207134,0.2616632860040568,8,4,493
oopere/pruned40-llama-3.2-1B,0.24369111956710177,0.31643002028397565,8,4,493
Sakalti/Saka-1.5B,0.21603972407727626,0.281947261663286,8,4,493
Ayush-Singh/Llama1B-sft-2,0.3580291044312557,0.3022312373225152,8,4,493
lt-asset/nova-1.3b,0.21700467220272185,0.2150101419878296,8,4,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-3ep_1alp_0lam,0.038364697879824404,0.038539553752535496,400,4,493
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,0.48016482763199325,0.4239350912778905,8,4,493
nvidia/AceMath-1.5B-Instruct,0.18946951375262633,0.23935091277890466,8,4,493
netcat420/MFANN3bv0.23,0.22848675598841442,0.2616632860040568,8,4,493
jaredjoss/pythia-410m-roberta-lr_8e7-kl_01-steps_12000-rlhf-model,0.2900448593378408,0.2332657200811359,8,4,493
CoolSpring/Qwen2-0.5B-Abyme,0.1384999025852353,0.12981744421906694,8,4,493
Qwen/Qwen2.5-0.5B,0.12783371853045306,0.15212981744421908,8,4,493
assskelad/smollm2-360M-sft_SmallThoughts,0.1389748170039085,0.12373225152129817,8,4,493
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.3409394999541421,0.3306288032454361,8,4,493
Youlln/ECE-PRYMMAL-0.5B-FT-V3-MUSR,0.12768769877316638,0.2738336713995943,8,4,493
Alepach/notHumpback-M1-v2,0.2361204411508437,0.18255578093306288,8,4,493
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,0.18879768690543525,0.2738336713995943,8,4,493
akhadangi/Llama3.2.1B.0.01-Last,0.11166306418476331,0.14807302231237324,11,4,493
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,0.16803858704830224,0.16835699797160245,8,4,493
sabersaleh/Llama2-7B-KTO,0.1826840503190661,0.24543610547667344,8,4,493
bunnycore/Qwen2.5-1.5B-Model-Stock,0.23679101655247364,0.2718052738336714,8,4,493
Youlln/ECE-PRYMMAL0.5-FT,0.13758823456373387,0.21906693711967545,8,4,493
godlikehhd/alpaca_data_full_2,0.48016482763199325,0.36105476673427994,8,4,493
theprint/phi-3-mini-4k-python,0.36790233693593966,0.2778904665314402,8,4,493
sarvamai/OpenHathi-7B-Hi-v0.1-Base,0.16530958544553706,0.21703853955375255,8,4,493
JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_3vpo_const,0.05018056515661601,0.04056795131845842,168,4,493
ontocord/wide_3b_sft_stage1.2-ss1-expert_software,0.152925129653478,0.19675456389452334,8,4,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_2ep_0alp_0lam,0.034294295782495564,0.034482758620689655,400,4,493
pankajmathur/orca_mini_v9_6_3B-Instruct,0.3195328974756955,0.36105476673427994,8,4,493
tiiuae/Falcon3-1B-Instruct,0.3409394999541421,0.3225152129817444,8,4,493
ontocord/wide_3b_sft_stage1.2-ss1-expert_formatted_text,0.13369709581525413,0.14807302231237324,8,4,493
DreadPoor/Again-8B-Model_Stock,0.36790233693593966,0.3813387423935091,8,4,493
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,0.07200191441616609,0.07910750507099391,38,4,493
sumink/bbhqwen6,0.11807313782598168,0.2129817444219067,8,4,493
Pinkstack/PARM-V1.5-base-QwQ-Qwen-2.5-o1-3B,0.32355318227080454,0.32454361054766734,8,4,493
OEvortex/HelpingAI-3B-reloaded,0.25352777765815365,0.30831643002028397,8,4,493
Pinkstack/Superthoughts-lite-v1,0.2900448593378408,0.23935091277890466,8,4,493
sumink/Qwenmplus,0.2024642427809577,0.26774847870182555,8,4,493
mergekit-community/diabolic6045_ELN-AOC-CAIN,0.12532189412607292,0.19675456389452334,8,4,493
Lawnakk/BBALAW1.2,0.3580291044312557,0.32454361054766734,8,4,493
HelpingAI/Priya-3B,0.25352777765815365,0.3225152129817444,8,4,493
BEE-spoke-data/tFINE-900m-e16-d32-flan,0.10855724530275893,0.2434077079107505,8,4,493
iFaz/llama32_3B_en_emo_300_stp,0.27265835185462584,0.33468559837728196,8,4,493
ehristoforu/fd-lora-merged-64x128,0.2024642427809577,0.1845841784989858,8,4,493
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,0.3195328974756955,0.4056795131845842,8,4,493
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,0.12002518993077775,0.1643002028397566,8,4,493
EpistemeAI/ReasoningCore-3B-RE1-V2A,0.3134533816275647,0.2799188640973631,8,4,493
bamec66557/VICIOUS_MESH-12B-UNION,0.25779404070128087,0.34685598377281945,8,4,493
unsloth/Llama-3.2-1B-Instruct-no-system-message,0.23749221481057559,0.24543610547667344,8,4,493
yasserrmd/Text2SQL-1.5B,0.2361204411508437,0.2799188640973631,8,4,493
dwikitheduck/gemma-2-2b-id-instruct,0.2024642427809577,0.3488843813387424,8,4,493
bunnycore/Llama-3.2-3B-RRStock,0.2658271560771566,0.2657200811359026,8,4,493
MaziyarPanahi/calme-3.2-baguette-3b,0.23415144778985392,0.2616632860040568,8,4,493
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_1vpo_const,0.060724670551634476,0.05476673427991886,74,4,493
BrainWave-ML/llama3.2-3B-maths-orpo,0.08470225883050435,0.1744421906693712,23,4,493
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,0.21770728927795951,0.2880324543610548,8,4,493
Sakalti/Saba-Passthrough-2,0.2658271560771566,0.3509127789046653,8,4,493
