model,params_b
NExtNewChattingAI/shark_tank_ai_7b_v2,7.0
automerger/Ognoexperiment27Multi_verse_model-7B,7.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.3-ft-step-15936,7.0
automerger/PasticheInex12-7B,7.0
dreamgen/WizardLM-2-7B,7.0
Ppoyaa/LexiLumin-7B,7.0
Liangmingxin/ThetaWave-7B-sft,7.0
statking/zephyr-7b-sft-full-orpo,7.0
perlthoughts/Chupacabra-7B-v2.03,7.0
jsfs11/West-Dare-7B,7.0
AA051610/T1B,1.0
Weyaxi/MetaMath-NeuralHermes-2.5-Mistral-7B-Linear,7.0
XuanXuanXuanXuan/Llama-2-7b-chat-hf-gpt-3.5-80k,7.0
Gille/StrangeMerges_16-7B-slerp,7.0
vicgalle/SystemConfigHermes-7B,7.0
BarraHome/Mistroll-7B-v2.3-NoTsOsm4rt-16bit,7.0
ChaoticNeutrals/Prima-LelantaclesV7-experimental-7b,7.0
uukuguy/CollectiveCognition-v1.1-Mistral-7B-dare-0.85,7.0
yam-peleg/Experiment31-7B,7.0
DreadPoor/WhyAreWeStillHere-7B-slerp,7.0
conceptofmind/Hermes-LLongMA-2-7b-8k,7.0
SeaLLMs/SeaLLM-7B-v2,7.0
mayacinka/NeuralZephyr-Beagle-7B,7.0
bunnycore/Mnemosyne-7B,7.0
BFauber/lora_llama2-7b_10e5,7.0
JCX-kcuf/Mistral-7B-v0.1-gpt-4-20k,7.0
ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_51,7.0
Gille/StrangeMerges_28-7B-dare_ties,7.0
Yuma42/KangalKhan-ShinyEmerald-7B,7.0
maldv/dragonwar-7b-alpha,7.0
louisbrulenaudet/Pearl-7B-0210-ties,7.0
jsfs11/MoEv4Config-TestWeightedTIES-7b,7.0
grimjim/kuno-kunoichi-v1-DPO-v2-SLERP-7B,7.0
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v4-test,7.0
invalid-coder/dolphin-2.1-mistral-7b-snr-laser,7.0
cstr/Spaetzle-v44-7b,7.0
Gille/StrangeMerges_47-7B-dare_ties,7.0
CultriX/MonaCeption-7B-SLERP-DPO,7.0
rishiraj/oswald-7b,7.0
chrlu/zephyr-7b-gemma-hinge,7.0
yam-peleg/Experiment19-7B,7.0
declare-lab/starling-7B,7.0
zelus82/Obelix-Phi2-v0,2.7
mlabonne/NeuralHermes-2.5-Mistral-7B,7.0
InnerI/InnerILLM-OpenPipe-Nous-Yarn-Mistral-optimized-1228-7B-slerp,7.0
berkeley-nest/Starling-LM-7B-alpha,7.0
mlabonne/Mistralpaca-7B,7.0
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v3,7.0
abdulrahman-nuzha/finetuned-Mistral-7B-Instruct-v0.2-5000-v2.0,7.0
Gille/StrangeMerges_7-7B-slerp,7.0
PeanutJar/LLaMa-2-PeanutButter_v37_SFT-R1-DPO-R2-7B,7.0
InferenceIllusionist/Magic-Dolphin-7b,7.0
Azazelle/Mocha-Sample-7b-ex,7.0
ResplendentAI/Flora_7B,7.0
DreadPoor/WestMonarchLasers-7B-slerp,7.0
PulsarAI/CollectiveCognition-v1.1-Nebula-7B,7.0
awnr/Mistral-7B-v0.1-signtensors-1-over-2,7.0
AI-B/UTENA-7B-NSFW-V2,7.0
v1olet/v1olet_merged_dpo_7B_v4,7.0
yam-peleg/Experiment29-7B,7.0
flemmingmiguel/MarcMistral-7B,7.0
FelixChao/WestSeverus-7B,7.0
raincandy-u/Rain-7B-v0.2,7.0
delayedkarma/NeuralHermes-2.5-Mistral-7B,7.0
Changgil/K2S3-Mistral-7b-v1.50,7.0
DUAL-GPO/zephyr-7b-lgpo-v1-i1,7.0
rxavier/Taurus-7B-1.0,7.0
chujiezheng/zephyr-7b-dpo-full-ExPO,7.0
Kukedlc/NeuralKrishna-7B-slerp,7.0
AIGym/Llama-2-7b-chat-hf-structured-responses,7.0
YouKnwMe/Mistral-7b-instruct-v0.2-private-edw2,7.0
WDong/Qwen1.5-7B-sft-0506_9_8,7.0
tcapelle/gemma-7b-zephyr-sft,7.0
LHC88/DPOpenHermes-7B-v2-PerfLaser,7.0
Aryanne/YarnLake-Swap-7B,7.0
ArianAskari/SOLID-SFT-DPO-MixQV2-SOLIDChosen-SFTRejected-Zephyr-7b-beta,7.0
grayhacker91/gemma-7b-open-platypus-commercial,7.0
Inv/Konstanta-V3-BetaFlavour-7B,7.0
SanjiWatsuki/Lelantos-7B,7.0
liminerity/Blur-7b-slerp-v1.46,7.0
Gille/StrangeMerges_50-7B-slerp,7.0
Locutusque/Hercules-3.1-Mistral-7B,7.0
Contamination/contaminated_proof_7b_v1.0_safetensor,7.0
NeuralNovel/Gecko-7B-v0.1-DPO,7.0
Intel/neural-chat-7b-v3-3-Slerp,7.0
nbeerbower/Suppe-v1-7B,7.0
shyamieee/Padma-SLM-7b-v1.0,7.0
gmonsoon/Delta-4B-Base,4.0
lodrick-the-lafted/Platyboros-Instruct-7B,7.0
ConvexAI/Chop-7b,7.0
ResplendentAI/DaturaCookie_7B,7.0
mlabonne/NeuralMonarch-7B,7.0
DUAL-GPO/phi-2-dpo-renew1,2.7
InnerI/A-I-0xtom-7B-slerp,7.0
G-reen/EXPERIMENT-ORPO-m7b2-2-merged,7.0
argilla/distilabeled-Hermes-2.5-Mistral-7B,7.0
field2437/phi-2-platypus-Commercial-lora,2.7
JCX-kcuf/Llama-2-7b-hf-gpt-4-80k,7.0
stabilityai/japanese-stablelm-instruct-gamma-7b,7.0
Intel/neural-chat-7b-v3,7.0
SC99/Mistral-7B-privatemix-base-ia,7.0
TheBloke/neural-chat-7B-v3-2-GPTQ,7.0
abhishekchohan/mistral-7B-forest-v0.1,7.0
uukuguy/speechless-instruct-mistral-7b-v0.2,7.0
CorticalStack/pastiche-crown-clown-7b-dare,7.0
mrfakename/NeuralOrca-7B-v1,7.0
robinsmits/Qwen1.5-7B-Dutch-Chat,7.0
MaziyarPanahi/Calme-7B-Instruct-v0.1,7.0
Dans-DiscountModels/Mistral-7b-FFT-Test3,7.0
rhysjones/phi-2-orange-v2,2.7
flemmingmiguel/MBX-7B,7.0
KeyonZeng/lion-gemma-2b,2.0
yam-peleg/Experiment21-7B,7.0
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v1,7.0
ChaoticNeutrals/RP_Vision_7B,7.0
PeanutJar/Mistral-v0.1-PeanutButter-v0.0.2-7B,7.0
giraffe176/Starling_Monarch_Westlake_Garten-7B-v0.1,7.0
CorticalStack/crown-clown-7b-slerp,7.0
ChaoticNeutrals/Kool-Aid_7B,7.0
KoboldAI/Mistral-7B-Erebus-v3,7.0
Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct,7.0
Eric111/MistInst-v0.2_ochat-3.5-0106_dpo-binarized-NeuralTrix-7B,7.0
MSL7/INEX4-7b,7.0
HenryJJ/Instruct_Yi-6B_Dolly15K,6.0
Gille/StrangeMerges_46-7B-dare_ties,7.0
automerger/T3qm7xNeuralsirkrishna-7B,7.0
maldv/hyperdrive-7b-alpha,7.0
freeCS-dot-org/ThetaZero-7B-1,7.0
nnethercott/llava-v1.5-7b_vicuna,7.0
ewqr2130/7B_ppo_phiRM_2GPU_3e-7step_4000,7.0
uukuguy/speechless-zephyr-code-functionary-7b,7.0
Samee-ur/NeuralPipe-7B-slerp,7.0
Weyaxi/Einstein-v6.1-phi2,2.7
Steelskull/Aethora-7b-v1,7.0
NLUHOPOE/Mistral-7B-loss-100000,7.0
jondurbin/bagel-dpo-7b-v0.5,7.0
fblgit/una-cybertron-7b-v2-bf16,7.0
chujiezheng/zephyr-7b-beta-ExPO,7.0
DreadPoor/Cerberus-7B-Model_Stock,7.0
JunchengXie/Mistral-7B-v0.1-gpt-4-20k,7.0
stabilityai/japanese-stablelm-base-gamma-7b,7.0
ABX-AI/Spicy-Laymonade-7B,7.0
s3nh/Noromaid-Aeryth-7B,7.0
aivince/alpaca_mistral-7b-v0.2,7.0
stanford-oval/Llama-2-7b-WikiChat-fused,7.0
Yuma42/KangalKhan-PolishedRuby-7B,7.0
ArianAskari/SOLID-SFT-WoDPO-MixQV2-Zephyr-7b-beta,7.0
DreadPoor/complect-7B-slerp,7.0
MaziyarPanahi/Mistral-7B-Alpaca-52k-v0.1,7.0
UCLA-AGI/zephyr-7b-sft-full-SPIN-iter0,7.0
allknowingroger/Calmesmol-7B-slerp,7.0
ibivibiv/multimaster-7b-v3,7.0
wang7776/Llama-2-7b-chat-hf-10-attention-sparsity,7.0
Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,7.0
CultriX/MonaTrix-7B-DPOv2,7.0
Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt,7.0
scb10x/typhoon-7b,7.0
paulml/DPOB-INMTOB-7B,7.0
uukuguy/speechless-code-mistral-7b-v1.0,7.0
wang7776/Mistral-7B-Instruct-v0.2-sparsity-20,7.0
FPHam/Writing_Partner_Mistral_7B,7.0
azarafrooz/Mistral-7B-Instruct-v2-sp-v0.1,7.0
mlabonne/NeuralPipe-7B-slerp,7.0
Badgids/Gonzo-Chat-7B,7.0
0ai/0ai-7B-v5,7.0
BarraHome/Wistral-7B-Instruct-v0.4,7.0
allknowingroger/Neuralcoven-7B-slerp,7.0
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-30,7.0
CultriX/SevereNeuralBeagleTrix-7B,7.0
SilverCoder66/Mistral-7B-Instruct-adapt-v0.2,7.0
mlabonne/Darewin-7B-v2,7.0
mychen76/mistral-7b-merged-slerp,7.0
Nitral-AI/Eris_PrimeV4-Vision-7B,7.0
yam-peleg/Experiment22-7B,7.0
luffycodes/vicuna-mmlu-val-only-correct-mcq-7b-ep2,7.0
zmzmxz/NeuralPipe-7B-slerp,7.0
Charlie911/zephyr-7b-beta-lora-mmlu-merged,7.0
WDong/Qwen1.5-7B-SFT-0425,7.0
Inv/Elbrus-7B,7.0
weezywitasneezy/Oxide-F1-7B-slerp,7.0
shyamieee/B3E3-SLM-7b-v3.0,7.0
perlthoughts/Chupacabra-7B-v2,7.0
Walmart-the-bag/Yi-6B-Infinity-Chat,6.0
0-hero/Matter-0.1-Slim-7B-preview,7.0
OpenBuddy/openbuddy-mistral2-7b-v20.1-32k,7.0
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k,7.0
mayacinka/yam-jom-7B-slerp,7.0
ResplendentAI/Aura_v2_7B,7.0
silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e3,7.0
CultriX/Wernicke-7B-v8,7.0
liminerity/Blur-7b-v1.22,7.0
ziniuli/Mistral-7B-ReMax-v0.1,7.0
andrijdavid/Macaroni-v2-7b,7.0
G-reen/EXPERIMENT-ORPO-m7b2-1-merged,7.0
Inv/Konstanta-7B,7.0
sethuiyer/Aika-7B,7.0
Kukedlc/neuronal-7b-Mlab,7.0
chlee10/T3Q-Platypus-MistralM7-7B,7.0
migtissera/Tess-34B-v1.5b,1.5
Gille/StrangeMerges_29-7B-dare_ties,7.0
migtissera/Synthia-7B-v3.0,7.0
sethuiyer/Diana-7B,7.0
jeiku/Soulful_Bepis_7B,7.0
athirdpath/NSFW_DPO_Noromaid-7b,7.0
Gille/StrangeMerges_10-7B-slerp,7.0
openaccess-ai-collective/mistral-7b-slimorcaboros,7.0
Locutusque/Hyperion-3.0-Mistral-7B-alpha,7.0
mlabonne/NeuralDaredevil-7B,7.0
DUAL-GPO-2/phi-2-ipo-renew1,2.7
Gille/StrangeMerges_13-7B-slerp,7.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.1,7.0
Charlie911/vicuna-7b-v1.5-lora-mmlu-merged,7.0
ignos/LeoScorpius-GreenNode-Alpaca-7B-v1,7.0
jsfs11/HighdensityRPMerge-7B,7.0
DUAL-GPO-2/zephyr-7b-gpo-v6-i1,7.0
AurelPx/Dare-k-7B-ties,7.0
Korabbit/Llama-2-7b-chat-hf-afr-200step-flan,7.0
awnr/Mistral-7B-v0.1-half-naive-A,7.0
Epiculous/Fett-uccine-7B,7.0
cgato/TheSpice-7b-FT-ExperimentalOrca,7.0
icefog72/OnlyForTestingIceLatteRP-7b-SmallQloraMerge,7.0
fhai50032/RolePlayLake-7B-Toxic,7.0
bardsai/jaskier-7b-dpo-v4.1,7.0
InferenceIllusionist/Excalibur-7b-DPO,7.0
DUAL-GPO-2/phi-2-gpo-renew2-i0,2.7
ibm/merlinite-7b,7.0
invalid-coder/Starling-LM-7B-beta-laser-dpo,7.0
Intel/neural-chat-7b-v3-3,7.0
XuanXuanXuanXuan/Mistral-7B-Instruct-v0.2-gpt-4-80k,7.0
DUAL-GPO-2/phi-2-ipo-test-iter-0,2.7
aiplanet/buddhi-128k-chat-7b,7.0
BarraHome/Lucie-7b,7.0
mncai/mistral-7b-dpo-v5,7.0
perlthoughts/Falkor-7b,7.0
BarryFutureman/WestLakeX-7B-EvoMerge,7.0
KeyonZeng/lion-gemma-7b-cn-v2,7.0
VitalContribution/Evangelion-7B,7.0
eren23/dpo-binarized-NeutrixOmnibe-7B,7.0
yam-peleg/gemma-7b-it-experiment,7.0
Ppoyaa/Alpha-Mistral-7B-Instruct,7.0
ajibawa-2023/Uncensored-Jordan-7B,7.0
UCLA-AGI/zephyr-7b-sft-full-SPIN-iter2,7.0
Qwen/Qwen1.5-7B-Chat,7.0
ChaoticNeutrals/Eris_PrimeV4-Vision-7B,7.0
migtissera/SynthIA-7B-v1.5,7.0
OpenBuddy/openbuddy-mistral2-7b-v20.3-32k,7.0
OdiaGenAI/odia_llama2_7B_base,7.0
Kukedlc/NeuralFusion-7b-Dare-Ties,7.0
abacaj/phi-2-super,2.7
google/codegemma-7b-it,7.0
mlabonne/NeuralBeagle14-7B,7.0
TheBloke/wizardLM-7B-HF,7.0
bn22/DolphinMini-Mistral-7B,7.0
allknowingroger/LadybirdPercival-7B-slerp,7.0
juhwanlee/llmdo-Mistral-7B-case-c-v1,7.0
hongzoh/Yi-6B_Open-Platypus-v2,6.0
nbeerbower/bophades-mistral-truthy-DPO-7B,7.0
wannaphong/han-llm-7b-v3,7.0
eren23/DistilHermes-2.5-Mistral-7B,7.0
Locutusque/SlimHercules-4.0-Mistral-7B-v0.2,7.0
InnerI/InnerIAI-chat-7b-grok,7.0
mychen76/mistral-7b-merged-dare_6x7,7.0
SilverCoder66/Mistral-7B-Instruct-adapt-v0.21,7.0
VAGOsolutions/SauerkrautLM-Gemma-7b,7.0
charioteer/Neural-phi2,2.7
ResplendentAI/Asherah_7B,7.0
r2rss/Malachite-7b-v0,7.0
pinkyponky/Mistral-7B-Instruct-sft-tuned-v0.2,7.0
yam-peleg/Experiment15-7B,7.0
NeuralNovel/Aeryth-7B-v0.1,7.0
BarraHome/Mistroll-7B-v0.2-16bit,7.0
CultriX/MergeTrix-7B,7.0
wang7776/vicuna-7b-v1.3-attention-sparsity-20,7.0
deepseek-ai/deepseek-llm-7b-chat,7.0
jeiku/NarrativeNexus_7B,7.0
Intel/neural-chat-7b-v3-1,7.0
robinsmits/Qwen1.5-7B-Dutch-Chat-Sft-Bf16,7.0
wang7776/vicuna-7b-v1.3-attention-sparsity-10,7.0
DUAL-GPO/zephyr-7b-ipo-qlora-v0,7.0
UCLA-AGI/zephyr-7b-sft-full-spin-iter1,7.0
jondurbin/bagel-7b-v0.4,7.0
SC56/Mistral-7B-orca-dpo-12h,7.0
NeuralNovel/Pigris-7b-v0.3,7.0
paulml/OGNO-7B,7.0
yihan6324/llama2-7b-instructmining-40k-sharegpt,7.0
DreadPoor/Satyr-7B-Model_Stock,7.0
rishiraj/smol-7b,7.0
OpenBuddy/openbuddy-zephyr-7b-v14.1,7.0
azarafrooz/Mistral-7B-Instruct-v0.2-sp-v0,7.0
DreadPoor/ComplectMaid-7B-slerp,7.0
amu/orpo-lora-phi2,2.7
InferenceIllusionist/Excalibur-7b,7.0
Rebecca19990101/BreezePetro-7B-Instruct-v1,7.0
louisbrulenaudet/Pearl-7B-0211-ties,7.0
Gille/StrangeMerges_35-7B-slerp,7.0
Kquant03/NeuralTrix-7B-dpo-laser,7.0
fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_merged_s,7.0
BarryFutureman/WildMarcoroni-Variant3-7B,7.0
mahiatlinux/MasherAI-v6.1-7B-checkpoint6-pro,7.0
aloobun/Cypher-7B,7.0
JCX-kcuf/Llama-2-7b-hf-llama2-chat-80k,7.0
chujiezheng/zephyr-7b-alpha-ExPO,7.0
leonarad/hope_for_7b_1.0v,7.0
Danielbrdz/Barcenas-Orca-2-7b,7.0
WebraftAI/synapsellm-7b-mistral-v0.5-preview,7.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-v4-i1,2.7
migtissera/Tess-10.7B-v1.5b,1.5
saishf/Multi-Verse-RP-7B,7.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-vllm-i1,2.7
Inv/Konstanta-V3-AlphaFlavour-7B,7.0
Weyaxi/Newton-7B,7.0
eren23/NeuralDareBeagle-7B-slerp,7.0
0-hero/Matter-0.1-Slim-7B,7.0
NeverSleep/Noromaid-7b-v0.1.1,7.0
yuuko-eth/Monsoon-7B-exp-1,7.0
vicgalle/zephyr-7b-truthy,7.0
Test157t/HerculeanSea-7b-128k,7.0
JCX-kcuf/Llama-2-7b-hf-gpt-3.5-80k,7.0
AurelPx/Pegasus-7b-slerp,7.0
NeuralNovel/Mistral-7B-Instruct-v0.2-Neural-Story,7.0
aari1995/germeo-7b-laser,7.0
BarraHome/LLaMarada-7B-v0.1-16bit,7.0
nbeerbower/MaidFlameSoup-7B,7.0
CultriX/MoNeuTrix-7B-v1,7.0
Lexic0n/Mistral_7B-Open_Hermes-NSFWV1,7.0
microsoft/Orca-2-7b,7.0
Qwen/Qwen1.5-MoE-A2.7B,2.7
NotAiLOL/Athena-zephyr-7B,7.0
jondurbin/bagel-7b-v0.1,7.0
Kukedlc/NeuralSirKrishna-7b,7.0
MaziyarPanahi/Calme-7B-Instruct-v0.2,7.0
timpal0l/Mistral-7B-v0.1-flashback-v2,7.0
simonveitner/Math-OpenHermes-2.5-Mistral-7B,7.0
jpquiroga/Mistral_7B_dare_slerp_merge_instruct_open_orca,7.0
ibivibiv/multimaster-7b-v2,7.0
abhinand/gemma-2b-it-tamil-v0.1-alpha,2.0
PeanutJar/Mistral-v0.1-PeanutButter-v0.0.5-DPO-7B-QLoRA,7.0
mvpmaster/pmmpk-EinstainMorcoro14KrishnaHercules-7b-slerp,7.0
MSL7/INEX12-7b,7.0
hedronstone/OpenHermes-7B-Reasoner,7.0
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-reversed_corrupted,7.0
silvercoder45/Mistral-7b-instruct-v0.2-summ-dpo-e2,7.0
wang7776/vicuna-7b-v1.3-attention-sparsity-30,7.0
alignment-handbook/zephyr-7b-dpo-qlora,7.0
ramachaitanya22/mistral-7B-finetune-health-fitness,7.0
922-CA/monika-ddlc-7b-v1,7.0
TW3Partners/testmerge-7b,7.0
BramVanroy/fietje-2b-instruct,2.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.5,7.0
BarryFutureman/WildWest-Variant3-7B,7.0
Kukedlc/NeuralContamination-7B-ties,7.0
SanjiWatsuki/Loyal-Macaroni-Maid-7B,7.0
Muhammad2003/TriMistral-7B-MODELSTOCK,7.0
JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora,7.0
Obrolin/Kesehatan-7B-v0.1,7.0
mlabonne/NeuralMarcoro14-7B,7.0
feeltheAGI/Maverick-Math-7B,7.0
sethuiyer/Nandine-7b,7.0
SanjiWatsuki/Loyal-Toppy-Bruins-Maid-7B-DARE,7.0
SC56/Mistral-7B-orca-dpo-4h,7.0
AiMavenAi/AiMaven-SmartDawg-7b,7.0
silvercoder45/Mistral-7b-instruct-v0.2-summ-sft-dpo-e3,7.0
allknowingroger/Mistraldouble-7B-task,7.0
Kukedlc/SuperMente-7B-v4,7.0
CobraMamba/mamba-gpt-7b-v1,7.0
flemmingmiguel/NeuDist-Ro-7B,7.0
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k,7.0
MiniMoog/Mergerix-7b-v0.4,7.0
allknowingroger/Neurallaymons-7B-slerp,7.0
InnerI/InnerILLM-7B-slerp,7.0
nasiruddin15/Mistral-dolphin-2.8-grok-instract-2-7B-slerp,7.0
AurelPx/NeuralPipe-7B-slerp,7.0
JunchengXie/Mistral-7B-v0.1-raw-80k,7.0
Gille/StrangeMerges_21-7B-slerp,7.0
Test157t/HerculeanSea-upd-7b-128k,7.0
Gille/StrangeMerges_17-7B-dare_ties,7.0
liminerity/Blur-7b-v1.21,7.0
janhq/Mistral-7B-Instruct-v0.2-DARE,7.0
icefog72/IceMochaccinoRP-7b,7.0
bongchoi/test-llama-2-7b,7.0
fblgit/una-llama-7b,7.0
ALBADDAWI/DeepCode-7B-Aurora-v13,7.0
carsenk/flippa-exp26-v3-7b,7.0
argilla/CapybaraHermes-2.5-Mistral-7B,7.0
allknowingroger/StrangeMonarch-7B-slerp,7.0
Gille/StrangeMerges_49-7B-dare_ties,7.0
v1olet/v1olet_merged_dpo_7B,7.0
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca-v3,7.0
Q-bert/Bumblebee-7B,7.0
wandb/gemma-7b-zephyr-sft,7.0
CultriX/MonaTrix-v4-7B-DPO,7.0
liminerity/Blur-7b-slerp-v1.41,7.0
nbeerbower/Bophades-BruinsMaid-7B,7.0
cognitivecomputations/WestLake-7B-v2-laser,7.0
localfultonextractor/Erosumika-7B-v3-0.2,7.0
kidyu/Moza-7B-v1.0,7.0
jpquiroga/Mistral_7B_ties_merge_instruct_open_orca,7.0
migtissera/Tess-7B-v1.4,7.0
luqmanxyz/Maya_Hermes-2.5-Mistral-7B,7.0
NeuralNovel/Senzu-7B-v0.1,7.0
SanjiWatsuki/Kunoichi-DPO-v2-7B,7.0
wannaphong/han-llm-7b-v1,7.0
l3utterfly/phi-2-layla-v1-chatml,2.7
decruz07/kellemar-DPO-7B-c,7.0
jisukim8873/mistral-7B-alpaca-case-0-2,7.0
DreadPoor/ToppyLake-7B-slerp,7.0
Gille/StrangeMerges_45-7B-dare_ties,7.0
0-hero/Matter-0.1-7B-DPO-preview,7.0
mahiatlinux/MasherAI-7B-v3,7.0
Kukedlc/Neural-Krishna-Multiverse-7b,7.0
mvpmaster/NeuralDareDMistralPro-7b-slerp,7.0
OpenBuddy/openbuddy-mistral2-7b-v20.2-32k,7.0
FelixChao/NarutoDolphin-7B,7.0
DreadPoor/BagelToppyLake-7B-slerp,7.0
localfultonextractor/Erosumika-7B,7.0
jondurbin/bagel-7b-v0.5,7.0
Weyaxi/MetaMath-Chupacabra-7B-v2.01-Slerp,7.0
allknowingroger/MistralMerge-7B-stock,7.0
allknowingroger/Mistralchat-7B-slerp,7.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.2,7.0
NeuralNovel/Ember-7B-v0.1,7.0
Kukedlc/Brocae-Area-7B-slerp,7.0
kz919/mistral-7b-sft-open-orca-flan-50k,7.0
DreadPoor/Kindred-7B-slerp,7.0
Changgil/K2S3-Mistral-7b-v1.1,7.0
Kukedlc/Neural-4-Maths-7b,7.0
OpenModels4all/gemma-1.1-7b-it,7.0
Azazelle/Sina-Thor-7b-Merge,7.0
automerger/Experiment26Yamshadow-7B,7.0
Intel/neural-chat-7b-v3-2,7.0
Gille/StrangeMerges_26-7B-dare_ties,7.0
runkai/PascalHermes-2.5-Mistral-7B,7.0
Azazelle/Mocha-SR-7b-ex,7.0
CultriX/Wernicke-7B-v1,7.0
cloudyu/microsoft-phi-2-sft,2.7
juhwanlee/gemma-7B-alpaca-case-0-2,7.0
tricktreat/Llama-2-7b-chat-hf-guanaco-lora,7.0
amazingvince/where-llambo-7b,7.0
saishf/Fett-Eris-Mix-7B,7.0
malhajar/meditron-7b-chat,7.0
vicgalle/ConfigurableHermes-7B,7.0
MaziyarPanahi/Mistral-7B-Instruct-KhanAcademy-v0.2,7.0
gmonsoon/OpenMia-Indo-Mistral-7b-v3-refined,7.0
Gille/StrangeMerges_37-7B-dare_ties,7.0
l3utterfly/mistral-7b-v0.1-layla-v3,7.0
PetroGPT/WestSeverus-ORPO-7B,7.0
rombodawg/EveryoneLLM-7b-Gemma-Base,7.0
AGI-inc/lora_moe_7b_baseline,7.0
chujiezheng/Starling-LM-7B-alpha-ExPO,7.0
freecs/ThetaWave-7B,7.0
bunnycore/Chimera-Apex-7B,7.0
ChaoticNeutrals/Prima-LelantaclesV4-7b-16k-bf16,7.0
InnerI/InnerI-AI-sn6-7B-slerp,7.0
SherlockAssistant/Mistral-7B-Instruct-Ukrainian,7.0
ALBADDAWI/DeepCode-7B-Aurora-v3,7.0
grimjim/kukulemon-7B,7.0
umd-zhou-lab/recycled-alpaca-7b-v2.0,7.0
eldogbbhed/NeuralKrishnaMathWizard-7B,7.0
Kukedlc/Ramakrishna-7b-v3,7.0
Severian/ANIMA-Phi-Neptune-Mistral-7B-v1,7.0
dreamgen/opus-v1.2-7b,7.0
instructkr/lynn-7b-alpha,7.0
Aabbhishekk/llama2-7b-function-calling-slerp,7.0
allknowingroger/PercivalMelodias-7B-slerp,7.0
AIDC-ai-business/Marcoroni-7B-v3,7.0
lole25/phi-2-sft-ultrachat-full,2.7
andysalerno/rainbowfish-7B-v9,7.0
BramVanroy/fietje-2b,2.0
google/gemma-7b,7.0
edor/Stable-Platypus2-mini-7B,7.0
pansophic/gemma-2b-sft-preview,2.0
YouKnowMee/Mistral-7b-instruct-v0.2-summ-sft-ed2,7.0
Korabbit/Llama-2-7b-chat-hf-afr-300step-flan-v2,7.0
Novocoders/Lotus-7B,7.0
HenryJJ/Instruct_Yi-6B_Dolly_CodeAlpaca,6.0
louisbrulenaudet/Maxine-7B-0401-ties,7.0
Yuma42/KangalKhan-Ruby-7B,7.0
DreadPoor/JustToSuffer-7B-slerp,7.0
Test157t/Hex-Macaroniac-7b,7.0
proto-llm/uniwiz-7B-v0.1,7.0
CorticalStack/mistral-7b-alpaca-sft,7.0
cstr/Spaetzle-v8-7b,7.0
BryanSwk/LaserPipe-7B-SLERP,7.0
nfaheem/Marcoroni-7b-DPO-Merge,7.0
adonlee/Mistral_7B_SFT_DPO_v0,7.0
Test157t/Prima-LelantaclesV6.5-7b,7.0
Dans-DiscountModels/Dans-07YahooAnswers-7b,7.0
leonarad/hope_for_7b_1.1v,7.0
kimou605/shadow-clown-BioMistral-7B-DARE,7.0
BarryFutureman/WildMarcoroni-Variant1-7B,7.0
Mr-Bhaskar/fbt-mistral-7b,7.0
AurelPx/Percival_01-7b-slerp,7.0
wolfeidau/NeuralHermes-2.5-Mistral-7B,7.0
hamxea/Llama-2-7b-chat-hf-activity-fine-tuned-v3,7.0
senseable/Westlake-7B,7.0
Test157t/Pasta-PrimaMaid-7b,7.0
yam-peleg/Experiment25-7B,7.0
psyche/kollama2-7b-v3,7.0
DUAL-GPO/zephyr-7b-gpo-v5-i1,7.0
Kukedlc/Neural-4-ARC-7b,7.0
zelus82/Obelix-Phi2,2.7
jondurbin/bagel-dpo-7b-v0.1,7.0
Azazelle/Yuna-7b-Merge,7.0
shahzebnaveed/NeuralHermes-2.5-Mistral-7B,7.0
nvidia/OpenMath-Mistral-7B-v0.1-hf,7.0
jeiku/Luna_7B,7.0
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-10-v0.1,7.0
kwchoi/DPO_mistral_7b_alpaca_0124_v1,7.0
bobofrut/ladybird-base-7B-v8,7.0
Xenon1/Zenith-7B-dpo-v1,7.0
grimjim/kunoichi-lemon-royale-v2-32K-7B,7.0
0-hero/Matter-0.1-7B-boost-DPO,7.0
