tier,family,model,params_b,variant,average,org,in_atlas,in_openlm,n_pools,dl_status,n_bench,nonenglish_strength,params_source
B_community,Gemma,Columbia-NLP/LION-Gemma-2b-odpo-v1.0,2.506,base?,11.897378852943028,Columbia-NLP,0,1,7,ok,5,,pool
B_community,Gemma,Columbia-NLP/LION-Gemma-2b-sft-v1.0,2.506,instruct,12.60325045021582,Columbia-NLP,0,1,7,ok,5,,pool
B_community,Gemma,LenguajeNaturalAI/leniachat-gemma-2b-v0,2.506,base?,5.737240998088876,LenguajeNaturalAI,0,1,7,ok,5,,pool
B_community,Gemma,anakin87/gemma-2b-orpo,2.506,instruct,7.284706228625474,anakin87,0,1,7,ok,5,,pool
B_community,Gemma,nidum/Nidum-Limitless-Gemma-2B,2.506,base?,6.166007951282463,nidum,0,1,6,ok,5,,pool
B_community,Gemma,Mr-Bhaskar/fbt-gemma-7b,7.0,base?,,Mr-Bhaskar,1,0,5,,0,,pool
B_community,Gemma,abideen/gemma-7b-openhermes,7.0,instruct,,abideen,1,0,5,,0,,pool
B_community,Gemma,chrlu/zephyr-7b-gemma-hinge,7.0,instruct,,chrlu,1,0,5,,0,,pool
B_community,Gemma,cloudyu/google-gemma-7b-it-dpo-v1,7.0,instruct,,cloudyu,1,0,5,,0,,pool
B_community,Gemma,grayhacker91/gemma-7b-open-platypus-commercial,7.0,base?,,grayhacker91,1,0,5,,0,,pool
B_community,Gemma,macadeliccc/gemma-orchid-7b-dpo,7.0,instruct,,macadeliccc,1,0,5,,0,,pool
B_community,Gemma,rombodawg/EveryoneLLM-7b-Gemma-Base,7.0,base,,rombodawg,1,0,5,,0,,pool
B_community,Gemma,tcapelle/gemma-7b-zephyr-dpo,7.0,instruct,,tcapelle,1,0,5,,0,,pool
B_community,Gemma,tcapelle/gemma-7b-zephyr-sft,7.0,instruct,,tcapelle,1,0,5,,0,,pool
B_community,Gemma,vicgalle/OpenHermes-Gemma-7B,7.0,instruct,,vicgalle,1,0,5,,0,,pool
B_community,Gemma,wandb/gemma-7b-zephyr-dpo,7.0,instruct,,wandb,1,0,5,,0,,pool
B_community,Gemma,wandb/gemma-7b-zephyr-sft,7.0,instruct,,wandb,1,0,5,,0,,pool
B_community,Gemma-2,SaisExperiments/Gemma-2-2B-Opus-Instruct,2.614,instruct,17.2459909559155,SaisExperiments,0,1,7,ok,5,,pool
B_community,Gemma-2,SaisExperiments/Gemma-2-2B-Stheno-Filtered,2.614,base?,15.491102762862866,SaisExperiments,0,1,7,ok,5,,pool
B_community,Gemma-2,jebish7/gemma-2-2b-it,2.614,instruct,12.36333618408293,jebish7,0,1,7,ok,5,,pool
B_community,Gemma-2,qq8933/OpenLongCoT-Base-Gemma2-2B,3.204,base,5.473141918546371,qq8933,0,1,6,ok,5,,pool
B_community,Llama-1/other,bfuzzy1/acheron-m1a-llama,0.514,base?,3.348613471275291,bfuzzy1,0,1,6,ok,5,,pool
B_community,Llama-1/other,oopere/Llama-FinSent-S,0.914,base?,5.86640376735036,oopere,0,1,7,ok,5,,pool
B_community,Llama-2,skymizer/Llama2-7b-sft-chat-custom-template-dpo,6.738,instruct,10.140548181946365,skymizer,0,1,7,ok,5,,pool
B_community,Llama-2,AIGym/Llama-2-7b-chat-hf-structured-responses,7.0,instruct,,AIGym,1,0,5,,0,,pool
B_community,Llama-2,JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k,7.0,instruct,,JCX-kcuf,1,0,5,,0,,pool
B_community,Llama-2,JCX-kcuf/Llama-2-7b-hf-gpt-3.5-80k,7.0,base?,,JCX-kcuf,1,0,5,,0,,pool
B_community,Llama-2,JCX-kcuf/Llama-2-7b-hf-gpt-4-80k,7.0,base?,,JCX-kcuf,1,0,5,,0,,pool
B_community,Llama-2,JCX-kcuf/Llama-2-7b-hf-llama2-chat-80k,7.0,instruct,,JCX-kcuf,1,0,5,,0,,pool
B_community,Llama-2,PeanutJar/LLaMa-2-PeanutButter_v19_R8-7B,7.0,base?,,PeanutJar,1,0,5,,0,,pool
B_community,Llama-2,PeanutJar/LLaMa-2-PeanutButter_v37_SFT-R1-DPO-R2-7B,7.0,instruct,,PeanutJar,1,0,5,,0,,pool
B_community,Llama-2,Seungyoun/llama-2-7b-alpaca-gpt4,7.0,instruct,,Seungyoun,1,0,1,,0,,inferred_from_name
B_community,Llama-2,TinyPixel/llama2-7b-instruct,7.0,instruct,,TinyPixel,1,0,5,,0,,pool
B_community,Llama-2,XuanXuanXuanXuan/Llama-2-7b-chat-hf-gpt-3.5-80k,7.0,instruct,,XuanXuanXuanXuan,1,0,5,,0,,pool
B_community,Llama-2,XuanXuanXuanXuan/Llama-2-7b-hf-gpt-3.5-80k,7.0,base?,,XuanXuanXuanXuan,1,0,5,,0,,pool
B_community,Llama-2,XuanXuanXuanXuan/Llama-2-7b-hf-llama2-raw-80k,7.0,base?,,XuanXuanXuanXuan,1,0,5,,0,,pool
B_community,Llama-2,hamxea/Llama-2-7b-chat-hf-activity-fine-tuned-v3,7.0,instruct,,hamxea,1,0,5,,0,,pool
B_community,Llama-2,hamxea/Llama-2-7b-chat-hf-activity-fine-tuned-v4,7.0,instruct,,hamxea,1,0,5,,0,,pool
B_community,Llama-2,revolutionarybukhari/Llama-2-7b-chat-finetune-AUTOMATE,7.0,instruct,,revolutionarybukhari,1,0,5,,0,,pool
B_community,Llama-2,sabersaleh/Llama2-7B-CPO,7.0,base?,7.303190047047342,sabersaleh,0,1,7,ok,5,,pool
B_community,Llama-2,sabersaleh/Llama2-7B-DPO,7.0,instruct,7.558004575587002,sabersaleh,0,1,7,ok,5,,pool
B_community,Llama-2,sabersaleh/Llama2-7B-IPO,7.0,base?,7.804715247914783,sabersaleh,0,1,7,ok,5,,pool
B_community,Llama-2,sabersaleh/Llama2-7B-KTO,7.0,instruct,7.882716013659315,sabersaleh,0,1,7,ok,5,,pool
B_community,Llama-2,sabersaleh/Llama2-7B-SPO,7.0,base?,7.352632078107196,sabersaleh,0,1,7,ok,5,,pool
B_community,Llama-2,sabersaleh/Llama2-7B-SimPO,7.0,base?,7.610783251808889,sabersaleh,0,1,7,ok,5,,pool
B_community,Llama-2,stanford-oval/Llama-2-7b-WikiChat-fused,7.0,base?,,stanford-oval,1,0,5,,0,,pool
B_community,Llama-2,starmpcc/Asclepius-Llama2-7B,7.0,base?,,starmpcc,1,0,5,,0,,pool
B_community,Llama-2,tricktreat/Llama-2-7b-chat-hf-guanaco-freeze-embed-tokens-q-v-proj,7.0,instruct,,tricktreat,1,0,5,,0,,pool
B_community,Llama-2,yihan6324/llama2-7b-instructmining-40k-sharegpt,7.0,instruct,,yihan6324,1,0,5,,0,,pool
B_community,Llama-2,yihan6324/llama2-7b-instructmining-orca-40k,7.0,instruct,,yihan6324,1,0,5,,0,,pool
B_community,Llama-3,SicariusSicariiStuff/Impish_LLAMA_3B,3.213,base?,17.791947493881953,SicariusSicariiStuff,0,1,7,ok,5,,pool
B_community,Llama-3,DenLabs/llama-3-7B-DenBot,7.0,base?,,DenLabs,1,0,5,,0,,pool
B_community,Llama-3,refine-ai/Llama3-7b,7.0,base?,,refine-ai,1,0,5,,0,,pool
B_community,Llama-3.1,PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,4.015,base?,28.818375441031588,PJMixers-Dev,0,1,7,ok,5,,pool
B_community,Llama-3.1,PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,4.015,base?,28.818375441031588,PJMixers-Dev,0,1,7,ok,5,,pool
B_community,Llama-3.1,BlackBeenie/Neos-Llama-3.1-base,4.65,base,3.968794754491314,BlackBeenie,0,1,6,ok,5,,pool
B_community,Llama-3.1,iFaz/llama31_8B_en_emo_v4,4.777,base?,17.153620627087744,iFaz,0,1,7,ok,5,,pool
B_community,Llama-3.1,ahmeda335/13_outOf_32_pruned_layers_llama3.1-8b,5.195,base?,4.404258622194578,ahmeda335,0,1,6,ok,5,,pool
B_community,Llama-3.2,iFaz/llama32_1B_en_emo_v1,0.765,base?,10.934841101081998,iFaz,0,1,7,ok,5,,pool
B_community,Llama-3.2,oopere/pruned40-llama-3.2-1B,0.914,base?,6.877693765654211,oopere,0,1,7,ok,5,,pool
B_community,Llama-3.2,DavieLion/Llama-3.2-1B-SPIN-iter0,1.236,base?,3.985688359677067,DavieLion,0,1,6,ok,5,,pool
B_community,Llama-3.2,DavieLion/Llama-3.2-1B-SPIN-iter1,1.236,base?,3.7519748574168585,DavieLion,0,1,6,ok,5,,pool
B_community,Llama-3.2,DavieLion/Llama-3.2-1B-SPIN-iter2,1.236,base?,3.658145708347315,DavieLion,0,1,6,ok,5,,pool
B_community,Llama-3.2,DavieLion/Llama-3.2-1B-SPIN-iter3,1.236,base?,3.6136899611836006,DavieLion,0,1,6,ok,5,,pool
B_community,Llama-3.2,DeepAutoAI/Explore_Llama-3.2-1B-Inst,1.236,base?,13.897376870733368,DeepAutoAI,0,1,7,ok,5,,pool
B_community,Llama-3.2,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,1.236,base?,13.359085066778022,DeepAutoAI,0,1,7,ok,5,,pool
B_community,Llama-3.2,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1,1.236,base?,10.921433609301348,DeepAutoAI,0,1,7,ok,5,,pool
B_community,Llama-3.2,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,1.236,base?,14.311829325717667,DeepAutoAI,0,1,7,ok,5,,pool
B_community,Llama-3.2,Xiaojian9992024/Llama3.2-1B-THREADRIPPER,1.236,base?,14.088097956146528,Xiaojian9992024,0,1,7,ok,5,,pool
B_community,Llama-3.2,agentlans/Llama-3.2-1B-Instruct-CrashCourse12K,1.236,instruct,13.43796759000334,agentlans,0,1,7,ok,5,,pool
B_community,Llama-3.2,akhadangi/Llama3.2.1B.0.01-First,1.236,base?,3.1098917488910103,akhadangi,0,1,7,ok,5,,pool
B_community,Llama-3.2,akhadangi/Llama3.2.1B.0.01-Last,1.236,base?,3.2621298672901786,akhadangi,0,1,7,ok,5,,pool
B_community,Llama-3.2,akhadangi/Llama3.2.1B.0.1-First,1.236,base?,3.269240763959394,akhadangi,0,1,7,ok,5,,pool
B_community,Llama-3.2,akhadangi/Llama3.2.1B.0.1-Last,1.236,base?,3.2667219224258432,akhadangi,0,1,7,ok,5,,pool
B_community,Llama-3.2,akhadangi/Llama3.2.1B.BaseFiT,1.236,base?,3.318002610011419,akhadangi,0,1,7,ok,5,,pool
B_community,Llama-3.2,ngxson/MiniThinky-1B-Llama-3.2,1.236,base?,6.937116033349191,ngxson,0,1,7,ok,5,,pool
B_community,Llama-3.2,ngxson/MiniThinky-v2-1B-Llama-3.2,1.236,base?,6.55067744157533,ngxson,0,1,7,ok,5,,pool
B_community,Llama-3.2,qingy2024/Benchmaxx-Llama-3.2-1B-Instruct,1.236,instruct,25.69666706814397,qingy2024,0,1,7,ok,5,,pool
B_community,Llama-3.2,meditsolutions/Llama-3.2-SUN-1B-Instruct,1.498,instruct,15.524297116936124,meditsolutions,0,1,7,ok,5,,pool
B_community,Llama-3.2,meditsolutions/Llama-3.2-SUN-1B-chat,1.498,instruct,13.641365564259702,meditsolutions,0,1,7,ok,5,,pool
B_community,Llama-3.2,meditsolutions/Llama-3.2-SUN-HDIC-1B-Instruct,1.498,instruct,15.901863518867478,meditsolutions,0,1,7,ok,5,,pool
B_community,Llama-3.2,iFaz/llama32_3B_en_emo_v2,1.848,base?,19.3032163999358,iFaz,0,1,7,ok,5,,pool
B_community,Llama-3.2,iFaz/llama32_3B_en_emo_v3,1.848,base?,18.26359573830477,iFaz,0,1,7,ok,5,,pool
B_community,Llama-3.2,oopere/pruned60-llama-3.2-3b,1.944,base?,5.128680683633621,oopere,0,1,6,ok,5,,pool
B_community,Llama-3.2,oopere/pruned40-llama-3.2-3b,2.367,base?,5.371284651830273,oopere,0,1,7,ok,5,,pool
B_community,Llama-3.2,meditsolutions/Llama-3.2-SUN-2.4B-v1.0.0,2.472,base?,13.31712952335647,meditsolutions,0,1,7,ok,5,,pool
B_community,Llama-3.2,meditsolutions/Llama-3.2-SUN-2.5B-chat,2.472,instruct,13.98771014319157,meditsolutions,0,1,7,ok,5,,pool
B_community,Llama-3.2,oopere/pruned20-llama-3.2-3b,2.79,base?,5.656559779770029,oopere,0,1,7,ok,5,,pool
B_community,Llama-3.2,BrainWave-ML/llama3.2-3B-maths-orpo,3.0,instruct,5.07608283209792,BrainWave-ML,0,1,6,ok,5,,pool
B_community,Llama-3.2,qingy2019/LLaMa_3.2_3B_Catalysts,3.0,base?,19.930930685006384,qingy2019,0,1,7,ok,5,,pool
B_community,Llama-3.2,oopere/pruned10-llama-3.2-3B,3.001,base?,6.919943456537481,oopere,0,1,7,ok,5,,pool
B_community,Llama-3.2,FuseAI/FuseChat-Llama-3.2-3B-Instruct,3.213,instruct,25.746913825686644,FuseAI,0,1,7,ok,5,,pool
B_community,Llama-3.2,Hastagaras/L3.2-JametMini-3B-MK.III,3.213,base?,21.75038505136374,Hastagaras,0,1,7,ok,5,,pool
B_community,Llama-3.2,SaisExperiments/RightSheep-Llama3.2-3B,3.213,base?,15.85739377536482,SaisExperiments,0,1,7,ok,5,,pool
B_community,Llama-3.2,Triangle104/Porpoise-R1-Llama3.2-3b,3.213,instruct,13.62683633096472,Triangle104,0,1,7,ok,5,,pool
B_community,Llama-3.2,Triangle104/RomboHermes3-R1-Llama3.2-3b,3.213,instruct,14.65828137567246,Triangle104,0,1,7,ok,5,,pool
B_community,Llama-3.2,ValiantLabs/Llama3.2-3B-Enigma,3.213,base?,11.692730593705356,ValiantLabs,0,1,7,ok,5,,pool
B_community,Llama-3.2,ValiantLabs/Llama3.2-3B-Esper2,3.213,base?,10.944295126634552,ValiantLabs,0,1,7,ok,5,,pool
B_community,Llama-3.2,ValiantLabs/Llama3.2-3B-ShiningValiant2,3.213,base?,14.39069569820728,ValiantLabs,0,1,7,ok,5,,pool
B_community,Llama-3.2,theprint/ReWiz-Llama-3.2-3B,3.213,base?,18.18625421313072,theprint,0,1,7,ok,5,,pool
B_community,Llama-3.2,win10/Llama-3.2-3B-Instruct-24-9-29,3.213,instruct,24.00469809006401,win10,0,1,7,ok,5,,pool
B_community,Llama-3.2,MoonRide/Llama-3.2-3B-Khelavaster,3.607,base?,20.144904682630184,MoonRide,0,1,7,ok,5,,pool
B_community,Llama-3.2,theprint/Llama-3.2-3B-VanRossum,3.696,base?,17.58480896190996,theprint,0,1,7,ok,5,,pool
B_community,Mistral,M4-ai/TinyMistral-248M-v3,0.248,base?,4.20563631018843,M4-ai,0,1,6,ok,5,,pool
B_community,Mistral,cckm/tinymistral_950m,0.955,base?,5.219822920055284,cckm,0,1,7,ok,5,,pool
B_community,Mistral,AIJUUD/juud-Mistral-7B,7.0,base?,,AIJUUD,1,0,5,,0,,pool
B_community,Mistral,AIJUUD/juud-Mistral-7B-dpo,7.0,instruct,,AIJUUD,1,0,5,,0,,pool
B_community,Mistral,ArianAskari/NeuralHermes-2.5-Mistral-7B,7.0,instruct,,ArianAskari,1,0,1,,0,,inferred_from_name
B_community,Mistral,Azure99/blossom-v4-mistral-7b,7.0,base?,,Azure99,1,0,5,,0,,pool
B_community,Mistral,Azure99/blossom-v5-mistral-7b,7.0,base?,,Azure99,1,0,5,,0,,pool
B_community,Mistral,BlouseJury/Mistral-7B-Discord-0.1-DPO,7.0,instruct,,BlouseJury,1,0,5,,0,,pool
B_community,Mistral,BlouseJury/Mistral-7B-Discord-0.2,7.0,base?,,BlouseJury,1,0,5,,0,,pool
B_community,Mistral,Corianas/Neural-Mistral-7B,7.0,base?,,Corianas,1,0,5,,0,,pool
B_community,Mistral,Eric111/Yarn-Mistral-7b-128k-DPO,7.0,instruct,,Eric111,1,0,1,,0,,inferred_from_name
B_community,Mistral,FPHam/Writing_Partner_Mistral_7B,7.0,base?,,FPHam,1,0,5,,0,,pool
B_community,Mistral,KnutJaegersberg/Walter-Mistral-7B,7.0,base?,,KnutJaegersberg,1,0,5,,0,,pool
B_community,Mistral,KnutJaegersberg/webMistral-7B,7.0,base?,,KnutJaegersberg,1,0,5,,0,,pool
B_community,Mistral,KoboldAI/Mistral-7B-Erebus-v3,7.0,base?,,KoboldAI,1,0,5,,0,,pool
B_community,Mistral,KoboldAI/Mistral-7B-Holodeck-1,7.0,base?,,KoboldAI,1,0,5,,0,,pool
B_community,Mistral,Medilora/medilora-mistral-7b,7.0,base?,,Medilora,1,0,5,,0,,pool
B_community,Mistral,Mr-Bhaskar/fbt-mistral-7b,7.0,base?,,Mr-Bhaskar,1,0,5,,0,,pool
B_community,Mistral,Norquinal/Mistral-7B-claude-instruct,7.0,instruct,,Norquinal,1,0,5,,0,,pool
B_community,Mistral,NurtureAI/Hermes-2-Pro-Mistral-7B,7.0,instruct,,NurtureAI,1,0,5,,0,,pool
B_community,Mistral,Open-Orca/Mistral-7B-OpenOrca,7.0,base?,17.72165111279921,Open-Orca,0,1,2,no_samples,0,,pool
B_community,Mistral,Ppoyaa/Alpha-Mistral-7B-Instruct,7.0,instruct,,Ppoyaa,1,0,5,,0,,pool
B_community,Mistral,Ppoyaa/Neural-AlphaMistral-7B,7.0,base?,,Ppoyaa,1,0,5,,0,,pool
B_community,Mistral,PulsarAI/SlimOpenOrca-Mistral-7B-v2,7.0,base?,,PulsarAI,1,0,5,,0,,pool
B_community,Mistral,Reverb/Mistral-7B-LoreWeaver,7.0,base?,,Reverb,1,0,5,,0,,pool
B_community,Mistral,SC44/Mistral-7B-private-oia,7.0,base?,,SC44,1,0,5,,0,,pool
B_community,Mistral,SC44/Mistral-7B-private-sia,7.0,base?,,SC44,1,0,5,,0,,pool
B_community,Mistral,SC44/Mistral-7B-private-spef,7.0,base?,,SC44,1,0,5,,0,,pool
B_community,Mistral,SC44/Mistral-7B-private-spnf,7.0,base?,,SC44,1,0,5,,0,,pool
B_community,Mistral,SC56/Mistral-7B-orca-dpo-12h,7.0,instruct,,SC56,1,0,5,,0,,pool
B_community,Mistral,SC56/Mistral-7B-orca-dpo-2h,7.0,instruct,,SC56,1,0,5,,0,,pool
B_community,Mistral,SC56/Mistral-7B-orca-dpo-4h,7.0,instruct,,SC56,1,0,5,,0,,pool
B_community,Mistral,SC56/Mistral-7B-orca-dpo-8h,7.0,instruct,,SC56,1,0,1,,0,,inferred_from_name
B_community,Mistral,SC56/Mistral-7B-sumz-dpo-3h,7.0,instruct,,SC56,1,0,5,,0,,pool
B_community,Mistral,SC56/Mistral-7B-sumz-dpo-4h,7.0,instruct,,SC56,1,0,5,,0,,pool
B_community,Mistral,SC56/Mistral-7B-sumz-dpo-5h,7.0,instruct,,SC56,1,0,5,,0,,pool
B_community,Mistral,SC99/Mistral-7B-privatemix-base-ia,7.0,base,,SC99,1,0,5,,0,,pool
B_community,Mistral,SC99/Mistral-7B-privatemix-ia1,7.0,base?,,SC99,1,0,5,,0,,pool
B_community,Mistral,SC99/Mistral-7B-privatemix-ia2,7.0,base?,,SC99,1,0,5,,0,,pool
B_community,Mistral,SC99/Mistral-7B-privatemix-ia3,7.0,base?,,SC99,1,0,1,,0,,inferred_from_name
B_community,Mistral,SC99/Mistral-7B-summ-ia3-tuned-8h,7.0,instruct,,SC99,1,0,5,,0,,pool
B_community,Mistral,SCE/Mistral-7B-summ-ia3-tuned,7.0,instruct,,SCE,1,0,5,,0,,pool
B_community,Mistral,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,7.0,base?,,SciPhi,1,0,5,,0,,pool
B_community,Mistral,Severian/ANIMA-Phi-Neptune-Mistral-7B-v1,7.0,base?,,Severian,1,0,5,,0,,pool
B_community,Mistral,Severian/ANIMA-Phi-Neptune-Mistral-7B-v3,7.0,base?,,Severian,1,0,1,,0,,inferred_from_name
B_community,Mistral,YKM11/Mistral-7B-adaptv0.9,7.0,base?,,YKM11,1,0,5,,0,,pool
B_community,Mistral,YKM11/Mistral-7B-adaptv1,7.0,base?,,YKM11,1,0,5,,0,,pool
B_community,Mistral,Yhyu13/LMCocktail-Mistral-7B-v1,7.0,base?,,Yhyu13,1,0,5,,0,,pool
B_community,Mistral,YouKnwMe/Mistral-7B-Instruct-exp-e2,7.0,instruct,,YouKnwMe,1,0,5,,0,,pool
B_community,Mistral,abhishekchohan/mistral-7B-forest,7.0,base?,,abhishekchohan,1,0,5,,0,,pool
B_community,Mistral,abhishekchohan/mistral-7B-forest-dpo,7.0,instruct,,abhishekchohan,1,0,5,,0,,pool
B_community,Mistral,adamo1139/Mistral-7B-AEZAKMI-v1,7.0,base?,,adamo1139,1,0,5,,0,,pool
B_community,Mistral,adamo1139/Mistral-7B-AEZAKMI-v2,7.0,base?,,adamo1139,1,0,5,,0,,pool
B_community,Mistral,adonlee/Mistral_7B_SFT_DPO_v0,7.0,instruct,,adonlee,1,0,5,,0,,pool
B_community,Mistral,ajibawa-2023/General-Stories-Mistral-7B,7.0,base?,,ajibawa-2023,1,0,5,,0,,pool
B_community,Mistral,ajibawa-2023/WikiHow-Mistral-Instruct-7B,7.0,instruct,,ajibawa-2023,1,0,5,,0,,pool
B_community,Mistral,aloobun/bun_mistral_7b_v2,7.0,base?,,aloobun,1,0,5,,0,,pool
B_community,Mistral,alvarobartt/mistral-7b-orpo-airoboros-pref-10k,7.0,instruct,,alvarobartt,1,0,5,,0,,pool
B_community,Mistral,alvarobartt/mistral-7b-orpo-alignment-handbook,7.0,instruct,,alvarobartt,1,0,1,,0,,inferred_from_name
B_community,Mistral,alvarobartt/mistral-7b-orpo-capybara-reproduction,7.0,instruct,,alvarobartt,1,0,5,,0,,pool
B_community,Mistral,azarafrooz/mistral-7b-selfplay-v0,7.0,base?,,azarafrooz,1,0,5,,0,,pool
B_community,Mistral,azarafrooz/mistral-v2-7b-selfplay-low-tmp,7.0,base?,,azarafrooz,1,0,5,,0,,pool
B_community,Mistral,azarafrooz/mistral-v2-7b-selfplay-v0,7.0,base?,,azarafrooz,1,0,1,,0,,inferred_from_name
B_community,Mistral,beowolx/MistralHermes-CodePro-7B-v1,7.0,instruct,,beowolx,1,0,5,,0,,pool
B_community,Mistral,bn22/OpenHermes-2.5-Mistral-7B-MISALIGNED,7.0,instruct,,bn22,1,0,5,,0,,pool
B_community,Mistral,charlesdedampierre/TopicNeuralHermes-2.5-Mistral-7B,7.0,instruct,,charlesdedampierre,1,0,5,,0,,pool
B_community,Mistral,clowman/openchat-mistral-7b-reproduce,7.0,instruct,,clowman,1,0,5,,0,,pool
B_community,Mistral,csujeong/Mistral-7B-Finetuning-Insurance-16R,7.0,base?,,csujeong,1,0,5,,0,,pool
B_community,Mistral,delayedkarma/NeuralHermes-2.5-Mistral-7B,7.0,instruct,,delayedkarma,1,0,5,,0,,pool
B_community,Mistral,dvilasuero/NeuralHermes-2.5-Mistral-7B-distilabel,7.0,instruct,,dvilasuero,1,0,5,,0,,pool
B_community,Mistral,feeltheAGI/mistral-maths7B,7.0,base?,,feeltheAGI,1,0,5,,0,,pool
B_community,Mistral,flemmingmiguel/MarcMistral-7B,7.0,base?,,flemmingmiguel,1,0,5,,0,,pool
B_community,Mistral,flemmingmiguel/Mistrality-7B,7.0,base?,,flemmingmiguel,1,0,5,,0,,pool
B_community,Mistral,giraffe176/Open_Hermes_Orca_Mistral-7B,7.0,instruct,,giraffe176,1,0,5,,0,,pool
B_community,Mistral,hydra-project/ChatHercules-2.5-Mistral-7B,7.0,base?,,hydra-project,1,0,5,,0,,pool
B_community,Mistral,hydra-project/OpenHyperion-2.5-Mistral-7B,7.0,base?,,hydra-project,1,0,5,,0,,pool
B_community,Mistral,ignos/Mistral-T5-7B-v1,7.0,base?,,ignos,1,0,5,,0,,pool
B_community,Mistral,jilp00/OpenHermes-Symbolic-Mistral-7B,7.0,instruct,,jilp00,1,0,5,,0,,pool
B_community,Mistral,jisukim8873/mistral-7B-alpaca-1-epoch,7.0,instruct,,jisukim8873,1,0,5,,0,,pool
B_community,Mistral,jisukim8873/mistral-7B-alpaca-case-0-2,7.0,instruct,,jisukim8873,1,0,5,,0,,pool
B_community,Mistral,jisukim8873/mistral-7B-alpaca-case-1-2,7.0,instruct,,jisukim8873,1,0,5,,0,,pool
B_community,Mistral,jisukim8873/mistral-7B-alpaca-case-2-2,7.0,instruct,,jisukim8873,1,0,5,,0,,pool
B_community,Mistral,jisukim8873/mistral-7B-alpaca-case-3-2,7.0,instruct,,jisukim8873,1,0,5,,0,,pool
B_community,Mistral,kz919/mistral-7b-sft-open-orca-flan-50k,7.0,instruct,,kz919,1,0,5,,0,,pool
B_community,Mistral,lgaalves/mistral-7b_open_platypus,7.0,base?,,lgaalves,1,0,5,,0,,pool
B_community,Mistral,liuda1/Mistral-7B-golden,7.0,base?,,liuda1,1,0,5,,0,,pool
B_community,Mistral,luqmanxyz/Maya_Hermes-2.5-Mistral-7B,7.0,instruct,,luqmanxyz,1,0,5,,0,,pool
B_community,Mistral,lvkaokao/mistral-7b-finetuned-orca-dpo-v2,7.0,instruct,,lvkaokao,1,0,5,,0,,pool
B_community,Mistral,mncai/mistral-7b-dpo-v5,7.0,instruct,,mncai,1,0,5,,0,,pool
B_community,Mistral,mncai/mistral-7b-dpo-v6,7.0,instruct,,mncai,1,0,5,,0,,pool
B_community,Mistral,monster119120/OpenHermes-2.5-Mistral-7B-new,7.0,instruct,,monster119120,1,0,5,,0,,pool
B_community,Mistral,namirocks/mistral-tutor-model-7b-ep3,7.0,base?,,namirocks,1,0,5,,0,,pool
B_community,Mistral,runkai/PascalHermes-2.5-Mistral-7B,7.0,instruct,,runkai,1,0,5,,0,,pool
B_community,Mistral,rxavier/Taurus-1.0-Mistral-7B,7.0,base?,,rxavier,1,0,5,,0,,pool
B_community,Mistral,sethuiyer/CodeCalc-Mistral-7B,7.0,base?,,sethuiyer,1,0,5,,0,,pool
B_community,Mistral,sethuiyer/Dr_Samantha_7b_mistral,7.0,base?,,sethuiyer,1,0,5,,0,,pool
B_community,Mistral,shahzebnaveed/NeuralHermes-2.5-Mistral-7B,7.0,instruct,,shahzebnaveed,1,0,5,,0,,pool
B_community,Mistral,simonveitner/MathHermes-2.5-Mistral-7B,7.0,instruct,,simonveitner,1,0,1,,0,,inferred_from_name
B_community,Mistral,sonthenguyen/NeuralHermes-2.5-Mistral-7B,7.0,instruct,,sonthenguyen,1,0,5,,0,,pool
B_community,Mistral,sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO,7.0,instruct,,sonthenguyen,1,0,5,,0,,pool
B_community,Mistral,sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-corrupted,7.0,instruct,,sonthenguyen,1,0,5,,0,,pool
B_community,Mistral,sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-original-v2,7.0,instruct,,sonthenguyen,1,0,5,,0,,pool
B_community,Mistral,sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-recovered,7.0,instruct,,sonthenguyen,1,0,5,,0,,pool
B_community,Mistral,sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-reversed_corrupted,7.0,instruct,,sonthenguyen,1,0,5,,0,,pool
B_community,Mistral,spmurrayzzz/Mistral-Syndicate-7B,7.0,base?,,spmurrayzzz,1,0,5,,0,,pool
B_community,Mistral,traversaal-ai/traversaal-2.5-Mistral-7B,7.0,base?,,traversaal-ai,1,0,5,,0,,pool
B_community,Mistral,wandb/mistral-7b-zephyr-dpo,7.0,instruct,,wandb,1,0,5,,0,,pool
B_community,Mistral,wandb/mistral-7b-zephyr-sft,7.0,instruct,,wandb,1,0,5,,0,,pool
B_community,Mistral,wolfeidau/NeuralHermes-2.5-Mistral-7B,7.0,instruct,,wolfeidau,1,0,5,,0,,pool
