model,theta_full_correctness,theta_full_scaffolding,theta_full_presentation,trace_n_admin,trace_mwle_converged,trace_online_correctness,trace_batch_correctness,trace_mwle_correctness,trace_online_scaffolding,trace_batch_scaffolding,trace_mwle_scaffolding,trace_online_presentation,trace_batch_presentation,trace_mwle_presentation,dopt_n_admin,dopt_mwle_converged,dopt_online_correctness,dopt_batch_correctness,dopt_mwle_correctness,dopt_online_scaffolding,dopt_batch_scaffolding,dopt_mwle_scaffolding,dopt_online_presentation,dopt_batch_presentation,dopt_mwle_presentation
microsoft/Phi-3-mini-4k-instruct,0.3983256533062468,0.9207085422248846,-0.3455194931275682,100,True,0.6579918761882089,0.6443336252678918,0.6615763444923691,0.8652103374511062,0.8697773714045132,0.909853092476795,-0.39505867471801376,-0.6121946304013541,-0.2604445536777858,64,True,0.7217587203055577,0.6455164721860147,0.679157937707747,0.48866691594543676,0.4927836780086688,0.5201113409489639,-0.5493212121609401,-0.6111226243437513,-0.6136093078476191
microsoft/Phi-3.5-mini-instruct,1.37409830421016,-0.3694820547520235,1.0419202931995672,100,True,1.1678945535045042,1.1472159151851535,1.1342530678258953,0.17172710875215114,0.14645591192870966,0.18297548825409043,-0.39505867471801376,-0.6121946304013521,-0.2604422363927644,22,True,0.814063179504193,0.684734934968711,0.8260166136685361,-0.3739234232506448,-0.4085039518748419,-0.47332399480504084,1.250369900951144,1.212304780629817,1.312674028903331
microsoft/phi-1_5,-2.1051186670530475,0.017644303466028452,-1.9449079061278969,100,True,-1.274697700340938,-1.5095235259732587,-1.575971139087665,-0.05538513038307467,-0.15109140025609116,-0.13796578708473137,-1.642986413220059,-2.41715628865866,-3.5029248855405624,82,True,-1.2668947459744475,-1.528214477621736,-1.6171200592507244,-0.2179394359906595,-0.3631995121495511,-0.3479451583816924,-1.6636607248505202,-2.0969351806608523,-2.3862927033889667
microsoft/phi-2,0.16773282840355755,0.36594376869864736,0.10467607071976735,37,True,-0.004732033155106052,-0.10797828595395792,-0.041431899690881534,-0.30481955164019997,-0.33915832990141404,-0.2958760485555358,0.22392073853876326,0.13626000382775982,0.2331170091017025,22,True,0.015098183095544882,-0.2487499135738103,-0.010839028084115401,-0.31568751829364017,-0.3261643673117415,-0.3020903648466781,0.22392073853876326,0.13626000382775968,0.23312022092152684
mistralai/Mistral-7B-Instruct-v0.3,1.0000015955885941,0.610777557348886,0.4489848160274347,100,True,1.0390280273514167,1.0165816801564511,1.049105582822263,0.2789075834923643,0.3117881736630659,0.30791558791456947,-0.39505867471801376,-0.6121946304013548,-0.2604418900275408,27,True,1.0012956104887718,0.973552470415758,1.0137433654477301,0.19275911630115514,0.23924062151579847,0.24777610484587229,0.3439074271893771,0.2958167812431076,0.362723802571668
mistralai/Mistral-7B-v0.1,0.5404197556862361,0.0977393267433475,0.8316925404719809,24,True,0.1601266828374995,0.0877163158162736,0.19312739889780833,0.05672178719004241,-0.026376506533964016,0.010024986219264632,0.8990542097586854,0.8654131908138625,1.0172130828626944,20,True,0.2595870998733159,0.19995304251864152,0.30504296580165313,0.10731963065796228,0.07358111754264822,0.07475926122316398,0.9933581518086114,0.9901072955844514,1.1680138155362376
mistralai/Mistral-7B-v0.3,0.798646078021274,0.30149596851231675,0.963209849460664,100,True,0.9308870374042103,0.9001668190293903,0.9147014078863516,0.11325232594365146,0.13246558263650196,0.16211094813475438,0.043424888942642514,-0.019371582259449825,0.10598169926977667,23,True,1.1711749414162802,1.161240531240919,1.1790791604667707,-0.0735150501590421,-0.0811544394269367,-0.02298444991884538,0.7861632835339472,0.7860620628518524,0.827956383557952
nvidia/Nemotron-Mini-4B-Instruct,-0.0013208135587452717,-0.2647326161378667,0.7471058294880684,23,True,-0.12385629462881036,-0.39262297179406636,-0.160690793683538,-0.13800236861440185,-0.4076322193694175,-0.3300706996884393,0.569983974308816,0.5691364263930938,0.6209714279327373,21,True,-0.029748136512863864,-0.25259004927715867,0.0031700580804313585,-0.1693618535792509,-0.44307529439081234,-0.383586280807617,0.569983974308816,0.569136426393093,0.6209798898058906
openai-community/gpt2,-5.166423915411211,1.2701138374882,-4.7919514721855405,100,True,-2.311515272642629,-3.0375900972495318,-3.9272922443974436,1.2718829890606234,1.3084017184052,1.3590102051953565,-1.7394466433154552,-2.5624179754213476,-3.7064381157785795,76,True,-2.3466289542640775,-3.115592622719166,-4.00944777482217,1.3307198715982012,1.3379092041826373,1.421149081291866,-2.0758702809707263,-3.023888636399381,-4.491714045557689
openai-community/gpt2-large,-3.5727274019259156,1.1244485400744766,-3.8459284347382825,100,True,-2.2484622528752385,-2.9084380719265233,-3.5347683989150007,1.1741129365640985,1.1822680055149106,1.225935533402228,-1.575941553232867,-2.180014594947342,-2.7351118994844157,72,True,-2.3004769312075917,-3.1005489272102866,-4.103744388344351,1.1356618112515828,1.073399405104033,1.1391835519889262,-1.9124846898029162,-2.6334416611061138,-3.2682388973676155
openai-community/gpt2-medium,-5.531381778529525,1.1166202949800235,-4.805000056863219,100,True,-2.2768939971210385,-3.027180789848414,-3.9096203190211622,1.1287870637201605,1.142784017947579,1.1848321216628297,-1.7394466433154552,-2.5624179754213325,-3.7064179380671107,73,True,-2.3567001329308637,-3.129112524400181,-4.078763567412197,1.2321284214781105,1.195118281612519,1.2755435670976893,-2.0758702809707263,-3.0238886363993944,-4.491709236313781
openai-community/gpt2-xl,-3.383268570399839,1.189718013473175,-3.3853688279573095,100,True,-2.169193041180922,-2.69974366824104,-3.0749587134417,1.1421559837170876,1.1571063516001192,1.1998149053216767,-1.7394466433154552,-2.5624179754213356,-3.706427996851742,73,True,-2.2307286040400607,-2.7592025293491598,-3.136561441900203,1.2601314267969692,1.2357446640049656,1.3151450421042945,-1.9999004996021872,-2.812777714102177,-3.655358751425196
openbmb/MiniCPM-2B-sft-bf16,-2.316120201771938,0.3982754114584211,-2.2693995930466717,100,True,-1.4868057635296845,-1.690250427260718,-1.7904260526508695,0.5072172390940042,0.48118776019985143,0.5051110265413895,-1.253927744341899,-1.5783386987145982,-1.8309536950743512,64,True,-1.4310879115969508,-1.664115444834432,-1.7847911621095838,0.5115511360472061,0.4794478686545493,0.5228493659775784,-1.2577087129235434,-1.510372877841949,-1.6805754372545387
stabilityai/stablelm-2-1_6b,-1.9702025817659319,0.17127736418152778,-1.2539005693070024,100,True,-1.8811607174919422,-2.4419322332686835,-2.687775448226938,0.3348248604608802,0.26524305089277167,0.28299982828445114,-1.2076621590166143,-1.481227770993824,-1.6913142633179936,63,True,-1.845321256852647,-2.482720555660314,-2.7951228221499673,0.3422666353713581,0.2080167411584349,0.23750333176046412,-1.204729374154534,-1.4196753069162933,-1.5644388143531074
stabilityai/stablelm-2-zephyr-1_6b,-1.1219863270100834,-1.1148255089757986,-0.2813991073809438,39,True,-0.7967446259971601,-1.2183110162439974,-1.316019329253935,-0.7107436273002614,-1.0367398673250985,-1.2169886803959094,0.20050025272595787,0.17401254955030362,0.23829408425778845,32,True,-0.8414382215268091,-1.2997148084806114,-1.4422664492784771,-0.6836213640379383,-1.011819227689963,-1.204269800198497,0.29049077472175355,0.26924050568000485,0.3287519785225273
stabilityai/stablelm-3b-4e1t,-1.9832109752940932,-0.20395652935732692,-1.1814475897533687,100,True,-1.4357474871620477,-1.777849426465584,-1.8831200820761729,0.038079370904419325,-0.046113262859322636,-0.03512523900823446,-0.9078979890367822,-1.067629351767625,-1.1383559126130867,55,True,-1.2769563937983204,-1.6423155345621816,-1.782373157678879,0.1425226581203704,0.056102040552858036,0.0847737396055186,-0.9078979890367822,-1.067629351767621,-1.138356262846773
stabilityai/stablelm-zephyr-3b,-0.7263596016392759,-1.2989637663853868,0.059467688850551405,49,True,-0.5431573736490102,-0.7164166526600336,-0.7081990605386487,-0.6333909290624085,-0.7963645476468585,-0.8731764454332885,0.3405761959796393,0.26647666804343045,0.34339435119720146,36,True,-0.6683592155803554,-1.0404375288180565,-1.0891590979883936,-0.6362377107562744,-0.8865182723717426,-0.9175064835815476,0.3405761959796393,0.2664766680434309,0.3433944800498233
tiiuae/Falcon3-1B-Base,0.20004540299281806,-0.9465519854092049,1.0853848332293343,86,True,0.23854781574009307,0.18818693698591177,0.22714064379668364,-0.9862618912470461,-1.0486376794861911,-1.244410735625779,0.9500561092268931,0.949370177449506,0.9891555885812973,28,True,0.26961123490964994,0.11979001031239388,0.26911447931287935,-0.9878774415561412,-1.0345604205713685,-1.2354169980019534,0.8378465150385057,0.8440787879597267,0.9357241626433052
tiiuae/Falcon3-3B-Base,1.5781817803069842,-0.9790391465425988,1.9973899548397993,100,True,1.2582174103831,1.2210768023283145,1.2619778103366128,-0.9274787426548423,-0.8279436711381589,-1.1018377772551993,1.7814720247205762,1.8150578608529457,1.8563017413465022,35,True,1.1588538446549805,1.1418033544432624,1.16329165235669,-0.8671072276159332,-0.8251597084936277,-0.9978905286973992,1.7337632707476858,1.802139002280411,1.876464652044462
tiiuae/Falcon3-7B-Base,2.1999997546337213,-0.1626582716898024,2.51641641038273,100,True,2.2583355553239213,2.245318912389774,2.293362368990383,-0.24816737235481365,-0.10701669060856225,-0.142000536980605,0.0,-1.429271629789411e-16,-1.429271629789411e-16,13,True,1.7754307212812541,2.1808134575861473,1.864125403993251,0.07072314371094099,0.6981989750526445,0.23076838340734876,1.723914703879395,2.046514726766135,1.9725825451513732
togethercomputer/RedPajama-INCITE-7B-Base,-3.6859222386707806,0.2552709318577719,-2.7515122587493144,100,True,-1.9520894733082903,-2.7651847059818886,-3.2878024579629113,0.403913652698429,0.32090862626943334,0.3398921372715487,-1.546961460716464,-2.143152805821059,-2.7099847451538435,81,True,-2.0520575288362997,-2.8020025024348083,-3.337849064464793,0.5388133896208845,0.4307043692619559,0.4615078181554541,-1.954559774519368,-2.6912199449347494,-3.3604446673239132
togethercomputer/RedPajama-INCITE-Base-3B-v1,-3.5980984437048416,0.8189982202047225,-2.1951192506288844,100,True,-2.0689959906504174,-2.593029704531071,-2.927289168509385,0.9302833500051837,0.924690751728534,0.9559342325574225,-1.3559676131279017,-1.7256370302628727,-1.9894312837204546,63,True,-2.0356119053140045,-2.57304326560862,-2.899164680995829,0.9153513086217725,0.8652371037590224,0.9213712657840798,-1.444120253811018,-1.811356958019343,-2.05469321374068
