criterion_id,a,b,n_persons,flags
bridge_0090_c14,1.106511,0.898557,51,
bridge_0090_c15,0.063972,-0.978454,51,
bridge_0090_c16,1.025544,-1.395368,51,
bridge_0090_c20,0.351717,-3.295427,51,
bridge_0090_c21,1.080487,1.247040,51,
bridge_0090_c37,0.927784,0.754181,51,
bridge_0091_c01,1.394954,3.980865,51,
bridge_0091_c03,0.445269,-0.412643,51,
bridge_0091_c04,1.199867,-1.758645,51,
bridge_0091_c05,4.872255,1.723545,51,
bridge_0091_c07,2.184563,2.959225,51,
bridge_0091_c09,1.961919,2.316925,51,
bridge_0091_c10,6.276917,1.557725,51,extreme_a
bridge_0091_c11,3.022079,1.052480,51,
bridge_0091_c12,1.788065,4.452207,51,
bridge_0091_c13,0.011389,-0.357674,51,
bridge_0091_c14,1.667729,2.795244,51,
bridge_0091_c15,0.150246,-2.487810,51,
bridge_0091_c16,1.544125,-3.270374,51,
bridge_0091_c21,3.624917,3.082886,51,
bridge_0091_c38,5.168308,0.819260,51,
bridge_0092_c01,2.183580,2.459728,51,
bridge_0092_c02,0.531348,4.015984,51,
bridge_0092_c03,0.594576,1.346804,51,
bridge_0092_c04,0.283082,-0.306493,51,
bridge_0092_c05,1.858614,3.588691,51,
bridge_0092_c06,1.079141,3.666010,51,
bridge_0092_c07,1.119702,1.672271,51,
bridge_0092_c08,1.858614,3.588691,51,
bridge_0092_c09,1.946164,2.766417,51,
bridge_0092_c10,1.485212,2.649358,51,
bridge_0092_c11,0.867024,2.720304,51,
bridge_0092_c12,1.380693,3.117395,51,
bridge_0092_c13,0.356414,-0.569298,51,
bridge_0092_c14,1.595719,1.583496,51,
bridge_0092_c15,-0.288424,-1.688803,51,
bridge_0092_c16,1.260032,-2.117559,51,
bridge_0092_c20,-0.281136,-2.230506,51,
bridge_0092_c21,1.238027,2.063246,51,
bridge_0092_c37,0.658866,1.782479,51,
bridge_0093_c01,1.019314,2.823257,51,
bridge_0093_c02,0.740578,2.968050,51,
bridge_0093_c03,0.477435,-0.592163,51,
bridge_0093_c04,0.538398,-1.194251,51,
bridge_0093_c05,1.393233,0.063303,51,
bridge_0093_c06,1.029979,2.128530,51,
bridge_0093_c07,0.503634,1.732924,51,
bridge_0093_c08,1.504801,2.227009,51,
bridge_0093_c09,0.262261,1.411821,51,
bridge_0093_c10,1.791855,0.424803,51,
bridge_0093_c11,0.887347,-0.207381,51,
bridge_0093_c12,1.975620,4.142587,51,
bridge_0093_c13,0.812432,-1.421399,51,
bridge_0093_c14,1.243823,1.437695,51,
bridge_0093_c15,0.403706,-1.939947,51,
bridge_0093_c16,1.446000,-2.443969,51,
bridge_0093_c22,0.798053,1.406277,51,
bridge_0093_c23,1.408190,2.366903,51,
bridge_0093_c39,1.516286,-0.160502,51,
bridge_0098_c01,1.465712,1.528154,51,
bridge_0098_c02,0.252993,2.020530,51,
bridge_0098_c03,-0.116092,-0.029347,51,
bridge_0098_c04,0.626540,-2.048678,51,
bridge_0098_c05,1.008963,0.459747,51,
bridge_0098_c06,0.872052,1.431527,51,
bridge_0098_c07,0.183960,2.218663,51,
bridge_0098_c08,0.755196,1.268394,51,
bridge_0098_c09,0.171038,2.012764,51,
bridge_0098_c10,1.679865,0.534905,51,
bridge_0098_c11,0.955375,0.865476,51,
bridge_0098_c12,1.796127,4.462639,51,
bridge_0098_c13,1.332404,-1.996712,51,
bridge_0098_c14,1.153703,0.796669,51,
bridge_0098_c15,0.148564,-2.487420,51,
bridge_0098_c16,1.163892,-2.420894,51,
bridge_0098_c24,0.033337,-2.467277,51,
bridge_0098_c25,7.665109,16.977713,51,extreme_a
bridge_0098_c38,1.557654,0.882549,51,
bridge_0106_c01,0.466626,1.884475,51,
bridge_0106_c02,0.797520,1.406102,51,
bridge_0106_c03,1.350339,-0.362460,51,
bridge_0106_c04,1.110498,-1.672714,50,
bridge_0106_c05,1.690286,-0.407622,51,
bridge_0106_c06,1.296314,1.190581,51,
bridge_0106_c07,1.106442,2.612277,51,
bridge_0106_c08,1.463012,1.527021,51,
bridge_0106_c09,1.603468,3.327221,51,
bridge_0106_c10,1.768640,0.301055,51,
bridge_0106_c11,1.659023,-0.286539,51,
bridge_0106_c12,1.026993,4.364578,51,
bridge_0106_c13,0.953460,-1.362363,51,
bridge_0106_c14,1.201107,1.160672,51,
bridge_0106_c15,0.309434,-1.602186,51,
bridge_0106_c16,3.965866,-5.798740,51,
bridge_0106_c20,0.733476,-4.283184,51,
bridge_0106_c21,0.882393,1.069553,51,
bridge_0106_c38,1.498595,0.062411,51,
bridge_0107_c01,-0.140536,3.221336,51,
bridge_0107_c02,1.637336,5.072667,51,
bridge_0107_c03,0.561583,0.427611,51,
bridge_0107_c04,0.194010,-0.459522,51,
bridge_0107_c05,0.701921,1.506574,51,
bridge_0107_c06,0.531348,4.015984,51,
bridge_0107_c07,1.125453,1.999426,51,
bridge_0107_c09,3.784235,5.434215,51,
bridge_0107_c10,0.823040,1.288443,51,
bridge_0107_c11,0.280635,0.967624,51,
bridge_0107_c12,0.531348,4.015984,51,
bridge_0107_c13,1.820373,-2.141861,51,
bridge_0107_c14,1.777019,2.201029,51,
bridge_0107_c15,0.765917,-2.545995,51,
bridge_0107_c16,0.886532,-1.725105,51,
bridge_0107_c20,0.216805,-2.815298,51,
bridge_0107_c21,1.079141,3.666010,51,
bridge_0107_c38,0.702121,1.506638,51,
bridge_0108_c01,0.079120,3.195104,51,
bridge_0108_c03,-1.044964,1.816631,51,
bridge_0108_c04,0.460975,-0.501268,51,
bridge_0108_c05,0.520576,2.082736,51,
bridge_0108_c07,0.637918,1.940488,51,
bridge_0108_c09,0.326234,2.485747,51,
bridge_0108_c10,0.927706,3.090414,51,
bridge_0108_c11,0.712793,2.374530,51,
bridge_0108_c13,0.517809,-0.338283,51,
bridge_0108_c14,0.822562,2.019867,51,
bridge_0108_c15,-0.152683,-0.684384,51,
bridge_0108_c16,0.554095,-1.091987,51,
bridge_0108_c22,0.449934,2.519097,51,
bridge_0108_c23,1.079141,3.666010,51,
bridge_0113_c01,2.045874,2.597626,51,
bridge_0113_c02,1.665716,2.793589,51,
bridge_0113_c03,1.268386,-0.671920,51,
bridge_0113_c04,0.750875,-1.393667,51,
bridge_0113_c05,1.467792,0.624702,51,
bridge_0113_c06,2.122187,3.190653,51,
bridge_0113_c07,2.440383,4.738407,51,
bridge_0113_c08,2.430364,3.480056,51,
bridge_0113_c09,2.440383,4.738407,51,
bridge_0113_c10,2.015422,0.987021,51,
bridge_0113_c11,2.197064,0.600725,51,
bridge_0113_c12,1.637336,5.072667,51,
bridge_0113_c13,0.581028,-0.175248,51,
bridge_0113_c14,2.480558,3.208922,51,
bridge_0113_c15,0.484183,-2.619071,51,
bridge_0113_c16,1.302799,-1.819024,51,
bridge_0113_c21,1.467385,2.015992,51,
bridge_0113_c38,3.014392,2.224413,51,
bridge_0116_c01,0.740838,2.968202,51,
bridge_0116_c02,1.030556,1.109887,51,
bridge_0116_c03,0.617672,-0.441229,51,
bridge_0116_c04,0.711665,-2.766622,51,
bridge_0116_c05,2.573281,0.207708,51,
bridge_0116_c06,2.663779,0.511116,51,
bridge_0116_c07,1.964556,2.318601,51,
bridge_0116_c08,1.840013,0.946470,51,
bridge_0116_c09,1.506076,2.227828,51,
bridge_0116_c10,2.663779,0.511116,51,
bridge_0116_c11,2.334053,0.337269,51,
bridge_0116_c12,1.620494,1.025926,51,
bridge_0116_c13,0.612012,-0.006454,51,
bridge_0116_c14,1.755551,0.180250,51,
bridge_0116_c15,0.766037,-2.546082,51,
bridge_0116_c16,3.337943,-3.830141,51,
bridge_0116_c17,0.531348,4.015984,51,
bridge_0116_c18,1.504354,-0.048662,51,
bridge_0116_c19,1.591468,1.908369,51,
bridge_0116_c38,2.747136,0.675302,51,
bridge_0123_c01,0.919204,1.892829,51,
bridge_0123_c02,1.637336,5.072667,51,
bridge_0123_c03,0.459527,0.883604,51,
bridge_0123_c04,0.408337,-1.047908,51,
bridge_0123_c05,3.358649,4.002212,51,
bridge_0123_c06,2.434358,4.730358,51,
bridge_0123_c07,2.630075,2.049367,51,
bridge_0123_c08,2.642502,4.496751,51,
bridge_0123_c09,1.113893,1.134201,51,
bridge_0123_c10,3.066742,2.758316,51,
bridge_0123_c11,3.066742,2.758316,51,
bridge_0123_c12,3.424439,5.511221,51,
bridge_0123_c13,0.566443,-0.610556,51,
bridge_0123_c14,1.404779,1.225715,51,
bridge_0123_c15,0.440857,-1.514261,51,
bridge_0123_c16,1.789940,-4.348827,51,
bridge_0123_c20,0.140845,-3.221409,51,
bridge_0123_c21,2.286089,2.773565,51,
bridge_0123_c38,2.102919,1.808910,51,
bridge_0125_c01,2.045553,2.597395,51,
bridge_0125_c02,1.242857,0.483791,51,
bridge_0125_c03,0.574018,-1.320377,51,
bridge_0125_c04,0.361360,-2.870530,51,
bridge_0125_c05,1.304437,0.275382,51,
bridge_0125_c06,1.255699,2.722603,51,
bridge_0125_c07,1.415227,0.391446,51,
bridge_0125_c08,1.440982,0.856865,51,
bridge_0125_c09,1.699155,1.183251,51,
bridge_0125_c10,2.976044,-0.411660,51,
bridge_0125_c11,3.189665,-0.771035,51,
bridge_0125_c12,1.465119,1.527905,51,
bridge_0125_c13,0.808054,0.073191,51,
bridge_0125_c14,2.530229,0.796083,51,
bridge_0125_c15,0.505192,-2.946501,51,
bridge_0125_c16,1.857425,-3.990348,51,
bridge_0125_c26,2.124235,-1.460115,51,
bridge_0125_c27,0.554362,-2.194412,51,
bridge_0125_c37,2.351713,1.222781,51,
bridge_0127_c01,2.121118,3.508267,51,
bridge_0127_c02,2.182544,2.459053,51,
bridge_0127_c03,0.615773,-0.092711,51,
bridge_0127_c04,1.279171,-1.517286,51,
bridge_0127_c05,1.825301,0.552967,51,
bridge_0127_c06,1.790066,4.454794,51,
bridge_0127_c07,1.590843,1.908035,51,
bridge_0127_c08,2.447334,2.633659,51,
bridge_0127_c09,2.045874,2.597626,51,
bridge_0127_c10,1.934194,0.831179,51,
bridge_0127_c11,2.528684,0.795821,51,
bridge_0127_c12,2.127059,3.195106,51,
bridge_0127_c13,1.720401,-2.259965,51,
bridge_0127_c14,2.183923,2.459952,51,
bridge_0127_c15,0.147246,-2.487116,51,
bridge_0127_c16,2.445936,-3.315490,51,
bridge_0127_c26,2.562082,-2.004958,51,
bridge_0127_c27,0.882915,-1.723095,51,
bridge_0127_c38,1.790982,0.424722,51,
bridge_0128_c01,0.725333,1.975808,51,
bridge_0128_c02,1.636158,3.747741,51,
bridge_0128_c03,0.068868,0.191017,51,
bridge_0128_c04,0.342249,-0.931447,51,
bridge_0128_c05,1.404137,1.225505,51,
bridge_0128_c06,1.103028,2.609868,51,
bridge_0128_c07,0.953272,1.461111,51,
bridge_0128_c08,1.636158,3.747741,51,
bridge_0128_c09,0.925710,1.736076,51,
bridge_0128_c10,1.590636,1.907924,51,
bridge_0128_c11,1.201782,1.160881,51,
bridge_0128_c12,0.727371,1.976682,51,
bridge_0128_c13,0.409679,-0.075264,51,
bridge_0128_c14,1.595126,1.583240,51,
bridge_0128_c15,-0.147351,-1.172444,51,
bridge_0128_c16,1.204123,-1.761110,51,
bridge_0128_c20,-1.637336,-5.072667,51,
bridge_0128_c21,2.749063,1.697364,51,
bridge_0128_c38,3.576340,2.477884,51,
bridge_0131_c01,1.603468,3.327221,51,
bridge_0131_c02,1.257085,2.723672,51,
bridge_0131_c03,0.369606,-0.071781,51,
bridge_0131_c04,0.823434,-1.836767,51,
bridge_0131_c05,1.106568,0.898570,51,
bridge_0131_c06,1.383680,3.120078,51,
bridge_0131_c07,1.349828,1.480183,51,
bridge_0131_c08,1.170785,1.277397,51,
bridge_0131_c09,1.839499,2.451427,51,
bridge_0131_c10,1.191377,0.918268,51,
bridge_0131_c11,1.995811,0.574606,51,
bridge_0131_c12,2.194885,3.961376,51,
bridge_0131_c13,0.420701,-0.494215,51,
bridge_0131_c14,1.283745,0.940460,51,
bridge_0131_c15,0.550206,-1.694749,51,
bridge_0131_c16,1.055699,-2.336439,51,
bridge_0131_c22,1.129810,0.166540,51,
bridge_0131_c23,1.555858,0.882150,51,
bridge_0131_c38,1.179092,0.582999,51,
bridge_0132_c02,1.242882,1.437325,51,
bridge_0132_c03,0.494028,-0.685612,51,
bridge_0132_c04,1.380840,-1.430285,51,
bridge_0132_c05,0.987504,0.164939,51,
bridge_0132_c06,0.954345,1.461514,51,
bridge_0132_c07,1.257085,2.723672,51,
bridge_0132_c08,1.920005,2.089449,51,
bridge_0132_c09,1.846809,3.237308,51,
bridge_0132_c10,1.440308,0.856719,51,
bridge_0132_c11,1.297908,0.169335,51,
bridge_0132_c12,1.972235,4.138460,51,
bridge_0132_c13,0.921934,-2.058462,51,
bridge_0132_c14,0.491295,2.283029,51,
bridge_0132_c15,0.053578,-1.844112,51,
bridge_0132_c16,1.110078,-1.707343,51,
bridge_0132_c22,1.757504,-0.057982,51,
bridge_0132_c23,1.564985,1.142894,51,
bridge_0132_c37,1.526795,0.401000,51,
bridge_0141_c01,2.292031,2.777985,51,
bridge_0141_c03,-0.278222,1.461610,51,
bridge_0141_c04,0.465083,-0.246630,51,
bridge_0141_c05,0.548069,3.303440,51,
bridge_0141_c06,1.637336,5.072667,51,
bridge_0141_c07,0.597953,0.802521,51,
bridge_0141_c08,1.079141,3.666010,51,
bridge_0141_c09,1.083106,1.247903,51,
bridge_0141_c10,1.224317,1.881714,51,
bridge_0141_c11,0.873419,1.432009,51,
bridge_0141_c12,1.365766,3.465864,51,
bridge_0141_c13,0.343695,-0.481412,51,
bridge_0141_c14,1.349670,1.480119,51,
bridge_0141_c15,0.382255,-2.319463,51,
bridge_0141_c16,3.324085,-4.175397,51,
bridge_0141_c17,7.665109,16.977713,51,extreme_a
bridge_0141_c18,0.397350,0.089528,51,
bridge_0141_c19,0.929367,0.754457,51,
bridge_0141_c39,1.995701,0.574592,51,
bridge_0144_c01,0.835493,2.439274,51,
bridge_0144_c02,0.599650,2.323467,51,
bridge_0144_c03,0.108498,0.868847,51,
bridge_0144_c04,0.140144,-1.559839,51,
bridge_0144_c05,0.436315,1.086296,51,
bridge_0144_c06,0.323852,2.485235,51,
bridge_0144_c07,0.501645,1.450735,51,
bridge_0144_c08,0.919235,1.892844,51,
bridge_0144_c09,0.310595,1.850531,51,
bridge_0144_c10,0.727318,1.383836,51,
bridge_0144_c11,1.001268,1.221527,51,
bridge_0144_c12,0.865719,2.719483,51,
bridge_0144_c13,0.381641,-0.487603,51,
bridge_0144_c14,1.339601,1.943953,51,
bridge_0144_c15,-0.027488,-1.679674,51,
bridge_0144_c16,1.586187,-2.557410,51,
bridge_0144_c20,-0.201280,-2.465714,51,
bridge_0144_c21,0.357569,1.699603,51,
bridge_0144_c37,0.509225,0.889658,51,
bridge_0147_c01,1.856202,1.231235,51,
bridge_0147_c02,2.369152,2.348201,51,
bridge_0147_c03,0.805669,0.255939,51,
bridge_0147_c04,0.765434,-3.580010,51,
bridge_0147_c05,3.920082,1.050087,51,
bridge_0147_c06,2.252855,1.354493,51,
bridge_0147_c07,0.809053,3.452677,51,
bridge_0147_c08,2.358771,0.915437,51,
bridge_0147_c09,0.311284,1.850643,51,
bridge_0147_c10,3.141649,0.731944,51,
bridge_0147_c11,1.688675,0.911954,51,
bridge_0147_c12,2.180032,1.494136,51,
bridge_0147_c13,0.717609,-0.458868,51,
bridge_0147_c14,2.565629,-0.082736,51,
bridge_0147_c15,0.714484,-2.768720,51,
bridge_0147_c16,1.787784,-4.345740,51,
bridge_0147_c22,3.298365,0.069543,51,
bridge_0147_c23,2.749588,1.697552,51,
bridge_0147_c38,3.903348,0.269896,51,
bridge_0152_c01,0.323314,2.485120,51,
bridge_0152_c02,0.616225,2.117491,51,
bridge_0152_c03,0.040069,0.114368,51,
bridge_0152_c04,0.962558,-2.267013,51,
bridge_0152_c05,0.750194,1.037443,51,
bridge_0152_c06,0.541867,1.103453,51,
bridge_0152_c07,0.510342,0.889804,51,
bridge_0152_c08,0.725733,1.975979,51,
bridge_0152_c09,0.489921,1.094431,51,
bridge_0152_c10,0.905369,0.648136,51,
bridge_0152_c11,0.810694,0.348733,51,
bridge_0152_c12,0.630841,1.484628,51,
bridge_0152_c13,1.531283,-1.958053,51,
bridge_0152_c14,0.567857,0.517433,51,
bridge_0152_c15,0.959499,-2.973533,51,
bridge_0152_c16,2.306450,-4.155272,51,
bridge_0152_c22,1.407302,-0.152858,51,
bridge_0152_c23,1.316833,0.383315,51,
bridge_0152_c37,1.226739,0.376162,51,
bridge_0166_c01,0.822948,2.212091,51,
bridge_0166_c02,0.827082,1.850322,51,
bridge_0166_c03,0.626491,-0.180016,51,
bridge_0166_c04,0.036857,-1.685484,51,
bridge_0166_c05,1.046502,0.669418,51,
bridge_0166_c06,0.798496,1.406424,51,
bridge_0166_c07,1.067142,1.003020,51,
bridge_0166_c08,1.741556,1.647063,51,
bridge_0166_c09,1.117857,1.826953,51,
bridge_0166_c10,1.903866,1.894090,51,
bridge_0166_c11,1.068485,0.364456,51,
bridge_0166_c12,1.380693,3.117395,51,
bridge_0166_c13,0.204701,-0.544920,51,
bridge_0166_c14,1.621303,1.026137,51,
bridge_0166_c15,-0.005465,-1.178191,51,
bridge_0166_c16,1.013418,-2.120239,51,
bridge_0166_c24,-0.085969,-2.010677,51,
bridge_0166_c25,9.522539,17.189558,51,extreme_a
bridge_0166_c38,1.299120,1.191477,51,
bridge_0167_c01,0.428721,2.055320,51,
bridge_0167_c02,1.796127,4.462639,51,
bridge_0167_c03,0.539831,-0.885297,51,
bridge_0167_c04,0.823867,-1.837018,51,
bridge_0167_c05,1.601473,-0.512044,51,
bridge_0167_c06,1.877144,2.972285,51,
bridge_0167_c07,1.226678,0.376157,51,
bridge_0167_c08,1.396601,0.729314,51,
bridge_0167_c09,1.243262,0.483836,51,
bridge_0167_c10,1.731689,-0.533547,51,
bridge_0167_c11,1.297348,0.064294,51,
bridge_0167_c12,0.386918,1.864972,51,
bridge_0167_c13,0.661423,-0.821548,51,
bridge_0167_c14,0.814511,1.052550,51,
bridge_0167_c15,0.313045,-2.084787,51,
bridge_0167_c16,2.304803,-4.153250,51,
bridge_0167_c17,0.308258,3.221047,51,
bridge_0167_c18,1.445176,-2.071185,51,
bridge_0167_c19,1.763561,1.063645,51,
bridge_0167_c38,1.536882,-0.274282,51,
bridge_0170_c01,1.601399,3.325188,51,
bridge_0170_c03,0.358740,0.091699,51,
bridge_0170_c04,0.371499,-2.562954,51,
bridge_0170_c05,1.221851,1.880414,51,
bridge_0170_c06,0.079046,3.195105,51,
bridge_0170_c07,1.341953,1.945251,51,
bridge_0170_c09,2.292418,2.778273,51,
bridge_0170_c10,0.826565,1.850094,51,
bridge_0170_c11,2.747479,1.696797,51,
bridge_0170_c12,0.396807,2.815437,51,
bridge_0170_c13,0.883206,-1.331067,51,
bridge_0170_c14,1.081229,1.247285,51,
bridge_0170_c15,-0.221119,-1.681558,51,
bridge_0170_c16,0.705994,-2.095052,51,
bridge_0170_c20,0.289228,-2.282823,51,
bridge_0170_c21,0.739108,1.813157,51,
bridge_0170_c37,2.052410,0.716690,51,
bridge_0174_c01,1.332619,1.774221,51,
bridge_0174_c02,1.079141,3.666010,51,
bridge_0174_c03,0.113030,0.685803,51,
bridge_0174_c04,-0.086322,-2.010673,51,
bridge_0174_c05,0.487030,0.694655,51,
bridge_0174_c06,1.269797,2.274604,51,
bridge_0174_c07,0.317446,0.776491,51,
bridge_0174_c08,1.733691,1.809350,51,
bridge_0174_c09,0.431514,2.056064,51,
bridge_0174_c10,1.802305,1.360902,51,
bridge_0174_c11,0.847785,0.950403,51,
bridge_0174_c12,1.030858,2.129029,51,
bridge_0174_c13,0.945781,-0.905606,51,
bridge_0174_c14,1.419967,-0.593614,51,
bridge_0174_c15,0.318906,-1.024773,51,
bridge_0174_c16,1.272208,-2.509027,51,
bridge_0174_c24,0.568814,-2.415292,51,
bridge_0174_c25,7.665109,16.977713,51,extreme_a
bridge_0174_c38,1.689321,0.912100,51,
bridge_0175_c01,2.630527,2.267072,51,
bridge_0175_c02,1.649075,1.307888,51,
bridge_0175_c03,0.321803,-0.831681,51,
bridge_0175_c04,0.566613,-1.437380,51,
bridge_0175_c05,1.007304,-0.512866,51,
bridge_0175_c06,1.334235,1.075584,51,
bridge_0175_c07,0.600747,1.114948,51,
bridge_0175_c08,2.146336,0.458506,51,
bridge_0175_c09,1.019028,1.778811,51,
bridge_0175_c10,1.564466,-0.390969,51,
bridge_0175_c11,1.297080,0.064297,51,
bridge_0175_c12,1.620304,1.025876,51,
bridge_0175_c13,1.043654,-1.815848,51,
bridge_0175_c14,1.297351,0.711566,51,
bridge_0175_c15,-0.081731,-2.459982,51,
bridge_0175_c16,1.253149,-3.268639,51,
bridge_0175_c24,1.163095,-2.420259,51,
bridge_0175_c25,0.549491,3.304089,51,
bridge_0175_c37,1.427723,-0.263227,51,
bridge_0177_c01,1.876162,2.971433,51,
bridge_0177_c03,-0.090137,-0.431460,51,
bridge_0177_c04,0.390639,-1.147338,51,
bridge_0177_c05,1.099156,0.572243,51,
bridge_0177_c06,1.379217,3.116069,51,
bridge_0177_c07,0.399241,1.190831,51,
bridge_0177_c09,0.867024,2.720304,51,
bridge_0177_c10,1.403656,1.225347,51,
bridge_0177_c11,0.864131,0.071734,51,
bridge_0177_c12,1.618669,3.026014,51,
bridge_0177_c13,1.115103,-1.710177,51,
bridge_0177_c14,1.146578,1.400133,51,
bridge_0177_c15,0.560868,-3.416567,51,
bridge_0177_c16,0.870456,-2.201760,51,
bridge_0177_c22,1.206008,0.695705,51,
bridge_0177_c23,1.020017,2.823765,51,
bridge_0177_c38,0.852665,1.177065,51,
bridge_0179_c01,0.922865,2.070094,51,
bridge_0179_c03,0.657433,-0.009162,51,
bridge_0179_c04,1.113423,-1.709229,51,
bridge_0179_c05,2.129426,1.644018,51,
bridge_0179_c06,0.963079,2.515957,51,
bridge_0179_c07,0.929270,0.754441,51,
bridge_0179_c09,2.472288,3.877921,51,
bridge_0179_c10,1.053484,2.344375,51,
bridge_0179_c11,2.224452,1.035927,51,
bridge_0179_c12,0.927706,3.090414,51,
bridge_0179_c13,0.686809,-0.274584,51,
bridge_0179_c14,0.907793,0.648483,51,
bridge_0179_c15,0.065185,-1.418109,51,
bridge_0179_c16,1.190492,-1.609709,51,
bridge_0179_c22,2.697082,6.779190,51,
bridge_0179_c23,1.363549,3.463694,51,
bridge_0179_c38,0.973270,1.337370,51,
bridge_0180_c01,0.919204,1.892829,51,
bridge_0180_c03,0.464657,-0.246577,51,
bridge_0180_c04,0.370655,-1.622329,51,
bridge_0180_c05,1.099491,0.572287,51,
bridge_0180_c06,1.017425,1.941772,51,
bridge_0180_c07,0.416850,1.309423,51,
bridge_0180_c08,2.355570,5.244013,51,
bridge_0180_c09,1.428734,2.861625,51,
bridge_0180_c10,1.123291,0.681820,51,
bridge_0180_c11,0.516428,0.167992,51,
bridge_0180_c12,1.858614,3.588691,51,
bridge_0180_c13,0.366155,-0.841435,51,
bridge_0180_c14,1.689439,0.912127,51,
bridge_0180_c15,-0.147552,-1.065946,51,
bridge_0180_c16,1.613610,-3.684854,51,
bridge_0180_c20,0.342296,-4.007457,51,
bridge_0180_c21,0.935485,1.592496,51,
bridge_0180_c38,1.227059,0.376187,51,
bridge_0181_c01,1.840390,2.452047,51,
bridge_0181_c03,0.190962,0.773989,51,
bridge_0181_c04,0.353370,-1.760688,51,
bridge_0181_c05,1.863737,3.594145,51,
bridge_0181_c07,0.347335,1.184239,51,
bridge_0181_c08,3.498674,7.051076,51,
bridge_0181_c09,1.845005,3.235584,51,
bridge_0181_c10,1.566082,2.478088,51,
bridge_0181_c11,1.116450,1.826249,51,
bridge_0181_c12,1.257085,2.723672,51,
bridge_0181_c13,0.322558,0.093846,51,
bridge_0181_c14,1.336794,1.621112,51,
bridge_0181_c15,0.654130,-1.126115,51,
bridge_0181_c16,2.135485,-4.860695,51,
bridge_0181_c21,1.906805,1.720487,51,
bridge_0181_c38,1.621381,3.028442,51,
bridge_0182_c01,0.376486,1.426209,51,
bridge_0182_c02,0.716753,2.160351,51,
bridge_0182_c03,0.454194,-1.394375,51,
bridge_0182_c04,2.621322,-5.025092,51,
bridge_0182_c05,2.306465,-0.075551,51,
bridge_0182_c06,0.288402,1.688800,51,
bridge_0182_c07,1.266885,1.310975,51,
bridge_0182_c08,1.838459,0.946113,51,
bridge_0182_c09,2.181832,2.458588,51,
bridge_0182_c10,2.637109,-0.380388,51,
bridge_0182_c11,1.818408,-1.198753,51,
bridge_0182_c12,0.828331,1.850875,51,
bridge_0182_c13,0.587411,-0.707202,51,
bridge_0182_c14,0.924112,0.070330,51,
bridge_0182_c15,0.140539,-3.221337,51,
bridge_0182_c16,2.455482,-7.235766,51,
bridge_0182_c21,1.768640,0.301055,51,
bridge_0182_c38,1.659479,-0.286585,51,
bridge_0189_c01,1.394954,3.980865,51,
bridge_0189_c02,1.127363,1.530122,51,
bridge_0189_c03,0.971755,-1.133783,51,
bridge_0189_c04,0.915735,-2.433627,51,
bridge_0189_c05,1.241070,-0.244125,51,
bridge_0189_c06,0.077125,3.908596,51,
bridge_0189_c07,1.029411,0.881322,51,
bridge_0189_c08,1.927673,0.310764,51,
bridge_0189_c09,1.454957,1.675377,51,
bridge_0189_c10,1.758212,-0.058007,51,
bridge_0189_c11,1.526697,0.400991,51,
bridge_0189_c12,1.332193,1.619037,51,
bridge_0189_c13,0.964314,-0.310976,51,
bridge_0189_c14,2.053472,0.716862,51,
bridge_0189_c15,0.263391,-1.889786,51,
bridge_0189_c16,1.834444,-5.009912,51,
bridge_0189_c26,1.491866,-1.481812,51,
bridge_0189_c27,0.765951,-2.546019,51,
bridge_0189_c38,1.536650,-0.274259,51,
bridge_0196_c01,1.026993,4.364578,51,
bridge_0196_c03,-0.019144,-0.436642,51,
bridge_0196_c04,0.522575,-0.979334,51,
bridge_0196_c05,1.631073,0.292989,51,
bridge_0196_c06,0.548069,3.303440,51,
bridge_0196_c07,2.118437,3.505538,51,
bridge_0196_c09,2.965439,4.433603,51,
bridge_0196_c10,1.070415,-0.128365,51,
bridge_0196_c11,0.843818,-0.295055,51,
bridge_0196_c13,1.575615,-2.159506,51,
bridge_0196_c14,2.440383,4.738407,51,
bridge_0196_c15,-0.236348,-2.779880,51,
bridge_0196_c16,2.168356,-4.399911,51,
bridge_0196_c24,1.549770,-3.276463,51,
bridge_0196_c38,1.179601,0.583069,51,
bridge_0200_c01,1.171315,1.277579,51,
bridge_0200_c02,1.329872,2.532417,51,
bridge_0200_c03,1.136285,-1.080422,51,
bridge_0200_c04,0.262537,-1.889528,51,
bridge_0200_c05,2.110671,-0.199954,51,
bridge_0200_c06,2.480558,3.208922,51,
bridge_0200_c07,0.433604,0.510826,51,
bridge_0200_c08,1.964622,2.318643,51,
bridge_0200_c09,1.149102,1.024483,51,
bridge_0200_c10,3.414377,-0.451824,51,
bridge_0200_c11,1.910993,0.184762,51,
bridge_0200_c12,1.426122,2.859445,51,
bridge_0200_c13,1.263028,-2.119647,51,
bridge_0200_c14,0.811863,0.348792,51,
bridge_0200_c15,0.569648,-2.415784,51,
bridge_0200_c16,1.399407,-2.616489,51,
bridge_0200_c26,2.400050,-1.403559,51,
bridge_0200_c27,0.725123,-2.297600,51,
bridge_0200_c37,0.632875,1.485225,51,
bridge_0202_c01,1.504151,2.226592,51,
bridge_0202_c02,0.803230,3.448712,51,
bridge_0202_c03,0.664371,0.524429,51,
bridge_0202_c04,1.642169,-1.270925,51,
bridge_0202_c05,0.888198,0.851787,51,
bridge_0202_c06,1.101760,2.608975,51,
bridge_0202_c07,1.119844,1.672336,51,
bridge_0202_c08,2.591585,3.004363,51,
