criterion_id,scenario_id,a_diagnosis,a_strategy,a_math,a_communication,a_affective,b,n_persons
bridge_0144_c08,bridge_0144,0.000000,0.271303,0.000000,0.000000,0.000000,1.638171,51
bridge_0144_c09,bridge_0144,0.000000,0.887646,0.000000,0.000000,-0.379787,1.816922,51
bridge_0144_c10,bridge_0144,0.000000,-1.128665,0.000000,1.667448,0.000000,1.526251,51
bridge_0144_c11,bridge_0144,0.000000,0.000000,0.000000,0.926095,0.000000,1.058780,51
bridge_0144_c12,bridge_0144,0.000000,-0.860092,0.000000,1.584073,0.000000,2.877608,51
bridge_0144_c13,bridge_0144,0.000000,0.000000,0.000000,0.000000,0.874673,-0.486677,51
bridge_0144_c14,bridge_0144,0.000000,0.000000,0.000000,1.172539,0.232968,1.809978,51
bridge_0144_c15,bridge_0144,0.000000,0.000000,0.000000,0.000000,0.191963,-1.699716,51
bridge_0144_c16,bridge_0144,0.000000,0.000000,0.000000,0.000000,1.281605,-2.083005,51
bridge_0144_c20,bridge_0144,-1.412294,1.143237,0.000000,0.000000,0.000000,-2.736434,51
bridge_0144_c21,bridge_0144,0.000000,0.100197,0.000000,0.000000,0.000000,1.658723,51
bridge_0144_c37,bridge_0144,0.000000,0.000000,0.000000,0.489440,0.000000,0.768421,51
bridge_0147_c01,bridge_0147,1.346383,0.000000,0.000000,0.000000,0.000000,0.823802,51
bridge_0147_c02,bridge_0147,1.842280,0.000000,0.000000,0.000000,0.000000,1.759463,51
bridge_0147_c03,bridge_0147,0.000000,0.000000,1.610905,0.000000,0.000000,0.397018,51
bridge_0147_c04,bridge_0147,0.000000,0.000000,0.745979,0.000000,0.000000,-3.423942,51
bridge_0147_c05,bridge_0147,0.000000,0.000000,4.917773,0.000000,0.000000,0.933902,51
bridge_0147_c06,bridge_0147,1.089452,0.000000,2.172927,0.000000,0.000000,1.427206,51
bridge_0147_c07,bridge_0147,0.000000,1.563962,0.000000,0.000000,0.000000,3.971563,51
bridge_0147_c08,bridge_0147,0.000000,1.513505,0.000000,0.000000,0.000000,0.473104,51
bridge_0147_c09,bridge_0147,0.000000,0.590584,0.000000,0.000000,0.260726,1.886598,51
bridge_0147_c10,bridge_0147,0.000000,1.086552,0.000000,1.682172,0.000000,0.215184,51
bridge_0147_c11,bridge_0147,0.000000,0.000000,0.000000,1.439604,0.000000,0.699051,51
bridge_0147_c12,bridge_0147,0.000000,0.261920,0.000000,1.949640,0.000000,1.320895,51
bridge_0147_c13,bridge_0147,0.000000,0.000000,0.000000,0.000000,1.123434,-0.396379,51
bridge_0147_c14,bridge_0147,0.000000,0.000000,0.000000,1.539294,0.182563,-0.287765,51
bridge_0147_c15,bridge_0147,0.000000,0.000000,0.000000,0.000000,0.634391,-2.652622,51
bridge_0147_c16,bridge_0147,0.000000,0.000000,0.000000,0.000000,0.775445,-3.076193,51
bridge_0147_c22,bridge_0147,2.157523,0.000000,0.000000,0.000000,-0.443208,-0.341658,51
bridge_0147_c23,bridge_0147,0.000000,4.767003,0.000000,0.000000,0.000000,1.140771,51
bridge_0147_c38,bridge_0147,0.000000,0.000000,0.000000,4.586976,0.000000,-0.001645,51
bridge_0152_c01,bridge_0152,0.311126,0.000000,0.000000,0.000000,0.000000,2.386922,51
bridge_0152_c02,bridge_0152,0.796354,0.000000,0.000000,0.000000,0.000000,2.012988,51
bridge_0152_c03,bridge_0152,0.000000,0.000000,0.579803,0.000000,0.000000,0.127892,51
bridge_0152_c04,bridge_0152,0.000000,0.000000,0.823654,0.000000,0.000000,-2.029566,51
bridge_0152_c05,bridge_0152,0.000000,0.000000,0.770018,0.000000,0.000000,1.070663,51
bridge_0152_c06,bridge_0152,0.856353,0.000000,-0.479024,0.000000,0.000000,0.862897,51
bridge_0152_c07,bridge_0152,0.000000,0.961185,0.000000,0.000000,0.000000,0.799387,51
bridge_0152_c08,bridge_0152,0.000000,0.686493,0.000000,0.000000,0.000000,1.840051,51
bridge_0152_c09,bridge_0152,0.000000,1.018082,0.000000,0.000000,-0.063612,1.027219,51
bridge_0152_c10,bridge_0152,0.000000,-0.108913,0.000000,0.887601,0.000000,0.481847,51
bridge_0152_c11,bridge_0152,0.000000,0.000000,0.000000,0.698331,0.000000,0.172517,51
bridge_0152_c12,bridge_0152,0.000000,-0.187233,0.000000,0.804255,0.000000,1.394260,51
bridge_0152_c13,bridge_0152,0.000000,0.000000,0.000000,0.000000,4.696052,-1.849313,51
bridge_0152_c14,bridge_0152,0.000000,0.000000,0.000000,0.066907,0.977076,0.584364,51
bridge_0152_c15,bridge_0152,0.000000,0.000000,0.000000,0.000000,0.634391,-2.652622,51
bridge_0152_c16,bridge_0152,0.000000,0.000000,0.000000,0.000000,1.741728,-3.179800,51
bridge_0152_c22,bridge_0152,0.696456,0.000000,0.000000,0.000000,1.092708,-0.260045,51
bridge_0152_c23,bridge_0152,0.000000,0.991930,0.000000,0.000000,0.000000,0.179173,51
bridge_0152_c37,bridge_0152,0.000000,0.000000,0.000000,0.815970,0.000000,0.165051,51
bridge_0156_c01,bridge_0156,1.419538,0.000000,0.000000,0.000000,0.000000,2.576216,51
bridge_0156_c02,bridge_0156,4.054498,0.000000,0.000000,0.000000,0.000000,6.768459,51
bridge_0156_c03,bridge_0156,0.000000,0.000000,0.753794,0.000000,0.000000,-0.297501,51
bridge_0156_c04,bridge_0156,0.000000,0.000000,0.610613,0.000000,0.000000,-0.737067,51
bridge_0156_c05,bridge_0156,0.000000,0.000000,0.815601,0.000000,0.000000,1.191588,51
bridge_0156_c06,bridge_0156,3.284098,0.000000,3.113387,0.000000,0.000000,9.399967,51
bridge_0156_c07,bridge_0156,0.000000,1.685953,0.000000,0.000000,0.000000,1.281595,51
bridge_0156_c08,bridge_0156,0.000000,4.169566,0.000000,0.000000,0.000000,7.274496,51
bridge_0156_c09,bridge_0156,0.000000,7.659528,0.000000,0.000000,-2.898533,1.675840,51
bridge_0156_c10,bridge_0156,0.000000,0.908613,0.000000,0.954121,0.000000,1.364531,51
bridge_0156_c11,bridge_0156,0.000000,0.000000,0.000000,0.698097,0.000000,0.672567,51
bridge_0156_c12,bridge_0156,0.000000,0.792760,0.000000,3.538419,0.000000,6.678794,51
bridge_0156_c13,bridge_0156,0.000000,0.000000,0.000000,0.000000,4.256311,-0.733055,51
bridge_0156_c14,bridge_0156,0.000000,0.000000,0.000000,1.357211,1.271995,2.786722,51
bridge_0156_c15,bridge_0156,0.000000,0.000000,0.000000,0.000000,-0.042498,-3.197898,51
bridge_0156_c16,bridge_0156,0.000000,0.000000,0.000000,0.000000,1.169397,-1.854898,51
bridge_0156_c21,bridge_0156,0.000000,0.271303,0.000000,0.000000,0.000000,1.638171,51
bridge_0156_c37,bridge_0156,0.000000,0.000000,0.000000,2.717158,0.000000,3.128961,51
bridge_0165_c01,bridge_0165,0.298486,0.000000,0.000000,0.000000,0.000000,3.127632,51
bridge_0165_c02,bridge_0165,0.291768,0.000000,0.000000,0.000000,0.000000,3.843676,51
bridge_0165_c03,bridge_0165,0.000000,0.000000,0.593786,0.000000,0.000000,0.296955,51
bridge_0165_c04,bridge_0165,0.000000,0.000000,0.422959,0.000000,0.000000,-0.285051,51
bridge_0165_c05,bridge_0165,0.000000,0.000000,0.670598,0.000000,0.000000,2.918624,51
bridge_0165_c06,bridge_0165,0.600094,0.000000,-0.618570,0.000000,0.000000,3.772901,51
bridge_0165_c07,bridge_0165,0.000000,0.986584,0.000000,0.000000,0.000000,1.034220,51
bridge_0165_c08,bridge_0165,0.000000,0.234498,0.000000,0.000000,0.000000,3.165463,51
bridge_0165_c09,bridge_0165,0.000000,1.883382,0.000000,0.000000,-0.179346,2.253304,51
bridge_0165_c10,bridge_0165,0.000000,1.784829,0.000000,0.217090,0.000000,1.887326,51
bridge_0165_c11,bridge_0165,0.000000,0.000000,0.000000,0.637317,0.000000,1.235438,51
bridge_0165_c12,bridge_0165,0.000000,0.054956,0.000000,0.211362,0.000000,3.145745,51
bridge_0165_c13,bridge_0165,0.000000,0.000000,0.000000,0.000000,1.267098,-1.151118,51
bridge_0165_c14,bridge_0165,0.000000,0.000000,0.000000,0.317316,1.239021,2.409319,51
bridge_0165_c15,bridge_0165,0.000000,0.000000,0.000000,0.000000,0.566960,-1.795542,51
bridge_0165_c16,bridge_0165,0.000000,0.000000,0.000000,0.000000,1.173462,-2.475751,51
bridge_0165_c21,bridge_0165,0.000000,0.234498,0.000000,0.000000,0.000000,3.165463,51
bridge_0165_c37,bridge_0165,0.000000,0.000000,0.000000,1.338830,0.000000,1.067307,51
bridge_0166_c01,bridge_0166,0.796354,0.000000,0.000000,0.000000,0.000000,2.012988,51
bridge_0166_c02,bridge_0166,1.274968,0.000000,0.000000,0.000000,0.000000,1.843342,51
bridge_0166_c03,bridge_0166,0.000000,0.000000,1.200409,0.000000,0.000000,-0.123737,51
bridge_0166_c04,bridge_0166,0.000000,0.000000,0.497748,0.000000,0.000000,-1.750696,51
bridge_0166_c05,bridge_0166,0.000000,0.000000,1.400986,0.000000,0.000000,0.792858,51
bridge_0166_c06,bridge_0166,0.684008,0.000000,0.711897,0.000000,0.000000,1.453814,51
bridge_0166_c07,bridge_0166,0.000000,2.119226,0.000000,0.000000,0.000000,0.887913,51
bridge_0166_c08,bridge_0166,0.000000,1.290659,0.000000,0.000000,0.000000,1.208313,51
bridge_0166_c09,bridge_0166,0.000000,2.669016,0.000000,0.000000,-0.944410,1.908240,51
bridge_0166_c10,bridge_0166,0.000000,0.322612,0.000000,1.440699,0.000000,1.634120,51
bridge_0166_c11,bridge_0166,0.000000,0.000000,0.000000,0.698331,0.000000,0.172517,51
bridge_0166_c12,bridge_0166,0.000000,-0.011833,0.000000,1.649201,0.000000,3.194645,51
bridge_0166_c13,bridge_0166,0.000000,0.000000,0.000000,0.000000,0.657233,-0.567486,51
bridge_0166_c14,bridge_0166,0.000000,0.000000,0.000000,1.009387,1.187247,0.999057,51
bridge_0166_c15,bridge_0166,0.000000,0.000000,0.000000,0.000000,0.129490,-1.187034,51
bridge_0166_c16,bridge_0166,0.000000,0.000000,0.000000,0.000000,1.281605,-2.083005,51
bridge_0166_c24,bridge_0166,0.002446,-0.260097,0.000000,0.000000,0.000000,-1.975860,51
bridge_0166_c25,bridge_0166,0.000000,4.169566,0.000000,0.000000,0.000000,7.274496,51
bridge_0166_c38,bridge_0166,0.000000,0.000000,0.000000,0.890385,0.000000,0.927764,51
bridge_0167_c01,bridge_0167,0.527110,0.000000,0.000000,0.000000,0.000000,1.942516,51
bridge_0167_c02,bridge_0167,4.054498,0.000000,0.000000,0.000000,0.000000,6.768459,51
bridge_0167_c03,bridge_0167,0.000000,0.000000,1.364519,0.000000,0.000000,-0.965623,51
bridge_0167_c04,bridge_0167,0.000000,0.000000,1.615917,0.000000,0.000000,-2.050185,51
bridge_0167_c05,bridge_0167,0.000000,0.000000,1.547840,0.000000,0.000000,-0.331220,51
bridge_0167_c06,bridge_0167,0.174214,0.000000,2.389335,0.000000,0.000000,3.384974,51
bridge_0167_c07,bridge_0167,0.000000,2.072628,0.000000,0.000000,0.000000,0.103130,51
bridge_0167_c08,bridge_0167,0.000000,0.758741,0.000000,0.000000,0.000000,0.490098,51
bridge_0167_c09,bridge_0167,0.000000,2.501726,0.000000,0.000000,-0.737028,0.186350,51
bridge_0167_c10,bridge_0167,0.000000,-0.371356,0.000000,1.258718,0.000000,-0.701693,51
bridge_0167_c11,bridge_0167,0.000000,0.000000,0.000000,0.827860,0.000000,-0.137786,51
bridge_0167_c12,bridge_0167,0.000000,0.228365,0.000000,0.286195,0.000000,1.780877,51
bridge_0167_c13,bridge_0167,0.000000,0.000000,0.000000,0.000000,1.692227,-0.824761,51
bridge_0167_c14,bridge_0167,0.000000,0.000000,0.000000,0.589683,0.503357,0.989588,51
bridge_0167_c15,bridge_0167,0.000000,0.000000,0.000000,0.000000,0.474297,-2.110297,51
bridge_0167_c16,bridge_0167,0.000000,0.000000,0.000000,0.000000,1.319233,-2.854853,51
bridge_0167_c17,bridge_0167,0.302428,-0.006560,0.000000,0.000000,0.000000,3.127617,51
bridge_0167_c18,bridge_0167,0.427693,0.000000,0.989298,0.000000,0.000000,-2.073667,51
bridge_0167_c19,bridge_0167,0.000000,4.798135,0.000000,-0.157142,0.000000,0.831570,51
bridge_0167_c38,bridge_0167,0.000000,0.000000,0.000000,0.995660,0.000000,-0.487107,51
bridge_0170_c01,bridge_0170,1.097308,0.000000,0.000000,0.000000,0.000000,2.645425,51
bridge_0170_c03,bridge_0170,0.000000,0.000000,0.579803,0.000000,0.000000,0.127892,51
bridge_0170_c04,bridge_0170,0.000000,0.000000,0.857757,0.000000,0.000000,-2.721429,51
bridge_0170_c05,bridge_0170,0.000000,0.000000,1.527617,0.000000,0.000000,2.021391,51
bridge_0170_c06,bridge_0170,0.624058,0.000000,-0.647734,0.000000,0.000000,3.053539,51
bridge_0170_c07,bridge_0170,0.000000,1.492809,0.000000,0.000000,0.000000,1.732389,51
bridge_0170_c09,bridge_0170,0.000000,3.703410,0.000000,0.000000,-0.808748,2.612645,51
bridge_0170_c10,bridge_0170,0.000000,-0.261256,0.000000,0.957370,0.000000,1.737411,51
bridge_0170_c11,bridge_0170,0.000000,0.000000,0.000000,1.681503,0.000000,1.195394,51
bridge_0170_c12,bridge_0170,0.000000,0.056422,0.000000,0.215599,0.000000,2.717499,51
bridge_0170_c13,bridge_0170,0.000000,0.000000,0.000000,0.000000,1.842590,-1.350426,51
bridge_0170_c14,bridge_0170,0.000000,0.000000,0.000000,1.234691,0.836910,1.404566,51
bridge_0170_c15,bridge_0170,0.000000,0.000000,0.000000,0.000000,-1.087148,-1.915137,51
bridge_0170_c16,bridge_0170,0.000000,0.000000,0.000000,0.000000,0.640256,-1.990038,51
bridge_0170_c20,bridge_0170,-0.475975,0.916820,0.000000,0.000000,0.000000,-2.443020,51
bridge_0170_c21,bridge_0170,0.000000,0.271303,0.000000,0.000000,0.000000,1.638171,51
bridge_0170_c37,bridge_0170,0.000000,0.000000,0.000000,1.687625,0.000000,0.483824,51
bridge_0174_c01,bridge_0174,1.069553,0.000000,0.000000,0.000000,0.000000,1.429366,51
bridge_0174_c02,bridge_0174,1.027656,0.000000,0.000000,0.000000,0.000000,3.385259,51
bridge_0174_c03,bridge_0174,0.000000,0.000000,0.484368,0.000000,0.000000,0.723600,51
bridge_0174_c04,bridge_0174,0.000000,0.000000,0.298884,0.000000,0.000000,-2.043686,51
bridge_0174_c05,bridge_0174,0.000000,0.000000,0.889342,0.000000,0.000000,0.790550,51
bridge_0174_c06,bridge_0174,0.150995,0.000000,1.328938,0.000000,0.000000,2.294706,51
bridge_0174_c07,bridge_0174,0.000000,0.767368,0.000000,0.000000,0.000000,0.689047,51
bridge_0174_c08,bridge_0174,0.000000,1.339946,0.000000,0.000000,0.000000,1.362287,51
bridge_0174_c09,bridge_0174,0.000000,1.593386,0.000000,0.000000,-0.910616,2.172342,51
bridge_0174_c10,bridge_0174,0.000000,1.144256,0.000000,0.489791,0.000000,0.957625,51
bridge_0174_c11,bridge_0174,0.000000,0.000000,0.000000,0.489440,0.000000,0.768421,51
bridge_0174_c12,bridge_0174,0.000000,0.911373,0.000000,0.073884,0.000000,1.914952,51
bridge_0174_c13,bridge_0174,0.000000,0.000000,0.000000,0.000000,1.692227,-0.824761,51
bridge_0174_c14,bridge_0174,0.000000,0.000000,0.000000,0.704853,0.493561,-0.692663,51
bridge_0174_c15,bridge_0174,0.000000,0.000000,0.000000,0.000000,0.110485,-0.978094,51
bridge_0174_c16,bridge_0174,0.000000,0.000000,0.000000,0.000000,0.619191,-1.981420,51
bridge_0174_c24,bridge_0174,0.192137,0.312577,0.000000,0.000000,0.000000,-2.524214,51
bridge_0174_c25,bridge_0174,0.000000,5.559786,0.000000,0.000000,0.000000,12.623483,51
bridge_0174_c38,bridge_0174,0.000000,0.000000,0.000000,0.982848,0.000000,0.601379,51
bridge_0175_c01,bridge_0175,1.295481,0.000000,0.000000,0.000000,0.000000,1.361171,51
bridge_0175_c02,bridge_0175,1.115217,0.000000,0.000000,0.000000,0.000000,0.901177,51
bridge_0175_c03,bridge_0175,0.000000,0.000000,1.074865,0.000000,0.000000,-0.910598,51
bridge_0175_c04,bridge_0175,0.000000,0.000000,1.061802,0.000000,0.000000,-1.505605,51
bridge_0175_c05,bridge_0175,0.000000,0.000000,1.563328,0.000000,0.000000,-0.437729,51
bridge_0175_c06,bridge_0175,0.387011,0.000000,1.269626,0.000000,0.000000,1.077079,51
bridge_0175_c07,bridge_0175,0.000000,0.986584,0.000000,0.000000,0.000000,1.034220,51
bridge_0175_c08,bridge_0175,0.000000,1.222481,0.000000,0.000000,0.000000,0.156267,51
bridge_0175_c09,bridge_0175,0.000000,0.773162,0.000000,0.000000,0.856417,1.796779,51
bridge_0175_c10,bridge_0175,0.000000,-0.218989,0.000000,1.282141,0.000000,-0.621565,51
bridge_0175_c11,bridge_0175,0.000000,0.000000,0.000000,0.816393,0.000000,-0.135969,51
bridge_0175_c12,bridge_0175,0.000000,-0.539214,0.000000,1.962285,0.000000,0.959176,51
bridge_0175_c13,bridge_0175,0.000000,0.000000,0.000000,0.000000,1.431199,-1.758745,51
bridge_0175_c14,bridge_0175,0.000000,0.000000,0.000000,0.211613,1.984402,0.826878,51
bridge_0175_c15,bridge_0175,0.000000,0.000000,0.000000,0.000000,0.353856,-2.526345,51
bridge_0175_c16,bridge_0175,0.000000,0.000000,0.000000,0.000000,1.205951,-3.094304,51
bridge_0175_c24,bridge_0175,0.551620,0.236827,0.000000,0.000000,0.000000,-2.496054,51
bridge_0175_c25,bridge_0175,0.000000,0.819865,0.000000,0.000000,0.000000,3.336558,51
bridge_0175_c37,bridge_0175,0.000000,0.000000,0.000000,1.137848,0.000000,-0.518836,51
bridge_0176_c01,bridge_0176,0.748676,0.000000,0.000000,0.000000,0.000000,1.078391,51
bridge_0176_c02,bridge_0176,5.483916,0.000000,0.000000,0.000000,0.000000,2.022077,51
bridge_0176_c03,bridge_0176,0.000000,0.000000,1.043049,0.000000,0.000000,-0.799488,51
bridge_0176_c04,bridge_0176,0.000000,0.000000,0.472211,0.000000,0.000000,-1.744054,51
bridge_0176_c05,bridge_0176,0.000000,0.000000,1.066190,0.000000,0.000000,0.627025,51
bridge_0176_c06,bridge_0176,2.819517,0.000000,-1.053991,0.000000,0.000000,3.102825,51
bridge_0176_c07,bridge_0176,0.000000,4.612229,0.000000,0.000000,0.000000,0.640378,51
bridge_0176_c08,bridge_0176,0.000000,4.970629,0.000000,0.000000,0.000000,1.561216,51
bridge_0176_c09,bridge_0176,0.000000,1.366586,0.000000,0.000000,0.533846,1.046826,51
bridge_0176_c10,bridge_0176,0.000000,0.857000,0.000000,0.444073,0.000000,-0.109616,51
bridge_0176_c11,bridge_0176,0.000000,0.000000,0.000000,0.717889,0.000000,-0.118373,51
bridge_0176_c12,bridge_0176,0.000000,0.691422,0.000000,0.429753,0.000000,1.437823,51
bridge_0176_c13,bridge_0176,0.000000,0.000000,0.000000,0.000000,1.661310,-0.496138,51
bridge_0176_c14,bridge_0176,0.000000,0.000000,0.000000,1.200348,0.833934,0.572511,51
bridge_0176_c15,bridge_0176,0.000000,0.000000,0.000000,0.000000,-1.238466,-3.612763,51
bridge_0176_c16,bridge_0176,0.000000,0.000000,0.000000,0.000000,3.722556,-9.976744,51
bridge_0176_c26,bridge_0176,0.836876,0.000000,0.155221,0.000000,0.000000,-1.267112,51
bridge_0176_c27,bridge_0176,0.000000,0.000000,1.571347,0.186551,0.000000,-2.448068,51
bridge_0176_c39,bridge_0176,0.000000,0.000000,-2.932608,4.591239,0.000000,-0.782192,51
bridge_0177_c01,bridge_0177,1.722661,0.000000,0.000000,0.000000,0.000000,2.538222,51
bridge_0177_c03,bridge_0177,0.000000,0.000000,0.286469,0.000000,0.000000,-0.445501,51
bridge_0177_c04,bridge_0177,0.000000,0.000000,0.727098,0.000000,0.000000,-1.165760,51
bridge_0177_c05,bridge_0177,0.000000,0.000000,1.354576,0.000000,0.000000,0.677397,51
bridge_0177_c06,bridge_0177,1.983743,0.000000,-0.185354,0.000000,0.000000,3.213312,51
bridge_0177_c07,bridge_0177,0.000000,0.611391,0.000000,0.000000,0.000000,1.121174,51
bridge_0177_c09,bridge_0177,0.000000,1.188693,0.000000,0.000000,-0.453533,2.597956,51
bridge_0177_c10,bridge_0177,0.000000,-0.331048,0.000000,1.604863,0.000000,1.127387,51
bridge_0177_c11,bridge_0177,0.000000,0.000000,0.000000,0.727846,0.000000,-0.120318,51
bridge_0177_c12,bridge_0177,0.000000,0.736944,0.000000,0.637163,0.000000,2.538279,51
bridge_0177_c13,bridge_0177,0.000000,0.000000,0.000000,0.000000,4.696052,-1.849313,51
bridge_0177_c14,bridge_0177,0.000000,0.000000,0.000000,0.598547,0.675427,1.282996,51
bridge_0177_c15,bridge_0177,0.000000,0.000000,0.000000,0.000000,1.033541,-3.801935,51
bridge_0177_c16,bridge_0177,0.000000,0.000000,0.000000,0.000000,0.619191,-1.981420,51
bridge_0177_c22,bridge_0177,0.873545,0.000000,0.000000,0.000000,-0.056219,0.407022,51
bridge_0177_c23,bridge_0177,0.000000,0.565001,0.000000,0.000000,0.000000,2.466407,51
bridge_0177_c38,bridge_0177,0.000000,0.000000,0.000000,0.618648,0.000000,0.991548,51
bridge_0179_c01,bridge_0179,0.729288,0.000000,0.000000,0.000000,0.000000,1.801037,51
bridge_0179_c03,bridge_0179,0.000000,0.000000,1.209171,0.000000,0.000000,0.067298,51
bridge_0179_c04,bridge_0179,0.000000,0.000000,0.785380,0.000000,0.000000,-1.418776,51
bridge_0179_c05,bridge_0179,0.000000,0.000000,1.800237,0.000000,0.000000,1.526526,51
bridge_0179_c06,bridge_0179,0.377260,0.000000,1.141233,0.000000,0.000000,2.693182,51
bridge_0179_c07,bridge_0179,0.000000,1.191429,0.000000,0.000000,0.000000,0.584163,51
bridge_0179_c09,bridge_0179,0.000000,2.541315,0.000000,0.000000,-0.060296,3.363680,51
bridge_0179_c10,bridge_0179,0.000000,-0.272084,0.000000,2.442573,0.000000,3.227095,51
bridge_0179_c11,bridge_0179,0.000000,0.000000,0.000000,1.439604,0.000000,0.699051,51
bridge_0179_c12,bridge_0179,0.000000,-0.257648,0.000000,1.519523,0.000000,3.299974,51
bridge_0179_c13,bridge_0179,0.000000,0.000000,0.000000,0.000000,4.271369,-0.163600,51
bridge_0179_c14,bridge_0179,0.000000,0.000000,0.000000,0.335649,0.483526,0.558270,51
bridge_0179_c15,bridge_0179,0.000000,0.000000,0.000000,0.000000,0.324644,-1.449710,51
bridge_0179_c16,bridge_0179,0.000000,0.000000,0.000000,0.000000,0.792532,-1.313311,51
bridge_0179_c22,bridge_0179,2.221165,0.000000,0.000000,0.000000,2.721431,8.346751,51
bridge_0179_c23,bridge_0179,0.000000,1.095561,0.000000,0.000000,0.000000,3.051026,51
bridge_0179_c38,bridge_0179,0.000000,0.000000,0.000000,0.973656,0.000000,1.201939,51
bridge_0180_c01,bridge_0180,0.935383,0.000000,0.000000,0.000000,0.000000,1.696134,51
bridge_0180_c03,bridge_0180,0.000000,0.000000,0.749480,0.000000,0.000000,-0.209861,51
bridge_0180_c04,bridge_0180,0.000000,0.000000,0.682460,0.000000,0.000000,-1.656891,51
bridge_0180_c05,bridge_0180,0.000000,0.000000,1.066190,0.000000,0.000000,0.627025,51
bridge_0180_c06,bridge_0180,0.851187,0.000000,0.169712,0.000000,0.000000,1.734480,51
bridge_0180_c07,bridge_0180,0.000000,0.619467,0.000000,0.000000,0.000000,1.242429,51
bridge_0180_c08,bridge_0180,0.000000,1.475614,0.000000,0.000000,0.000000,3.879264,51
bridge_0180_c09,bridge_0180,0.000000,1.330729,0.000000,0.000000,0.712223,2.892112,51
bridge_0180_c10,bridge_0180,0.000000,0.026048,0.000000,0.948996,0.000000,0.484999,51
bridge_0180_c11,bridge_0180,0.000000,0.000000,0.000000,0.406946,0.000000,0.047231,51
bridge_0180_c12,bridge_0180,0.000000,-0.011833,0.000000,1.649201,0.000000,3.194645,51
bridge_0180_c13,bridge_0180,0.000000,0.000000,0.000000,0.000000,0.695659,-0.856179,51
bridge_0180_c14,bridge_0180,0.000000,0.000000,0.000000,0.760345,1.138562,0.817869,51
bridge_0180_c15,bridge_0180,0.000000,0.000000,0.000000,0.000000,-0.438314,-1.097478,51
bridge_0180_c16,bridge_0180,0.000000,0.000000,0.000000,0.000000,0.896475,-2.829023,51
bridge_0180_c20,bridge_0180,0.955120,-1.099151,0.000000,0.000000,0.000000,-4.593331,51
bridge_0180_c21,bridge_0180,0.000000,0.809894,0.000000,0.000000,0.000000,1.397803,51
bridge_0180_c38,bridge_0180,0.000000,0.000000,0.000000,0.943187,0.000000,0.162970,51
bridge_0181_c01,bridge_0181,1.274968,0.000000,0.000000,0.000000,0.000000,1.843342,51
bridge_0181_c03,bridge_0181,0.000000,0.000000,0.926445,0.000000,0.000000,0.898810,51
bridge_0181_c04,bridge_0181,0.000000,0.000000,0.472211,0.000000,0.000000,-1.744054,51
bridge_0181_c05,bridge_0181,0.000000,0.000000,1.107216,0.000000,0.000000,2.824998,51
bridge_0181_c07,bridge_0181,0.000000,0.611391,0.000000,0.000000,0.000000,1.121174,51
bridge_0181_c08,bridge_0181,0.000000,4.169566,0.000000,0.000000,0.000000,7.274496,51
bridge_0181_c09,bridge_0181,0.000000,2.541315,0.000000,0.000000,-0.060296,3.363680,51
bridge_0181_c10,bridge_0181,0.000000,0.837111,0.000000,0.604942,0.000000,2.097792,51
bridge_0181_c11,bridge_0181,0.000000,0.000000,0.000000,0.945206,0.000000,1.617838,51
bridge_0181_c12,bridge_0181,0.000000,0.736944,0.000000,0.637163,0.000000,2.538279,51
bridge_0181_c13,bridge_0181,0.000000,0.000000,0.000000,0.000000,0.907205,0.138703,51
bridge_0181_c14,bridge_0181,0.000000,0.000000,0.000000,0.110663,1.551283,1.638954,51
bridge_0181_c15,bridge_0181,0.000000,0.000000,0.000000,0.000000,0.397031,-1.012708,51
bridge_0181_c16,bridge_0181,0.000000,0.000000,0.000000,0.000000,1.500865,-3.869727,51
bridge_0181_c21,bridge_0181,0.000000,1.685953,0.000000,0.000000,0.000000,1.281595,51
bridge_0181_c38,bridge_0181,0.000000,0.000000,0.000000,0.759928,0.000000,2.280879,51
bridge_0182_c01,bridge_0182,0.634669,0.000000,0.000000,0.000000,0.000000,1.318877,51
bridge_0182_c02,bridge_0182,0.796354,0.000000,0.000000,0.000000,0.000000,2.012988,51
bridge_0182_c03,bridge_0182,0.000000,0.000000,1.061802,0.000000,0.000000,-1.505605,51
bridge_0182_c04,bridge_0182,0.000000,0.000000,1.305206,0.000000,0.000000,-3.027215,51
bridge_0182_c05,bridge_0182,0.000000,0.000000,2.093077,0.000000,0.000000,0.099733,51
bridge_0182_c06,bridge_0182,1.877473,0.000000,-1.549163,0.000000,0.000000,1.580540,51
bridge_0182_c07,bridge_0182,0.000000,1.253834,0.000000,0.000000,0.000000,1.067695,51
bridge_0182_c08,bridge_0182,0.000000,1.518078,0.000000,0.000000,0.000000,0.591295,51
bridge_0182_c09,bridge_0182,0.000000,1.524949,0.000000,0.000000,1.122881,2.103425,51
bridge_0182_c10,bridge_0182,0.000000,-0.138071,0.000000,2.168471,0.000000,-0.607519,51
bridge_0182_c11,bridge_0182,0.000000,0.000000,0.000000,1.159394,0.000000,-1.436729,51
bridge_0182_c12,bridge_0182,0.000000,0.035595,0.000000,0.549422,0.000000,1.640944,51
bridge_0182_c13,bridge_0182,0.000000,0.000000,0.000000,0.000000,1.675384,-0.711212,51
bridge_0182_c14,bridge_0182,0.000000,0.000000,0.000000,0.385664,0.550449,0.003895,51
