model,scenarios,criteria,precision_reached,mwle_ok,theta_online_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_online_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding,theta_online_presentation,theta_batch_presentation,theta_mwle_presentation,final_se_presentation,scorable_evals_presentation,theta_full_correctness,theta_full_scaffolding,theta_full_presentation
OpenBMB/MiniCPM4-0.5B,50,303,False,True,-0.539808,-0.5754824518175219,-0.5839779176128026,0.238563,215,-1.02293,-0.9917798502713596,-1.173266881843334,0.302005,76,-1.065652,-1.1313293914403135,-1.2232918534636839,0.301018,43,-0.7309695437131426,-0.7831152888917146,-1.225557705856703
Qwen/Qwen1.5-1.8B,50,289,False,True,-2.468791,-3.3729177511432513,-6.778992783720981,0.309835,214,-0.160326,-0.16088466045390043,-0.1684590183538841,0.327867,54,-2.049909,-2.3712988496628267,-2.7880227797088835,0.330544,42,-3.6838450697504266,-0.2606380486180522,-2.6672516434914337
Qwen/Qwen1.5-1.8B-Chat,50,291,False,True,-1.398596,-1.577671480509956,-1.703055287582437,0.275884,212,-0.697323,-0.6941970880689385,-0.7525991560771287,0.320534,65,-1.368116,-1.417793708839376,-1.559465428330606,0.326037,40,-1.6249139253641227,-0.6751935607783106,-1.6638143459343593
ai-forever/mGPT,50,304,False,True,-2.51136,-3.4574135965570347,-5.171154394417356,0.316362,224,2.169445,2.3104560828756635,3.361673939812891,0.311307,64,-2.672727,-3.2554482508852876,-4.937890102699202,0.35989,45,-5.061919334625738,2.839822693720219,-3.715044315694681
allenai/OLMo-1B-hf,50,321,False,True,-2.550696,-3.519822927234408,-4.940380335175178,0.291753,243,2.149157,2.209982123322929,3.2079555211987296,0.308286,62,-2.139809,-2.4499941129707974,-2.881343869536942,0.325585,47,-5.090998907028368,2.868075183854712,-2.547593786161859
allenai/OLMo-2-0425-1B-DPO,50,287,True,True,0.288315,0.24761323319177034,0.28303329319441806,0.217385,201,-0.893968,-0.908106485808803,-1.0320407785817225,0.295637,79,-0.498963,-0.5242845986404913,-0.5455683398167881,0.296815,39,0.19958059221491806,-1.2029842945606908,-0.2412586626079246
allenai/OLMo-2-0425-1B-Instruct,46,257,True,True,0.204615,0.15579252037267033,0.19747950730822053,0.250799,178,-0.881217,-0.8957973933441304,-1.0595773930640602,0.296273,72,-0.869192,-1.0300485778480868,-1.116343922124756,0.297743,37,0.2927115157104076,-1.1582882257048526,-0.6213257409110587
arcee-ai/raspberry-3B,34,224,True,True,1.007028,0.9772695552696204,1.0475953273451661,0.187297,170,0.117468,0.05502718289931308,0.14731983630809486,0.296727,47,-0.123546,-0.17086037725301853,-0.12325610485470909,0.297239,30,1.1929486610647095,0.04529580278861531,-0.04943255415070208
google/gemma-2b,50,302,False,True,-1.179075,-1.3457778678184564,-1.4107271770575676,0.233418,222,0.079822,0.056140187574194346,0.07766169589178987,0.318117,63,-1.707594,-1.8697651614707054,-2.103790305161687,0.326092,41,-1.4055362309673474,1.1652993903831415,-2.109651990757984
h2oai/h2o-danube-1.8b-chat,50,299,False,True,-1.32948,-1.5012572797857564,-1.5923196428427542,0.251532,219,-0.916111,-0.9099962663982378,-1.0703400401199743,0.310034,68,-1.308627,-1.3669096951132695,-1.5025598059481848,0.321369,40,-1.6538082681756223,-0.22341901175464352,-1.7829084694052892
h2oai/h2o-danube2-1.8b-chat,50,297,False,True,-1.238612,-1.3446476553040123,-1.4145055462676075,0.251337,222,-0.18078,-0.1759886311076551,-0.18377607064059368,0.322031,61,-1.203134,-1.2416636756805168,-1.3555085502426678,0.319888,40,-1.2107595120747068,-0.057961873519666994,-1.5002676846375593
ibm-granite/granite-7b-instruct,50,302,True,True,-0.507809,-0.5393013793364186,-0.5440622067577886,0.224606,222,0.564539,0.5456179857281445,0.6229553873761238,0.290998,69,-1.180464,-1.3096898646910826,-1.4280756895771927,0.299578,41,-0.6133362135019761,1.0959532349765202,-1.534478262066175
ibm/PowerLM-3b,44,273,True,True,0.654517,0.5915573980611453,0.637531804643777,0.209269,199,-0.276087,-0.3224803694094997,-0.3176544482773968,0.288967,68,0.007938,-0.019679713864110184,0.025742920744141043,0.29567,34,0.4326166965993787,-0.2762652890848616,-0.37039793395122333
nvidia/AceInstruct-1.5B,25,165,True,True,1.535068,1.4703962578038476,1.5335333583269608,0.181867,126,-0.253341,-0.5485325603845604,-0.4121022944633293,0.297729,36,0.166072,0.09017275190277962,0.17014740280272436,0.295809,23,1.3991905056278826,-0.8609824847198984,0.38281614896923455
openbmb/MiniCPM-1B-sft-bf16,50,309,False,True,-2.430305,-3.092926142849458,-4.150043462109005,0.310789,228,1.618322,1.685707158082167,1.9078859032304096,0.34488,60,-2.706127,-2.925042324885692,-3.7128717093018535,0.38561,49,-3.9547321688854122,2.0714074969477667,-3.267019423822616
openlm-research/open_llama_3b,50,318,False,True,-1.599082,-1.853080911543774,-1.9561355528235806,0.241856,239,1.405396,1.3707070940294253,1.6509360667086503,0.2979,58,-2.089483,-2.3305164027071292,-2.7042814983599945,0.333374,47,-1.9164731782800861,1.6627059245301676,-2.3714881290236858
pankajmathur/orca_mini_3b,50,305,False,True,-1.421761,-1.575082552642191,-1.67210505193327,0.256988,227,-0.014456,-0.030014196783225994,-0.006958068521082688,0.332536,61,-2.018175,-2.1393476630864487,-2.4474379733868945,0.346483,42,-1.884828082114335,0.5953348404482596,-2.6113767237066514
pankajmathur/orca_mini_v9_5_3B-Instruct,46,272,True,True,0.689169,0.5348764755257173,0.5771816202954118,0.217392,196,0.27132,0.26094941601649124,0.3101236622507658,0.287412,71,-0.276555,-0.2960764633536177,-0.28584887063009606,0.299171,37,0.80030107742713,0.31680455329529783,-0.28977258199215195
stabilityai/stablelm-2-1_6b-chat,50,280,False,True,-0.915438,-0.9776439211967918,-1.0203796101123404,0.27236,197,-0.929266,-0.9029034633364628,-1.023691682384558,0.298493,80,-1.12822,-1.2907437955223584,-1.4176752156138013,0.305848,37,-0.7676271564544938,-0.983384482168437,-1.5454686431621691
tiiuae/Falcon3-1B-Instruct,47,276,True,True,0.631929,0.5554240276217322,0.6113844930928528,0.224635,191,-1.272748,-1.2258404514621999,-1.3657856119012206,0.273254,82,-0.283936,-0.30227645568018374,-0.2960973458769209,0.29681,38,0.809490942132138,-1.2982036119217306,0.14292408084170302
tiiuae/Falcon3-3B-Instruct,36,215,True,True,2.399098,2.33036506982841,2.4053588667178047,0.12529,166,-0.708218,-0.8103726399221136,-0.8151994489237583,0.298669,45,0.261604,0.2373752161431673,0.3016670500869992,0.29986,27,2.200008593358347,-1.0209673441868095,0.6678153954606688
utter-project/EuroLLM-1.7B,50,320,False,True,-2.003579,-2.43184422843354,-2.7047077449814045,0.26311,237,1.564118,1.647773605368203,1.898558890297308,0.289827,70,-1.597428,-1.7985777053431151,-1.9983746894586003,0.304947,46,-3.121698640315408,1.430745027632819,-1.74906170554596
utter-project/EuroLLM-1.7B-Instruct,50,305,False,True,-1.875216,-2.1623185138102796,-2.397675310084637,0.283663,230,0.511148,0.5161232349060112,0.5763531366009979,0.319081,55,-1.582621,-1.678654772335026,-1.852653592104846,0.318855,45,-2.259676713012738,0.021499066637658062,-1.7922934057005655
