model,full_correctness,baseline_correctness,batch_correctness,trial1_correctness,trial2_correctness,trial3_correctness,trial4_correctness,trial5_correctness,trial6_correctness,trial7_correctness,trial8_correctness,trial9_correctness,trial10_correctness,sd_correctness,range_correctness,full_scaffolding,baseline_scaffolding,batch_scaffolding,trial1_scaffolding,trial2_scaffolding,trial3_scaffolding,trial4_scaffolding,trial5_scaffolding,trial6_scaffolding,trial7_scaffolding,trial8_scaffolding,trial9_scaffolding,trial10_scaffolding,sd_scaffolding,range_scaffolding,full_presentation,baseline_presentation,batch_presentation,trial1_presentation,trial2_presentation,trial3_presentation,trial4_presentation,trial5_presentation,trial6_presentation,trial7_presentation,trial8_presentation,trial9_presentation,trial10_presentation,sd_presentation,range_presentation
Qwen/Qwen3-1.7B,2.6666666666666767,2.6191581946052023,2.6666725297629,2.685212013928906,2.6838672561271966,2.6680987745982994,2.685926028868045,2.686536440305539,2.695886176846746,2.7009545061516773,2.6939291200983093,2.7041291854732843,2.658875995852713,0.013316807897477953,0.045253189620571455,-1.6137417317219078,-1.0189369958496943,-1.1387223566859503,-1.2650604267805488,-1.239082917580078,-1.254309295444671,-1.3699381290753345,-1.2788243964563373,-1.1769336266649684,-1.2398562197764937,-1.5072165900415135,-1.2490122696313275,-1.2121048515895507,0.08948371928754813,0.33028296337654517,2.2214289353013887,0.0,4.066988820879035e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen/Qwen3-4B,3.7333333333339302,3.3319227600889496,4.042214120858019,4.2428150485136324,3.9975555354583534,3.7856585669605805,3.8312509577280682,3.9368124441861956,6.494806708272881,4.034323773431335,3.975406629904113,4.042615294365267,5.249321519372572,0.8146547308617247,2.7091481413123004,-1.6489452099091297,-0.792368352373736,-1.3799588011807484,-2.0584217924554364,-0.9497465248036966,-1.38001933334283,-1.2523305116872323,-1.3128984911508566,-4.723456282662302,-0.9578415576327911,-1.3374553768363564,-1.5690336942916425,-2.9859578533057625,1.1137833208857184,3.7737097578586054,2.398724214095899,0.0,7.181102900065045e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,-2.281855603855712,-1.3530703130972865,-1.773478226153318,-1.7260625383798147,-1.7598330519496594,-1.764389189506919,-1.6041471708969106,-1.7843794189498763,-1.733250657618998,-1.7549880193185212,-1.7422003463770683,-1.7723086043551526,-1.8059192032218823,0.05200650395686024,0.20177203232497165,-1.104990861260086,-0.7352213265116299,-0.9660921141703329,-0.96607107837647,-0.964704808145325,-0.9694733010776675,-0.9579340086131379,-0.9953664740685834,-0.9667488844037928,-0.9884993969805271,-0.9231714323685819,-0.930730460993432,-0.9604741963140038,0.021026473963607878,0.07219504170000146,-1.8606788346282321,-1.0344143846011367,-1.19578578997334,-1.1560002112123502,-1.17778999184003,-1.1471486128034734,-1.1721383667008858,-1.150922164628485,-1.1604375118788086,-1.0497448128040971,-1.0580766486884434,-1.1698077050232998,-1.1568201532123406,0.043970194646204004,0.12804517903593293
allenai/OLMo-2-0425-1B,-0.7322314441307712,-0.7043140733004897,-0.833931479215273,-0.7472009657847016,-0.7561606486655329,-0.6794539444677024,-0.8033809383172547,-0.7859998831327467,-0.7779640064294138,-0.7804598676231432,-0.7937980086341487,-0.8059980442308311,-1.0554767765659774,0.09254120062640096,0.37602283209827503,-0.2564592033801486,-0.07741939636484386,-0.12197096969169144,-0.10816109974848848,-0.10666916511849164,0.09687458653018,-0.09361281954468995,-0.17040201117729792,-0.02576417810182248,-0.10651246278658173,-0.09156705434382603,-0.0725311659343824,-0.020689578895395112,0.06890507306317542,0.2672765977074779,-0.16457925097805165,0.4386697550228581,0.3887248562384157,0.432972017516463,0.4153084565553235,0.47555994226500636,0.41694882157763097,0.4048460105052625,0.38017805981097047,0.5344367573166764,0.4440614265889291,0.5568401955374068,0.45070524768001174,0.05359032675983593,0.17666213572643635
allenai/OLMo-2-1124-7B,1.0666666568509486,0.9332085662723338,0.8725604052047138,0.9801595540848114,0.964824946635548,0.8948041373514639,0.9308472526325878,0.9266867972063811,0.9362993272187812,1.0255584092437018,0.9615281483083559,0.9220824944822444,0.894968978019967,0.03812662232291123,0.13075427189223787,-0.3657059275872287,-0.33468235830397874,-0.22838163152055246,-0.20477394403409904,-0.22250732783780064,-0.2639886239711065,-0.2383225370678193,-0.2362409169367239,-0.00369750474209948,-0.28228566815742556,-0.011261756139622076,-0.33875045513098684,-0.19259779692726034,0.10374827026569182,0.3350529503888874,0.8326900744175734,0.6313271802856268,0.6288054956109622,0.7020727793180049,0.6636661746116006,0.6568403668273465,0.6649188123750421,0.6553636795116075,0.6468801300289003,0.6428557371632084,0.6387144774927018,0.6555556249110197,0.9319338980452798,0.08368293115645471,0.293219420552578
bigscience/bloom-1b1,-4.188749576055357,-2.0659384700653933,-3.0392327282009903,-2.855405558454368,-2.8511024716304445,-2.9520452885679274,-2.664254527760487,-2.6429958271126623,-2.9262487155825343,-2.899030372662263,-2.8812266320898647,-2.3552291697375827,-3.0412555705041644,0.18967650063914096,0.6860264007665817,0.34657361802578845,0.3390089652742057,0.2595892641002126,0.26300409051313983,0.2702828076958786,0.26733559291230385,0.2699406328398098,0.26388643679283846,0.28759973071809763,0.28973854441980057,0.26689200159825927,0.2668296287826958,0.2807224887432601,0.009266783464359685,0.026734453906660738,-3.781592729516882,-1.7394466433154552,-2.5624185897487255,-2.4139492891734804,-1.930172316776812,-2.614483517377909,-2.486614838716993,-2.505878160533579,-2.368332380050534,-2.22115805569624,-2.5347167226237164,-2.306770529036732,-2.4167459710378174,0.18485369830089796,0.684311200601097
bigscience/bloom-1b7,-4.721957860506828,-2.0950844967975963,-3.1168221028020824,-3.1367636607808946,-2.4165650272862367,-2.2586872988227884,-2.8352237717319575,-2.937186375462191,-3.0029577396366993,-3.0968298515600114,-2.950559977838228,-2.968541021218488,-2.7990007957608953,0.27160666522368415,0.8780763619581062,-0.0659929162268581,0.17343987275629766,0.05133542694758214,0.06695004284368207,0.17417682058582054,0.0838146134728169,0.05355992132469744,0.06818923961273408,0.06186987221371899,0.06502257674012467,0.06084435705236538,0.06123052627483535,0.07238539655877536,0.03334788464149245,0.1206168992611231,-3.7797119553605816,-1.6271661275288598,-2.398792932255509,-2.179433164270057,-2.3199804516466545,-2.259811861156533,-2.1216409319667493,-2.282317675166166,-1.941489478375117,-1.7348486959325984,-2.0606099556666315,-2.3004831750379444,-2.3705316568656296,0.1883405278235468,0.6356829609330312
bigscience/bloom-3b,-3.645342353444767,-2.034184505372611,-3.035542688837017,-3.0060646472107173,-2.5588922608776143,-3.0254385375472608,-2.9360149708505054,-2.7190470530856663,-2.730722795013496,-2.437519927708339,-3.0353031161672797,-2.870902930266204,-2.2939997408076347,0.24782794148205423,0.741303375359645,-0.11369143365933979,0.1721371935078631,0.06840533446625634,0.07630821172749436,0.07372240679148545,0.08551244081531395,0.0757357545830243,0.09000486247672052,0.13045135608664982,0.18464197177641176,0.08005377606746818,0.09171566414889783,0.08243945478075457,0.033060917783358575,0.1109195649849263,-2.89885165525475,-1.497092625265759,-2.069478172658838,-1.9533561791543934,-1.9768154607489223,-1.8775594059959804,-1.9927617390829429,-1.9865507656565011,-1.9937106270488258,-1.9199617523034889,-2.0008185960156837,-1.9455005184189953,-2.148264396248544,0.0671913554436505,0.27070499025256356
bigscience/bloom-560m,-5.585320463198977,-2.1437341361010556,-3.1169126716895192,-3.100334116838693,-2.646950676944544,-2.927114227881378,-3.0809073776777627,-3.1266878585550453,-2.67138247308534,-3.0207447371161567,-2.8955473647867795,-2.700478835140381,-3.2466860375252313,0.19962658271988043,0.5997353605806874,0.29705280204643925,0.4727325063542134,0.39925601730347926,0.4033408238821313,0.45414498910262047,0.4020268255261408,0.41567859175995514,0.4103470782095889,0.446676260340598,0.4232332762195205,0.40168208787854276,0.42094186522586297,0.4081303698702485,0.01748901642978871,0.05246290122407771,-4.81621870005172,-1.7394466433154552,-2.562418589748716,-2.4511036756640516,-2.4273043292684893,-2.311526226386181,-2.485808782160694,-2.5113168671483885,-2.595842440706211,-1.8817020754585794,-2.2324854425474627,-1.8675600389913225,-2.389288154635555,0.24041888659515886,0.7282824017148883
bigscience/bloom-7b1,-2.735120989169155,-1.762850623147832,-2.3494100640375843,-2.249177255024881,-2.2716599675440086,-2.2160462968686367,-2.323601155755046,-2.3416551722469205,-2.4196269004919095,-2.2154678332212314,-1.9666595198200536,-2.367685500495151,-2.143842585739974,0.12279395695741656,0.45296738067185593,-0.15165527724988861,0.004247902991422376,-0.1449168947345266,-0.11607869324829634,-0.1153558447751276,-0.08381177290343896,-0.12925823786818585,-0.10711134324076715,-0.12933762583172292,-0.11122585148507945,-0.1390837242994553,-0.12812851064385156,-0.13549018855329914,0.01558887276232658,0.05527195139601636,-1.9271481101249477,-1.4001833334338476,-1.7944612995576792,-1.701050403622726,-1.7339211274311477,-1.7723834703012253,-1.750818189635558,-1.7814493297805867,-1.4397981762057714,-1.5514002439695056,-1.723197817972028,-1.756359029827224,-1.717748680775228,0.10435870138956566,0.34165115357481524
bigscience/bloomz-1b7,-5.508037212300402,-2.463648910019795,-3.1936576081386407,-2.8995396415094614,-2.95743934245831,-3.176242408216426,-3.049584862639253,-3.240292029627191,-3.1158839929596036,-2.8598221007036826,-3.06451657721438,-2.8329864193676833,-3.1267472354594044,0.1318814996375439,0.40730561025950784,1.6362841746622372,1.5903396361136022,1.6185803420650622,1.6446655813006357,1.6170491670765328,1.6050454241575205,1.6704374438025342,1.6551988912257634,1.6268277252705832,1.656135169365107,1.618793762172728,1.685247391625326,1.6919803633590575,0.028374448235355496,0.08693493920153705,-4.451483709052221,-1.7394466433154552,-2.5624185897487237,-2.2187810700275534,-2.3649829139410383,-2.500918722575358,-2.405725678262867,-1.9771064938612348,-2.2964870039276333,-2.4386832647763765,-2.445384787687784,-2.26275382450264,-2.4331066115952225,0.14638433157367428,0.5238122287141234
bigscience/bloomz-3b,-5.061512788272009,-2.3861823691533326,-3.0969271836371584,-3.227297131699046,-3.041970834182694,-2.8170355803070444,-3.022780304130311,-2.9694050249074557,-3.005577818552577,-2.9482492898693287,-3.076288460960099,-2.9360856910429467,-3.1778480386654158,0.1129815594730505,0.4102615513920016,1.4649264394582617,1.4729407327932527,1.4980108107598562,1.4957016094531852,1.5203513086519054,1.5446474810237845,1.5242657932468955,1.5326959353077847,1.5230352367771702,1.5187518942646863,1.5867265246654112,1.5637688760081494,1.478203236706975,0.029540303961300286,0.10852328795843613,-4.4849633188352245,-1.7394466433154552,-2.562418589748719,-1.917669423126986,-2.3308640831511056,-2.501636152092888,-2.3305954434243543,-2.5624616787587247,-2.4608798261161136,-2.2342620144330696,-2.609959187574631,-2.27762077084447,-2.4999994408050097,0.19279202940072065,0.6922897644476449
bigscience/bloomz-7b1,-5.201485934644951,-2.7208480490096054,-3.5845272248871973,-3.4502978298065514,-3.3406930697560075,-3.558881878431321,-3.592579018630211,-3.520572942665118,-2.630654062102437,-3.657478769011812,-3.397192712091987,-4.7519177692318095,-3.394930818295707,0.4900066180640101,2.1212637071293727,2.48240560582155,2.1121783322453336,2.1941661797230863,2.203541575460153,2.299745496028952,2.360233944520504,2.2060313915256797,2.1729541012663858,2.106332001112755,2.1321844851378375,2.3300945997551596,2.2511037892977845,2.1886546792575885,0.07946581570522124,0.2539019434077492,-4.477693193685148,-1.7807500179790168,-2.6247275153775576,-2.4788533244191076,-2.4929502610740784,-2.5275498096937885,-1.8567222793690557,-2.377091224475861,-2.374301737575336,-2.551923803426256,-2.594883792190276,-2.6234958338970307,-1.9281653734030404,0.256385501847033,0.766773554527975
deepseek-ai/deepseek-coder-6.7b-base,-0.8017729812967663,-0.7575803081394763,-0.823991520612406,-0.8128238790471844,-0.7582160188267785,-0.8060203512661896,-0.7864008606888736,-0.828911473868232,-0.8230455335044545,-0.8102041161895195,-0.8239420515530046,-0.8156531645180412,-0.8089783902173069,0.019877074027970655,0.07069545504145358,-0.2020305805649237,-0.013388086947866052,-0.04677008647617989,-0.03687537624104496,-0.03324276696370529,-0.04456139009214552,-0.03220410316304625,-0.03319682385209027,-0.014722128490198626,-0.03917289241848823,-0.03228773545709831,-0.04490465440633447,-0.036049295527912875,0.008021744415830444,0.030182525916135843,-0.31404459961367465,-0.7231247095130664,-0.8362118493402481,-0.814010268861297,-0.8035168058754686,-0.8066892261395824,-0.7883352615906443,-0.7784276944577567,-0.7837761792700757,-0.787267399122673,-0.8162013517999871,-0.7906235990717444,-0.7276299249289351,0.02407551724676989,0.08857142687105202
deepseek-ai/deepseek-llm-7b-base,-2.1770446960423135,-1.7968818847279389,-2.498406989680112,-2.4051872183376966,-2.461253175380299,-2.2601223975856306,-2.3801315896524433,-2.0906369341818327,-2.5725764140062446,-2.3270941286995463,-2.34384909302933,-2.283739588599865,-2.3660619889519885,0.1210043217721532,0.4819394798244119,0.011665298708408321,0.09976282951906537,-0.006957120034896225,0.003107848686512815,-0.0035443766802443002,0.061528163022049505,0.0014779920920893856,0.10101798697378397,0.0259547607933425,0.0034240488865722135,0.0009894075861921047,0.0368529476684592,8.249236174895514e-05,0.03275389382903636,0.10456236365402827,-3.67888230822386,-1.6876749257138846,-2.4907465883824,-2.4327520559887015,-2.478033307575312,-2.2916163121846265,-2.3371730406594646,-2.1013752150887894,-2.5677023048921694,-2.241782254397488,-2.3909208118462986,-2.4481429456642383,-2.2855666739775824,0.12752568528386424,0.46632708980338
deepseek-ai/deepseek-math-7b-base,-4.018120250811868,-2.021519274895547,-2.5190813466018365,-2.5739195572822138,-2.6091341127601906,-2.6057905864063087,-2.4674983669976087,-2.1446184511722644,-2.390316824004315,-2.438790102496193,-2.0593699524889018,-2.36220282570301,-2.434367938888875,0.1748164514202803,0.5497641602712888,0.6362583461311999,0.85497435285389,0.8322577174327876,0.8582935757793758,0.839358002991373,0.8612323220713475,0.8497185513213119,0.8398638147729763,0.8513993597467098,0.8428766566381302,0.8377285343651677,0.863257453875619,0.8750803396988931,0.011763155431549639,0.037351805333725396,-4.800198604068888,-1.7394466433154552,-2.562418589748721,-2.557456611533556,-2.413299779436246,-2.427126877210999,-2.550756660843317,-2.4038380388378426,-2.4216931882005586,-2.036314148279297,-2.3532719520036918,-2.471046898989877,-1.8669397842659528,0.211599642332973,0.6905168272676032
facebook/opt-1.3b,-2.0296652094711143,-2.1639888320024565,-2.802465976809165,-2.744928442105772,-2.9969181608915565,-2.8987400836155226,-2.9436919217737043,-2.76263890041738,-2.7797358276446142,-2.490075377904796,-2.8226850045784704,-2.4112340796418086,-2.055420876827167,0.2750362553433494,0.9414972840643894,0.9537338235589216,1.0149136564019745,1.0125810164020124,1.0338972450731876,0.9859776993270424,1.0444557438166382,1.0226261568565456,0.9880859331096594,1.0329036532757798,1.0812827021410036,1.0132697300959144,1.0951776674842717,1.0673340043717814,0.03480064725134669,0.10919996815722932,-2.3182583348496824,-1.7394466433154552,-2.562418589748722,-2.3170474296330332,-2.348795398558843,-2.5291070906979556,-2.320289819214296,-2.332328887194918,-2.177553464730782,-2.2056739937431042,-2.4545464367366896,-2.0827475835526337,-2.394382949634618,0.12564260956248588,0.4463595071453219
facebook/opt-2.7b,-2.011890195970368,-1.8515233077566877,-2.130931769265729,-2.1103095895885065,-2.199829825941511,-1.8828599885461752,-2.0755902302181877,-2.115894484241201,-2.1126673689414734,-2.152239565166056,-2.143489228624466,-2.136387698544655,-2.194932163065166,0.08464330918671496,0.3169698373953358,1.0279729943481284,1.0884569920776939,1.1099414585716676,1.138314225887016,1.1325827375915927,1.1223296273712333,1.128159046988023,1.1550792609190443,1.116167648981207,1.1269113547070986,1.126034641369958,1.1301708637751182,1.1255055999023038,0.010018278264621061,0.03891161193783743,-1.8937152956010994,-1.6876749257138846,-2.4907465883823976,-2.4749302727689395,-2.335828360178139,-2.0169796513202853,-2.1884458588973157,-2.5599828548996677,-2.448096066341892,-2.4373529714421776,-2.408095356437007,-2.2692031355540316,-2.313109200861835,0.1500636009560664,0.5430032035793824
facebook/opt-6.7b,-2.1920629232491287,-1.7412818912024595,-1.9783608829274404,-1.9727441498724139,-2.0286193470029223,-1.9083931178514018,-1.7419436060981595,-2.102950852115733,-1.8857346649683469,-1.7275519667749364,-1.9954019500881284,-2.072539677276496,-2.0426986250851185,0.12423706048396173,0.3753988853407966,0.8091338113227824,0.8651992923596934,0.8656981373232817,0.874721517394465,0.8649936334652222,0.8906365128780885,0.8840664022664101,0.8124171074546183,0.8965514619403574,0.8756478375818639,0.8601061293040384,0.9091676492456927,0.8583410403044766,0.02533902084477816,0.09675054179107445,-2.688469854572743,-1.5185083595485809,-2.1001466254587497,-2.030624929856801,-1.9850431282276289,-2.0195127494754934,-2.0561775072985284,-2.069636521269464,-2.1110305810471317,-2.1063043935831303,-2.090940936736698,-2.100130856094016,-1.9922241675425416,0.04471070161018432,0.12598745281950285
google/gemma-2-2b,-0.8185629533230303,-0.2797607430003515,-0.3730057031597653,-0.3001259498265153,-0.23615501895880409,-0.30459796594132615,-0.2958136908002591,-0.31193443580483043,-0.2911013408965477,-0.31637660481036994,-0.31691940962531656,-0.26777900631080875,-0.3010832595705044,0.023648658653469056,0.08076439066651248,-0.03597266644954188,-0.07639975137562191,-0.11411985736456262,-0.06187380317657824,-0.10033415524299327,-0.07623665097405964,-0.09795331990471821,-0.07003545423002033,-0.13396649761074844,-0.07676541836806085,-0.07164234953830223,-0.1223469129754067,-0.10277475656943504,0.022769433151627792,0.0720926944341702,-0.1940800921916001,0.35207606054890683,0.3270458746808835,0.35297458289232586,0.37518723589593017,0.36100534657231814,0.4793945285614595,0.4273776730559231,0.3732203776663306,0.48905922296173004,0.3791514998545965,0.3551753370755514,0.36454220605295345,0.04854522557326218,0.13608464006940418
h2oai/h2o-danube2-1.8b-base,-1.207602254231314,-0.8534729697823502,-1.0647314990648793,-1.0059894235882467,-0.9543726149018931,-1.056894091863603,-1.0499707131375116,-1.0448610702212315,-1.0161095014634156,-1.0523627871612498,-1.0519126416794704,-1.050483329259564,-1.0478674504309504,0.030750592147326877,0.10252147696170988,-0.48518610826050473,-0.41036694183662914,-0.5908071437720095,-0.5550355345187135,-0.5569069437973564,-0.5817847033100683,-0.5706963705649901,-0.5577015224883721,-0.5613827553680624,-0.5660657615427475,-0.5409830991274488,-0.5391536798110086,-0.5653719440177365,0.012205892158534968,0.04263102349905967,-0.7871332196247128,-0.5191481367705922,-0.5817801577811252,-0.5063983093551558,-0.514758283731663,-0.5491410873728446,-0.5454743104103107,-0.5504526760191161,-0.5307548259336988,-0.5464604632622656,-0.5546969063398353,-0.5525778023773585,-0.5440336819198528,0.01582380309676073,0.04829859698467942
h2oai/h2o-danube3-4b-base,0.24479821462589263,0.20676535434496665,0.1702194550872619,0.12568999625399233,0.1928300021455908,0.2145367361808023,0.1932790251936744,0.20363866749266296,0.2018902976602015,0.19179770052584105,0.21273029051780343,0.1976774568839723,0.2022812110286919,0.023835914842364414,0.08884673992680997,-0.8648147490428387,-0.7057596751662639,-0.7657755586043892,-0.7034687994466066,-0.7617019914933326,-0.7354445715545431,-0.7266115825078113,-0.7356814929719423,-0.7232071637363596,-0.7616647161483933,-0.7529333922020546,-0.730835466759401,-0.7135639244367351,0.018505095805294886,0.05823319204672606,0.3165249312034616,0.3940563662325426,0.3455115442002879,0.2643441088341905,0.37124515633425126,0.39893337699634296,0.36391737730058965,0.4536933735197003,0.39027667835037017,0.4023006875884461,0.3856318607187068,0.3740677212729601,0.420933215936358,0.04667109214218915,0.18934926468550978
ibm-granite/granite-3.0-2b-base,0.7999986376337852,0.992167874757808,1.0055916443000041,1.045924360006013,0.9957277848892326,0.9735100776728111,0.9586840257503593,0.9757755485075708,1.0370383371321439,1.0047786883053487,0.95239461996502,1.0117990086854673,0.9834576189305316,0.029708012274607724,0.09352974004099313,0.09270293443060526,0.3212715322448732,0.2197306059859885,0.33510921595086096,0.11275379202732753,0.311957767493727,0.3024743620735812,0.09448272100406499,0.3945310138410731,-0.02575247046371087,0.14766168911318014,0.44865735961003356,0.4721388690750179,0.1588037692218101,0.49789133953872877,0.809738215322116,0.9298610610146572,0.9595843260335933,0.99751090098974,0.9340527944287438,0.913479027469537,1.2524099684858652,0.9945164017814627,0.9726632424739491,1.0170717953716428,1.0131898562777837,1.0888999382562539,0.7610494704480034,0.11894999646110528,0.49136049803786175
ibm-granite/granite-3.1-2b-base,0.7999351722634835,0.9682758253164182,0.9638483683159437,0.9706148765106835,1.037004394327581,0.9846716156366841,0.9569664342271111,0.9934894683220544,0.9777860901694787,0.8911574424470898,0.9512102932306429,0.9930421768787507,0.9198237645457895,0.038789879993254,0.14584695188049124,-0.11563303386491974,0.37663955409259153,0.1731613292996006,0.21293963690008857,0.5709576782255439,0.2991266220431931,0.28814792477698425,0.26431935151148744,0.06236057116049913,-0.17049014098864101,0.3946292721765302,0.13568603761047512,0.3713303262669771,0.19201143414925162,0.7414478192141849,0.8131958746854636,0.9237326649942881,0.8618234571356035,0.9225657341747786,0.9472157244488538,1.018158129878091,0.9285961699876335,1.0211989355237507,0.9836565026976083,0.9637486048223834,0.9288236488250863,0.9292215787323757,0.9308268571819236,0.03599323906169239,0.09863320134897213
ibm-granite/granite-3.1-2b-instruct,1.3333264667976388,1.1555461813187318,1.083387183095737,1.1157275608782686,1.1683240146584548,1.1521441096252873,1.1759808368666735,1.1592345338635222,1.181619995788383,1.154258318956163,1.121177702373456,1.151390322249188,1.1221024095937917,0.02214442146455017,0.06589243491011443,-0.023682236752864093,-0.38256209089569104,-0.36207640284079184,-0.5771085565880238,-0.3793933446692332,-0.3534295984677091,-0.6418523848343547,-0.36217655146852523,-0.40650160117843626,-0.5314897379417903,-0.4050140045467999,-0.2888665514193121,-0.4241936824508533,0.10511188396386785,0.3529858334150426,1.5691878048248744,0.840652728768853,0.8423374378834598,0.9214439437138381,0.876292272023144,0.9146933960395061,0.8681413962954792,0.9108560778555942,0.9194819535397442,1.0073945871680028,0.8951656730097467,0.8945615411557309,0.8861936838742736,0.036931693313614074,0.13925319087252364
lmsys/vicuna-7b-v1.5,-5.422238007717198e-05,-0.15949344715978633,-0.21902788020170083,-0.18445330491286785,-0.1994872821722273,-0.1880492775929501,-0.19587845360413936,-0.19054506216779393,-0.18918947281696852,-0.19073856908896034,-0.19871033385754674,-0.19826076682585753,-0.19922119968421567,0.005201137597041346,0.015033977259359455,0.24683145833303935,0.1846616835619545,0.13388339498440235,0.14162549732485782,0.14608779046983342,0.12785764676587102,0.15057754710556492,0.15200309629977915,0.1343026161152566,0.11552437252380968,0.1401060259185881,0.16057192906261503,0.16084837105407424,0.013584666859902898,0.04532399853026456,0.2633648825647659,-0.14376456455309583,-0.20440173898451175,-0.1485672189042466,-0.18242095359594823,-0.14080175203654055,-0.22482621769505645,-0.13797175687989205,-0.13605962701708224,-0.1444153143459071,-0.15867482762605115,-0.1425749295293397,-0.17101498356384906,0.026298947232741902,0.08876659067797421
meta-llama/Llama-3.2-1B,-2.616480904275286,-1.7801215851914691,-2.5370548273579527,-2.3976161175744335,-2.4578848362026835,-2.5258755507363637,-2.3658692988461723,-2.213794642102021,-2.4441239650973143,-2.5869268513727874,-2.5673338018714356,-2.666363889158468,-2.418408287867744,0.12235893216737542,0.45256924705644686,0.07567635447273609,0.2735041103328664,0.17779698312218895,0.18672628707677158,0.18879854090553522,0.1928601181399754,0.18813882458434897,0.20952488443659126,0.20309715632008413,0.18825641268083756,0.18797003131208867,0.18657193581545445,0.20568856876922562,0.008366497395927553,0.02295294862113681,-1.7979500718956039,-1.4282523611750406,-1.8864929993385537,-1.845384720704667,-1.9202038668814705,-1.603030813808695,-1.8229974208582482,-1.552983122747443,-1.9093204348278825,-1.9340097230625453,-1.8178299268413867,-1.5151568987228514,-1.861555746632592,0.15075549078791783,0.41885282433969384
meta-llama/Llama-3.2-1B-Instruct,-0.2688834717501199,-0.2990700116762888,-0.5700195391225924,-0.43857465659416806,-0.45504159219077733,-0.4113928243239583,-0.4537538788708673,-0.45033519746758055,-0.47242083703546955,-0.30491515414708603,-0.4308398364576371,-0.4604293432811371,-0.47021732339001876,0.04667417991215273,0.16750568288838352,-1.274299994209006,-0.7496799162020058,-0.9387732589773149,-0.9550240657363172,-1.0637420113975116,-0.9514299296063619,-1.0232163535310506,-1.0285094310427947,-0.9294243392985647,-0.7861722442816825,-1.018116269720019,-0.9500599914684281,-0.9606081086808931,0.0733065407134608,0.27756976711582904,0.8693230411341764,0.6582366097246264,0.6406100672445959,0.5471186047657417,0.8562943070480169,0.6557201201791143,0.6717424798045808,0.6666283289147766,0.7110980690258104,0.6766776886000667,0.6666698619975022,0.6549375603500042,0.6878592034313129,0.07170537055302674,0.3091757022822752
meta-llama/Llama-3.2-3B,-0.2669995880582533,-0.001789733929774614,-0.0797924899117747,-0.03611040227465066,-0.028168687615239597,-0.012682385386256725,-0.04400404853827251,-0.01951811609640846,-0.023305313831545,-0.07152917415615737,-0.06214891845865052,-0.06558591696770796,-0.04721699308414018,0.019484490904932473,0.05884678876990064,-0.20987718648513745,-0.21929535078800733,-0.23005124882190436,-0.1885399436117363,-0.21580104213257767,-0.177038492249626,-0.19179985445614964,-0.1748343396908008,-0.22108290081162046,-0.20606798958519015,-0.20899963252695158,-0.21736431290654715,-0.20209601395666743,0.01573432877490403,0.04624856112081965,-0.0010746390212005375,0.05384165730720624,0.006305753091760658,-0.036265410880455824,0.04852191735881824,0.06216320842510921,0.058047821916564955,0.10224024497086256,0.034783624041828755,0.05862001902640104,0.11030416080692299,0.06384656162673112,0.047457258754028606,0.03778767738057257,0.1465695716873788
meta-llama/Llama-3.2-3B-Instruct,1.0666666607142885,1.046205087583049,1.052567179429048,1.099954717865331,1.009120990626957,1.0341276293961588,1.0476436840390024,1.0659316192072776,1.0392187256666565,1.0274550278497419,1.0026943542587512,1.059298453348356,1.0374148429004073,0.026814164211269257,0.09726036360657986,1.3317015036821402,0.9779564154334064,0.9873290641080259,0.3952921392486307,1.297505867049869,1.021387573858062,1.0017848042449113,0.9948550621202108,0.9389189984597056,1.0389165049021793,0.9589749367232697,1.07011044603388,0.9513098381931318,0.2139931507372292,0.9022137278012382,1.5985214229272746,1.171754627589142,1.2169411453089645,1.3644381030159747,0.644881327336253,0.42591731337895,1.3517020105402744,1.2695680248296264,1.2476148023722917,0.7106300091856179,-0.7967148128831889,1.2891838933143542,-0.05469923142941635,0.6859403654891648,2.1611529158991636
microsoft/Phi-3-mini-4k-instruct,0.2729483927363598,0.6579918761882089,0.6397344674428083,0.6066709744730364,0.7392760781120304,0.7506487292475622,0.7513688901716125,0.6756166507468487,0.6637569375703831,0.6898149153353085,0.6675662932910165,0.6609987306084308,0.6853385224994168,0.043669161545475454,0.14469791569857604,0.9864782034907517,0.8652103374511062,0.872572298283355,0.9097316278799885,0.8670252734391105,0.8593629534015662,0.9985584943814659,0.943552333912722,0.8878882338255553,0.9197425370058995,0.9597185820132305,0.8791425848815126,0.908416000029205,0.041569258600569856,0.13919554097989972,-0.3211776435522318,-0.39505867471801376,-0.612194635575489,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,-0.39505867471801376,5.551115123125783e-17,0.0
