floor,target,model,fold,n_scen,n_crit,reason,reach_se_post,plateau,hit_cap,overran_floor,eap_sd,se_param,se_total,theta_ref,theta_cat,weak
6,0.25,01-ai/Yi-1.5-6B-Chat,2,6,16,reach,True,False,False,False,0.2022411658315261,0.1511485101782962,0.2524823979726376,1.6170944407245194,1.3147695136150686,False
6,0.25,01-ai/Yi-6B,1,6,16,reach,True,False,False,False,0.16065562528317293,0.11173904724682193,0.19569324110646943,-0.8649532723076396,-1.0962281339208033,False
6,0.25,01-ai/Yi-6B-200K,3,6,20,reach,True,False,False,False,0.2276320445208334,0.13777884601617707,0.2660814877105961,-1.9919214931867122,-1.4329892072552897,False
6,0.25,01-ai/Yi-6B-Chat,3,6,14,reach,True,False,False,False,0.19376121549776246,0.12854955593778095,0.23252612103368303,0.7589881962700152,1.2411597826376075,False
6,0.25,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,4,10,41,plateau,False,True,False,True,0.4076298333764526,0.2631431454122041,0.48518697018360135,-5.347129353898183,-4.327398616270357,True
6,0.25,BEE-spoke-data/smol_llama-220M-openhermes,0,6,24,reach,True,False,False,False,0.19743187131252343,0.14731406309851658,0.24633468492390295,-2.537376304836234,-2.2464953015153926,False
6,0.25,BSC-LT/salamandra-2b,0,6,21,reach,True,False,False,False,0.15789150397611898,0.09781200080569383,0.18573345021684662,-1.510802591582213,-1.583502141801965,False
6,0.25,BSC-LT/salamandra-2b-instruct,0,6,20,reach,True,False,False,False,0.1722869866949979,0.1060950234307602,0.20233378309421277,-0.3848422021293781,-0.4206472902295404,False
6,0.25,BSC-LT/salamandra-7b,3,6,23,reach,True,False,False,False,0.1387006522384122,0.09538289434524269,0.16833231259932444,-0.7509010301943769,-0.22347265168853445,False
6,0.25,BSC-LT/salamandra-7b-instruct,2,7,18,reach,True,False,False,True,0.2382603242656249,0.08468052999018534,0.25286117590207363,0.6133664178359304,0.6305024538398466,False
6,0.25,HuggingFaceTB/SmolLM2-360M,1,11,37,reach,True,False,False,True,0.20126709178723093,0.1623368636564311,0.25857629345764926,-2.0927138206642586,-1.86961998251544,False
6,0.25,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,4,8,25,reach,True,False,False,True,0.20406527683989475,0.20686970618620884,0.2905816796518859,2.466776172602346,1.862645695683899,False
6,0.25,OpenBMB/MiniCPM4-0.5B,4,6,18,reach,True,False,False,False,0.2094209946270396,0.1720028363594911,0.27100208247592567,0.264600915378981,0.16459850485159316,False
6,0.25,Qwen/Qwen1.5-1.8B,1,6,18,reach,True,False,False,False,0.16944770209499735,0.1236631525078671,0.2097739236260288,0.0809350876209607,0.13023005712669275,False
6,0.25,Qwen/Qwen1.5-1.8B-Chat,3,6,23,reach,True,False,False,False,0.19621791791001938,0.09616653926320444,0.21851653160071102,0.38980421498707585,0.5542530286037184,False
6,0.25,Qwen/Qwen2-0.5B,4,6,28,reach,True,False,False,False,0.1242171350997755,0.13223483836807076,0.18142753134688702,-0.42536643383467315,-0.2601623175207517,False
6,0.25,Qwen/Qwen2.5-0.5B-Instruct,4,8,18,reach,True,False,False,True,0.21354467281249048,0.06983064109904256,0.22467230742327124,0.5477826844709038,0.8803127718120461,False
6,0.25,ai-forever/mGPT,3,8,27,plateau,False,True,False,True,0.446394876105443,0.2188762552133773,0.4971671756154315,-4.654145790110268,-2.0152959996384223,True
6,0.25,allenai/OLMo-1B-hf,3,11,36,plateau,False,True,False,True,0.45686464471973043,0.17338412677334628,0.48865873471354354,-5.618639294811007,-2.642754650320748,True
6,0.25,allenai/OLMo-2-0425-1B,3,8,26,reach,True,False,False,True,0.1752969164483041,0.07817294024333006,0.19193753541861208,-1.409649262681663,-1.3848315835933547,False
6,0.25,allenai/OLMo-2-0425-1B-DPO,4,6,10,reach,True,False,False,False,0.23139245680209392,0.19247257679987378,0.3009786734718794,1.2388770660415394,1.3935017911201288,False
6,0.25,allenai/OLMo-2-0425-1B-Instruct,4,7,13,reach,True,False,False,True,0.1827749850597968,0.16429962526638112,0.24576627520122082,1.223975567515562,1.3279737455944551,False
6,0.25,arcee-ai/raspberry-3B,0,6,8,reach,True,False,False,False,0.19665914092570844,0.23621408603330352,0.3073628346924634,1.1246507099233405,1.4827833128871148,False
6,0.25,google/gemma-2-2b,2,9,27,reach,True,False,False,True,0.22514046519394745,0.23204089578226486,0.3233128614564892,-1.6137473114926797,-1.7424849869371866,False
6,0.25,google/gemma-2b,1,6,19,reach,True,False,False,False,0.14626760187696503,0.1254049360149119,0.192667094584785,-1.4974514447819693,-1.2975203550263341,False
6,0.25,h2oai/h2o-danube-1.8b-chat,3,6,24,reach,True,False,False,False,0.18404067684988215,0.09032381814512616,0.20501064084499754,0.15692820207249436,0.38424655887606923,False
6,0.25,h2oai/h2o-danube2-1.8b-base,4,7,22,reach,True,False,False,True,0.19155569906683526,0.12066795744362323,0.22639421767925083,-0.5391843442572666,-1.1097913671784656,False
6,0.25,h2oai/h2o-danube2-1.8b-chat,1,6,21,reach,True,False,False,False,0.17313508021321847,0.10069982800154154,0.20029031768904268,0.07162046441996717,-0.01889712211754667,False
6,0.25,ibm-granite/granite-3.0-2b-base,2,6,18,reach,True,False,False,False,0.21056178382714563,0.13043388701553738,0.247687835168487,0.6085128149812709,-0.01158001350117696,False
6,0.25,ibm-granite/granite-3.1-2b-base,3,6,17,reach,True,False,False,False,0.1488564278686526,0.13574254272470998,0.20145538966030443,0.39815152382376157,-0.18522335700764117,False
6,0.25,ibm-granite/granite-3.1-2b-instruct,2,6,17,reach,True,False,False,False,0.17264798637360848,0.18338795045827871,0.25186994177978006,1.9759237221237114,1.513727906541742,False
6,0.25,ibm-granite/granite-7b-instruct,1,6,13,reach,True,False,False,False,0.24154215092141051,0.10158173417621656,0.2620333173281386,1.0037738475985463,0.6717792496772925,False
6,0.25,ibm/PowerLM-3b,0,6,19,reach,True,False,False,False,0.24480623074655444,0.09952950530798603,0.26426542157306104,0.06981670685503957,0.03057011527567223,False
6,0.25,meta-llama/Llama-3.2-1B,0,7,26,reach,True,False,False,True,0.1486158408266297,0.0852764086986776,0.17134390571348032,-1.797509685344033,-1.5660049064396917,False
6,0.25,meta-llama/Llama-3.2-1B-Instruct,1,6,17,reach,True,False,False,False,0.1772471626819242,0.14456804769630938,0.2287279543333409,0.9487835872468362,1.4978476151631255,False
6,0.25,meta-llama/Llama-3.2-3B-Instruct,0,6,13,reach,True,False,False,False,0.16130500704453268,0.12323819082614527,0.2029949678581667,1.6440232113778666,1.5209047982078452,False
6,0.25,microsoft/phi-1_5,2,6,23,reach,True,False,False,False,0.15984767754434787,0.09511977833640363,0.18600820478432767,-1.2383447154869367,-0.387589490112863,False
6,0.25,nvidia/AceInstruct-1.5B,1,6,11,reach,True,False,False,False,0.1865356839468815,0.12925126848259602,0.22693931301096995,1.2814241934896762,1.112932130001562,False
6,0.25,openbmb/MiniCPM-1B-sft-bf16,1,6,25,reach,True,False,False,False,0.13466073884448398,0.0657816448106712,0.14986907412851933,-1.9094032176867235,-1.1546682441501164,False
6,0.25,openbmb/MiniCPM-2B-sft-bf16,0,6,11,reach,True,False,False,False,0.16005527483689036,0.11868335257067508,0.19925719354775545,-0.2660211371706569,1.2355658077284886,False
6,0.25,openlm-research/open_llama_3b,2,7,26,reach,True,False,False,True,0.1816224064768436,0.10164932835525158,0.20813285297980605,-2.113422890071994,-1.62202521967368,False
6,0.25,pankajmathur/orca_mini_3b,0,6,20,reach,True,False,False,False,0.19485793254317252,0.15068311970005194,0.24632299210089942,-0.36235829342006787,-0.04448095926077947,False
6,0.25,pankajmathur/orca_mini_v9_5_3B-Instruct,4,6,18,reach,True,False,False,False,0.20303856317874183,0.12426363813045617,0.23804644483609685,1.4499391340199896,0.9733911343697348,False
6,0.25,stabilityai/stablelm-2-1_6b-chat,2,6,17,reach,True,False,False,False,0.22943161589453018,0.08306870612291266,0.24400671365540347,0.9902315747851386,0.8223034176076169,False
6,0.25,stabilityai/stablelm-2-zephyr-1_6b,0,6,15,reach,True,False,False,False,0.19144850755770312,0.1370326003071834,0.23543675285099433,0.7128737192257213,0.9161433005553116,False
6,0.25,stabilityai/stablelm-zephyr-3b,2,6,15,reach,True,False,False,False,0.22394701131991193,0.08995013086294656,0.2413364662072062,1.0698573954068982,0.17088386664629174,False
6,0.25,tiiuae/Falcon3-1B-Instruct,1,6,12,reach,True,False,False,False,0.18798772675840345,0.15866010442771591,0.24599271157659502,0.9564526224142926,1.0254077242300694,False
6,0.25,tiiuae/Falcon3-3B-Base,1,6,20,reach,True,False,False,False,0.17151200902253597,0.09747583539897815,0.19727622189629226,0.5082020250809371,-0.05661417743124303,False
6,0.25,tiiuae/Falcon3-3B-Instruct,4,6,13,reach,True,False,False,False,0.16450265439382603,0.16670934591335232,0.23420744932105025,1.6169822007176056,1.4091662108304555,False
6,0.25,utter-project/EuroLLM-1.7B,2,6,23,reach,True,False,False,False,0.14993242158368772,0.08697055308459824,0.17333092091657964,-1.3431819715559552,-1.3742553902992811,False
6,0.25,utter-project/EuroLLM-1.7B-Instruct,0,6,14,reach,True,False,False,False,0.24189551421322444,0.08424771554755654,0.2561466715994223,0.013246625830741467,0.5043207211284322,False
8,0.1,01-ai/Yi-1.5-6B,3,12,44,reach,True,False,False,True,0.09857784789091095,0.09759316243452847,0.138715599154442,-0.10501385881784328,-0.030484608613900396,False
8,0.1,01-ai/Yi-1.5-6B-Chat,2,18,50,reach,True,False,False,True,0.09953022549152024,0.09697038468463619,0.1389587035499367,1.6170944407245194,1.451113119965836,False
8,0.1,01-ai/Yi-6B,1,12,38,reach,True,False,False,True,0.09852484968631287,0.054749438055466844,0.11271489241932472,-0.8649532723076396,-1.1853148009714425,False
8,0.1,01-ai/Yi-6B-200K,3,11,38,plateau,False,True,False,True,0.15645633137230136,0.10574974275061229,0.18884276983326645,-1.9919214931867122,-1.568561906379141,False
8,0.1,01-ai/Yi-6B-Chat,3,18,51,plateau,False,True,False,True,0.10072985278953545,0.05969615258035639,0.11709028087718755,0.7589881962700152,1.2390970426330106,False
8,0.1,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,4,10,41,plateau,False,True,False,True,0.4076298333764526,0.2631431454122041,0.48518697018360135,-5.347129353898183,-4.327398616270357,True
8,0.1,BEE-spoke-data/smol_llama-220M-openhermes,0,16,56,plateau,False,True,False,True,0.13204162114585788,0.09205285407204812,0.16096185156003906,-2.537376304836234,-2.462258843683729,False
8,0.1,BSC-LT/salamandra-2b,0,11,40,reach,True,False,False,True,0.09721478867614496,0.09968318752637478,0.13923883442763346,-1.510802591582213,-1.2132156137684995,False
8,0.1,BSC-LT/salamandra-2b-instruct,0,12,43,plateau,False,True,False,True,0.13501110310505482,0.0598210616535794,0.14767043502003063,-0.3848422021293781,-0.31056720943577887,False
8,0.1,BSC-LT/salamandra-7b,3,12,49,reach,True,False,False,True,0.09716591624455595,0.055352576131091534,0.11182630711953402,-0.7509010301943769,-0.35981049209400096,False
8,0.1,BSC-LT/salamandra-7b-instruct,2,17,53,plateau,False,True,False,True,0.1296886524911741,0.061723688496400995,0.14362785351935486,0.6133664178359304,0.22879024402562237,False
8,0.1,HuggingFaceTB/SmolLM2-360M,1,13,44,plateau,False,True,False,True,0.19838556067207047,0.17385909095418414,0.26378744130566,-2.0927138206642586,-1.8907187130908962,False
8,0.1,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,4,10,30,plateau,False,True,False,True,0.20304539440047803,0.19240444526379422,0.27972647844727544,2.466776172602346,1.9444823072166086,False
8,0.1,OpenBMB/MiniCPM4-0.5B,4,14,53,plateau,False,True,False,True,0.10843659331110653,0.06435008476250455,0.1260929346865233,0.264600915378981,0.0865014814742325,False
8,0.1,Qwen/Qwen1.5-1.8B,1,15,50,plateau,False,True,False,True,0.11111531700931525,0.07309721981842832,0.13300307221738997,0.0809350876209607,0.11905313185827335,False
8,0.1,Qwen/Qwen1.5-1.8B-Chat,3,21,68,plateau,False,True,False,True,0.11625069781744696,0.048209089671181184,0.12585047107566724,0.38980421498707585,0.6991925146619945,False
8,0.1,Qwen/Qwen2-0.5B,4,10,42,reach,True,False,False,True,0.09607125461901257,0.08474032125368793,0.1281038953750017,-0.42536643383467315,-0.28900322712289483,False
8,0.1,Qwen/Qwen2.5-0.5B-Instruct,4,16,38,plateau,False,True,False,True,0.14819218738171547,0.0681420675655042,0.16310814134517998,0.5477826844709038,0.7419368216344271,False
8,0.1,ai-forever/mGPT,3,13,45,plateau,False,True,False,True,0.45992077191319003,0.2751763053910023,0.5359562626612985,-4.654145790110268,-3.1863914357798424,True
8,0.1,allenai/OLMo-1B-hf,3,11,36,plateau,False,True,False,True,0.45686464471973043,0.17338412677334628,0.48865873471354354,-5.618639294811007,-2.642754650320748,True
8,0.1,allenai/OLMo-2-0425-1B,3,10,32,plateau,False,True,False,True,0.17676711112384322,0.09090545494678416,0.19877226495200717,-1.409649262681663,-1.4890221321107837,False
8,0.1,allenai/OLMo-2-0425-1B-DPO,4,16,36,reach,True,False,False,True,0.09959531188506167,0.07149003842053914,0.12259711147842296,1.2388770660415394,1.279464546801043,False
8,0.1,allenai/OLMo-2-0425-1B-Instruct,4,13,27,plateau,False,True,False,True,0.12870168456782444,0.09541809402929038,0.16021465687875838,1.223975567515562,1.0770959798709359,False
8,0.1,arcee-ai/raspberry-3B,0,13,30,reach,True,False,False,True,0.09730665547782456,0.06672780677795802,0.11798807311621182,1.1246507099233405,1.2444872513882672,False
8,0.1,google/gemma-2-2b,2,12,38,plateau,False,True,False,True,0.15676593239242165,0.14519345518860627,0.21367427778857973,-1.6137473114926797,-1.636315640617866,False
8,0.1,google/gemma-2b,1,11,36,plateau,False,True,False,True,0.12125654330237938,0.10689039380580513,0.1616437613445131,-1.4974514447819693,-1.4472066566631565,False
8,0.1,h2oai/h2o-danube-1.8b-chat,3,14,43,plateau,False,True,False,True,0.12784058210729946,0.06738655667243762,0.14451353726796953,0.15692820207249436,0.37367721372443113,False
8,0.1,h2oai/h2o-danube2-1.8b-base,4,16,59,reach,True,False,False,True,0.0972524754820409,0.08598706845999128,0.12981455977558215,-0.5391843442572666,-0.294573850175018,False
8,0.1,h2oai/h2o-danube2-1.8b-chat,1,14,45,plateau,False,True,False,True,0.1149194955765438,0.06976082189692821,0.1344360916394932,0.07162046441996717,0.09877657198134975,False
8,0.1,ibm-granite/granite-3.0-2b-base,2,11,38,plateau,False,True,False,True,0.1577216640026514,0.10462291338361417,0.1892672113722831,0.6085128149812709,0.12609323757704652,False
8,0.1,ibm-granite/granite-3.1-2b-base,3,11,36,plateau,False,True,False,True,0.11928209930672307,0.06957329805693589,0.13808932984679947,0.39815152382376157,0.06370903137208093,False
8,0.1,ibm-granite/granite-3.1-2b-instruct,2,16,48,reach,True,False,False,True,0.09796686742370968,0.09237283439215423,0.13464860803756962,1.9759237221237114,1.5030004462135573,False
8,0.1,ibm-granite/granite-7b-instruct,1,15,40,plateau,False,True,False,True,0.11322345170884417,0.08898666226449908,0.14400755562761625,1.0037738475985463,0.8337576303971783,False
8,0.1,ibm/PowerLM-3b,0,12,35,plateau,False,True,False,True,0.19203556333053373,0.06545962370588786,0.20288573118726674,0.06981670685503957,0.23030191303526307,False
8,0.1,meta-llama/Llama-3.2-1B,0,15,56,reach,True,False,False,True,0.09962864333953977,0.06685845634646354,0.11998299779014189,-1.797509685344033,-1.5269359886696756,False
8,0.1,meta-llama/Llama-3.2-1B-Instruct,1,18,44,plateau,False,True,False,True,0.11188405735024633,0.09542731265324295,0.1470524202091655,0.9487835872468362,0.9552558111614724,False
8,0.1,meta-llama/Llama-3.2-3B-Instruct,0,10,19,plateau,False,True,False,True,0.14588146559824058,0.15526858648965963,0.21304867039150366,1.6440232113778666,1.6499520357088358,False
8,0.1,microsoft/phi-1_5,2,18,62,plateau,False,True,False,True,0.10432088597981089,0.058983068926502055,0.11984093487452939,-1.2383447154869367,-1.158187818324235,False
8,0.1,nvidia/AceInstruct-1.5B,1,17,44,reach,True,False,False,True,0.09824912292295562,0.05876233321360447,0.11448101135051492,1.2814241934896762,1.0569219203468463,False
8,0.1,openbmb/MiniCPM-1B-sft-bf16,1,12,43,plateau,False,True,False,True,0.10280378705611215,0.05807580071736039,0.11807377889286431,-1.9094032176867235,-1.2267278729440725,False
8,0.1,openbmb/MiniCPM-2B-sft-bf16,0,13,28,reach,True,False,False,True,0.09857986687922046,0.07146122006098841,0.12175670875368569,-0.2660211371706569,1.2523646578925616,False
8,0.1,openlm-research/open_llama_3b,2,19,64,plateau,False,True,False,True,0.15768248168095542,0.09700432757241147,0.18513131716930162,-2.113422890071994,-1.9886701203143449,False
8,0.1,pankajmathur/orca_mini_3b,0,23,82,plateau,False,True,False,True,0.10485038681903919,0.06371935556564659,0.12269376467369254,-0.36235829342006787,-0.36589083100713826,False
8,0.1,pankajmathur/orca_mini_v9_5_3B-Instruct,4,16,48,reach,True,False,False,True,0.09925771247397763,0.07744066531496115,0.12589340780990338,1.4499391340199896,1.4453226636141776,False
8,0.1,stabilityai/stablelm-2-1_6b-chat,2,21,70,reach,True,False,False,True,0.09951322239339606,0.05642076823171403,0.11439486229273714,0.9902315747851386,1.12153509056583,False
8,0.1,stabilityai/stablelm-2-zephyr-1_6b,0,16,43,reach,True,False,False,True,0.09932763955310463,0.07482151049809328,0.12435529105111595,0.7128737192257213,0.9787940341352455,False
8,0.1,stabilityai/stablelm-zephyr-3b,2,10,27,plateau,False,True,False,True,0.2370986833678659,0.08255886731051282,0.2510612519413747,1.0698573954068982,0.6058458912025894,False
8,0.1,tiiuae/Falcon3-1B-Instruct,1,16,46,reach,True,False,False,True,0.09636366923127856,0.05811458608989681,0.11253115952533009,0.9564526224142926,1.159443857338817,False
8,0.1,tiiuae/Falcon3-3B-Base,1,15,51,plateau,False,True,False,True,0.11561634685866469,0.055764775674934604,0.12836218238647568,0.5082020250809371,0.0017864902579124578,False
8,0.1,tiiuae/Falcon3-3B-Instruct,4,17,37,reach,True,False,False,True,0.09852185354213512,0.07371749657190955,0.12304805941666622,1.6169822007176056,1.2512164468914686,False
8,0.1,utter-project/EuroLLM-1.7B,2,13,47,reach,True,False,False,True,0.0993948206101339,0.06325010595758798,0.11781301400001107,-1.3431819715559552,-1.1391282557842837,False
8,0.1,utter-project/EuroLLM-1.7B-Instruct,0,16,55,plateau,False,True,False,True,0.14550452682553713,0.057194340456262024,0.15634180473229248,0.013246625830741467,0.33361618098887935,False
8,0.12,01-ai/Yi-1.5-6B,3,8,30,reach,True,False,False,False,0.11178032416116915,0.08937006522937797,0.14311481205200016,-0.10501385881784328,-0.14975979987160518,False
8,0.12,01-ai/Yi-1.5-6B-Chat,2,14,37,reach,True,False,False,True,0.11471294420994163,0.0843810432584231,0.142405126419989,1.6170944407245194,1.337900457872507,False
8,0.12,01-ai/Yi-6B,1,10,30,reach,True,False,False,True,0.11519700235318676,0.06730424774557303,0.1334174318286692,-0.8649532723076396,-1.233548688825811,False
8,0.12,01-ai/Yi-6B-200K,3,11,38,plateau,False,True,False,True,0.15645633137230136,0.10574974275061229,0.18884276983326645,-1.9919214931867122,-1.568561906379141,False
8,0.12,01-ai/Yi-6B-Chat,3,13,37,reach,True,False,False,True,0.1152797708264065,0.08058175232206156,0.1406514997043504,0.7589881962700152,1.2819730914429561,False
8,0.12,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,4,10,41,plateau,False,True,False,True,0.4076298333764526,0.2631431454122041,0.48518697018360135,-5.347129353898183,-4.327398616270357,True
8,0.12,BEE-spoke-data/smol_llama-220M-openhermes,0,16,56,plateau,False,True,False,True,0.13204162114585788,0.09205285407204812,0.16096185156003906,-2.537376304836234,-2.462258843683729,False
8,0.12,BSC-LT/salamandra-2b,0,9,33,reach,True,False,False,True,0.11389048354453288,0.11410171769424982,0.16121490074675415,-1.510802591582213,-1.4249959548336568,False
8,0.12,BSC-LT/salamandra-2b-instruct,0,12,43,plateau,False,True,False,True,0.13501110310505482,0.0598210616535794,0.14767043502003063,-0.3848422021293781,-0.31056720943577887,False
8,0.12,BSC-LT/salamandra-7b,3,8,29,reach,True,False,False,False,0.1198276743292074,0.08017943211512503,0.14417840639100757,-0.7509010301943769,-0.21196567777121458,False
8,0.12,BSC-LT/salamandra-7b-instruct,2,17,53,plateau,False,True,False,True,0.1296886524911741,0.061723688496400995,0.14362785351935486,0.6133664178359304,0.22879024402562237,False
8,0.12,HuggingFaceTB/SmolLM2-360M,1,13,44,plateau,False,True,False,True,0.19838556067207047,0.17385909095418414,0.26378744130566,-2.0927138206642586,-1.8907187130908962,False
8,0.12,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,4,10,30,plateau,False,True,False,True,0.20304539440047803,0.19240444526379422,0.27972647844727544,2.466776172602346,1.9444823072166086,False
8,0.12,OpenBMB/MiniCPM4-0.5B,4,11,41,reach,True,False,False,True,0.11521869014821363,0.0754175885457683,0.13770678712949794,0.264600915378981,0.05283244789592755,False
8,0.12,Qwen/Qwen1.5-1.8B,1,13,44,reach,True,False,False,True,0.11496163799750386,0.07361038517849725,0.1365088532557352,0.0809350876209607,0.09531664390067457,False
8,0.12,Qwen/Qwen1.5-1.8B-Chat,3,19,63,reach,True,False,False,True,0.11998592436673795,0.04746477438265629,0.1290330455865358,0.38980421498707585,0.6842394252134145,False
8,0.12,Qwen/Qwen2-0.5B,4,8,36,reach,True,False,False,False,0.1030527925171363,0.11304294935894327,0.1529659649900871,-0.42536643383467315,-0.3210666709656692,False
8,0.12,Qwen/Qwen2.5-0.5B-Instruct,4,16,38,plateau,False,True,False,True,0.14819218738171547,0.0681420675655042,0.16310814134517998,0.5477826844709038,0.7419368216344271,False
8,0.12,ai-forever/mGPT,3,13,45,plateau,False,True,False,True,0.45992077191319003,0.2751763053910023,0.5359562626612985,-4.654145790110268,-3.1863914357798424,True
8,0.12,allenai/OLMo-1B-hf,3,11,36,plateau,False,True,False,True,0.45686464471973043,0.17338412677334628,0.48865873471354354,-5.618639294811007,-2.642754650320748,True
8,0.12,allenai/OLMo-2-0425-1B,3,10,32,plateau,False,True,False,True,0.17676711112384322,0.09090545494678416,0.19877226495200717,-1.409649262681663,-1.4890221321107837,False
8,0.12,allenai/OLMo-2-0425-1B-DPO,4,13,26,reach,True,False,False,True,0.11734827449945699,0.08384557316386,0.14422446972402467,1.2388770660415394,1.294596824255702,False
8,0.12,allenai/OLMo-2-0425-1B-Instruct,4,13,27,plateau,False,True,False,True,0.12870168456782444,0.09541809402929038,0.16021465687875838,1.223975567515562,1.0770959798709359,False
8,0.12,arcee-ai/raspberry-3B,0,10,21,reach,True,False,False,True,0.11788365184975412,0.10058697713800216,0.15496546500170613,1.1246507099233405,1.246660332151899,False
8,0.12,google/gemma-2-2b,2,12,38,plateau,False,True,False,True,0.15676593239242165,0.14519345518860627,0.21367427778857973,-1.6137473114926797,-1.636315640617866,False
8,0.12,google/gemma-2b,1,11,36,plateau,False,True,False,True,0.12125654330237938,0.10689039380580513,0.1616437613445131,-1.4974514447819693,-1.4472066566631565,False
8,0.12,h2oai/h2o-danube-1.8b-chat,3,14,43,plateau,False,True,False,True,0.12784058210729946,0.06738655667243762,0.14451353726796953,0.15692820207249436,0.37367721372443113,False
8,0.12,h2oai/h2o-danube2-1.8b-base,4,11,37,reach,True,False,False,True,0.11893065810723831,0.07515936728266313,0.1406891322318503,-0.5391843442572666,-0.5873986387679847,False
8,0.12,h2oai/h2o-danube2-1.8b-chat,1,12,43,reach,True,False,False,True,0.117985393956147,0.08796352007950538,0.14716702773299717,0.07162046441996717,0.1221683643673395,False
8,0.12,ibm-granite/granite-3.0-2b-base,2,11,38,plateau,False,True,False,True,0.1577216640026514,0.10462291338361417,0.1892672113722831,0.6085128149812709,0.12609323757704652,False
8,0.12,ibm-granite/granite-3.1-2b-base,3,11,36,reach,True,False,False,True,0.11928209930672307,0.06957329805693589,0.13808932984679947,0.39815152382376157,0.06370903137208093,False
8,0.12,ibm-granite/granite-3.1-2b-instruct,2,11,31,reach,True,False,False,True,0.11845904606263237,0.09149621866838333,0.149680004090999,1.9759237221237114,1.4227000722397751,False
8,0.12,ibm-granite/granite-7b-instruct,1,13,35,reach,True,False,False,True,0.11758760226297683,0.09198129923026177,0.14928966345344538,1.0037738475985463,0.8632176575688192,False
8,0.12,ibm/PowerLM-3b,0,12,35,plateau,False,True,False,True,0.19203556333053373,0.06545962370588786,0.20288573118726674,0.06981670685503957,0.23030191303526307,False
8,0.12,meta-llama/Llama-3.2-1B,0,9,33,reach,True,False,False,True,0.11856682253911631,0.06445299853872448,0.13495288225026955,-1.797509685344033,-1.415919989687719,False
8,0.12,meta-llama/Llama-3.2-1B-Instruct,1,16,39,reach,True,False,False,True,0.11572215705664389,0.10017667674809204,0.1530587606056389,0.9487835872468362,1.006817035548252,False
8,0.12,meta-llama/Llama-3.2-3B-Instruct,0,10,19,plateau,False,True,False,True,0.14588146559824058,0.15526858648965963,0.21304867039150366,1.6440232113778666,1.6499520357088358,False
8,0.12,microsoft/phi-1_5,2,14,50,reach,True,False,False,True,0.11901457365546582,0.0781823364222139,0.14239714347847196,-1.2383447154869367,-0.950765034621823,False
8,0.12,nvidia/AceInstruct-1.5B,1,11,29,reach,True,False,False,True,0.11982536518736128,0.07680578748003612,0.14232795625847006,1.2814241934896762,1.0191042120234564,False
8,0.12,openbmb/MiniCPM-1B-sft-bf16,1,8,34,reach,True,False,False,False,0.111145916780924,0.0585066442385575,0.12560430819493898,-1.9094032176867235,-1.1510050146207789,False
8,0.12,openbmb/MiniCPM-2B-sft-bf16,0,10,20,reach,True,False,False,True,0.11615027828753385,0.11609364539301824,0.16422125820645578,-0.2660211371706569,1.3632977592029432,False
8,0.12,openlm-research/open_llama_3b,2,19,64,plateau,False,True,False,True,0.15768248168095542,0.09700432757241147,0.18513131716930162,-2.113422890071994,-1.9886701203143449,False
8,0.12,pankajmathur/orca_mini_3b,0,18,63,reach,True,False,False,True,0.11728598591390486,0.07381365683280995,0.13858015163373333,-0.36235829342006787,-0.3380342989506537,False
8,0.12,pankajmathur/orca_mini_v9_5_3B-Instruct,4,14,43,reach,True,False,False,True,0.10738154201044495,0.09229990078884906,0.1415982600534778,1.4499391340199896,1.467978664640394,False
8,0.12,stabilityai/stablelm-2-1_6b-chat,2,16,52,reach,True,False,False,True,0.11501726618941757,0.0669046320462949,0.13306089324417392,0.9902315747851386,1.2362408257141986,False
8,0.12,stabilityai/stablelm-2-zephyr-1_6b,0,13,34,reach,True,False,False,True,0.10813421554666545,0.0672466763783961,0.1273386196557566,0.7128737192257213,1.0573643804355009,False
8,0.12,stabilityai/stablelm-zephyr-3b,2,10,27,plateau,False,True,False,True,0.2370986833678659,0.08255886731051282,0.2510612519413747,1.0698573954068982,0.6058458912025894,False
8,0.12,tiiuae/Falcon3-1B-Instruct,1,12,30,reach,True,False,False,True,0.11677626783849296,0.08840050238413309,0.14646277872570412,0.9564526224142926,1.0482025592577089,False
8,0.12,tiiuae/Falcon3-3B-Base,1,13,47,reach,True,False,False,True,0.11873440249308206,0.05483135000178479,0.1307835436070129,0.5082020250809371,-0.02496834457378435,False
8,0.12,tiiuae/Falcon3-3B-Instruct,4,12,25,reach,True,False,False,True,0.11505158148439483,0.08766509951231959,0.14464451622707733,1.6169822007176056,1.2919605828596545,False
8,0.12,utter-project/EuroLLM-1.7B,2,10,36,reach,True,False,False,True,0.11283878912010438,0.07031946982215134,0.13295645966315378,-1.3431819715559552,-1.1975485200615599,False
8,0.12,utter-project/EuroLLM-1.7B-Instruct,0,16,55,plateau,False,True,False,True,0.14550452682553713,0.057194340456262024,0.15634180473229248,0.013246625830741467,0.33361618098887935,False
