model,candidate_id,minimum_scenarios,conditional_se_target,selector,status,error,cat_replay_success,cat_stop_reason,cat_precision_reached,cat_scenarios_administered,cat_criteria_administered,cat_mwle_converged,cat_scenario_order,baseline_replay_success,baseline_stop_reason,baseline_precision_reached,baseline_scenarios_administered,baseline_criteria_administered,baseline_mwle_converged,baseline_scenario_order,theta_reference,theta_reference_scope,theta_cat_mwle,cat_eval_n_cells,cat_eval_log_loss_sum,cat_eval_brier_sum,cat_eval_correct_count,cat_eval_observed_pass_rate,cat_eval_predicted_pass_rate,theta_baseline_mwle,baseline_eval_n_cells,baseline_eval_log_loss_sum,baseline_eval_brier_sum,baseline_eval_correct_count,baseline_eval_observed_pass_rate,baseline_eval_predicted_pass_rate,repeat,outer_fold,panel_id,model_family,policy_id,policy_role,fit_cache_key,selected_spec_id,selected_spec_cache_key
BSC-LT/salamandra-7b-instruct,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,21,98,True,"[""ifb_0096"", ""ifb_0409"", ""ifb_0454"", ""ifb_0384"", ""ifb_0194"", ""ifb_0208"", ""ifb_0065"", ""ifb_0204"", ""ifb_0017"", ""ifb_0207"", ""ifb_0380"", ""ifb_0408"", ""ifb_0320"", ""ifb_0372"", ""ifb_0109"", ""ifb_0374"", ""ifb_0496"", ""ifb_0162"", ""ifb_0047"", ""ifb_0217"", ""ifb_0376""]",True,precision_reached,True,35,155,True,"[""ifb_0401"", ""ifb_0168"", ""ifb_0165"", ""ifb_0047"", ""ifb_0442"", ""ifb_0322"", ""ifb_0054"", ""ifb_0177"", ""ifb_0221"", ""ifb_0032"", ""ifb_0355"", ""ifb_0436"", ""ifb_0043"", ""ifb_0180"", ""ifb_0018"", ""ifb_0453"", ""ifb_0338"", ""ifb_0073"", ""ifb_0429"", ""ifb_0111"", ""ifb_0197"", ""ifb_0059"", ""ifb_0417"", ""ifb_0428"", ""ifb_0010"", ""ifb_0444"", ""ifb_0373"", ""ifb_0147"", ""ifb_0392"", ""ifb_0375"", ""ifb_0146"", ""ifb_0176"", ""ifb_0303"", ""ifb_0160"", ""ifb_0066""]",1.280459586760443,all_observed_administration_pool_items,1.4352079606945378,411,226.03919071916243,75.27567163563423,297,0.6155717761557178,0.6242550814455659,1.8739592613586709,411,233.73645260662687,76.30976308089119,303,0.6155717761557178,0.685674090412949,2,3,repeat_02_outer_03,salamandra,sensitivity_floor12_se0p20_trace,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,32,114,True,"[""ifb_0052"", ""ifb_0217"", ""ifb_0378"", ""ifb_0384"", ""ifb_0051"", ""ifb_0380"", ""ifb_0372"", ""ifb_0382"", ""ifb_0050"", ""ifb_0131"", ""ifb_0443"", ""ifb_0135"", ""ifb_0261"", ""ifb_0414"", ""ifb_0257"", ""ifb_0304"", ""ifb_0172"", ""ifb_0336"", ""ifb_0428"", ""ifb_0291"", ""ifb_0054"", ""ifb_0082"", ""ifb_0182"", ""ifb_0344"", ""ifb_0342"", ""ifb_0389"", ""ifb_0148"", ""ifb_0363"", ""ifb_0287"", ""ifb_0314"", ""ifb_0274"", ""ifb_0364""]",True,max_scenarios_reached,False,50,206,True,"[""ifb_0217"", ""ifb_0426"", ""ifb_0373"", ""ifb_0247"", ""ifb_0199"", ""ifb_0384"", ""ifb_0004"", ""ifb_0091"", ""ifb_0013"", ""ifb_0338"", ""ifb_0441"", ""ifb_0201"", ""ifb_0184"", ""ifb_0293"", ""ifb_0335"", ""ifb_0127"", ""ifb_0023"", ""ifb_0135"", ""ifb_0285"", ""ifb_0158"", ""ifb_0358"", ""ifb_0266"", ""ifb_0328"", ""ifb_0046"", ""ifb_0152"", ""ifb_0434"", ""ifb_0401"", ""ifb_0319"", ""ifb_0452"", ""ifb_0001"", ""ifb_0191"", ""ifb_0043"", ""ifb_0100"", ""ifb_0417"", ""ifb_0423"", ""ifb_0009"", ""ifb_0289"", ""ifb_0021"", ""ifb_0189"", ""ifb_0146"", ""ifb_0471"", ""ifb_0024"", ""ifb_0141"", ""ifb_0042"", ""ifb_0022"", ""ifb_0389"", ""ifb_0456"", ""ifb_0466"", ""ifb_0212"", ""ifb_0227""]",3.8616293559504613,all_observed_administration_pool_items,3.8418459576856643,411,109.47961475153942,34.259551305408976,363,0.8418491484184915,0.8787682124584849,3.728100194343004,411,108.06089163340378,33.71974708915572,365,0.8418491484184915,0.8709044205675787,2,3,repeat_02_outer_03,exaone,sensitivity_floor12_se0p20_trace,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
google/gemma-2-2b,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,26,83,True,"[""ifb_0195"", ""ifb_0198"", ""ifb_0217"", ""ifb_0143"", ""ifb_0190"", ""ifb_0359"", ""ifb_0068"", ""ifb_0225"", ""ifb_0288"", ""ifb_0052"", ""ifb_0360"", ""ifb_0301"", ""ifb_0348"", ""ifb_0180"", ""ifb_0238"", ""ifb_0130"", ""ifb_0125"", ""ifb_0149"", ""ifb_0175"", ""ifb_0229"", ""ifb_0087"", ""ifb_0205"", ""ifb_0078"", ""ifb_0006"", ""ifb_0062"", ""ifb_0403""]",True,max_scenarios_reached,False,50,183,True,"[""ifb_0261"", ""ifb_0082"", ""ifb_0180"", ""ifb_0090"", ""ifb_0039"", ""ifb_0206"", ""ifb_0161"", ""ifb_0022"", ""ifb_0007"", ""ifb_0297"", ""ifb_0194"", ""ifb_0309"", ""ifb_0171"", ""ifb_0293"", ""ifb_0060"", ""ifb_0137"", ""ifb_0068"", ""ifb_0050"", ""ifb_0373"", ""ifb_0150"", ""ifb_0129"", ""ifb_0024"", ""ifb_0308"", ""ifb_0247"", ""ifb_0234"", ""ifb_0175"", ""ifb_0300"", ""ifb_0386"", ""ifb_0285"", ""ifb_0160"", ""ifb_0461"", ""ifb_0203"", ""ifb_0215"", ""ifb_0499"", ""ifb_0143"", ""ifb_0311"", ""ifb_0069"", ""ifb_0020"", ""ifb_0014"", ""ifb_0248"", ""ifb_0176"", ""ifb_0188"", ""ifb_0126"", ""ifb_0404"", ""ifb_0462"", ""ifb_0184"", ""ifb_0416"", ""ifb_0105"", ""ifb_0496"", ""ifb_0441""]",-1.510123212317192,all_observed_administration_pool_items,-1.5072943698118917,411,126.27736562713444,37.41619436966501,363,0.14841849148418493,0.17054581434141589,-1.4345311255702928,411,127.0854254526845,37.65075905918541,363,0.14841849148418493,0.1787090783419401,2,3,repeat_02_outer_03,gemma,sensitivity_floor12_se0p20_trace,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
google/gemma-2b,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,24,78,True,"[""ifb_0096"", ""ifb_0225"", ""ifb_0322"", ""ifb_0359"", ""ifb_0198"", ""ifb_0360"", ""ifb_0149"", ""ifb_0301"", ""ifb_0130"", ""ifb_0190"", ""ifb_0348"", ""ifb_0062"", ""ifb_0180"", ""ifb_0143"", ""ifb_0006"", ""ifb_0238"", ""ifb_0087"", ""ifb_0125"", ""ifb_0288"", ""ifb_0118"", ""ifb_0068"", ""ifb_0078"", ""ifb_0175"", ""ifb_0229""]",True,max_scenarios_reached,False,50,209,True,"[""ifb_0361"", ""ifb_0158"", ""ifb_0040"", ""ifb_0392"", ""ifb_0335"", ""ifb_0052"", ""ifb_0443"", ""ifb_0183"", ""ifb_0412"", ""ifb_0345"", ""ifb_0389"", ""ifb_0381"", ""ifb_0428"", ""ifb_0157"", ""ifb_0227"", ""ifb_0292"", ""ifb_0139"", ""ifb_0004"", ""ifb_0409"", ""ifb_0220"", ""ifb_0232"", ""ifb_0109"", ""ifb_0067"", ""ifb_0408"", ""ifb_0221"", ""ifb_0043"", ""ifb_0295"", ""ifb_0357"", ""ifb_0391"", ""ifb_0447"", ""ifb_0122"", ""ifb_0298"", ""ifb_0039"", ""ifb_0101"", ""ifb_0080"", ""ifb_0380"", ""ifb_0118"", ""ifb_0243"", ""ifb_0001"", ""ifb_0060"", ""ifb_0386"", ""ifb_0458"", ""ifb_0070"", ""ifb_0452"", ""ifb_0177"", ""ifb_0007"", ""ifb_0163"", ""ifb_0353"", ""ifb_0437"", ""ifb_0289""]",-2.368581655829738,all_observed_administration_pool_items,-1.8182031198969424,411,127.9244988430806,34.63816585619425,368,0.11192214111922141,0.13875807364927092,-2.9840615132800563,411,136.44801477225514,34.84538260662995,369,0.11192214111922141,0.059480214046350795,2,3,repeat_02_outer_03,gemma,sensitivity_floor12_se0p20_trace,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-1B-Instruct,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,24,100,True,"[""ifb_0195"", ""ifb_0322"", ""ifb_0208"", ""ifb_0384"", ""ifb_0380"", ""ifb_0372"", ""ifb_0204"", ""ifb_0051"", ""ifb_0207"", ""ifb_0382"", ""ifb_0017"", ""ifb_0454"", ""ifb_0050"", ""ifb_0194"", ""ifb_0265"", ""ifb_0374"", ""ifb_0446"", ""ifb_0065"", ""ifb_0467"", ""ifb_0116"", ""ifb_0085"", ""ifb_0146"", ""ifb_0127"", ""ifb_0331""]",True,precision_reached,True,30,136,True,"[""ifb_0331"", ""ifb_0353"", ""ifb_0098"", ""ifb_0115"", ""ifb_0196"", ""ifb_0373"", ""ifb_0073"", ""ifb_0374"", ""ifb_0306"", ""ifb_0475"", ""ifb_0060"", ""ifb_0079"", ""ifb_0338"", ""ifb_0393"", ""ifb_0414"", ""ifb_0132"", ""ifb_0376"", ""ifb_0454"", ""ifb_0185"", ""ifb_0372"", ""ifb_0194"", ""ifb_0409"", ""ifb_0296"", ""ifb_0212"", ""ifb_0246"", ""ifb_0363"", ""ifb_0340"", ""ifb_0294"", ""ifb_0020"", ""ifb_0395""]",1.7629669616617027,all_observed_administration_pool_items,2.1321063502924233,411,158.01047594733436,50.923971547311965,334,0.6763990267639902,0.7185327866546367,1.4644548250313811,411,159.865658229973,50.73778178809767,341,0.6763990267639902,0.6285612931882555,2,3,repeat_02_outer_03,falcon3,sensitivity_floor12_se0p20_trace,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-3B-Base,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,17,74,True,"[""ifb_0217"", ""ifb_0101"", ""ifb_0096"", ""ifb_0322"", ""ifb_0162"", ""ifb_0454"", ""ifb_0208"", ""ifb_0376"", ""ifb_0387"", ""ifb_0035"", ""ifb_0409"", ""ifb_0052"", ""ifb_0124"", ""ifb_0195"", ""ifb_0022"", ""ifb_0313"", ""ifb_0413""]",True,precision_reached,True,39,154,True,"[""ifb_0052"", ""ifb_0144"", ""ifb_0189"", ""ifb_0396"", ""ifb_0073"", ""ifb_0096"", ""ifb_0021"", ""ifb_0310"", ""ifb_0331"", ""ifb_0421"", ""ifb_0062"", ""ifb_0382"", ""ifb_0015"", ""ifb_0428"", ""ifb_0362"", ""ifb_0014"", ""ifb_0314"", ""ifb_0184"", ""ifb_0087"", ""ifb_0416"", ""ifb_0018"", ""ifb_0451"", ""ifb_0466"", ""ifb_0296"", ""ifb_0248"", ""ifb_0206"", ""ifb_0143"", ""ifb_0499"", ""ifb_0160"", ""ifb_0341"", ""ifb_0137"", ""ifb_0221"", ""ifb_0134"", ""ifb_0474"", ""ifb_0156"", ""ifb_0056"", ""ifb_0225"", ""ifb_0276"", ""ifb_0480""]",0.11415057916787057,all_observed_administration_pool_items,-0.05493888193426888,410,279.58227318499473,95.64136759074918,257,0.4317073170731707,0.3802772940285473,0.162082072678831,410,279.5480327829058,96.85967761512906,248,0.4317073170731707,0.41717101628984843,2,3,repeat_02_outer_03,falcon3,sensitivity_floor12_se0p20_trace,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
tiiuae/Falcon3-3B-Instruct,sensitivity_floor12_se0p20_trace,12,0.2,trace,ok,,True,precision_reached,True,28,106,True,"[""ifb_0195"", ""ifb_0162"", ""ifb_0208"", ""ifb_0384"", ""ifb_0207"", ""ifb_0380"", ""ifb_0194"", ""ifb_0050"", ""ifb_0051"", ""ifb_0265"", ""ifb_0372"", ""ifb_0443"", ""ifb_0414"", ""ifb_0257"", ""ifb_0135"", ""ifb_0274"", ""ifb_0148"", ""ifb_0336"", ""ifb_0131"", ""ifb_0082"", ""ifb_0342"", ""ifb_0402"", ""ifb_0304"", ""ifb_0182"", ""ifb_0310"", ""ifb_0382"", ""ifb_0172"", ""ifb_0389""]",True,max_scenarios_reached,False,50,211,True,"[""ifb_0090"", ""ifb_0281"", ""ifb_0200"", ""ifb_0271"", ""ifb_0491"", ""ifb_0127"", ""ifb_0079"", ""ifb_0096"", ""ifb_0282"", ""ifb_0307"", ""ifb_0465"", ""ifb_0225"", ""ifb_0276"", ""ifb_0289"", ""ifb_0283"", ""ifb_0424"", ""ifb_0102"", ""ifb_0206"", ""ifb_0303"", ""ifb_0198"", ""ifb_0008"", ""ifb_0054"", ""ifb_0459"", ""ifb_0402"", ""ifb_0124"", ""ifb_0238"", ""ifb_0395"", ""ifb_0421"", ""ifb_0353"", ""ifb_0232"", ""ifb_0447"", ""ifb_0460"", ""ifb_0344"", ""ifb_0113"", ""ifb_0147"", ""ifb_0247"", ""ifb_0227"", ""ifb_0139"", ""ifb_0346"", ""ifb_0014"", ""ifb_0417"", ""ifb_0356"", ""ifb_0111"", ""ifb_0134"", ""ifb_0477"", ""ifb_0464"", ""ifb_0325"", ""ifb_0362"", ""ifb_0004"", ""ifb_0107""]",3.351668900818379,all_observed_administration_pool_items,3.504618676173202,410,122.70810096402599,38.94346851739063,354,0.8951219512195122,0.8546467722309774,3.461256318291916,410,123.4397424702016,39.248518153142086,353,0.8951219512195122,0.8512866836673718,2,3,repeat_02_outer_03,falcon3,sensitivity_floor12_se0p20_trace,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
BSC-LT/salamandra-2b,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,23,80,True,"[""ifb_0052"", ""ifb_0225"", ""ifb_0198"", ""ifb_0149"", ""ifb_0130"", ""ifb_0143"", ""ifb_0180"", ""ifb_0348"", ""ifb_0190"", ""ifb_0301"", ""ifb_0288"", ""ifb_0359"", ""ifb_0360"", ""ifb_0238"", ""ifb_0195"", ""ifb_0187"", ""ifb_0168"", ""ifb_0068"", ""ifb_0087"", ""ifb_0062"", ""ifb_0493"", ""ifb_0125"", ""ifb_0205""]",True,max_scenarios_reached,False,50,215,True,"[""ifb_0384"", ""ifb_0249"", ""ifb_0261"", ""ifb_0281"", ""ifb_0367"", ""ifb_0195"", ""ifb_0442"", ""ifb_0204"", ""ifb_0350"", ""ifb_0402"", ""ifb_0036"", ""ifb_0417"", ""ifb_0292"", ""ifb_0311"", ""ifb_0064"", ""ifb_0067"", ""ifb_0365"", ""ifb_0182"", ""ifb_0386"", ""ifb_0297"", ""ifb_0331"", ""ifb_0306"", ""ifb_0434"", ""ifb_0296"", ""ifb_0430"", ""ifb_0037"", ""ifb_0146"", ""ifb_0148"", ""ifb_0047"", ""ifb_0018"", ""ifb_0267"", ""ifb_0083"", ""ifb_0322"", ""ifb_0218"", ""ifb_0344"", ""ifb_0188"", ""ifb_0252"", ""ifb_0132"", ""ifb_0179"", ""ifb_0447"", ""ifb_0280"", ""ifb_0084"", ""ifb_0015"", ""ifb_0357"", ""ifb_0445"", ""ifb_0394"", ""ifb_0032"", ""ifb_0320"", ""ifb_0189"", ""ifb_0217""]",-2.165058617407345,all_observed_administration_pool_items,-1.3608354335565382,411,125.67915070933077,37.267909920581936,359,0.09245742092457421,0.18725789893766187,-2.4396488795270894,411,108.44121885389531,30.48501976422101,375,0.09245742092457421,0.0894336580382445,2,3,repeat_02_outer_03,salamandra,sensitivity_floor15_se0p20_dopt,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
BSC-LT/salamandra-2b-instruct,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,23,96,True,"[""ifb_0195"", ""ifb_0032"", ""ifb_0096"", ""ifb_0454"", ""ifb_0217"", ""ifb_0208"", ""ifb_0017"", ""ifb_0162"", ""ifb_0322"", ""ifb_0207"", ""ifb_0194"", ""ifb_0380"", ""ifb_0384"", ""ifb_0109"", ""ifb_0116"", ""ifb_0378"", ""ifb_0408"", ""ifb_0204"", ""ifb_0282"", ""ifb_0346"", ""ifb_0065"", ""ifb_0496"", ""ifb_0376""]",True,precision_reached,True,31,139,True,"[""ifb_0265"", ""ifb_0465"", ""ifb_0345"", ""ifb_0381"", ""ifb_0153"", ""ifb_0211"", ""ifb_0395"", ""ifb_0056"", ""ifb_0245"", ""ifb_0333"", ""ifb_0081"", ""ifb_0180"", ""ifb_0323"", ""ifb_0064"", ""ifb_0332"", ""ifb_0283"", ""ifb_0392"", ""ifb_0297"", ""ifb_0284"", ""ifb_0314"", ""ifb_0197"", ""ifb_0199"", ""ifb_0059"", ""ifb_0378"", ""ifb_0161"", ""ifb_0350"", ""ifb_0472"", ""ifb_0341"", ""ifb_0486"", ""ifb_0212"", ""ifb_0293""]",0.6455334460557566,all_observed_administration_pool_items,1.1745704306799332,411,221.50195968463422,75.67959082098018,296,0.45985401459854014,0.5846360173771256,0.43131193664529094,411,202.3703127181719,67.50064196215278,314,0.45985401459854014,0.4621652129413773,2,3,repeat_02_outer_03,salamandra,sensitivity_floor15_se0p20_dopt,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
BSC-LT/salamandra-7b,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,24,80,True,"[""ifb_0217"", ""ifb_0359"", ""ifb_0052"", ""ifb_0025"", ""ifb_0096"", ""ifb_0149"", ""ifb_0143"", ""ifb_0195"", ""ifb_0198"", ""ifb_0162"", ""ifb_0225"", ""ifb_0068"", ""ifb_0360"", ""ifb_0168"", ""ifb_0187"", ""ifb_0301"", ""ifb_0493"", ""ifb_0190"", ""ifb_0205"", ""ifb_0078"", ""ifb_0220"", ""ifb_0130"", ""ifb_0238"", ""ifb_0478""]",True,precision_reached,True,32,151,True,"[""ifb_0478"", ""ifb_0483"", ""ifb_0279"", ""ifb_0024"", ""ifb_0320"", ""ifb_0165"", ""ifb_0062"", ""ifb_0256"", ""ifb_0283"", ""ifb_0365"", ""ifb_0036"", ""ifb_0180"", ""ifb_0179"", ""ifb_0041"", ""ifb_0409"", ""ifb_0459"", ""ifb_0211"", ""ifb_0487"", ""ifb_0307"", ""ifb_0322"", ""ifb_0441"", ""ifb_0414"", ""ifb_0428"", ""ifb_0046"", ""ifb_0397"", ""ifb_0184"", ""ifb_0137"", ""ifb_0141"", ""ifb_0314"", ""ifb_0367"", ""ifb_0085"", ""ifb_0301""]",-0.817688287075893,all_observed_administration_pool_items,-0.9438403667749871,411,188.68673480322957,60.0654180028052,325,0.24574209245742093,0.2408401474474301,-0.4855179348090249,411,193.218724074691,62.56089580924269,325,0.24574209245742093,0.3089548279105166,2,3,repeat_02_outer_03,salamandra,sensitivity_floor15_se0p20_dopt,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
BSC-LT/salamandra-7b-instruct,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,22,87,True,"[""ifb_0052"", ""ifb_0322"", ""ifb_0017"", ""ifb_0207"", ""ifb_0096"", ""ifb_0454"", ""ifb_0162"", ""ifb_0378"", ""ifb_0101"", ""ifb_0195"", ""ifb_0387"", ""ifb_0209"", ""ifb_0124"", ""ifb_0032"", ""ifb_0376"", ""ifb_0208"", ""ifb_0320"", ""ifb_0194"", ""ifb_0408"", ""ifb_0065"", ""ifb_0380"", ""ifb_0384""]",True,precision_reached,True,35,155,True,"[""ifb_0401"", ""ifb_0168"", ""ifb_0165"", ""ifb_0047"", ""ifb_0442"", ""ifb_0322"", ""ifb_0054"", ""ifb_0177"", ""ifb_0221"", ""ifb_0032"", ""ifb_0355"", ""ifb_0436"", ""ifb_0043"", ""ifb_0180"", ""ifb_0018"", ""ifb_0453"", ""ifb_0338"", ""ifb_0073"", ""ifb_0429"", ""ifb_0111"", ""ifb_0197"", ""ifb_0059"", ""ifb_0417"", ""ifb_0428"", ""ifb_0010"", ""ifb_0444"", ""ifb_0373"", ""ifb_0147"", ""ifb_0392"", ""ifb_0375"", ""ifb_0146"", ""ifb_0176"", ""ifb_0303"", ""ifb_0160"", ""ifb_0066""]",1.280459586760443,all_observed_administration_pool_items,1.5927780539732204,411,227.49217282551294,75.26144056371844,298,0.6155717761557178,0.6471045522553169,1.8739592613586709,411,233.73645260662687,76.30976308089119,303,0.6155717761557178,0.685674090412949,2,3,repeat_02_outer_03,salamandra,sensitivity_floor15_se0p20_dopt,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,34,112,True,"[""ifb_0096"", ""ifb_0217"", ""ifb_0208"", ""ifb_0380"", ""ifb_0194"", ""ifb_0372"", ""ifb_0051"", ""ifb_0131"", ""ifb_0261"", ""ifb_0382"", ""ifb_0414"", ""ifb_0135"", ""ifb_0082"", ""ifb_0443"", ""ifb_0304"", ""ifb_0148"", ""ifb_0172"", ""ifb_0336"", ""ifb_0287"", ""ifb_0428"", ""ifb_0291"", ""ifb_0054"", ""ifb_0182"", ""ifb_0071"", ""ifb_0363"", ""ifb_0344"", ""ifb_0389"", ""ifb_0050"", ""ifb_0257"", ""ifb_0314"", ""ifb_0274"", ""ifb_0278"", ""ifb_0402"", ""ifb_0364""]",True,max_scenarios_reached,False,50,206,True,"[""ifb_0217"", ""ifb_0426"", ""ifb_0373"", ""ifb_0247"", ""ifb_0199"", ""ifb_0384"", ""ifb_0004"", ""ifb_0091"", ""ifb_0013"", ""ifb_0338"", ""ifb_0441"", ""ifb_0201"", ""ifb_0184"", ""ifb_0293"", ""ifb_0335"", ""ifb_0127"", ""ifb_0023"", ""ifb_0135"", ""ifb_0285"", ""ifb_0158"", ""ifb_0358"", ""ifb_0266"", ""ifb_0328"", ""ifb_0046"", ""ifb_0152"", ""ifb_0434"", ""ifb_0401"", ""ifb_0319"", ""ifb_0452"", ""ifb_0001"", ""ifb_0191"", ""ifb_0043"", ""ifb_0100"", ""ifb_0417"", ""ifb_0423"", ""ifb_0009"", ""ifb_0289"", ""ifb_0021"", ""ifb_0189"", ""ifb_0146"", ""ifb_0471"", ""ifb_0024"", ""ifb_0141"", ""ifb_0042"", ""ifb_0022"", ""ifb_0389"", ""ifb_0456"", ""ifb_0466"", ""ifb_0212"", ""ifb_0227""]",3.8616293559504613,all_observed_administration_pool_items,3.842798884501607,411,109.4929966582795,34.264491125302,363,0.8418491484184915,0.8788325727838563,3.728100194343004,411,108.06089163340378,33.71974708915572,365,0.8418491484184915,0.8709044205675787,2,3,repeat_02_outer_03,exaone,sensitivity_floor15_se0p20_dopt,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
google/gemma-2-2b,sensitivity_floor15_se0p20_dopt,15,0.2,dopt,ok,,True,precision_reached,True,22,74,True,"[""ifb_0124"", ""ifb_0096"", ""ifb_0322"", ""ifb_0052"", ""ifb_0195"", ""ifb_0217"", ""ifb_0225"", ""ifb_0359"", ""ifb_0025"", ""ifb_0198"", ""ifb_0187"", ""ifb_0143"", ""ifb_0360"", ""ifb_0149"", ""ifb_0301"", ""ifb_0130"", ""ifb_0062"", ""ifb_0068"", ""ifb_0238"", ""ifb_0087"", ""ifb_0288"", ""ifb_0348""]",True,max_scenarios_reached,False,50,183,True,"[""ifb_0261"", ""ifb_0082"", ""ifb_0180"", ""ifb_0090"", ""ifb_0039"", ""ifb_0206"", ""ifb_0161"", ""ifb_0022"", ""ifb_0007"", ""ifb_0297"", ""ifb_0194"", ""ifb_0309"", ""ifb_0171"", ""ifb_0293"", ""ifb_0060"", ""ifb_0137"", ""ifb_0068"", ""ifb_0050"", ""ifb_0373"", ""ifb_0150"", ""ifb_0129"", ""ifb_0024"", ""ifb_0308"", ""ifb_0247"", ""ifb_0234"", ""ifb_0175"", ""ifb_0300"", ""ifb_0386"", ""ifb_0285"", ""ifb_0160"", ""ifb_0461"", ""ifb_0203"", ""ifb_0215"", ""ifb_0499"", ""ifb_0143"", ""ifb_0311"", ""ifb_0069"", ""ifb_0020"", ""ifb_0014"", ""ifb_0248"", ""ifb_0176"", ""ifb_0188"", ""ifb_0126"", ""ifb_0404"", ""ifb_0462"", ""ifb_0184"", ""ifb_0416"", ""ifb_0105"", ""ifb_0496"", ""ifb_0441""]",-1.510123212317192,all_observed_administration_pool_items,-1.4608898009214204,411,126.76259745516036,37.55424694655194,364,0.14841849148418493,0.1757200461998472,-1.4345311255702928,411,127.0854254526845,37.65075905918541,363,0.14841849148418493,0.1787090783419401,2,3,repeat_02_outer_03,gemma,sensitivity_floor15_se0p20_dopt,sensitivity,e5b9b0e2fbaee19de1e04adffb488a8d5932f6aa4733eafe5fd58d5edce41296,log_shrinkage_2pl_lambda16,calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a
