model,candidate_id,minimum_scenarios,conditional_se_target,selector,status,error,cat_replay_success,cat_stop_reason,cat_precision_reached,cat_scenarios_administered,cat_criteria_administered,cat_mwle_converged,cat_scenario_order,baseline_replay_success,baseline_stop_reason,baseline_precision_reached,baseline_scenarios_administered,baseline_criteria_administered,baseline_mwle_converged,baseline_scenario_order,theta_reference,theta_reference_scope,theta_cat_mwle,cat_eval_n_cells,cat_eval_log_loss_sum,cat_eval_brier_sum,cat_eval_correct_count,cat_eval_observed_pass_rate,cat_eval_predicted_pass_rate,theta_baseline_mwle,baseline_eval_n_cells,baseline_eval_log_loss_sum,baseline_eval_brier_sum,baseline_eval_correct_count,baseline_eval_observed_pass_rate,baseline_eval_predicted_pass_rate,outer_fold,inner_fold,fit_cache_key,selected_ridge
openlm-research/open_llama_3b,floor_08__se_0p25__selector_dopt,8.0,0.25,dopt,ok,,True,precision_reached,True,8.0,22.0,True,"[""ifb_0217"", ""ifb_0025"", ""ifb_0367"", ""ifb_0254"", ""ifb_0198"", ""ifb_0130"", ""ifb_0068"", ""ifb_0093""]",True,precision_reached,True,15.0,64.0,True,"[""ifb_0217"", ""ifb_0137"", ""ifb_0323"", ""ifb_0239"", ""ifb_0426"", ""ifb_0214"", ""ifb_0020"", ""ifb_0243"", ""ifb_0075"", ""ifb_0064"", ""ifb_0377"", ""ifb_0196"", ""ifb_0314"", ""ifb_0245"", ""ifb_0418""]",-3.2940788685309568,all_observed_administration_pool_items,-1.6238553662339017,412.0,92.84587100296034,26.366092307250014,374.0,0.043689320388349516,0.16579854071844882,-2.568043733097944,412.0,57.623226043931965,14.81776961678593,395.0,0.043689320388349516,0.08625946062228416,1,,da84814b42d87e33a919d1e44885462216764d9c8919891a2a1e14751bfafb32,0.1
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
BEE-spoke-data/smol_llama-220M-openhermes,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
HuggingFaceTB/SmolLM2-360M,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
ibm-granite/granite-3.0-2b-base,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
ibm-granite/granite-3.1-2b-base,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
ibm-granite/granite-3.1-2b-instruct,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
ibm-granite/granite-7b-instruct,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
meta-llama/Llama-3.2-1B,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
meta-llama/Llama-3.2-1B-Instruct,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
meta-llama/Llama-3.2-3B-Instruct,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,2,,,0.1
Qwen/Qwen1.5-1.8B,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
Qwen/Qwen1.5-1.8B-Chat,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
Qwen/Qwen2-0.5B,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
Qwen/Qwen2.5-0.5B-Instruct,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
microsoft/phi-1_5,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
stabilityai/stablelm-2-1_6b-chat,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
stabilityai/stablelm-2-zephyr-1_6b,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
stabilityai/stablelm-zephyr-3b,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
utter-project/EuroLLM-1.7B,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
utter-project/EuroLLM-1.7B-Instruct,,,,,not_run_no_phase3_finalist,,False,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,3,,,0.1
ai-forever/mGPT,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,46.0,True,"[""ifb_0162"", ""ifb_0143"", ""ifb_0130"", ""ifb_0118"", ""ifb_0348"", ""ifb_0180"", ""ifb_0301"", ""ifb_0238"", ""ifb_0006"", ""ifb_0023"", ""ifb_0271"", ""ifb_0456"", ""ifb_0218"", ""ifb_0267"", ""ifb_0062""]",True,max_scenarios_reached,False,50.0,213.0,True,"[""ifb_0071"", ""ifb_0292"", ""ifb_0063"", ""ifb_0358"", ""ifb_0309"", ""ifb_0067"", ""ifb_0336"", ""ifb_0118"", ""ifb_0232"", ""ifb_0405"", ""ifb_0340"", ""ifb_0040"", ""ifb_0444"", ""ifb_0026"", ""ifb_0204"", ""ifb_0483"", ""ifb_0341"", ""ifb_0211"", ""ifb_0251"", ""ifb_0291"", ""ifb_0176"", ""ifb_0430"", ""ifb_0366"", ""ifb_0146"", ""ifb_0390"", ""ifb_0270"", ""ifb_0437"", ""ifb_0229"", ""ifb_0197"", ""ifb_0195"", ""ifb_0234"", ""ifb_0288"", ""ifb_0283"", ""ifb_0351"", ""ifb_0216"", ""ifb_0449"", ""ifb_0375"", ""ifb_0468"", ""ifb_0239"", ""ifb_0117"", ""ifb_0153"", ""ifb_0203"", ""ifb_0091"", ""ifb_0332"", ""ifb_0421"", ""ifb_0280"", ""ifb_0462"", ""ifb_0276"", ""ifb_0476"", ""ifb_0070""]",-5.4190975780315185,all_observed_administration_pool_items,-3.9903966919456444,410.0,15.484646231875928,2.721176455632704,410.0,0.0024390243902439024,0.033726599809426855,-4.415027002567881,410.0,12.005131797847119,1.9301053860103918,410.0,0.0024390243902439024,0.026324553046932275,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
google/gemma-2-2b,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,53.0,True,"[""ifb_0162"", ""ifb_0143"", ""ifb_0348"", ""ifb_0180"", ""ifb_0301"", ""ifb_0023"", ""ifb_0062"", ""ifb_0487"", ""ifb_0130"", ""ifb_0198"", ""ifb_0267"", ""ifb_0288"", ""ifb_0118"", ""ifb_0225"", ""ifb_0367""]",True,precision_reached,True,47.0,192.0,True,"[""ifb_0171"", ""ifb_0355"", ""ifb_0078"", ""ifb_0019"", ""ifb_0031"", ""ifb_0060"", ""ifb_0380"", ""ifb_0297"", ""ifb_0410"", ""ifb_0351"", ""ifb_0141"", ""ifb_0357"", ""ifb_0170"", ""ifb_0389"", ""ifb_0007"", ""ifb_0077"", ""ifb_0298"", ""ifb_0406"", ""ifb_0008"", ""ifb_0147"", ""ifb_0419"", ""ifb_0445"", ""ifb_0303"", ""ifb_0324"", ""ifb_0376"", ""ifb_0131"", ""ifb_0124"", ""ifb_0397"", ""ifb_0046"", ""ifb_0347"", ""ifb_0345"", ""ifb_0245"", ""ifb_0477"", ""ifb_0103"", ""ifb_0207"", ""ifb_0100"", ""ifb_0017"", ""ifb_0005"", ""ifb_0248"", ""ifb_0018"", ""ifb_0433"", ""ifb_0107"", ""ifb_0110"", ""ifb_0162"", ""ifb_0418"", ""ifb_0028"", ""ifb_0101""]",-1.3697308661381882,all_observed_administration_pool_items,-1.452696679902472,410.0,128.61203131220938,38.205492358577644,364.0,0.14878048780487804,0.1818718676408115,-1.637999749162522,410.0,129.0365975109944,37.72830885768084,359.0,0.14878048780487804,0.15940520789621568,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
google/gemma-2b,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,60.0,True,"[""ifb_0320"", ""ifb_0270"", ""ifb_0068"", ""ifb_0367"", ""ifb_0130"", ""ifb_0143"", ""ifb_0301"", ""ifb_0267"", ""ifb_0348"", ""ifb_0180"", ""ifb_0118"", ""ifb_0023"", ""ifb_0062"", ""ifb_0238"", ""ifb_0487""]",True,precision_reached,True,48.0,226.0,True,"[""ifb_0305"", ""ifb_0270"", ""ifb_0476"", ""ifb_0242"", ""ifb_0190"", ""ifb_0251"", ""ifb_0404"", ""ifb_0468"", ""ifb_0386"", ""ifb_0020"", ""ifb_0348"", ""ifb_0340"", ""ifb_0004"", ""ifb_0351"", ""ifb_0375"", ""ifb_0102"", ""ifb_0200"", ""ifb_0158"", ""ifb_0453"", ""ifb_0012"", ""ifb_0021"", ""ifb_0204"", ""ifb_0406"", ""ifb_0205"", ""ifb_0279"", ""ifb_0195"", ""ifb_0098"", ""ifb_0496"", ""ifb_0421"", ""ifb_0026"", ""ifb_0345"", ""ifb_0402"", ""ifb_0358"", ""ifb_0271"", ""ifb_0137"", ""ifb_0413"", ""ifb_0292"", ""ifb_0179"", ""ifb_0424"", ""ifb_0363"", ""ifb_0440"", ""ifb_0184"", ""ifb_0469"", ""ifb_0096"", ""ifb_0380"", ""ifb_0290"", ""ifb_0263"", ""ifb_0115""]",-2.209391514839976,all_observed_administration_pool_items,-2.03229973760963,410.0,124.4488951133029,34.42863420137584,367.0,0.11219512195121951,0.12045848364485008,-2.6916440156889267,410.0,137.9264110394662,34.7490093842211,370.0,0.11219512195121951,0.07633539025183488,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
h2oai/h2o-danube-1.8b-chat,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,78.0,True,"[""ifb_0320"", ""ifb_0051"", ""ifb_0282"", ""ifb_0137"", ""ifb_0047"", ""ifb_0376"", ""ifb_0380"", ""ifb_0444"", ""ifb_0207"", ""ifb_0265"", ""ifb_0031"", ""ifb_0384"", ""ifb_0209"", ""ifb_0101"", ""ifb_0313""]",True,precision_reached,True,17.0,86.0,True,"[""ifb_0364"", ""ifb_0434"", ""ifb_0366"", ""ifb_0084"", ""ifb_0096"", ""ifb_0325"", ""ifb_0460"", ""ifb_0454"", ""ifb_0449"", ""ifb_0036"", ""ifb_0322"", ""ifb_0052"", ""ifb_0008"", ""ifb_0459"", ""ifb_0453"", ""ifb_0157"", ""ifb_0408""]",0.7431948334863822,all_observed_administration_pool_items,0.9402055133993847,410.0,197.35087377965687,65.14289387634753,309.0,0.5414634146341464,0.6427175313997696,0.6678916252692368,410.0,189.16924160732168,62.41089880935279,320.0,0.5414634146341464,0.5937793101145665,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
h2oai/h2o-danube2-1.8b-base,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,55.0,True,"[""ifb_0217"", ""ifb_0052"", ""ifb_0195"", ""ifb_0220"", ""ifb_0143"", ""ifb_0068"", ""ifb_0360"", ""ifb_0270"", ""ifb_0162"", ""ifb_0096"", ""ifb_0187"", ""ifb_0198"", ""ifb_0323"", ""ifb_0035"", ""ifb_0155""]",True,precision_reached,True,28.0,90.0,True,"[""ifb_0439"", ""ifb_0462"", ""ifb_0079"", ""ifb_0089"", ""ifb_0122"", ""ifb_0131"", ""ifb_0412"", ""ifb_0479"", ""ifb_0058"", ""ifb_0292"", ""ifb_0213"", ""ifb_0491"", ""ifb_0219"", ""ifb_0195"", ""ifb_0455"", ""ifb_0336"", ""ifb_0010"", ""ifb_0238"", ""ifb_0204"", ""ifb_0118"", ""ifb_0059"", ""ifb_0124"", ""ifb_0454"", ""ifb_0328"", ""ifb_0095"", ""ifb_0090"", ""ifb_0205"", ""ifb_0120""]",-0.5805961533441513,all_observed_administration_pool_items,-0.4409239996332025,409.0,214.83833208460703,71.63033672581615,303.0,0.28361858190709044,0.3562677615736855,-0.7371215104732035,409.0,211.24769301052933,68.3221244612103,315.0,0.28361858190709044,0.2969883069836932,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
h2oai/h2o-danube2-1.8b-chat,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,72.0,True,"[""ifb_0162"", ""ifb_0137"", ""ifb_0376"", ""ifb_0384"", ""ifb_0320"", ""ifb_0282"", ""ifb_0139"", ""ifb_0382"", ""ifb_0051"", ""ifb_0372"", ""ifb_0207"", ""ifb_0444"", ""ifb_0047"", ""ifb_0065"", ""ifb_0408""]",True,precision_reached,True,15.0,80.0,True,"[""ifb_0270"", ""ifb_0047"", ""ifb_0497"", ""ifb_0363"", ""ifb_0314"", ""ifb_0012"", ""ifb_0185"", ""ifb_0418"", ""ifb_0071"", ""ifb_0443"", ""ifb_0417"", ""ifb_0229"", ""ifb_0401"", ""ifb_0017"", ""ifb_0328""]",0.9411639325091056,all_observed_administration_pool_items,1.195488913101318,410.0,174.76799962267356,54.61309624778772,331.0,0.6634146341463415,0.6827906844842697,0.781851683984868,410.0,179.0377667870652,56.42509140581149,323.0,0.6634146341463415,0.6150613673932513,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
pankajmathur/orca_mini_3b,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,63.0,True,"[""ifb_0217"", ""ifb_0270"", ""ifb_0367"", ""ifb_0220"", ""ifb_0360"", ""ifb_0068"", ""ifb_0052"", ""ifb_0413"", ""ifb_0225"", ""ifb_0198"", ""ifb_0195"", ""ifb_0143"", ""ifb_0478"", ""ifb_0493"", ""ifb_0254""]",True,precision_reached,True,20.0,65.0,True,"[""ifb_0234"", ""ifb_0056"", ""ifb_0047"", ""ifb_0193"", ""ifb_0367"", ""ifb_0451"", ""ifb_0391"", ""ifb_0160"", ""ifb_0287"", ""ifb_0090"", ""ifb_0198"", ""ifb_0124"", ""ifb_0166"", ""ifb_0237"", ""ifb_0007"", ""ifb_0061"", ""ifb_0381"", ""ifb_0413"", ""ifb_0085"", ""ifb_0257""]",-0.6403537904687178,all_observed_administration_pool_items,-1.0785222557868495,410.0,212.35540552977096,68.7117680400724,313.0,0.28536585365853656,0.23641626029698376,-0.7041720815137132,410.0,208.503167987589,69.02934281766778,312.0,0.28536585365853656,0.3029185994902374,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
pankajmathur/orca_mini_v9_5_3B-Instruct,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,76.0,True,"[""ifb_0162"", ""ifb_0384"", ""ifb_0139"", ""ifb_0265"", ""ifb_0051"", ""ifb_0131"", ""ifb_0402"", ""ifb_0382"", ""ifb_0415"", ""ifb_0464"", ""ifb_0047"", ""ifb_0374"", ""ifb_0443"", ""ifb_0320"", ""ifb_0282""]",True,max_scenarios_reached,False,50.0,215.0,True,"[""ifb_0171"", ""ifb_0388"", ""ifb_0083"", ""ifb_0419"", ""ifb_0364"", ""ifb_0479"", ""ifb_0157"", ""ifb_0456"", ""ifb_0046"", ""ifb_0048"", ""ifb_0204"", ""ifb_0208"", ""ifb_0031"", ""ifb_0406"", ""ifb_0059"", ""ifb_0283"", ""ifb_0227"", ""ifb_0477"", ""ifb_0453"", ""ifb_0151"", ""ifb_0080"", ""ifb_0027"", ""ifb_0070"", ""ifb_0101"", ""ifb_0341"", ""ifb_0051"", ""ifb_0280"", ""ifb_0189"", ""ifb_0147"", ""ifb_0466"", ""ifb_0087"", ""ifb_0243"", ""ifb_0125"", ""ifb_0149"", ""ifb_0347"", ""ifb_0386"", ""ifb_0212"", ""ifb_0052"", ""ifb_0387"", ""ifb_0310"", ""ifb_0304"", ""ifb_0215"", ""ifb_0043"", ""ifb_0286"", ""ifb_0194"", ""ifb_0480"", ""ifb_0496"", ""ifb_0295"", ""ifb_0279"", ""ifb_0435""]",2.111865785158848,all_observed_administration_pool_items,1.7670701427628142,409.0,171.0465749386635,51.963242962136334,340.0,0.7970660146699267,0.7583816117331637,2.6283732383725225,409.0,184.20229887308795,51.342877878572104,341.0,0.7970660146699267,0.8388710889442549,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
tiiuae/Falcon3-1B-Instruct,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,68.0,True,"[""ifb_0155"", ""ifb_0380"", ""ifb_0265"", ""ifb_0051"", ""ifb_0320"", ""ifb_0372"", ""ifb_0047"", ""ifb_0402"", ""ifb_0464"", ""ifb_0207"", ""ifb_0382"", ""ifb_0384"", ""ifb_0374"", ""ifb_0146"", ""ifb_0065""]",True,precision_reached,True,19.0,79.0,True,"[""ifb_0315"", ""ifb_0426"", ""ifb_0414"", ""ifb_0248"", ""ifb_0077"", ""ifb_0008"", ""ifb_0357"", ""ifb_0436"", ""ifb_0296"", ""ifb_0189"", ""ifb_0047"", ""ifb_0157"", ""ifb_0020"", ""ifb_0292"", ""ifb_0033"", ""ifb_0162"", ""ifb_0042"", ""ifb_0338"", ""ifb_0429""]",1.0935752183875602,all_observed_administration_pool_items,1.3473776334087069,410.0,159.75646803232877,50.670288592200166,341.0,0.6780487804878049,0.7043263633866911,0.6192453987901734,410.0,173.60649374919473,55.33785563476805,332.0,0.6780487804878049,0.5843605293941634,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
tiiuae/Falcon3-3B-Base,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,72.0,True,"[""ifb_0155"", ""ifb_0214"", ""ifb_0282"", ""ifb_0376"", ""ifb_0162"", ""ifb_0096"", ""ifb_0313"", ""ifb_0380"", ""ifb_0387"", ""ifb_0137"", ""ifb_0320"", ""ifb_0150"", ""ifb_0340"", ""ifb_0052"", ""ifb_0322""]",True,precision_reached,True,23.0,97.0,True,"[""ifb_0478"", ""ifb_0126"", ""ifb_0261"", ""ifb_0193"", ""ifb_0362"", ""ifb_0343"", ""ifb_0089"", ""ifb_0152"", ""ifb_0417"", ""ifb_0497"", ""ifb_0483"", ""ifb_0239"", ""ifb_0132"", ""ifb_0026"", ""ifb_0441"", ""ifb_0209"", ""ifb_0211"", ""ifb_0180"", ""ifb_0443"", ""ifb_0390"", ""ifb_0027"", ""ifb_0249"", ""ifb_0254""]",-0.20854135064646356,all_observed_administration_pool_items,-0.06405346845725486,409.0,290.0552904011457,98.78993522122228,248.0,0.43276283618581907,0.4392038184766961,-0.20485336222024655,409.0,283.969422877378,96.59154697456927,252.0,0.43276283618581907,0.40781910574303776,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
tiiuae/Falcon3-3B-Instruct,floor_15__se_0p20__selector_trace,15.0,0.2,trace,ok,,True,precision_reached,True,15.0,59.0,True,"[""ifb_0155"", ""ifb_0214"", ""ifb_0282"", ""ifb_0047"", ""ifb_0372"", ""ifb_0382"", ""ifb_0054"", ""ifb_0051"", ""ifb_0265"", ""ifb_0131"", ""ifb_0172"", ""ifb_0464"", ""ifb_0415"", ""ifb_0402"", ""ifb_0472""]",True,precision_reached,True,21.0,101.0,True,"[""ifb_0060"", ""ifb_0356"", ""ifb_0342"", ""ifb_0125"", ""ifb_0265"", ""ifb_0364"", ""ifb_0233"", ""ifb_0070"", ""ifb_0436"", ""ifb_0082"", ""ifb_0299"", ""ifb_0139"", ""ifb_0047"", ""ifb_0417"", ""ifb_0089"", ""ifb_0377"", ""ifb_0451"", ""ifb_0134"", ""ifb_0332"", ""ifb_0357"", ""ifb_0374""]",2.40855926348293,all_observed_administration_pool_items,2.2351516415758246,409.0,138.53036653208687,44.89564794121845,345.0,0.8973105134474327,0.8054266864366387,2.140843787144253,409.0,141.48260651633274,45.95954419433343,342.0,0.8973105134474327,0.7966407154900244,4,,8a2153e5f0097364740e0b41a681fcd8e1940a24edc6688e15f394e8c2679dc2,0.1
